place,r,lower,upper,.groups
Andhra Pradesh,1.0127383000540333,1.0040168577832205,1.0214969399175324,drop_last
Assam,1.0824746220177492,1.064245213427062,1.1008570672423343,drop_last
Bihar,0.8980535368157232,0.8793397464293198,0.9169618570963947,drop_last
Chhattisgarh,1.5238538750360038,1.496404077824289,1.5515498761632607,drop_last
Delhi,1.4736768222198138,1.4496981549387538,1.49785006776382,drop_last
Gujarat,1.0572833935683137,1.0319126857347514,1.082957925077708,drop_last
Haryana,1.4132138796116775,1.3861076455265215,1.440579551746113,drop_last
India,1.13073943916657,1.1273637000766206,1.1341201567298158,drop_last
Jammu and Kashmir,1.546317004814295,1.5057124521139544,1.5874590602666538,drop_last
Jharkhand,1.1264467313797046,1.102513447192611,1.1506339357325108,drop_last
Karnataka,1.0458373344715464,1.0360687839003389,1.0556511126535342,drop_last
Kerala,1.1656972660345954,1.1447236690738036,1.1868602216449948,drop_last
Madhya Pradesh,1.20106875535757,1.175649752736937,1.2267561405092353,drop_last
Maharashtra,1.275225191302696,1.2672149890399855,1.2832603234569337,drop_last
Odisha,1.1227084894959674,1.1061877117022467,1.139350128496664,drop_last
Punjab,1.1413099256830312,1.1174722049034678,1.1653966591945342,drop_last
Rajasthan,1.0928691269731647,1.0687777065313402,1.1172253450048537,drop_last
Tamil Nadu,0.96909647823905265,0.9580112832985224,0.980244560709786,drop_last
Telangana,0.9774549071448229,0.960353824445053,0.994704927369716,drop_last
Uttar Pradesh,1.114718295082859,1.1022344011178504,1.1272715591435876,drop_last
West Bengal,1.0060453839931838,0.9900997694128012,1.022116618306161,drop_last
