place,r,lower,upper
Andhra Pradesh,1.7183703295519364,1.6829324939140309,1.7541766924291478
Assam,2.1910130769154317,2.0189858782573094,2.370424943621596
Bihar,2.950974527673143,2.8715124708665227,3.0315445540010977
Chhattisgarh,2.1597556590948233,2.1378165145903463,2.1818075288162797
Delhi,2.153928523315902,2.1258857883609417,2.182155592629611
Gujarat,1.4004268873342316,1.3788623013411418,1.4221573791302604
Haryana,1.5872404013351566,1.5571071252342796,1.6176599904341684
India,1.5525392234399404,1.5483821079750621,1.5567018625365376
Jammu and Kashmir,1.7602639963342062,1.6972401547786329,1.824429294144526
Jharkhand,2.3466116883113717,2.2845686322538183,2.4094915950875353
Karnataka,1.6216040237961982,1.602477141470949,1.640843469575531
Kerala,1.3828103911248182,1.361484587988379,1.404301161291125
Madhya Pradesh,1.5072194692013752,1.484836612903627,1.529768499417317
Maharashtra,1.3772404530895606,1.371978954551546,1.3825118928848341
Odisha,2.065973720022227,1.9931591378388107,2.1401032717767285
Punjab,1.07236002585789,1.0550811670482838,1.0897773117747884
Rajasthan,2.094292938643815,2.0554279568839746,2.1335242690661755
Tamil Nadu,1.543509621300051,1.5214128576574777,1.565764099031387
Telangana,2.092030192395377,2.0432163748069847,2.141422239900611
Uttar Pradesh,2.7722547713551386,2.736822289299246,2.8079193384188375
West Bengal,2.127132662439446,2.0861244628751456,2.1685388491502926
