place,r,lower,upper,.groups
Andhra Pradesh,0.685692867880217,0.6360869757519998,0.7371375024386947,drop_last
Assam,0.7064077563469505,0.5934295609501576,0.8291187811913523,drop_last
Bihar,0.6675508188349654,0.6295745503129659,0.7066347677753362,drop_last
Chhattisgarh,0.6416215717726613,0.6167551732777251,0.6669737144919878,drop_last
Delhi,0.6403299858966746,0.6059492864002793,0.6756515919835505,drop_last
Gujarat,0.8178098764021619,0.7864872510608706,0.8497359620275011,drop_last
Haryana,0.6650283175213826,0.6191049445197531,0.7125789933659095,drop_last
India,0.8595790608006431,0.8532632557381679,0.8659178540034629,drop_last
Jammu and Kashmir,0.8561494430644393,0.7861401923833202,0.9291035475571355,drop_last
Jharkhand,0.6967359593629718,0.6389846894142158,0.756957058045295,drop_last
Karnataka,0.8278321306248203,0.7983658181924174,0.8578256022100148,drop_last
Kerala,1.0757057695920753,1.0630371012407247,1.0884484830010417,drop_last
Madhya Pradesh,0.646827358371718,0.617026862808346,0.6773234286306361,drop_last
Maharashtra,0.8530001181479989,0.8390446064789588,0.8670693822153845,drop_last
Odisha,0.7651629046762296,0.7144783960951541,0.8175673188413273,drop_last
Punjab,0.8278690826777378,0.7775425137303144,0.8797540562664387,drop_last
Rajasthan,0.6284725422306274,0.5942358793390126,0.6636576303278537,drop_last
Tamil Nadu,0.8180235400905305,0.7888684661046454,0.8477006161474812,drop_last
Telangana,0.8276383179359292,0.7826482352685554,0.8738688135867101,drop_last
Uttar Pradesh,0.6623862967368672,0.6340133118050986,0.6913752480024447,drop_last
West Bengal,0.6890535054848148,0.6630674118874281,0.715536053609074,drop_last
