place,r,lower,upper,.groups
Andhra Pradesh,0.856142701720661,0.8208023968302751,0.8922188606542845,drop_last
Assam,0.7778572550132276,0.7111475123225263,0.8475260433906262,drop_last
Bihar,0.9693001114065745,0.9335596680832853,1.0057029512059923,drop_last
Chhattisgarh,0.9369867104407016,0.9152860013265967,0.958938631474764,drop_last
Delhi,0.5844294499170288,0.5701131733729783,0.5989219809130896,drop_last
Gujarat,0.8552829611744625,0.8324625327728216,0.8784078475817705,drop_last
Haryana,0.6119300853191013,0.5916935521196152,0.6325041045485975,drop_last
India,0.8524171199250631,0.8476406233864622,0.8572068524283245,drop_last
Jammu and Kashmir,0.8239882202460654,0.7840832730548374,0.8648715122577147,drop_last
Jharkhand,1.1272254217169828,1.0605388670395126,1.1959178929831116,drop_last
Karnataka,0.9466979844244355,0.9222401398389602,0.9714716436675799,drop_last
Kerala,1.08016429978393,1.0672024797133886,1.0932033595772088,drop_last
Madhya Pradesh,0.8837103957771553,0.860463447925283,0.9072629340651328,drop_last
Maharashtra,0.889133150691555,0.8762540155177178,0.9021049588333041,drop_last
Odisha,0.9570716058812433,0.9131872963733434,1.0019713978201175,drop_last
Punjab,0.7506859395651303,0.7181647077564661,0.7839179169710219,drop_last
Rajasthan,0.7095139357325295,0.6904849754510083,0.7287984132339352,drop_last
Tamil Nadu,0.9201256101331805,0.8963034130376787,0.9442559428603398,drop_last
Telangana,0.9145295749059297,0.8801026437249845,0.9496081285509171,drop_last
Uttar Pradesh,0.8431965325695191,0.8225528224502233,0.8640928393867366,drop_last
West Bengal,0.79831726320439,0.7830372720435489,0.8137431036899513,drop_last
