place,r,lower,upper
Andhra Pradesh,1.8781710824893945,1.8539253102736937,1.902573986571896
Assam,2.3603308101092684,2.2711184631635204,2.4512512032446234
Bihar,2.4935727234296845,2.4621773460576852,2.5251678759019485
Chhattisgarh,1.485801652291909,1.4748370226137173,1.4968063557590312
Delhi,2.233087633637803,2.2173010993689144,2.248930300280242
Gujarat,1.7673586823387186,1.7493061483793848,1.7855033965430327
Haryana,1.8538557951176313,1.8309011168734426,1.8769535459843218
India,1.564312437854504,1.5612548276553235,1.5673730140454774
Jammu and Kashmir,1.5261414005952443,1.4864196940769998,1.5663804387429265
Jharkhand,1.91132053565213,1.881047469173338,1.941833669837928
Karnataka,1.7456905965919172,1.7317575433572638,1.7596793911043602
Kerala,1.9457928258236394,1.9275410365870524,1.9641307500375422
Madhya Pradesh,1.9302710305238269,1.9122975557458923,1.9483283151003619
Maharashtra,1.1316639330504767,1.1276380817263632,1.1356968622131443
Odisha,2.3360639436879564,2.2931466726823073,2.3793813225641314
Punjab,1.1978562364779783,1.180620100329394,1.2152159685223518
Rajasthan,1.9683889441232967,1.9468698757028262,1.9900257804468213
Tamil Nadu,1.6393605528329938,1.6229702433066584,1.6558324257729498
Telangana,1.6597357179914312,1.6339116770406323,1.6857606128703622
Uttar Pradesh,2.3678347380617204,2.3529442052080505,2.3827722183748556
West Bengal,1.965134887461806,1.942364148810132,1.9880377688837398
