place,r,lower,upper
Andhra Pradesh,1.7260991242371155,1.7113463178441921,1.7409146081999423
Assam,2.3418694262035284,2.296244352333636,2.387941506610785
Bihar,1.7106721663230664,1.6967800022320305,1.7246202792185636
Chhattisgarh,1.1044365295401013,1.0966616444086439,1.1122385055098678
Delhi,1.2904187673994412,1.2832159246943349,1.2976414990945095
Gujarat,1.4783702802896965,1.4671424079008457,1.4896404022168002
Haryana,1.601750174663461,1.5877961360890727,1.615764615934471
India,1.395632646567743,1.3934977419534398,1.3977691643480823
Jammu and Kashmir,1.5525732977143378,1.5230259859276118,1.5824012510106644
Jharkhand,1.52852975559321,1.5108448391729283,1.5463162210510624
Karnataka,1.707101020985196,1.6979476498813308,1.7162787944304483
Kerala,1.9316064447161385,1.9208396540783468,1.9424030233205956
Madhya Pradesh,1.2805858195244795,1.2707560686941957,1.2904529210464897
Maharashtra,1.0401515809056123,1.0365631964030368,1.0437460812787833
Odisha,1.8093546843144075,1.7885346873637094,1.8302938811451308
Punjab,1.3624974980179945,1.3467982336488307,1.378286669859506
Rajasthan,1.688791880098653,1.6765475518528208,1.701080214841994
Tamil Nadu,1.4947834376267937,1.4835131260574752,1.5060959421772413
Telangana,1.6308970517427948,1.6132909665533168,1.6485978000104857
Uttar Pradesh,1.4205279404041322,1.4137667458896006,1.4273050507694724
West Bengal,1.7382968072862455,1.7248050346791972,1.751840769809374
