Dates,variable,value,color,type
2020-05-01,mod_5,14232,Normal (pre-intervention),solid
2020-05-01,mod_6,14068,Cautious return,solid
2020-05-02,mod_2,149868,Soc. Dist. + Travel Ban,solid
2020-05-02,mod_4,15160,Moderate return,solid
2020-05-02,mod_5,15116,Normal (pre-intervention),solid
2020-05-02,mod_6,14818,Cautious return,solid
2020-05-03,mod_2,168573,Soc. Dist. + Travel Ban,solid
2020-05-03,mod_4,16064,Moderate return,solid
2020-05-03,mod_5,16139,Normal (pre-intervention),solid
2020-05-03,mod_6,15625,Cautious return,solid
2020-05-04,mod_2,188566,Soc. Dist. + Travel Ban,solid
2020-05-04,mod_4,17067,Moderate return,solid
2020-05-04,mod_5,17334,Normal (pre-intervention),solid
2020-05-04,mod_6,16497,Cautious return,solid
2020-05-05,mod_2,209853,Soc. Dist. + Travel Ban,solid
2020-05-05,mod_4,18195,Moderate return,solid
2020-05-05,mod_5,18736,Normal (pre-intervention),solid
2020-05-05,mod_6,17441,Cautious return,solid
2020-05-06,mod_2,232411,Soc. Dist. + Travel Ban,solid
2020-05-06,mod_4,19456,Moderate return,solid
2020-05-06,mod_5,20402,Normal (pre-intervention),solid
2020-05-06,mod_6,18473,Cautious return,solid
2020-05-07,mod_2,256214,Soc. Dist. + Travel Ban,solid
2020-05-07,mod_4,20881,Moderate return,solid
2020-05-07,mod_5,22387,Normal (pre-intervention),solid
2020-05-07,mod_6,19606,Cautious return,solid
2020-05-08,mod_2,281206,Soc. Dist. + Travel Ban,solid
2020-05-08,mod_4,22498,Moderate return,solid
2020-05-08,mod_5,24776,Normal (pre-intervention),solid
2020-05-08,mod_6,20836,Cautious return,solid
2020-05-09,mod_2,307345,Soc. Dist. + Travel Ban,solid
2020-05-09,mod_4,24355,Moderate return,solid
2020-05-09,mod_5,27661,Normal (pre-intervention),solid
2020-05-09,mod_6,22193,Cautious return,solid
2020-05-10,mod_2,334566,Soc. Dist. + Travel Ban,solid
2020-05-10,mod_4,26470,Moderate return,solid
2020-05-10,mod_5,31162,Normal (pre-intervention),solid
2020-05-10,mod_6,23678,Cautious return,solid
2020-05-11,mod_2,362857,Soc. Dist. + Travel Ban,solid
2020-05-11,mod_4,28891,Moderate return,solid
2020-05-11,mod_5,35417,Normal (pre-intervention),solid
2020-05-11,mod_6,25314,Cautious return,solid
2020-05-12,mod_2,392138,Soc. Dist. + Travel Ban,solid
2020-05-12,mod_4,31665,Moderate return,solid
2020-05-12,mod_5,40609,Normal (pre-intervention),solid
2020-05-12,mod_6,27111,Cautious return,solid
2020-05-13,mod_2,422326,Soc. Dist. + Travel Ban,solid
2020-05-13,mod_4,34848,Moderate return,solid
2020-05-13,mod_5,46925,Normal (pre-intervention),solid
2020-05-13,mod_6,29093,Cautious return,solid
2020-05-14,mod_2,453356,Soc. Dist. + Travel Ban,solid
2020-05-14,mod_4,38510,Moderate return,solid
2020-05-14,mod_5,54615,Normal (pre-intervention),solid
2020-05-14,mod_6,31285,Cautious return,solid
2020-05-15,mod_2,485237,Soc. Dist. + Travel Ban,solid
2020-05-15,mod_4,42719,Moderate return,solid
2020-05-15,mod_5,63952,Normal (pre-intervention),solid
2020-05-15,mod_6,33717,Cautious return,solid
2020-05-16,mod_2,517827,Soc. Dist. + Travel Ban,solid
2020-05-16,mod_4,47564,Moderate return,solid
2020-05-16,mod_5,75246,Normal (pre-intervention),solid
2020-05-16,mod_6,36399,Cautious return,solid
2020-05-17,mod_2,551064,Soc. Dist. + Travel Ban,solid
2020-05-17,mod_4,53165,Moderate return,solid
2020-05-17,mod_5,88866,Normal (pre-intervention),solid
2020-05-17,mod_6,39367,Cautious return,solid
2020-05-18,mod_2,584956,Soc. Dist. + Travel Ban,solid
2020-05-18,mod_4,59597,Moderate return,solid
2020-05-18,mod_5,105176,Normal (pre-intervention),solid
2020-05-18,mod_6,42634,Cautious return,solid
2020-05-19,mod_2,619406,Soc. Dist. + Travel Ban,solid
2020-05-19,mod_4,67003,Moderate return,solid
2020-05-19,mod_5,124577,Normal (pre-intervention),solid
2020-05-19,mod_6,46244,Cautious return,solid
2020-05-20,mod_2,654376,Soc. Dist. + Travel Ban,solid
2020-05-20,mod_4,75471,Moderate return,solid
2020-05-20,mod_5,147483,Normal (pre-intervention),solid
2020-05-20,mod_6,50244,Cautious return,solid
2020-05-21,mod_2,689794,Soc. Dist. + Travel Ban,solid
2020-05-21,mod_4,84918,Moderate return,solid
2020-05-21,mod_5,173466,Normal (pre-intervention),solid
2020-05-21,mod_6,54586,Cautious return,solid
2020-05-22,mod_2,725637,Soc. Dist. + Travel Ban,solid
2020-05-22,mod_4,95375,Moderate return,solid
2020-05-22,mod_5,202508,Normal (pre-intervention),solid
2020-05-22,mod_6,59288,Cautious return,solid
2020-05-23,mod_2,761856,Soc. Dist. + Travel Ban,solid
2020-05-23,mod_4,106858,Moderate return,solid
2020-05-23,mod_5,234547,Normal (pre-intervention),solid
2020-05-23,mod_6,64345,Cautious return,solid
2020-05-24,mod_2,798383,Soc. Dist. + Travel Ban,solid
2020-05-24,mod_4,119379,Moderate return,solid
2020-05-24,mod_5,269479,Normal (pre-intervention),solid
2020-05-24,mod_6,69788,Cautious return,solid
2020-05-25,mod_2,835154,Soc. Dist. + Travel Ban,solid
2020-05-25,mod_4,132920,Moderate return,solid
2020-05-25,mod_5,307197,Normal (pre-intervention),solid
2020-05-25,mod_6,75607,Cautious return,solid
2020-05-26,mod_2,872173,Soc. Dist. + Travel Ban,solid
2020-05-26,mod_4,147499,Moderate return,solid
2020-05-26,mod_5,347508,Normal (pre-intervention),solid
2020-05-26,mod_6,81797,Cautious return,solid
2020-05-27,mod_2,909347,Soc. Dist. + Travel Ban,solid
2020-05-27,mod_4,163100,Moderate return,solid
2020-05-27,mod_5,390215,Normal (pre-intervention),solid
2020-05-27,mod_6,88366,Cautious return,solid
2020-05-28,mod_2,946679,Soc. Dist. + Travel Ban,solid
2020-05-28,mod_4,179694,Moderate return,solid
2020-05-28,mod_5,435101,Normal (pre-intervention),solid
2020-05-28,mod_6,95346,Cautious return,solid
2020-05-29,mod_2,984097,Soc. Dist. + Travel Ban,solid
2020-05-29,mod_4,197254,Moderate return,solid
2020-05-29,mod_5,481971,Normal (pre-intervention),solid
2020-05-29,mod_6,102702,Cautious return,solid
2020-05-30,mod_2,1021599,Soc. Dist. + Travel Ban,solid
2020-05-30,mod_4,215759,Moderate return,solid
2020-05-30,mod_5,530587,Normal (pre-intervention),solid
2020-05-30,mod_6,110439,Cautious return,solid
2020-05-31,mod_2,1059112,Soc. Dist. + Travel Ban,solid
2020-05-31,mod_4,235180,Moderate return,solid
2020-05-31,mod_5,580772,Normal (pre-intervention),solid
2020-05-31,mod_6,118578,Cautious return,solid
2020-06-01,mod_2,1096638,Soc. Dist. + Travel Ban,solid
2020-06-01,mod_4,255489,Moderate return,solid
2020-06-01,mod_5,632291,Normal (pre-intervention),solid
2020-06-01,mod_6,127087,Cautious return,solid
2020-06-02,mod_2,1134160,Soc. Dist. + Travel Ban,solid
2020-06-02,mod_4,276627,Moderate return,solid
2020-06-02,mod_5,684926,Normal (pre-intervention),solid
2020-06-02,mod_6,135966,Cautious return,solid
2020-06-03,mod_2,1171627,Soc. Dist. + Travel Ban,solid
2020-06-03,mod_4,298560,Moderate return,solid
2020-06-03,mod_5,738521,Normal (pre-intervention),solid
2020-06-03,mod_6,145211,Cautious return,solid
2020-06-04,mod_2,1208946,Soc. Dist. + Travel Ban,solid
2020-06-04,mod_4,321242,Moderate return,solid
2020-06-04,mod_5,792829,Normal (pre-intervention),solid
2020-06-04,mod_6,154831,Cautious return,solid
2020-06-05,mod_2,1246188,Soc. Dist. + Travel Ban,solid
2020-06-05,mod_4,344662,Moderate return,solid
2020-06-05,mod_5,847622,Normal (pre-intervention),solid
2020-06-05,mod_6,164792,Cautious return,solid
2020-06-06,mod_2,1283277,Soc. Dist. + Travel Ban,solid
2020-06-06,mod_4,368729,Moderate return,solid
2020-06-06,mod_5,902780,Normal (pre-intervention),solid
2020-06-06,mod_6,175103,Cautious return,solid
2020-06-07,mod_2,1320177,Soc. Dist. + Travel Ban,solid
2020-06-07,mod_4,393426,Moderate return,solid
2020-06-07,mod_5,958141,Normal (pre-intervention),solid
2020-06-07,mod_6,185722,Cautious return,solid
2020-06-08,mod_2,1356953,Soc. Dist. + Travel Ban,solid
2020-06-08,mod_4,418685,Moderate return,solid
2020-06-08,mod_5,1013511,Normal (pre-intervention),solid
2020-06-08,mod_6,196654,Cautious return,solid
2020-06-09,mod_2,1393467,Soc. Dist. + Travel Ban,solid
2020-06-09,mod_4,444466,Moderate return,solid
2020-06-09,mod_5,1068746,Normal (pre-intervention),solid
2020-06-09,mod_6,207909,Cautious return,solid
2020-06-10,mod_2,1429735,Soc. Dist. + Travel Ban,solid
2020-06-10,mod_4,470709,Moderate return,solid
2020-06-10,mod_5,1123749,Normal (pre-intervention),solid
2020-06-10,mod_6,219448,Cautious return,solid
2020-06-11,mod_2,1465735,Soc. Dist. + Travel Ban,solid
2020-06-11,mod_4,497370,Moderate return,solid
2020-06-11,mod_5,1178384,Normal (pre-intervention),solid
2020-06-11,mod_6,231264,Cautious return,solid
2020-06-12,mod_2,1501488,Soc. Dist. + Travel Ban,solid
2020-06-12,mod_4,524377,Moderate return,solid
2020-06-12,mod_5,1232548,Normal (pre-intervention),solid
2020-06-12,mod_6,243339,Cautious return,solid
2020-06-13,mod_2,1536969,Soc. Dist. + Travel Ban,solid
2020-06-13,mod_4,551690,Moderate return,solid
2020-06-13,mod_5,1286134,Normal (pre-intervention),solid
2020-06-13,mod_6,255668,Cautious return,solid
2020-06-14,mod_2,1572132,Soc. Dist. + Travel Ban,solid
2020-06-14,mod_4,579301,Moderate return,solid
2020-06-14,mod_5,1339057,Normal (pre-intervention),solid
2020-06-14,mod_6,268241,Cautious return,solid
2020-06-15,mod_2,1606913,Soc. Dist. + Travel Ban,solid
2020-06-15,mod_4,607098,Moderate return,solid
2020-06-15,mod_5,1391265,Normal (pre-intervention),solid
2020-06-15,mod_6,281003,Cautious return,solid
2020-06-16,mod_2,1641432,Soc. Dist. + Travel Ban,solid
2020-06-16,mod_4,635118,Moderate return,solid
2020-06-16,mod_5,1442659,Normal (pre-intervention),solid
2020-06-16,mod_6,293968,Cautious return,solid
2020-06-17,mod_2,1675582,Soc. Dist. + Travel Ban,solid
2020-06-17,mod_4,663257,Moderate return,solid
2020-06-17,mod_5,1493206,Normal (pre-intervention),solid
2020-06-17,mod_6,307117,Cautious return,solid
2020-06-18,mod_2,1709334,Soc. Dist. + Travel Ban,solid
2020-06-18,mod_4,691531,Moderate return,solid
2020-06-18,mod_5,1542883,Normal (pre-intervention),solid
2020-06-18,mod_6,320424,Cautious return,solid
2020-06-19,mod_2,1742774,Soc. Dist. + Travel Ban,solid
2020-06-19,mod_4,719861,Moderate return,solid
2020-06-19,mod_5,1591655,Normal (pre-intervention),solid
2020-06-19,mod_6,333905,Cautious return,solid
2020-06-20,mod_2,1775870,Soc. Dist. + Travel Ban,solid
2020-06-20,mod_4,748233,Moderate return,solid
2020-06-20,mod_5,1639489,Normal (pre-intervention),solid
2020-06-20,mod_6,347538,Cautious return,solid
2020-06-21,mod_2,1808603,Soc. Dist. + Travel Ban,solid
2020-06-21,mod_4,776595,Moderate return,solid
2020-06-21,mod_5,1686354,Normal (pre-intervention),solid
2020-06-21,mod_6,361298,Cautious return,solid
2020-06-22,mod_2,1840987,Soc. Dist. + Travel Ban,solid
2020-06-22,mod_4,804960,Moderate return,solid
2020-06-22,mod_5,1732214,Normal (pre-intervention),solid
2020-06-22,mod_6,375184,Cautious return,solid
2020-06-23,mod_2,1872918,Soc. Dist. + Travel Ban,solid
2020-06-23,mod_4,833241,Moderate return,solid
2020-06-23,mod_5,1777167,Normal (pre-intervention),solid
2020-06-23,mod_6,389184,Cautious return,solid
2020-06-24,mod_2,1904496,Soc. Dist. + Travel Ban,solid
2020-06-24,mod_4,861481,Moderate return,solid
2020-06-24,mod_5,1821121,Normal (pre-intervention),solid
2020-06-24,mod_6,403274,Cautious return,solid
2020-06-25,mod_2,1935723,Soc. Dist. + Travel Ban,solid
2020-06-25,mod_4,889594,Moderate return,solid
2020-06-25,mod_5,1864170,Normal (pre-intervention),solid
2020-06-25,mod_6,417444,Cautious return,solid
2020-06-26,mod_2,1966517,Soc. Dist. + Travel Ban,solid
2020-06-26,mod_4,917580,Moderate return,solid
2020-06-26,mod_5,1906285,Normal (pre-intervention),solid
2020-06-26,mod_6,431708,Cautious return,solid
2020-06-27,mod_2,1996939,Soc. Dist. + Travel Ban,solid
2020-06-27,mod_4,945416,Moderate return,solid
2020-06-27,mod_5,1947436,Normal (pre-intervention),solid
2020-06-27,mod_6,446025,Cautious return,solid
2020-06-28,mod_2,2027012,Soc. Dist. + Travel Ban,solid
2020-06-28,mod_4,973085,Moderate return,solid
2020-06-28,mod_5,1987647,Normal (pre-intervention),solid
2020-06-28,mod_6,460372,Cautious return,solid
2020-06-29,mod_2,2056626,Soc. Dist. + Travel Ban,solid
2020-06-29,mod_4,1000546,Moderate return,solid
2020-06-29,mod_5,2026953,Normal (pre-intervention),solid
2020-06-29,mod_6,474797,Cautious return,solid
2020-06-30,mod_2,2085881,Soc. Dist. + Travel Ban,solid
2020-06-30,mod_4,1027792,Moderate return,solid
2020-06-30,mod_5,2065351,Normal (pre-intervention),solid
2020-06-30,mod_6,489272,Cautious return,solid
2020-07-01,mod_2,2114731,Soc. Dist. + Travel Ban,solid
2020-07-01,mod_4,1054820,Moderate return,solid
2020-07-01,mod_5,2102837,Normal (pre-intervention),solid
2020-07-01,mod_6,503805,Cautious return,solid
2020-07-02,mod_2,2143210,Soc. Dist. + Travel Ban,solid
2020-07-02,mod_4,1081584,Moderate return,solid
2020-07-02,mod_5,2139485,Normal (pre-intervention),solid
2020-07-02,mod_6,518295,Cautious return,solid
2020-07-03,mod_2,2171341,Soc. Dist. + Travel Ban,solid
2020-07-03,mod_4,1108087,Moderate return,solid
2020-07-03,mod_5,2175242,Normal (pre-intervention),solid
2020-07-03,mod_6,532833,Cautious return,solid
2020-07-04,mod_2,2199030,Soc. Dist. + Travel Ban,solid
2020-07-04,mod_4,1134320,Moderate return,solid
2020-07-04,mod_5,2210129,Normal (pre-intervention),solid
2020-07-04,mod_6,547374,Cautious return,solid
2020-07-05,mod_2,2226308,Soc. Dist. + Travel Ban,solid
2020-07-05,mod_4,1160274,Moderate return,solid
2020-07-05,mod_5,2244131,Normal (pre-intervention),solid
2020-07-05,mod_6,561927,Cautious return,solid
2020-07-06,mod_2,2253240,Soc. Dist. + Travel Ban,solid
2020-07-06,mod_4,1185914,Moderate return,solid
2020-07-06,mod_5,2277328,Normal (pre-intervention),solid
2020-07-06,mod_6,576438,Cautious return,solid
2020-07-07,mod_2,2279735,Soc. Dist. + Travel Ban,solid
2020-07-07,mod_4,1211290,Moderate return,solid
2020-07-07,mod_5,2309716,Normal (pre-intervention),solid
2020-07-07,mod_6,590951,Cautious return,solid
2020-07-08,mod_2,2305897,Soc. Dist. + Travel Ban,solid
2020-07-08,mod_4,1236352,Moderate return,solid
2020-07-08,mod_5,2341282,Normal (pre-intervention),solid
2020-07-08,mod_6,605446,Cautious return,solid
2020-07-09,mod_2,2331706,Soc. Dist. + Travel Ban,solid
2020-07-09,mod_4,1261089,Moderate return,solid
2020-07-09,mod_5,2372078,Normal (pre-intervention),solid
2020-07-09,mod_6,619885,Cautious return,solid
2020-07-10,mod_2,2357099,Soc. Dist. + Travel Ban,solid
2020-07-10,mod_4,1285528,Moderate return,solid
2020-07-10,mod_5,2402100,Normal (pre-intervention),solid
2020-07-10,mod_6,634288,Cautious return,solid
2020-07-11,mod_2,2382102,Soc. Dist. + Travel Ban,solid
2020-07-11,mod_4,1309647,Moderate return,solid
2020-07-11,mod_5,2431361,Normal (pre-intervention),solid
2020-07-11,mod_6,648630,Cautious return,solid
2020-07-12,mod_2,2406745,Soc. Dist. + Travel Ban,solid
2020-07-12,mod_4,1333468,Moderate return,solid
2020-07-12,mod_5,2459900,Normal (pre-intervention),solid
2020-07-12,mod_6,662967,Cautious return,solid
2020-07-13,mod_2,2431023,Soc. Dist. + Travel Ban,solid
2020-07-13,mod_4,1356905,Moderate return,solid
2020-07-13,mod_5,2487713,Normal (pre-intervention),solid
2020-07-13,mod_6,677224,Cautious return,solid
2020-07-14,mod_2,2454913,Soc. Dist. + Travel Ban,solid
2020-07-14,mod_4,1380039,Moderate return,solid
2020-07-14,mod_5,2514782,Normal (pre-intervention),solid
2020-07-14,mod_6,691420,Cautious return,solid
2020-07-15,mod_2,2478494,Soc. Dist. + Travel Ban,solid
2020-07-15,mod_4,1402875,Moderate return,solid
2020-07-15,mod_5,2541181,Normal (pre-intervention),solid
2020-07-15,mod_6,705540,Cautious return,solid
2020-07-16,mod_2,2501685,Soc. Dist. + Travel Ban,solid
2020-07-16,mod_4,1425343,Moderate return,solid
2020-07-16,mod_5,2566924,Normal (pre-intervention),solid
2020-07-16,mod_6,719607,Cautious return,solid
2020-07-17,mod_2,2524543,Soc. Dist. + Travel Ban,solid
2020-07-17,mod_4,1447493,Moderate return,solid
2020-07-17,mod_5,2591980,Normal (pre-intervention),solid
2020-07-17,mod_6,733561,Cautious return,solid
2020-07-18,mod_2,2547064,Soc. Dist. + Travel Ban,solid
2020-07-18,mod_4,1469352,Moderate return,solid
2020-07-18,mod_5,2616444,Normal (pre-intervention),solid
2020-07-18,mod_6,747417,Cautious return,solid
2020-07-19,mod_2,2569252,Soc. Dist. + Travel Ban,solid
2020-07-19,mod_4,1490871,Moderate return,solid
2020-07-19,mod_5,2640227,Normal (pre-intervention),solid
2020-07-19,mod_6,761204,Cautious return,solid
2020-07-20,mod_2,2591132,Soc. Dist. + Travel Ban,solid
2020-07-20,mod_4,1512059,Moderate return,solid
2020-07-20,mod_5,2663403,Normal (pre-intervention),solid
2020-07-20,mod_6,774909,Cautious return,solid
2020-07-21,mod_2,2612620,Soc. Dist. + Travel Ban,solid
2020-07-21,mod_4,1532932,Moderate return,solid
2020-07-21,mod_5,2686004,Normal (pre-intervention),solid
2020-07-21,mod_6,788496,Cautious return,solid
2020-07-22,mod_2,2633803,Soc. Dist. + Travel Ban,solid
2020-07-22,mod_4,1553452,Moderate return,solid
2020-07-22,mod_5,2708013,Normal (pre-intervention),solid
2020-07-22,mod_6,802004,Cautious return,solid
2020-07-23,mod_2,2654609,Soc. Dist. + Travel Ban,solid
2020-07-23,mod_4,1573652,Moderate return,solid
2020-07-23,mod_5,2729435,Normal (pre-intervention),solid
2020-07-23,mod_6,815412,Cautious return,solid
2020-07-24,mod_2,2675096,Soc. Dist. + Travel Ban,solid
2020-07-24,mod_4,1593557,Moderate return,solid
2020-07-24,mod_5,2750310,Normal (pre-intervention),solid
2020-07-24,mod_6,828715,Cautious return,solid
2020-07-25,mod_2,2695315,Soc. Dist. + Travel Ban,solid
2020-07-25,mod_4,1613131,Moderate return,solid
2020-07-25,mod_5,2770677,Normal (pre-intervention),solid
2020-07-25,mod_6,841926,Cautious return,solid
2020-07-26,mod_2,2715194,Soc. Dist. + Travel Ban,solid
2020-07-26,mod_4,1632399,Moderate return,solid
2020-07-26,mod_5,2790490,Normal (pre-intervention),solid
2020-07-26,mod_6,855045,Cautious return,solid
2020-07-27,mod_2,2734775,Soc. Dist. + Travel Ban,solid
2020-07-27,mod_4,1651336,Moderate return,solid
2020-07-27,mod_5,2809821,Normal (pre-intervention),solid
2020-07-27,mod_6,868029,Cautious return,solid
2020-07-28,mod_2,2754024,Soc. Dist. + Travel Ban,solid
2020-07-28,mod_4,1669942,Moderate return,solid
2020-07-28,mod_5,2828650,Normal (pre-intervention),solid
2020-07-28,mod_6,880901,Cautious return,solid
2020-07-29,mod_2,2773006,Soc. Dist. + Travel Ban,solid
2020-07-29,mod_4,1688220,Moderate return,solid
2020-07-29,mod_5,2847018,Normal (pre-intervention),solid
2020-07-29,mod_6,893672,Cautious return,solid
2020-07-30,mod_2,2791661,Soc. Dist. + Travel Ban,solid
2020-07-30,mod_4,1706258,Moderate return,solid
2020-07-30,mod_5,2864907,Normal (pre-intervention),solid
2020-07-30,mod_6,906290,Cautious return,solid
2020-07-31,mod_2,2810027,Soc. Dist. + Travel Ban,solid
2020-07-31,mod_4,1723974,Moderate return,solid
2020-07-31,mod_5,2882323,Normal (pre-intervention),solid
2020-07-31,mod_6,918808,Cautious return,solid
2020-08-01,mod_2,2828079,Soc. Dist. + Travel Ban,solid
2020-08-01,mod_4,1741367,Moderate return,solid
2020-08-01,mod_5,2899359,Normal (pre-intervention),solid
2020-08-01,mod_6,931202,Cautious return,solid
2020-08-02,mod_2,2845894,Soc. Dist. + Travel Ban,solid
2020-08-02,mod_4,1758453,Moderate return,solid
2020-08-02,mod_5,2915964,Normal (pre-intervention),solid
2020-08-02,mod_6,943447,Cautious return,solid
2020-08-03,mod_2,2863373,Soc. Dist. + Travel Ban,solid
2020-08-03,mod_4,1775236,Moderate return,solid
2020-08-03,mod_5,2932123,Normal (pre-intervention),solid
2020-08-03,mod_6,955608,Cautious return,solid
2020-08-04,mod_2,2880620,Soc. Dist. + Travel Ban,solid
2020-08-04,mod_4,1791757,Moderate return,solid
2020-08-04,mod_5,2947893,Normal (pre-intervention),solid
2020-08-04,mod_6,967639,Cautious return,solid
2020-08-05,mod_2,2897592,Soc. Dist. + Travel Ban,solid
2020-08-05,mod_4,1808029,Moderate return,solid
2020-08-05,mod_5,2963295,Normal (pre-intervention),solid
2020-08-05,mod_6,979562,Cautious return,solid
2020-08-06,mod_2,2914271,Soc. Dist. + Travel Ban,solid
2020-08-06,mod_4,1823980,Moderate return,solid
2020-08-06,mod_5,2978313,Normal (pre-intervention),solid
2020-08-06,mod_6,991359,Cautious return,solid
2020-08-07,mod_2,2930687,Soc. Dist. + Travel Ban,solid
2020-08-07,mod_4,1839655,Moderate return,solid
2020-08-07,mod_5,2992965,Normal (pre-intervention),solid
2020-08-07,mod_6,1003013,Cautious return,solid
2020-08-08,mod_2,2946886,Soc. Dist. + Travel Ban,solid
2020-08-08,mod_4,1855048,Moderate return,solid
2020-08-08,mod_5,3007261,Normal (pre-intervention),solid
2020-08-08,mod_6,1014564,Cautious return,solid
2020-08-09,mod_2,2962794,Soc. Dist. + Travel Ban,solid
2020-08-09,mod_4,1870204,Moderate return,solid
2020-08-09,mod_5,3021220,Normal (pre-intervention),solid
2020-08-09,mod_6,1025971,Cautious return,solid
2020-08-10,mod_2,2978426,Soc. Dist. + Travel Ban,solid
2020-08-10,mod_4,1885118,Moderate return,solid
2020-08-10,mod_5,3034850,Normal (pre-intervention),solid
2020-08-10,mod_6,1037246,Cautious return,solid
2020-08-11,mod_2,2993893,Soc. Dist. + Travel Ban,solid
2020-08-11,mod_4,1899742,Moderate return,solid
2020-08-11,mod_5,3048146,Normal (pre-intervention),solid
2020-08-11,mod_6,1048401,Cautious return,solid
2020-08-12,mod_2,3009123,Soc. Dist. + Travel Ban,solid
2020-08-12,mod_4,1914153,Moderate return,solid
2020-08-12,mod_5,3061147,Normal (pre-intervention),solid
2020-08-12,mod_6,1059452,Cautious return,solid
2020-08-13,mod_2,3024135,Soc. Dist. + Travel Ban,solid
2020-08-13,mod_4,1928341,Moderate return,solid
2020-08-13,mod_5,3073854,Normal (pre-intervention),solid
2020-08-13,mod_6,1070363,Cautious return,solid
2020-08-14,mod_2,3038871,Soc. Dist. + Travel Ban,solid
2020-08-14,mod_4,1942228,Moderate return,solid
2020-08-14,mod_5,3086275,Normal (pre-intervention),solid
2020-08-14,mod_6,1081147,Cautious return,solid
2020-08-15,mod_2,3053313,Soc. Dist. + Travel Ban,solid
2020-08-15,mod_4,1955878,Moderate return,solid
2020-08-15,mod_5,3098358,Normal (pre-intervention),solid
2020-08-15,mod_6,1091797,Cautious return,solid
2020-08-16,mod_2,3067549,Soc. Dist. + Travel Ban,solid
2020-08-16,mod_4,1969314,Moderate return,solid
2020-08-16,mod_5,3110202,Normal (pre-intervention),solid
2020-08-16,mod_6,1102316,Cautious return,solid
