Dates,variable,value,color,type
2020-05-26,mod_5,40311,Normal (pre-intervention),solid
2020-05-26,mod_6,6190,Cautious return,solid
2020-05-27,mod_2,37174,Soc. Dist. + Travel Ban,solid
2020-05-27,mod_4,15601,Moderate return,solid
2020-05-27,mod_5,42707,Normal (pre-intervention),solid
2020-05-27,mod_6,6569,Cautious return,solid
2020-05-28,mod_2,37332,Soc. Dist. + Travel Ban,solid
2020-05-28,mod_4,16594,Moderate return,solid
2020-05-28,mod_5,44886,Normal (pre-intervention),solid
2020-05-28,mod_6,6980,Cautious return,solid
2020-05-29,mod_2,37418,Soc. Dist. + Travel Ban,solid
2020-05-29,mod_4,17560,Moderate return,solid
2020-05-29,mod_5,46870,Normal (pre-intervention),solid
2020-05-29,mod_6,7356,Cautious return,solid
2020-05-30,mod_2,37502,Soc. Dist. + Travel Ban,solid
2020-05-30,mod_4,18505,Moderate return,solid
2020-05-30,mod_5,48616,Normal (pre-intervention),solid
2020-05-30,mod_6,7737,Cautious return,solid
2020-05-31,mod_2,37513,Soc. Dist. + Travel Ban,solid
2020-05-31,mod_4,19421,Moderate return,solid
2020-05-31,mod_5,50185,Normal (pre-intervention),solid
2020-05-31,mod_6,8139,Cautious return,solid
2020-06-01,mod_2,37526,Soc. Dist. + Travel Ban,solid
2020-06-01,mod_4,20309,Moderate return,solid
2020-06-01,mod_5,51519,Normal (pre-intervention),solid
2020-06-01,mod_6,8509,Cautious return,solid
2020-06-02,mod_2,37522,Soc. Dist. + Travel Ban,solid
2020-06-02,mod_4,21138,Moderate return,solid
2020-06-02,mod_5,52635,Normal (pre-intervention),solid
2020-06-02,mod_6,8879,Cautious return,solid
2020-06-03,mod_2,37467,Soc. Dist. + Travel Ban,solid
2020-06-03,mod_4,21933,Moderate return,solid
2020-06-03,mod_5,53595,Normal (pre-intervention),solid
2020-06-03,mod_6,9245,Cautious return,solid
2020-06-04,mod_2,37319,Soc. Dist. + Travel Ban,solid
2020-06-04,mod_4,22682,Moderate return,solid
2020-06-04,mod_5,54308,Normal (pre-intervention),solid
2020-06-04,mod_6,9620,Cautious return,solid
2020-06-05,mod_2,37242,Soc. Dist. + Travel Ban,solid
2020-06-05,mod_4,23420,Moderate return,solid
2020-06-05,mod_5,54793,Normal (pre-intervention),solid
2020-06-05,mod_6,9961,Cautious return,solid
2020-06-06,mod_2,37089,Soc. Dist. + Travel Ban,solid
2020-06-06,mod_4,24067,Moderate return,solid
2020-06-06,mod_5,55158,Normal (pre-intervention),solid
2020-06-06,mod_6,10311,Cautious return,solid
2020-06-07,mod_2,36900,Soc. Dist. + Travel Ban,solid
2020-06-07,mod_4,24697,Moderate return,solid
2020-06-07,mod_5,55361,Normal (pre-intervention),solid
2020-06-07,mod_6,10619,Cautious return,solid
2020-06-08,mod_2,36776,Soc. Dist. + Travel Ban,solid
2020-06-08,mod_4,25259,Moderate return,solid
2020-06-08,mod_5,55370,Normal (pre-intervention),solid
2020-06-08,mod_6,10932,Cautious return,solid
2020-06-09,mod_2,36514,Soc. Dist. + Travel Ban,solid
2020-06-09,mod_4,25781,Moderate return,solid
2020-06-09,mod_5,55235,Normal (pre-intervention),solid
2020-06-09,mod_6,11255,Cautious return,solid
2020-06-10,mod_2,36268,Soc. Dist. + Travel Ban,solid
2020-06-10,mod_4,26243,Moderate return,solid
2020-06-10,mod_5,55003,Normal (pre-intervention),solid
2020-06-10,mod_6,11539,Cautious return,solid
2020-06-11,mod_2,36000,Soc. Dist. + Travel Ban,solid
2020-06-11,mod_4,26661,Moderate return,solid
2020-06-11,mod_5,54635,Normal (pre-intervention),solid
2020-06-11,mod_6,11816,Cautious return,solid
2020-06-12,mod_2,35753,Soc. Dist. + Travel Ban,solid
2020-06-12,mod_4,27007,Moderate return,solid
2020-06-12,mod_5,54164,Normal (pre-intervention),solid
2020-06-12,mod_6,12075,Cautious return,solid
2020-06-13,mod_2,35481,Soc. Dist. + Travel Ban,solid
2020-06-13,mod_4,27313,Moderate return,solid
2020-06-13,mod_5,53586,Normal (pre-intervention),solid
2020-06-13,mod_6,12329,Cautious return,solid
2020-06-14,mod_2,35163,Soc. Dist. + Travel Ban,solid
2020-06-14,mod_4,27611,Moderate return,solid
2020-06-14,mod_5,52923,Normal (pre-intervention),solid
2020-06-14,mod_6,12573,Cautious return,solid
2020-06-15,mod_2,34781,Soc. Dist. + Travel Ban,solid
2020-06-15,mod_4,27797,Moderate return,solid
2020-06-15,mod_5,52208,Normal (pre-intervention),solid
2020-06-15,mod_6,12762,Cautious return,solid
2020-06-16,mod_2,34519,Soc. Dist. + Travel Ban,solid
2020-06-16,mod_4,28020,Moderate return,solid
2020-06-16,mod_5,51394,Normal (pre-intervention),solid
2020-06-16,mod_6,12965,Cautious return,solid
2020-06-17,mod_2,34150,Soc. Dist. + Travel Ban,solid
2020-06-17,mod_4,28139,Moderate return,solid
2020-06-17,mod_5,50547,Normal (pre-intervention),solid
2020-06-17,mod_6,13149,Cautious return,solid
2020-06-18,mod_2,33752,Soc. Dist. + Travel Ban,solid
2020-06-18,mod_4,28274,Moderate return,solid
2020-06-18,mod_5,49677,Normal (pre-intervention),solid
2020-06-18,mod_6,13307,Cautious return,solid
2020-06-19,mod_2,33440,Soc. Dist. + Travel Ban,solid
2020-06-19,mod_4,28330,Moderate return,solid
2020-06-19,mod_5,48772,Normal (pre-intervention),solid
2020-06-19,mod_6,13481,Cautious return,solid
2020-06-20,mod_2,33096,Soc. Dist. + Travel Ban,solid
2020-06-20,mod_4,28372,Moderate return,solid
2020-06-20,mod_5,47834,Normal (pre-intervention),solid
2020-06-20,mod_6,13633,Cautious return,solid
2020-06-21,mod_2,32733,Soc. Dist. + Travel Ban,solid
2020-06-21,mod_4,28362,Moderate return,solid
2020-06-21,mod_5,46865,Normal (pre-intervention),solid
2020-06-21,mod_6,13760,Cautious return,solid
2020-06-22,mod_2,32384,Soc. Dist. + Travel Ban,solid
2020-06-22,mod_4,28365,Moderate return,solid
2020-06-22,mod_5,45860,Normal (pre-intervention),solid
2020-06-22,mod_6,13886,Cautious return,solid
2020-06-23,mod_2,31931,Soc. Dist. + Travel Ban,solid
2020-06-23,mod_4,28281,Moderate return,solid
2020-06-23,mod_5,44953,Normal (pre-intervention),solid
2020-06-23,mod_6,14000,Cautious return,solid
2020-06-24,mod_2,31578,Soc. Dist. + Travel Ban,solid
2020-06-24,mod_4,28240,Moderate return,solid
2020-06-24,mod_5,43954,Normal (pre-intervention),solid
2020-06-24,mod_6,14090,Cautious return,solid
2020-06-25,mod_2,31227,Soc. Dist. + Travel Ban,solid
2020-06-25,mod_4,28113,Moderate return,solid
2020-06-25,mod_5,43049,Normal (pre-intervention),solid
2020-06-25,mod_6,14170,Cautious return,solid
2020-06-26,mod_2,30794,Soc. Dist. + Travel Ban,solid
2020-06-26,mod_4,27986,Moderate return,solid
2020-06-26,mod_5,42115,Normal (pre-intervention),solid
2020-06-26,mod_6,14264,Cautious return,solid
2020-06-27,mod_2,30422,Soc. Dist. + Travel Ban,solid
2020-06-27,mod_4,27836,Moderate return,solid
2020-06-27,mod_5,41151,Normal (pre-intervention),solid
2020-06-27,mod_6,14317,Cautious return,solid
2020-06-28,mod_2,30073,Soc. Dist. + Travel Ban,solid
2020-06-28,mod_4,27669,Moderate return,solid
2020-06-28,mod_5,40211,Normal (pre-intervention),solid
2020-06-28,mod_6,14347,Cautious return,solid
2020-06-29,mod_2,29614,Soc. Dist. + Travel Ban,solid
2020-06-29,mod_4,27461,Moderate return,solid
2020-06-29,mod_5,39306,Normal (pre-intervention),solid
2020-06-29,mod_6,14425,Cautious return,solid
2020-06-30,mod_2,29255,Soc. Dist. + Travel Ban,solid
2020-06-30,mod_4,27246,Moderate return,solid
2020-06-30,mod_5,38398,Normal (pre-intervention),solid
2020-06-30,mod_6,14475,Cautious return,solid
2020-07-01,mod_2,28850,Soc. Dist. + Travel Ban,solid
2020-07-01,mod_4,27028,Moderate return,solid
2020-07-01,mod_5,37486,Normal (pre-intervention),solid
2020-07-01,mod_6,14533,Cautious return,solid
2020-07-02,mod_2,28479,Soc. Dist. + Travel Ban,solid
2020-07-02,mod_4,26764,Moderate return,solid
2020-07-02,mod_5,36648,Normal (pre-intervention),solid
2020-07-02,mod_6,14490,Cautious return,solid
2020-07-03,mod_2,28131,Soc. Dist. + Travel Ban,solid
2020-07-03,mod_4,26503,Moderate return,solid
2020-07-03,mod_5,35757,Normal (pre-intervention),solid
2020-07-03,mod_6,14538,Cautious return,solid
2020-07-04,mod_2,27689,Soc. Dist. + Travel Ban,solid
2020-07-04,mod_4,26233,Moderate return,solid
2020-07-04,mod_5,34887,Normal (pre-intervention),solid
2020-07-04,mod_6,14541,Cautious return,solid
2020-07-05,mod_2,27278,Soc. Dist. + Travel Ban,solid
2020-07-05,mod_4,25954,Moderate return,solid
2020-07-05,mod_5,34002,Normal (pre-intervention),solid
2020-07-05,mod_6,14553,Cautious return,solid
2020-07-06,mod_2,26932,Soc. Dist. + Travel Ban,solid
2020-07-06,mod_4,25640,Moderate return,solid
2020-07-06,mod_5,33197,Normal (pre-intervention),solid
2020-07-06,mod_6,14511,Cautious return,solid
2020-07-07,mod_2,26495,Soc. Dist. + Travel Ban,solid
2020-07-07,mod_4,25376,Moderate return,solid
2020-07-07,mod_5,32388,Normal (pre-intervention),solid
2020-07-07,mod_6,14513,Cautious return,solid
2020-07-08,mod_2,26162,Soc. Dist. + Travel Ban,solid
2020-07-08,mod_4,25062,Moderate return,solid
2020-07-08,mod_5,31566,Normal (pre-intervention),solid
2020-07-08,mod_6,14495,Cautious return,solid
2020-07-09,mod_2,25809,Soc. Dist. + Travel Ban,solid
2020-07-09,mod_4,24737,Moderate return,solid
2020-07-09,mod_5,30796,Normal (pre-intervention),solid
2020-07-09,mod_6,14439,Cautious return,solid
2020-07-10,mod_2,25393,Soc. Dist. + Travel Ban,solid
2020-07-10,mod_4,24439,Moderate return,solid
2020-07-10,mod_5,30022,Normal (pre-intervention),solid
2020-07-10,mod_6,14403,Cautious return,solid
2020-07-11,mod_2,25003,Soc. Dist. + Travel Ban,solid
2020-07-11,mod_4,24119,Moderate return,solid
2020-07-11,mod_5,29261,Normal (pre-intervention),solid
2020-07-11,mod_6,14342,Cautious return,solid
2020-07-12,mod_2,24643,Soc. Dist. + Travel Ban,solid
2020-07-12,mod_4,23821,Moderate return,solid
2020-07-12,mod_5,28539,Normal (pre-intervention),solid
2020-07-12,mod_6,14337,Cautious return,solid
2020-07-13,mod_2,24278,Soc. Dist. + Travel Ban,solid
2020-07-13,mod_4,23437,Moderate return,solid
2020-07-13,mod_5,27813,Normal (pre-intervention),solid
2020-07-13,mod_6,14257,Cautious return,solid
2020-07-14,mod_2,23890,Soc. Dist. + Travel Ban,solid
2020-07-14,mod_4,23134,Moderate return,solid
2020-07-14,mod_5,27069,Normal (pre-intervention),solid
2020-07-14,mod_6,14196,Cautious return,solid
2020-07-15,mod_2,23581,Soc. Dist. + Travel Ban,solid
2020-07-15,mod_4,22836,Moderate return,solid
2020-07-15,mod_5,26399,Normal (pre-intervention),solid
2020-07-15,mod_6,14120,Cautious return,solid
2020-07-16,mod_2,23191,Soc. Dist. + Travel Ban,solid
2020-07-16,mod_4,22468,Moderate return,solid
2020-07-16,mod_5,25743,Normal (pre-intervention),solid
2020-07-16,mod_6,14067,Cautious return,solid
2020-07-17,mod_2,22858,Soc. Dist. + Travel Ban,solid
2020-07-17,mod_4,22150,Moderate return,solid
2020-07-17,mod_5,25056,Normal (pre-intervention),solid
2020-07-17,mod_6,13954,Cautious return,solid
2020-07-18,mod_2,22521,Soc. Dist. + Travel Ban,solid
2020-07-18,mod_4,21859,Moderate return,solid
2020-07-18,mod_5,24464,Normal (pre-intervention),solid
2020-07-18,mod_6,13856,Cautious return,solid
2020-07-19,mod_2,22188,Soc. Dist. + Travel Ban,solid
2020-07-19,mod_4,21519,Moderate return,solid
2020-07-19,mod_5,23783,Normal (pre-intervention),solid
2020-07-19,mod_6,13787,Cautious return,solid
2020-07-20,mod_2,21880,Soc. Dist. + Travel Ban,solid
2020-07-20,mod_4,21188,Moderate return,solid
2020-07-20,mod_5,23176,Normal (pre-intervention),solid
2020-07-20,mod_6,13705,Cautious return,solid
2020-07-21,mod_2,21488,Soc. Dist. + Travel Ban,solid
2020-07-21,mod_4,20873,Moderate return,solid
2020-07-21,mod_5,22601,Normal (pre-intervention),solid
2020-07-21,mod_6,13587,Cautious return,solid
2020-07-22,mod_2,21183,Soc. Dist. + Travel Ban,solid
2020-07-22,mod_4,20520,Moderate return,solid
2020-07-22,mod_5,22009,Normal (pre-intervention),solid
2020-07-22,mod_6,13508,Cautious return,solid
2020-07-23,mod_2,20806,Soc. Dist. + Travel Ban,solid
2020-07-23,mod_4,20200,Moderate return,solid
2020-07-23,mod_5,21422,Normal (pre-intervention),solid
2020-07-23,mod_6,13408,Cautious return,solid
2020-07-24,mod_2,20487,Soc. Dist. + Travel Ban,solid
2020-07-24,mod_4,19905,Moderate return,solid
2020-07-24,mod_5,20875,Normal (pre-intervention),solid
2020-07-24,mod_6,13303,Cautious return,solid
2020-07-25,mod_2,20219,Soc. Dist. + Travel Ban,solid
2020-07-25,mod_4,19574,Moderate return,solid
2020-07-25,mod_5,20367,Normal (pre-intervention),solid
2020-07-25,mod_6,13211,Cautious return,solid
2020-07-26,mod_2,19879,Soc. Dist. + Travel Ban,solid
2020-07-26,mod_4,19268,Moderate return,solid
2020-07-26,mod_5,19813,Normal (pre-intervention),solid
2020-07-26,mod_6,13119,Cautious return,solid
2020-07-27,mod_2,19581,Soc. Dist. + Travel Ban,solid
2020-07-27,mod_4,18937,Moderate return,solid
2020-07-27,mod_5,19331,Normal (pre-intervention),solid
2020-07-27,mod_6,12984,Cautious return,solid
2020-07-28,mod_2,19249,Soc. Dist. + Travel Ban,solid
2020-07-28,mod_4,18606,Moderate return,solid
2020-07-28,mod_5,18829,Normal (pre-intervention),solid
2020-07-28,mod_6,12872,Cautious return,solid
2020-07-29,mod_2,18982,Soc. Dist. + Travel Ban,solid
2020-07-29,mod_4,18278,Moderate return,solid
2020-07-29,mod_5,18368,Normal (pre-intervention),solid
2020-07-29,mod_6,12771,Cautious return,solid
2020-07-30,mod_2,18655,Soc. Dist. + Travel Ban,solid
2020-07-30,mod_4,18038,Moderate return,solid
2020-07-30,mod_5,17889,Normal (pre-intervention),solid
2020-07-30,mod_6,12618,Cautious return,solid
2020-07-31,mod_2,18366,Soc. Dist. + Travel Ban,solid
2020-07-31,mod_4,17716,Moderate return,solid
2020-07-31,mod_5,17416,Normal (pre-intervention),solid
2020-07-31,mod_6,12518,Cautious return,solid
2020-08-01,mod_2,18052,Soc. Dist. + Travel Ban,solid
2020-08-01,mod_4,17393,Moderate return,solid
2020-08-01,mod_5,17036,Normal (pre-intervention),solid
2020-08-01,mod_6,12394,Cautious return,solid
2020-08-02,mod_2,17815,Soc. Dist. + Travel Ban,solid
2020-08-02,mod_4,17086,Moderate return,solid
2020-08-02,mod_5,16605,Normal (pre-intervention),solid
2020-08-02,mod_6,12245,Cautious return,solid
2020-08-03,mod_2,17479,Soc. Dist. + Travel Ban,solid
2020-08-03,mod_4,16783,Moderate return,solid
2020-08-03,mod_5,16159,Normal (pre-intervention),solid
2020-08-03,mod_6,12161,Cautious return,solid
2020-08-04,mod_2,17247,Soc. Dist. + Travel Ban,solid
2020-08-04,mod_4,16521,Moderate return,solid
2020-08-04,mod_5,15770,Normal (pre-intervention),solid
2020-08-04,mod_6,12031,Cautious return,solid
2020-08-05,mod_2,16972,Soc. Dist. + Travel Ban,solid
2020-08-05,mod_4,16272,Moderate return,solid
2020-08-05,mod_5,15402,Normal (pre-intervention),solid
2020-08-05,mod_6,11923,Cautious return,solid
2020-08-06,mod_2,16679,Soc. Dist. + Travel Ban,solid
2020-08-06,mod_4,15951,Moderate return,solid
2020-08-06,mod_5,15018,Normal (pre-intervention),solid
2020-08-06,mod_6,11797,Cautious return,solid
2020-08-07,mod_2,16416,Soc. Dist. + Travel Ban,solid
2020-08-07,mod_4,15675,Moderate return,solid
2020-08-07,mod_5,14652,Normal (pre-intervention),solid
2020-08-07,mod_6,11654,Cautious return,solid
2020-08-08,mod_2,16199,Soc. Dist. + Travel Ban,solid
2020-08-08,mod_4,15393,Moderate return,solid
2020-08-08,mod_5,14296,Normal (pre-intervention),solid
2020-08-08,mod_6,11551,Cautious return,solid
2020-08-09,mod_2,15908,Soc. Dist. + Travel Ban,solid
2020-08-09,mod_4,15156,Moderate return,solid
2020-08-09,mod_5,13959,Normal (pre-intervention),solid
2020-08-09,mod_6,11407,Cautious return,solid
2020-08-10,mod_2,15632,Soc. Dist. + Travel Ban,solid
2020-08-10,mod_4,14914,Moderate return,solid
2020-08-10,mod_5,13630,Normal (pre-intervention),solid
2020-08-10,mod_6,11275,Cautious return,solid
2020-08-11,mod_2,15467,Soc. Dist. + Travel Ban,solid
2020-08-11,mod_4,14624,Moderate return,solid
2020-08-11,mod_5,13296,Normal (pre-intervention),solid
2020-08-11,mod_6,11155,Cautious return,solid
2020-08-12,mod_2,15230,Soc. Dist. + Travel Ban,solid
2020-08-12,mod_4,14411,Moderate return,solid
2020-08-12,mod_5,13001,Normal (pre-intervention),solid
2020-08-12,mod_6,11051,Cautious return,solid
2020-08-13,mod_2,15012,Soc. Dist. + Travel Ban,solid
2020-08-13,mod_4,14188,Moderate return,solid
2020-08-13,mod_5,12707,Normal (pre-intervention),solid
2020-08-13,mod_6,10911,Cautious return,solid
2020-08-14,mod_2,14736,Soc. Dist. + Travel Ban,solid
2020-08-14,mod_4,13887,Moderate return,solid
2020-08-14,mod_5,12421,Normal (pre-intervention),solid
2020-08-14,mod_6,10784,Cautious return,solid
2020-08-15,mod_2,14442,Soc. Dist. + Travel Ban,solid
2020-08-15,mod_4,13650,Moderate return,solid
2020-08-15,mod_5,12083,Normal (pre-intervention),solid
2020-08-15,mod_6,10650,Cautious return,solid
2020-08-16,mod_2,14236,Soc. Dist. + Travel Ban,solid
2020-08-16,mod_4,13436,Moderate return,solid
2020-08-16,mod_5,11844,Normal (pre-intervention),solid
2020-08-16,mod_6,10519,Cautious return,solid
2020-08-17,mod_2,14091,Soc. Dist. + Travel Ban,solid
2020-08-17,mod_4,13203,Moderate return,solid
2020-08-17,mod_5,11547,Normal (pre-intervention),solid
2020-08-17,mod_6,10417,Cautious return,solid
2020-08-18,mod_2,13881,Soc. Dist. + Travel Ban,solid
2020-08-18,mod_4,12956,Moderate return,solid
2020-08-18,mod_5,11337,Normal (pre-intervention),solid
2020-08-18,mod_6,10292,Cautious return,solid
2020-08-19,mod_2,13686,Soc. Dist. + Travel Ban,solid
