place,r,lower,upper
Andhra Pradesh,1.2761408547968325,1.2683040268073555,1.2840014965662903
Assam,1.5026546091262718,1.4835758497770999,1.5218539143232277
Bihar,1.0303571601031816,1.0225717183883833,1.038171747215499
Chhattisgarh,0.9045276166886025,0.8977132865965239,0.9113674162178421
Delhi,0.8124084540124805,0.8071759683152624,0.8176576578505277
Gujarat,0.9245151360372991,0.9172460977620769,0.9318124810901932
Haryana,1.1301394818407433,1.1218633948048222,1.138445572102428
India,1.0640967020578869,1.062602429368088,1.0655920103969092
Jharkhand,0.9938382547850312,0.9825658514136921,1.0051740986698008
Karnataka,1.2347941642425748,1.2297667000601098,1.239831746330986
Kerala,1.1671955447619824,1.1619086470725195,1.1724942865641648
Madhya Pradesh,0.9449205425028565,0.9373192609287233,0.9525521140975317
Maharashtra,0.8933538304281757,0.8899835054625196,0.896730442371326
Odisha,1.3047381663665814,1.293432434161904,1.3160924935183869
Punjab,1.21725347070172,1.20543632466895,1.2291275121148453
Rajasthan,1.0660871385797464,1.0590300213595123,1.073167368113214
Tamil Nadu,1.3590605594296075,1.3514717875784006,1.366670336687659
Telangana,0.9379389859981324,0.9279669922056661,0.9479635726127792
Uttar Pradesh,0.8658170778624731,0.8612119215227138,0.8704343590029535
Uttarakhand,1.3134680857802776,1.3001363766498326,1.3268669962499189
West Bengal,1.1422901713834561,1.1349468188970862,1.1496568843330464
