state,place,date,confirmed,tested,daily_confirmed,daily_tested,tpr,text
Madhya Pradesh,mp,2020-11-30,206128,3751131,1383,28158,0.049115704240358,Date: Nov 30<br>TPR:    4.91%
Mizoram,mz,2020-11-30,3825,150119,2,1058,0.00189035916824197,Date: Nov 30<br>TPR:    0.19%
Nagaland,nl,2020-11-30,11186,113952,27,225,0.12,Date: Nov 30<br>TPR:   12.00%
Odisha,or,2020-11-30,318725,5904570,418,41371,0.0101036958255783,Date: Nov 30<br>TPR:    1.01%
Punjab,pb,2020-11-30,152091,3193166,553,11393,0.0485385763187922,Date: Nov 30<br>TPR:    4.85%
Pondicherry,py,2020-11-30,36968,405325,33,2076,0.0158959537572254,Date: Nov 30<br>TPR:    1.59%
Rajasthan,rj,2020-11-30,268063,4411509,2677,15610,0.171492632927611,Date: Nov 30<br>TPR:   17.15%
Sikkim,sk,2020-11-30,4990,62596,4,30,0.133333333333333,Date: Nov 30<br>TPR:   13.33%
Telangana,tg,2020-11-30,269816,5453461,593,33040,0.0179479418886199,Date: Nov 30<br>TPR:    1.79%
Tamil Nadu,tn,2020-11-30,781915,12060001,1410,62616,0.0225182062092756,Date: Nov 30<br>TPR:    2.25%
Tripura,tr,2020-11-30,32692,526407,54,3308,0.0163240628778718,Date: Nov 30<br>TPR:    1.63%
India,tt,2020-11-30,9463256,141349301,31179,969325,0.0321656823046966,Date: Nov 30<br>TPR:    3.22%
Uttar Pradesh,up,2020-11-30,543888,19322658,2015,152418,0.0132202233332021,Date: Nov 30<br>TPR:    1.32%
Uttarakhand,ut,2020-11-30,74795,1340279,455,12965,0.0350944851523332,Date: Nov 30<br>TPR:    3.51%
West Bengal,wb,2020-11-30,483484,5872933,2671,38178,0.06996175808057,Date: Nov 30<br>TPR:    7.00%
Andaman and Nicobar Islands,an,2020-12-01,4718,131080,8,1691,0.00473092844470727,Date: Dec 01<br>TPR:    0.47%
Andhra Pradesh,ap,2020-12-01,868749,10109708,685,51854,0.0132101670073668,Date: Dec 01<br>TPR:    1.32%
Arunachal Pradesh,ar,2020-12-01,16296,360088,14,965,0.0145077720207254,Date: Dec 01<br>TPR:    1.45%
Assam,as,2020-12-01,212998,5342717,222,28528,0.00778182837913629,Date: Dec 01<br>TPR:    0.78%
Bihar,br,2020-12-01,236098,14794415,482,129984,0.00370814869522403,Date: Dec 01<br>TPR:    0.37%
Chandigarh,ch,2020-12-01,17537,144204,128,1878,0.0681576144834931,Date: Dec 01<br>TPR:    6.82%
Chhattisgarh,ct,2020-12-01,239215,2597019,1893,33413,0.0566545955167151,Date: Dec 01<br>TPR:    5.67%
Delhi,dl,2020-12-01,574380,6346521,4006,58456,0.0685301765430409,Date: Dec 01<br>TPR:    6.85%
Goa,ga,2020-12-01,48124,350919,161,2048,0.07861328125,Date: Dec 01<br>TPR:    7.86%
Gujarat,gj,2020-12-01,211257,7894467,1477,68852,0.0214518096787312,Date: Dec 01<br>TPR:    2.15%
Himachal Pradesh,hp,2020-12-01,41227,534894,709,5539,0.128001444304026,Date: Dec 01<br>TPR:   12.80%
Haryana,hr,2020-12-01,235997,3601262,1871,29721,0.0629521213956462,Date: Dec 01<br>TPR:    6.30%
Jharkhand,jh,2020-12-01,109332,4215824,181,36909,0.00490395296540139,Date: Dec 01<br>TPR:    0.49%
Jammu and Kashmir,jk,2020-12-01,110678,3037239,454,22362,0.0203022985421698,Date: Dec 01<br>TPR:    2.03%
Karnataka,ka,2020-12-01,886227,11197240,1330,95607,0.0139111152949052,Date: Dec 01<br>TPR:    1.39%
Kerala,kl,2020-12-01,608358,6321285,5375,58809,0.0913975752010747,Date: Dec 01<br>TPR:    9.14%
Ladakh,la,2020-12-01,8477,94356,62,1279,0.0484753713838937,Date: Dec 01<br>TPR:    4.85%
Maharashtra,mh,2020-12-01,1828826,10915683,4930,59299,0.083137995581713,Date: Dec 01<br>TPR:    8.31%
Meghalaya,ml,2020-12-01,11875,243668,65,2037,0.0319096710849288,Date: Dec 01<br>TPR:    3.19%
Manipur,mn,2020-12-01,25245,423035,198,2693,0.0735239509840327,Date: Dec 01<br>TPR:    7.35%
Madhya Pradesh,mp,2020-12-01,207485,3779891,1357,28760,0.0471835883171071,Date: Dec 01<br>TPR:    4.72%
Mizoram,mz,2020-12-01,3847,151056,22,937,0.0234791889007471,Date: Dec 01<br>TPR:    2.35%
Nagaland,nl,2020-12-01,11209,114232,23,280,0.0821428571428571,Date: Dec 01<br>TPR:    8.21%
Odisha,or,2020-12-01,319103,5940901,378,36331,0.0104043378932592,Date: Dec 01<br>TPR:    1.04%
Punjab,pb,2020-12-01,152709,3208209,618,15043,0.0410822309379778,Date: Dec 01<br>TPR:    4.11%
Pondicherry,py,2020-12-01,37020,408641,52,3316,0.0156815440289505,Date: Dec 01<br>TPR:    1.57%
Rajasthan,rj,2020-12-01,270410,4435119,2347,23610,0.0994070309191021,Date: Dec 01<br>TPR:    9.94%
Sikkim,sk,2020-12-01,5032,62809,42,213,0.197183098591549,Date: Dec 01<br>TPR:   19.72%
Telangana,tg,2020-12-01,270318,5500058,502,46597,0.0107732257441466,Date: Dec 01<br>TPR:    1.08%
Tamil Nadu,tn,2020-12-01,783319,12125059,1404,65058,0.0215807433367149,Date: Dec 01<br>TPR:    2.16%
Tripura,tr,2020-12-01,32723,528241,31,1834,0.0169029443838604,Date: Dec 01<br>TPR:    1.69%
India,tt,2020-12-01,9499730,142445952,36474,1096651,0.033259441700231,Date: Dec 01<br>TPR:    3.33%
Uttar Pradesh,up,2020-12-01,545545,19466684,1657,144026,0.0115048671767598,Date: Dec 01<br>TPR:    1.15%
Uttarakhand,ut,2020-12-01,75268,1352453,473,12174,0.0388532939050435,Date: Dec 01<br>TPR:    3.89%
West Bengal,wb,2020-12-01,486799,5916174,3315,43241,0.0766633519113804,Date: Dec 01<br>TPR:    7.67%
Andaman and Nicobar Islands,an,2020-12-02,4723,132784,5,1704,0.00293427230046948,Date: Dec 02<br>TPR:    0.29%
Andhra Pradesh,ap,2020-12-02,869412,10166696,663,56988,0.0116340282164666,Date: Dec 02<br>TPR:    1.16%
Arunachal Pradesh,ar,2020-12-02,16320,361250,24,1162,0.0206540447504303,Date: Dec 02<br>TPR:    2.07%
Assam,as,2020-12-02,213171,5368608,173,25891,0.00668185856088989,Date: Dec 02<br>TPR:    0.67%
Bihar,br,2020-12-02,236778,14921021,680,126606,0.00537099347582263,Date: Dec 02<br>TPR:    0.54%
Chandigarh,ch,2020-12-02,17642,145958,105,1754,0.0598631698973774,Date: Dec 02<br>TPR:    5.99%
Chhattisgarh,ct,2020-12-02,240863,2631183,1648,34164,0.0482379112516099,Date: Dec 02<br>TPR:    4.82%
Delhi,dl,2020-12-02,578324,6425470,3944,78949,0.0499563009031147,Date: Dec 02<br>TPR:    5.00%
Goa,ga,2020-12-02,48241,352922,117,2003,0.0584123814278582,Date: Dec 02<br>TPR:    5.84%
Gujarat,gj,2020-12-02,212769,7963653,1512,69186,0.0218541323389125,Date: Dec 02<br>TPR:    2.19%
Himachal Pradesh,hp,2020-12-02,41860,543120,633,8226,0.0769511305616338,Date: Dec 02<br>TPR:    7.70%
Haryana,hr,2020-12-02,237604,3633138,1607,31876,0.0504141046555402,Date: Dec 02<br>TPR:    5.04%
Jharkhand,jh,2020-12-02,109538,4230863,206,15039,0.0136977192632489,Date: Dec 02<br>TPR:    1.37%
Jammu and Kashmir,jk,2020-12-02,111130,3064139,452,26900,0.0168029739776952,Date: Dec 02<br>TPR:    1.68%
Karnataka,ka,2020-12-02,887667,11303158,1440,105918,0.013595422874299,Date: Dec 02<br>TPR:    1.36%
Kerala,kl,2020-12-02,614674,6378278,6316,56993,0.110820627094555,Date: Dec 02<br>TPR:   11.08%
Ladakh,la,2020-12-02,8623,95168,146,812,0.179802955665025,Date: Dec 02<br>TPR:   17.98%
Maharashtra,mh,2020-12-02,1832176,10989496,3350,73813,0.0453849592890141,Date: Dec 02<br>TPR:    4.54%
Meghalaya,ml,2020-12-02,11954,245177,79,1509,0.0523525513585156,Date: Dec 02<br>TPR:    5.24%
Manipur,mn,2020-12-02,25392,426119,147,3084,0.0476653696498055,Date: Dec 02<br>TPR:    4.77%
Madhya Pradesh,mp,2020-12-02,208924,3809683,1439,29792,0.0483015574650913,Date: Dec 02<br>TPR:    4.83%
Mizoram,mz,2020-12-02,3869,152137,22,1081,0.0203515263644773,Date: Dec 02<br>TPR:    2.04%
Nagaland,nl,2020-12-02,11254,114417,45,185,0.243243243243243,Date: Dec 02<br>TPR:   24.32%
Odisha,or,2020-12-02,319583,5977970,480,37069,0.0129488251638836,Date: Dec 02<br>TPR:    1.29%
Punjab,pb,2020-12-02,153308,3237858,599,29649,0.0202030422611218,Date: Dec 02<br>TPR:    2.02%
Pondicherry,py,2020-12-02,37079,412072,59,3431,0.017196152725153,Date: Dec 02<br>TPR:    1.72%
Rajasthan,rj,2020-12-02,272400,4472909,1990,37790,0.0526594337126224,Date: Dec 02<br>TPR:    5.27%
Sikkim,sk,2020-12-02,5072,63147,40,338,0.118343195266272,Date: Dec 02<br>TPR:   11.83%
Telangana,tg,2020-12-02,270883,5551620,565,51562,0.0109576820138862,Date: Dec 02<br>TPR:    1.10%
Tamil Nadu,tn,2020-12-02,784747,12193913,1428,68854,0.0207395358294362,Date: Dec 02<br>TPR:    2.07%
Tripura,tr,2020-12-02,32761,530422,38,2181,0.0174232003668042,Date: Dec 02<br>TPR:    1.74%
India,tt,2020-12-02,9535236,143557650,35506,1111698,0.0319385300684179,Date: Dec 02<br>TPR:    3.19%
Uttar Pradesh,up,2020-12-02,547308,19618283,1763,151599,0.011629364309791,Date: Dec 02<br>TPR:    1.16%
Uttarakhand,ut,2020-12-02,75784,1367575,516,15122,0.0341224705726756,Date: Dec 02<br>TPR:    3.41%
West Bengal,wb,2020-12-02,490070,5958798,3271,42624,0.0767408033033033,Date: Dec 02<br>TPR:    7.67%
Andaman and Nicobar Islands,an,2020-12-03,4729,134355,6,1571,0.00381922342457034,Date: Dec 03<br>TPR:    0.38%
Andhra Pradesh,ap,2020-12-03,870076,10229745,664,63049,0.0105314913797205,Date: Dec 03<br>TPR:    1.05%
Arunachal Pradesh,ar,2020-12-03,16348,362267,28,1017,0.0275319567354966,Date: Dec 03<br>TPR:    2.75%
Assam,as,2020-12-03,213336,5396616,165,28008,0.00589117395029992,Date: Dec 03<br>TPR:    0.59%
Bihar,br,2020-12-03,237349,15047551,571,126530,0.0045127637714376,Date: Dec 03<br>TPR:    0.45%
Chandigarh,ch,2020-12-03,17717,147467,75,1509,0.0497017892644135,Date: Dec 03<br>TPR:    4.97%
Chhattisgarh,ct,2020-12-03,242418,2667761,1555,36578,0.0425118923943354,Date: Dec 03<br>TPR:    4.25%
Delhi,dl,2020-12-03,582058,6500700,3734,75230,0.0496344543400239,Date: Dec 03<br>TPR:    4.96%
Goa,ga,2020-12-03,48365,354812,124,1890,0.0656084656084656,Date: Dec 03<br>TPR:    6.56%
Gujarat,gj,2020-12-03,214309,8033388,1540,69735,0.0220836022083602,Date: Dec 03<br>TPR:    2.21%
Himachal Pradesh,hp,2020-12-03,42697,551239,837,8119,0.103091513733218,Date: Dec 03<br>TPR:   10.31%
Haryana,hr,2020-12-03,239239,3669876,1635,36738,0.0445043279438184,Date: Dec 03<br>TPR:    4.45%
Jharkhand,jh,2020-12-03,109771,4265795,233,34932,0.00667010191228673,Date: Dec 03<br>TPR:    0.67%
Jammu and Kashmir,jk,2020-12-03,111712,3094143,582,30004,0.0193974136781762,Date: Dec 03<br>TPR:    1.94%
Karnataka,ka,2020-12-03,889113,11411843,1446,108685,0.0133045038413765,Date: Dec 03<br>TPR:    1.33%
Kerala,kl,2020-12-03,620050,6438754,5376,60476,0.0888947681724982,Date: Dec 03<br>TPR:    8.89%
Ladakh,la,2020-12-03,8691,95672,68,504,0.134920634920635,Date: Dec 03<br>TPR:   13.49%
Maharashtra,mh,2020-12-03,1837358,11059305,5182,69809,0.0742311163317051,Date: Dec 03<br>TPR:    7.42%
Meghalaya,ml,2020-12-03,12005,247928,51,2751,0.0185387131952017,Date: Dec 03<br>TPR:    1.85%
Manipur,mn,2020-12-03,25538,428199,146,2080,0.0701923076923077,Date: Dec 03<br>TPR:    7.02%
Madhya Pradesh,mp,2020-12-03,210374,3840006,1450,30323,0.0478184876166606,Date: Dec 03<br>TPR:    4.78%
Mizoram,mz,2020-12-03,3881,153180,12,1043,0.0115052732502397,Date: Dec 03<br>TPR:    1.15%
Nagaland,nl,2020-12-03,11283,114555,29,138,0.210144927536232,Date: Dec 03<br>TPR:   21.01%
Odisha,or,2020-12-03,320017,6019855,434,41885,0.0103617046675421,Date: Dec 03<br>TPR:    1.04%
Punjab,pb,2020-12-03,154064,3265505,756,27647,0.0273447390313596,Date: Dec 03<br>TPR:    2.73%
Pondicherry,py,2020-12-03,37119,414952,40,2880,0.0138888888888889,Date: Dec 03<br>TPR:    1.39%
Rajasthan,rj,2020-12-03,274486,4512399,2086,39490,0.052823499620157,Date: Dec 03<br>TPR:    5.28%
Sikkim,sk,2020-12-03,5100,63338,28,191,0.146596858638743,Date: Dec 03<br>TPR:   14.66%
Telangana,tg,2020-12-03,271492,5605306,609,53686,0.0113437395224081,Date: Dec 03<br>TPR:    1.13%
Tamil Nadu,tn,2020-12-03,786163,12264069,1416,70156,0.0201835908546667,Date: Dec 03<br>TPR:    2.02%
Tripura,tr,2020-12-03,32800,533103,39,2681,0.0145468108914584,Date: Dec 03<br>TPR:    1.45%
India,tt,2020-12-03,9571810,144727749,36574,1170099,0.0312571842211642,Date: Dec 03<br>TPR:    3.13%
Uttar Pradesh,up,2020-12-03,549228,19788497,1920,170214,0.0112799182205929,Date: Dec 03<br>TPR:    1.13%
Uttarakhand,ut,2020-12-03,76275,1380312,491,12737,0.0385491088953443,Date: Dec 03<br>TPR:    3.85%
West Bengal,wb,2020-12-03,493316,6002928,3246,44130,0.0735554044867437,Date: Dec 03<br>TPR:    7.36%
Andaman and Nicobar Islands,an,2020-12-04,4742,135952,13,1597,0.00814026299311209,Date: Dec 04<br>TPR:    0.81%
Andhra Pradesh,ap,2020-12-04,870675,10293151,599,63406,0.00944705548370817,Date: Dec 04<br>TPR:    0.94%
Arunachal Pradesh,ar,2020-12-04,16367,363062,19,795,0.0238993710691824,Date: Dec 04<br>TPR:    2.39%
Assam,as,2020-12-04,213505,5425067,169,28451,0.00594003725703842,Date: Dec 04<br>TPR:    0.59%
Bihar,br,2020-12-04,237968,15174056,619,126505,0.00489308722975377,Date: Dec 04<br>TPR:    0.49%
Chandigarh,ch,2020-12-04,17828,149019,111,1552,0.071520618556701,Date: Dec 04<br>TPR:    7.15%
Chhattisgarh,ct,2020-12-04,243997,2702320,1579,34559,0.0456899794554241,Date: Dec 04<br>TPR:    4.57%
Delhi,dl,2020-12-04,586125,6585703,4067,85003,0.047845370163406,Date: Dec 04<br>TPR:    4.78%
Goa,ga,2020-12-04,48459,356109,94,1297,0.0724749421742483,Date: Dec 04<br>TPR:    7.25%
Gujarat,gj,2020-12-04,215819,8102712,1510,69324,0.0217817783163118,Date: Dec 04<br>TPR:    2.18%
Himachal Pradesh,hp,2020-12-04,43500,558531,803,7292,0.110120680197477,Date: Dec 04<br>TPR:   11.01%
Haryana,hr,2020-12-04,240841,3707439,1602,37563,0.0426483507707052,Date: Dec 04<br>TPR:    4.26%
Jharkhand,jh,2020-12-04,109990,4292594,219,26799,0.00817194671442964,Date: Dec 04<br>TPR:    0.82%
Jammu and Kashmir,jk,2020-12-04,112256,3121260,544,27117,0.0200612162112328,Date: Dec 04<br>TPR:    2.01%
Karnataka,ka,2020-12-04,890360,11509892,1247,98049,0.0127181307305531,Date: Dec 04<br>TPR:    1.27%
Kerala,kl,2020-12-04,625768,6496210,5718,57456,0.0995196324143693,Date: Dec 04<br>TPR:    9.95%
Maharashtra,mh,2020-12-04,1842587,11132231,5229,72926,0.071702822038779,Date: Dec 04<br>TPR:    7.17%
Meghalaya,ml,2020-12-04,12067,250430,62,2502,0.0247801758593126,Date: Dec 04<br>TPR:    2.48%
Manipur,mn,2020-12-04,25693,430239,155,2040,0.0759803921568627,Date: Dec 04<br>TPR:    7.60%
Madhya Pradesh,mp,2020-12-04,211698,3869782,1324,29776,0.0444653412144009,Date: Dec 04<br>TPR:    4.45%
Mizoram,mz,2020-12-04,3888,154157,7,977,0.00716479017400205,Date: Dec 04<br>TPR:    0.72%
Nagaland,nl,2020-12-04,11305,114809,22,254,0.0866141732283465,Date: Dec 04<br>TPR:    8.66%
Odisha,or,2020-12-04,320394,6060791,377,40936,0.00920949775258941,Date: Dec 04<br>TPR:    0.92%
Punjab,pb,2020-12-04,154788,3295141,724,29636,0.0244297476042651,Date: Dec 04<br>TPR:    2.44%
Pondicherry,py,2020-12-04,37165,417259,46,2307,0.0199393151278717,Date: Dec 04<br>TPR:    1.99%
Rajasthan,rj,2020-12-04,276420,4549574,1934,37175,0.0520242098184264,Date: Dec 04<br>TPR:    5.20%
Sikkim,sk,2020-12-04,5147,63607,47,269,0.174721189591078,Date: Dec 04<br>TPR:   17.47%
Telangana,tg,2020-12-04,272123,5662711,631,57405,0.0109920738611619,Date: Dec 04<br>TPR:    1.10%
Tamil Nadu,tn,2020-12-04,787554,12334447,1391,70378,0.0197646991957714,Date: Dec 04<br>TPR:    1.98%
Tripura,tr,2020-12-04,32833,535379,33,2276,0.0144991212653779,Date: Dec 04<br>TPR:    1.45%
India,tt,2020-12-04,9608521,145885512,36711,1157763,0.0317085621150443,Date: Dec 04<br>TPR:    3.17%
Uttar Pradesh,up,2020-12-04,551179,19960393,1951,171896,0.0113498859775678,Date: Dec 04<br>TPR:    1.13%
Uttarakhand,ut,2020-12-04,76893,1396331,618,16019,0.038579187215182,Date: Dec 04<br>TPR:    3.86%
West Bengal,wb,2020-12-04,496522,6047279,3206,44351,0.0722869833825618,Date: Dec 04<br>TPR:    7.23%
Andaman and Nicobar Islands,an,2020-12-05,4747,137648,5,1696,0.00294811320754717,Date: Dec 05<br>TPR:    0.29%
Andhra Pradesh,ap,2020-12-05,871305,10350283,630,57132,0.0110270951480781,Date: Dec 05<br>TPR:    1.10%
Arunachal Pradesh,ar,2020-12-05,16384,363953,17,891,0.0190796857463524,Date: Dec 05<br>TPR:    1.91%
Assam,as,2020-12-05,213662,5449083,157,24016,0.00653730846102598,Date: Dec 05<br>TPR:    0.65%
Bihar,br,2020-12-05,238541,15302698,573,128642,0.0044542217938154,Date: Dec 05<br>TPR:    0.45%
Chandigarh,ch,2020-12-05,17926,150409,98,1390,0.0705035971223022,Date: Dec 05<br>TPR:    7.05%
Chhattisgarh,ct,2020-12-05,245580,2735766,1583,33446,0.0473300245171321,Date: Dec 05<br>TPR:    4.73%
Delhi,dl,2020-12-05,589544,6667176,3419,81473,0.0419648227019994,Date: Dec 05<br>TPR:    4.20%
Goa,ga,2020-12-05,48574,358202,115,2093,0.054945054945055,Date: Dec 05<br>TPR:    5.49%
Gujarat,gj,2020-12-05,217333,8172380,1514,69668,0.0217316414996842,Date: Dec 05<br>TPR:    2.17%
Himachal Pradesh,hp,2020-12-05,44405,566956,905,8425,0.107418397626113,Date: Dec 05<br>TPR:   10.74%
Haryana,hr,2020-12-05,242398,3745080,1557,37641,0.0413644695943253,Date: Dec 05<br>TPR:    4.14%
Jharkhand,jh,2020-12-05,110186,4319581,196,26987,0.00726275614184607,Date: Dec 05<br>TPR:    0.73%
Jammu and Kashmir,jk,2020-12-05,112757,3148894,501,27634,0.0181298400521097,Date: Dec 05<br>TPR:    1.81%
Karnataka,ka,2020-12-05,891685,11613924,1325,104032,0.0127364657028607,Date: Dec 05<br>TPR:    1.27%
Kerala,kl,2020-12-05,631616,6556713,5848,60503,0.0966563641472324,Date: Dec 05<br>TPR:    9.67%
Ladakh,la,2020-12-05,8840,96751,108,1079,0.100092678405931,Date: Dec 05<br>TPR:   10.01%
Maharashtra,mh,2020-12-05,1847509,11205118,4922,72887,0.0675291890186179,Date: Dec 05<br>TPR:    6.75%
Meghalaya,ml,2020-12-05,12164,252594,97,2164,0.0448243992606285,Date: Dec 05<br>TPR:    4.48%
Manipur,mn,2020-12-05,25859,432298,166,2059,0.0806216610004857,Date: Dec 05<br>TPR:    8.06%
Madhya Pradesh,mp,2020-12-05,213050,3899734,1352,29952,0.0451388888888889,Date: Dec 05<br>TPR:    4.51%
Mizoram,mz,2020-12-05,3913,155507,25,1350,0.0185185185185185,Date: Dec 05<br>TPR:    1.85%
Nagaland,nl,2020-12-05,11340,115224,35,415,0.0843373493975904,Date: Dec 05<br>TPR:    8.43%
Odisha,or,2020-12-05,320803,6102651,409,41860,0.00977066411849021,Date: Dec 05<br>TPR:    0.98%
Punjab,pb,2020-12-05,155424,3324621,636,29480,0.0215739484396201,Date: Dec 05<br>TPR:    2.16%
Pondicherry,py,2020-12-05,37209,419060,44,1801,0.0244308717379234,Date: Dec 05<br>TPR:    2.44%
Rajasthan,rj,2020-12-05,278496,4586151,2076,36577,0.0567569784290675,Date: Dec 05<br>TPR:    5.68%
Sikkim,sk,2020-12-05,5168,63780,21,173,0.121387283236994,Date: Dec 05<br>TPR:   12.14%
Telangana,tg,2020-12-05,272719,5722182,596,59471,0.0100216912444721,Date: Dec 05<br>TPR:    1.00%
Tamil Nadu,tn,2020-12-05,788920,12405328,1366,70881,0.0192717371368914,Date: Dec 05<br>TPR:    1.93%
Tripura,tr,2020-12-05,32857,537733,24,2354,0.0101954120645709,Date: Dec 05<br>TPR:    1.02%
India,tt,2020-12-05,9644531,146986575,36010,1101063,0.0327047589465816,Date: Dec 05<br>TPR:    3.27%
Uttar Pradesh,up,2020-12-05,553012,20128312,1833,167919,0.0109159773462205,Date: Dec 05<br>TPR:    1.09%
Uttarakhand,ut,2020-12-05,77573,1409056,680,12725,0.0534381139489195,Date: Dec 05<br>TPR:    5.34%
West Bengal,wb,2020-12-05,499697,6091668,3175,44389,0.07152672959517,Date: Dec 05<br>TPR:    7.15%
Andaman and Nicobar Islands,an,2020-12-06,4758,139326,11,1678,0.0065554231227652,Date: Dec 06<br>TPR:    0.66%
Andhra Pradesh,ap,2020-12-06,871972,10410612,667,60329,0.0110560426991994,Date: Dec 06<br>TPR:    1.11%
Arunachal Pradesh,ar,2020-12-06,16395,364420,11,467,0.0235546038543897,Date: Dec 06<br>TPR:    2.36%
Assam,as,2020-12-06,213759,5460597,97,11514,0.00842452666319264,Date: Dec 06<br>TPR:    0.84%
Bihar,br,2020-12-06,239126,15428602,585,125904,0.00464639725505147,Date: Dec 06<br>TPR:    0.46%
Chandigarh,ch,2020-12-06,18027,151473,101,1064,0.0949248120300752,Date: Dec 06<br>TPR:    9.49%
Chhattisgarh,ct,2020-12-06,246809,2760290,1229,24524,0.0501141738704942,Date: Dec 06<br>TPR:    5.01%
Delhi,dl,2020-12-06,592250,6740712,2706,73536,0.0367983028720627,Date: Dec 06<br>TPR:    3.68%
Goa,ga,2020-12-06,48686,359345,112,1143,0.0979877515310586,Date: Dec 06<br>TPR:    9.80%
Gujarat,gj,2020-12-06,218788,8241960,1455,69580,0.020911181373958,Date: Dec 06<br>TPR:    2.09%
Himachal Pradesh,hp,2020-12-06,44958,571177,553,4221,0.131011608623549,Date: Dec 06<br>TPR:   13.10%
Haryana,hr,2020-12-06,243896,3782619,1498,37539,0.0399051652947601,Date: Dec 06<br>TPR:    3.99%
Jharkhand,jh,2020-12-06,110278,4336774,92,17193,0.00535101494794393,Date: Dec 06<br>TPR:    0.54%
Jammu and Kashmir,jk,2020-12-06,113288,3174647,531,25753,0.0206189570147167,Date: Dec 06<br>TPR:    2.06%
Karnataka,ka,2020-12-06,893006,11713244,1321,99320,0.0133004430124849,Date: Dec 06<br>TPR:    1.33%
Kerala,kl,2020-12-06,636393,6608606,4777,51893,0.0920548050796832,Date: Dec 06<br>TPR:    9.21%
Ladakh,la,2020-12-06,8893,97308,53,557,0.0951526032315978,Date: Dec 06<br>TPR:    9.52%
Maharashtra,mh,2020-12-06,1852266,11273705,4757,68587,0.0693571668100369,Date: Dec 06<br>TPR:    6.94%
Manipur,mn,2020-12-06,26075,434752,216,2454,0.0880195599022005,Date: Dec 06<br>TPR:    8.80%
Madhya Pradesh,mp,2020-12-06,214505,3932230,1455,32496,0.044774741506647,Date: Dec 06<br>TPR:    4.48%
Mizoram,mz,2020-12-06,3934,156651,21,1144,0.0183566433566434,Date: Dec 06<br>TPR:    1.84%
Nagaland,nl,2020-12-06,11379,115583,39,359,0.108635097493036,Date: Dec 06<br>TPR:   10.86%
Odisha,or,2020-12-06,321196,6143761,393,41110,0.00955971783021163,Date: Dec 06<br>TPR:    0.96%
Punjab,pb,2020-12-06,156226,3352671,802,28050,0.0285918003565062,Date: Dec 06<br>TPR:    2.86%
Pondicherry,py,2020-12-06,37244,421165,35,2105,0.0166270783847981,Date: Dec 06<br>TPR:    1.66%
Rajasthan,rj,2020-12-06,280585,4617606,2089,31455,0.066412335081863,Date: Dec 06<br>TPR:    6.64%
Sikkim,sk,2020-12-06,5194,63986,26,206,0.12621359223301,Date: Dec 06<br>TPR:   12.62%
Telangana,tg,2020-12-06,273341,5779490,622,57308,0.0108536330006282,Date: Dec 06<br>TPR:    1.09%
Tamil Nadu,tn,2020-12-06,790240,12476093,1320,70765,0.018653289055324,Date: Dec 06<br>TPR:    1.87%
Tripura,tr,2020-12-06,32888,540088,31,2355,0.0131634819532909,Date: Dec 06<br>TPR:    1.32%
India,tt,2020-12-06,9677709,147787656,33178,801081,0.0414165359058572,Date: Dec 06<br>TPR:    4.14%
Uttar Pradesh,up,2020-12-06,554944,20308636,1932,180324,0.010714048046849,Date: Dec 06<br>TPR:    1.07%
Uttarakhand,ut,2020-12-06,77997,1424389,424,15333,0.0276527750603274,Date: Dec 06<br>TPR:    2.77%
West Bengal,wb,2020-12-06,502840,6135854,3143,44186,0.07113112750645,Date: Dec 06<br>TPR:    7.11%
Andaman and Nicobar Islands,an,2020-12-07,4773,140961,15,1635,0.0091743119266055,Date: Dec 07<br>TPR:    0.92%
Andhra Pradesh,ap,2020-12-07,872288,10453618,316,43006,0.00734781193321862,Date: Dec 07<br>TPR:    0.73%
Arunachal Pradesh,ar,2020-12-07,16415,365286,20,866,0.023094688221709,Date: Dec 07<br>TPR:    2.31%
Assam,as,2020-12-07,213925,5490072,166,29475,0.00563189143341815,Date: Dec 07<br>TPR:    0.56%
Bihar,br,2020-12-07,239565,15539015,439,110413,0.00397598108918334,Date: Dec 07<br>TPR:    0.40%
Chandigarh,ch,2020-12-07,18113,152801,86,1328,0.0647590361445783,Date: Dec 07<br>TPR:    6.48%
Chhattisgarh,ct,2020-12-07,248232,2793936,1423,33646,0.0422932889496523,Date: Dec 07<br>TPR:    4.23%
Delhi,dl,2020-12-07,593924,6793919,1674,53207,0.0314620256733137,Date: Dec 07<br>TPR:    3.15%
Goa,ga,2020-12-07,48776,360920,90,1575,0.0571428571428571,Date: Dec 07<br>TPR:    5.71%
Gujarat,gj,2020-12-07,220168,8310558,1380,68598,0.020117204583224,Date: Dec 07<br>TPR:    2.01%
Himachal Pradesh,hp,2020-12-07,45697,577386,739,6209,0.119020776292479,Date: Dec 07<br>TPR:   11.90%
Haryana,hr,2020-12-07,245288,3806770,1392,24151,0.057637364912426,Date: Dec 07<br>TPR:    5.76%
Jharkhand,jh,2020-12-07,110457,4355970,179,19196,0.00932485934569702,Date: Dec 07<br>TPR:    0.93%
Jammu and Kashmir,jk,2020-12-07,113568,3194883,280,20236,0.0138367266258154,Date: Dec 07<br>TPR:    1.38%
Karnataka,ka,2020-12-07,894004,11789715,998,76471,0.0130506989577748,Date: Dec 07<br>TPR:    1.31%
