place,Day,first_dose,second_dose,total_doses,pct_one_dose,pct_two_doses,daily_doses,abbrev,text
India,2021-10-07,672529456,259187735,931717191,49.2184,18.9684,5348583,tt,"India<br>2021-10-07:   5,348,583 daily vaccines<br>"
India,2021-10-08,676837943,263077380,939915323,49.5337,19.2531,8198132,tt,"India<br>2021-10-08:   8,198,132 daily vaccines<br>"
India,2021-10-09,680516158,266494017,947010175,49.8029,19.5031,7094852,tt,"India<br>2021-10-09:   7,094,852 daily vaccines<br>"
India,2021-10-10,683009792,268974581,951984373,49.9854,19.6847,4974198,tt,"India<br>2021-10-10:   4,974,198 daily vaccines<br>"
India,2021-10-11,686580570,272397479,958978049,50.2468,19.9352,6993676,tt,"India<br>2021-10-11:   6,993,676 daily vaccines<br>"
India,2021-10-12,689377384,275001828,964379212,50.4514,20.1258,5401163,tt,"India<br>2021-10-12:   5,401,163 daily vaccines<br>"
India,2021-10-13,691160985,277060012,968220997,50.582,20.2764,3841785,tt,"India<br>2021-10-13:   3,841,785 daily vaccines<br>"
India,2021-10-14,692623237,278815316,971438553,50.689,20.4048,3217556,tt,"India<br>2021-10-14:   3,217,556 daily vaccines<br>"
India,2021-10-15,693014131,279362914,972377045,50.7176,20.4449,938492,tt,"India<br>2021-10-15:     938,492 daily vaccines<br>"
India,2021-10-16,694733920,281855620,976589540,50.8434,20.6273,4212495,tt,"India<br>2021-10-16:   4,212,495 daily vaccines<br>"
India,2021-10-17,695391206,282556577,977947783,50.8916,20.6786,1358243,tt,"India<br>2021-10-17:   1,358,243 daily vaccines<br>"
India,2021-10-18,699116940,287652471,986769411,51.1642,21.0516,8821628,tt,"India<br>2021-10-18:   8,821,628 daily vaccines<br>"
India,2021-10-19,701144631,290137652,991282283,51.3126,21.2335,4512872,tt,"India<br>2021-10-19:   4,512,872 daily vaccines<br>"
India,2021-10-20,705669024,292869051,998538075,51.6437,21.4333,7255792,tt,"India<br>2021-10-20:   7,255,792 daily vaccines<br>"
India,2021-10-21,709386804,296517776,1005904580,51.9158,21.7004,7366505,tt,"India<br>2021-10-21:   7,366,505 daily vaccines<br>"
India,2021-10-22,712413356,300615055,1013028411,52.1373,22.0002,7123831,tt,"India<br>2021-10-22:   7,123,831 daily vaccines<br>"
India,2021-10-23,715733309,305309949,1021043258,52.3803,22.3438,8014847,tt,"India<br>2021-10-23:   8,014,847 daily vaccines<br>"
India,2021-10-24,716487728,306225167,1022712895,52.4355,22.4108,1669637,tt,"India<br>2021-10-24:   1,669,637 daily vaccines<br>"
India,2021-10-25,719186075,310215044,1029401119,52.633,22.7028,6688224,tt,"India<br>2021-10-25:   6,688,224 daily vaccines<br>"
India,2021-10-26,721557725,313767852,1035325577,52.8065,22.9628,5924458,tt,"India<br>2021-10-26:   5,924,458 daily vaccines<br>"
India,2021-10-27,723497151,317002722,1040499873,52.9485,23.1995,5174296,tt,"India<br>2021-10-27:   5,174,296 daily vaccines<br>"
India,2021-10-28,726445742,321755224,1048200966,53.1642,23.5474,7701093,tt,"India<br>2021-10-28:   7,701,093 daily vaccines<br>"
India,2021-10-29,728940103,325373874,1054313977,53.3468,23.8122,6113011,tt,"India<br>2021-10-29:   6,113,011 daily vaccines<br>"
India,2021-10-30,731621098,329819237,1061440335,53.543,24.1375,7126358,tt,"India<br>2021-10-30:   7,126,358 daily vaccines<br>"
India,2021-10-31,732371508,330752697,1063124205,53.5979,24.2058,1683870,tt,"India<br>2021-10-31:   1,683,870 daily vaccines<br>"
India,2021-11-01,734600366,333971513,1068571879,53.761,24.4414,5447674,tt,"India<br>2021-11-01:   5,447,674 daily vaccines<br>"
India,2021-11-02,736312002,336654313,1072966315,53.8863,24.6377,4394436,tt,"India<br>2021-11-02:   4,394,436 daily vaccines<br>"
India,2021-11-03,737620990,338693450,1076314440,53.9821,24.787,3348125,tt,"India<br>2021-11-03:   3,348,125 daily vaccines<br>"
India,2021-11-04,737902830,339143286,1077046116,54.0027,24.8199,731676,tt,"India<br>2021-11-04:     731,676 daily vaccines<br>"
India,2021-11-05,738645135,340574411,1079219546,54.0571,24.9246,2173430,tt,"India<br>2021-11-05:   2,173,430 daily vaccines<br>"
India,2021-11-06,739430095,342736270,1082166365,54.1145,25.0828,2946819,tt,"India<br>2021-11-06:   2,946,819 daily vaccines<br>"
India,2021-11-07,740317073,344405969,1084723042,54.1794,25.205,2556677,tt,"India<br>2021-11-07:   2,556,677 daily vaccines<br>"
India,2021-11-08,742162940,348653416,1090816356,54.3145,25.5159,6093314,tt,"India<br>2021-11-08:   6,093,314 daily vaccines<br>"
India,2021-11-09,743783577,352575631,1096359208,54.4331,25.8029,5542852,tt,"India<br>2021-11-09:   5,542,852 daily vaccines<br>"
India,2021-11-10,745257963,357076262,1102334225,54.541,26.1323,5975017,tt,"India<br>2021-11-10:   5,975,017 daily vaccines<br>"
India,2021-11-11,746759675,361191550,1107951225,54.6509,26.4335,5617000,tt,"India<br>2021-11-11:   5,617,000 daily vaccines<br>"
India,2021-11-12,748588456,365459678,1114048134,54.7847,26.7458,6096909,tt,"India<br>2021-11-12:   6,096,909 daily vaccines<br>"
India,2021-11-13,750345897,369757328,1120103225,54.9134,27.0603,6055091,tt,"India<br>2021-11-13:   6,055,091 daily vaccines<br>"
India,2021-11-14,751437749,371992729,1123430478,54.9933,27.2239,3327253,tt,"India<br>2021-11-14:   3,327,253 daily vaccines<br>"
India,2021-11-15,753461826,376322219,1129784045,55.1414,27.5408,6353567,tt,"India<br>2021-11-15:   6,353,567 daily vaccines<br>"
India,2021-11-16,755724081,381155604,1136879685,55.307,27.8945,7095640,tt,"India<br>2021-11-16:   7,095,640 daily vaccines<br>"
India,2021-11-17,757857310,386775541,1144632851,55.4631,28.3058,7753166,tt,"India<br>2021-11-17:   7,753,166 daily vaccines<br>"
India,2021-11-18,760322277,392027081,1152349358,55.6435,28.6901,7716507,tt,"India<br>2021-11-18:   7,716,507 daily vaccines<br>"
India,2021-11-19,762207067,395762207,1157969274,55.7814,28.9635,5619916,tt,"India<br>2021-11-19:   5,619,916 daily vaccines<br>"
India,2021-11-20,764455428,400599782,1165055210,55.946,29.3175,7085936,tt,"India<br>2021-11-20:   7,085,936 daily vaccines<br>"
India,2021-11-21,765872227,402856158,1168728385,56.0496,29.4826,3673175,tt,"India<br>2021-11-21:   3,673,175 daily vaccines<br>"
India,2021-11-22,768397360,407976139,1176373499,56.2344,29.8574,7645114,tt,"India<br>2021-11-22:   7,645,114 daily vaccines<br>"
India,2021-11-23,770992940,413430633,1184423573,56.4244,30.2565,8050074,tt,"India<br>2021-11-23:   8,050,074 daily vaccines<br>"
India,2021-11-24,773670169,420174572,1193844741,56.6203,30.7501,9421168,tt,"India<br>2021-11-24:   9,421,168 daily vaccines<br>"
India,2021-11-25,776492810,426210849,1202703659,56.8269,31.1918,8858918,tt,"India<br>2021-11-25:   8,858,918 daily vaccines<br>"
India,2021-11-26,779078165,431580097,1210658262,57.0161,31.5848,7954603,tt,"India<br>2021-11-26:   7,954,603 daily vaccines<br>"
India,2021-11-27,781872014,437599120,1219471134,57.2206,32.0253,8812872,tt,"India<br>2021-11-27:   8,812,872 daily vaccines<br>"
India,2021-11-28,783651479,440517450,1224168929,57.3508,32.2389,4697795,tt,"India<br>2021-11-28:   4,697,795 daily vaccines<br>"
India,2021-11-29,786261176,446241591,1232502767,57.5418,32.6578,8333838,tt,"India<br>2021-11-29:   8,333,838 daily vaccines<br>"
India,2021-11-30,789028971,452057879,1241086850,57.7443,33.0834,8584083,tt,"India<br>2021-11-30:   8,584,083 daily vaccines<br>"
India,2021-12-01,791340527,458278988,1249619515,57.9135,33.5387,8532665,tt,"India<br>2021-12-01:   8,532,665 daily vaccines<br>"
India,2021-12-02,793640293,463865221,1257505514,58.0818,33.9475,7885999,tt,"India<br>2021-12-02:   7,885,999 daily vaccines<br>"
India,2021-12-03,796010303,469334672,1265344975,58.2553,34.3478,7839461,tt,"India<br>2021-12-03:   7,839,461 daily vaccines<br>"
India,2021-12-04,799071752,477111313,1276183065,58.4793,34.9169,10838090,tt,"India<br>2021-12-04:  10,838,090 daily vaccines<br>"
India,2021-12-05,800201272,479108397,1279309669,58.562,35.0631,3126604,tt,"India<br>2021-12-05:   3,126,604 daily vaccines<br>"
India,2021-12-06,802681922,484928668,1287610590,58.7435,35.489,8300921,tt,"India<br>2021-12-06:   8,300,921 daily vaccines<br>"
India,2021-12-07,805086999,490332976,1295419975,58.9195,35.8846,7809385,tt,"India<br>2021-12-07:   7,809,385 daily vaccines<br>"
India,2021-12-08,807489355,496442931,1303932286,59.0954,36.3317,8512311,tt,"India<br>2021-12-08:   8,512,311 daily vaccines<br>"
India,2021-12-09,809809983,502077274,1311887257,59.2652,36.7441,7954971,tt,"India<br>2021-12-09:   7,954,971 daily vaccines<br>"
India,2021-12-10,812044226,507948256,1319992482,59.4287,37.1737,8105225,tt,"India<br>2021-12-10:   8,105,225 daily vaccines<br>"
India,2021-12-11,814514675,514869555,1329384230,59.6095,37.6802,9391748,tt,"India<br>2021-12-11:   9,391,748 daily vaccines<br>"
India,2021-12-12,815457002,516327460,1331784462,59.6785,37.7869,2400232,tt,"India<br>2021-12-12:   2,400,232 daily vaccines<br>"
India,2021-12-13,817454502,521358075,1338812577,59.8246,38.1551,7028115,tt,"India<br>2021-12-13:   7,028,115 daily vaccines<br>"
India,2021-12-14,819441563,526672920,1346114483,59.9701,38.5441,7301906,tt,"India<br>2021-12-14:   7,301,906 daily vaccines<br>"
India,2021-12-15,821106148,531430838,1352536986,60.0919,38.8923,6422503,tt,"India<br>2021-12-15:   6,422,503 daily vaccines<br>"
India,2021-12-16,822798419,537197848,1359996267,60.2157,39.3143,7459281,tt,"India<br>2021-12-16:   7,459,281 daily vaccines<br>"
India,2021-12-17,824401317,542203856,1366605173,60.333,39.6807,6608906,tt,"India<br>2021-12-17:   6,608,906 daily vaccines<br>"
India,2021-12-18,826319182,548294070,1374613252,60.4734,40.1264,8008079,tt,"India<br>2021-12-18:   8,008,079 daily vaccines<br>"
India,2021-12-19,826960821,549759538,1376720359,60.5204,40.2336,2107107,tt,"India<br>2021-12-19:   2,107,107 daily vaccines<br>"
India,2021-12-20,828519766,554958415,1383478181,60.6344,40.6141,6757822,tt,"India<br>2021-12-20:   6,757,822 daily vaccines<br>"
India,2021-12-21,829963655,559627015,1389590670,60.7401,40.9558,6112489,tt,"India<br>2021-12-21:   6,112,489 daily vaccines<br>"
India,2021-12-22,831486835,565489939,1396976774,60.8516,41.3849,7386104,tt,"India<br>2021-12-22:   7,386,104 daily vaccines<br>"
India,2021-12-23,832921633,570241430,1403163063,60.9566,41.7326,6186289,tt,"India<br>2021-12-23:   6,186,289 daily vaccines<br>"
India,2021-12-24,834539748,575586656,1410126404,61.075,42.1238,6963341,tt,"India<br>2021-12-24:   6,963,341 daily vaccines<br>"
India,2021-12-25,835549174,578223251,1413772425,61.1489,42.3167,3646021,tt,"India<br>2021-12-25:   3,646,021 daily vaccines<br>"
India,2021-12-26,836496550,580529104,1417025654,61.2182,42.4855,3253229,tt,"India<br>2021-12-26:   3,253,229 daily vaccines<br>"
India,2021-12-27,838263409,586418327,1424681736,61.3475,42.9165,7656082,tt,"India<br>2021-12-27:   7,656,082 daily vaccines<br>"
India,2021-12-28,839987000,591548641,1431535641,61.4737,43.2919,6853905,tt,"India<br>2021-12-28:   6,853,905 daily vaccines<br>"
India,2021-12-29,841619301,596703441,1438322742,61.5931,43.6692,6787101,tt,"India<br>2021-12-29:   6,787,101 daily vaccines<br>"
India,2021-12-30,843369725,602046989,1445416714,61.7212,44.0602,7093972,tt,"India<br>2021-12-30:   7,093,972 daily vaccines<br>"
India,2021-12-31,844857733,606766417,1451624150,61.8301,44.4056,6207436,tt,"India<br>2021-12-31:   6,207,436 daily vaccines<br>"
India,2022-01-01,845603928,608809077,1454413005,61.8847,44.5551,2788855,tt,"India<br>2022-01-01:   2,788,855 daily vaccines<br>"
India,2022-01-02,846278939,610610367,1456889306,61.9341,44.6869,2476301,tt,"India<br>2022-01-02:   2,476,301 daily vaccines<br>"
India,2022-01-03,852901752,614116712,1467018464,62.4188,44.9436,10129158,tt,"India<br>2022-01-03:  10,129,158 daily vaccines<br>"
India,2022-01-04,859629446,617579400,1477208846,62.9112,45.197,10190382,tt,"India<br>2022-01-04:  10,190,382 daily vaccines<br>"
India,2022-01-05,866223575,620556652,1486780227,63.3938,45.4149,9571381,tt,"India<br>2022-01-05:   9,571,381 daily vaccines<br>"
India,2022-01-06,872747423,623933733,1496681156,63.8712,45.662,9900929,tt,"India<br>2022-01-06:   9,900,929 daily vaccines<br>"
India,2022-01-07,878557659,627635244,1506192903,64.2964,45.9329,9511747,tt,"India<br>2022-01-07:   9,511,747 daily vaccines<br>"
India,2022-01-08,883761819,631998826,1515760645,64.6773,46.2522,9567742,tt,"India<br>2022-01-08:   9,567,742 daily vaccines<br>"
India,2022-01-09,885649900,633756051,1519405951,64.8155,46.3808,3645306,tt,"India<br>2022-01-09:   3,645,306 daily vaccines<br>"
India,2022-01-10,890329369,637656249,1528970294,65.1579,46.6663,9564343,tt,"India<br>2022-01-10:   9,564,343 daily vaccines<br>"
India,2022-01-11,894505447,641617038,1538008200,65.4635,46.9561,9037906,tt,"India<br>2022-01-11:   9,037,906 daily vaccines<br>"
India,2022-01-12,898070179,645395901,1546139465,65.7244,47.2327,8131265,tt,"India<br>2022-01-12:   8,131,265 daily vaccines<br>"
India,2022-01-13,901618463,648999721,1553981819,65.9841,47.4964,7842354,tt,"India<br>2022-01-13:   7,842,354 daily vaccines<br>"
India,2022-01-14,904228766,652217975,1560251117,66.1751,47.732,6269298,tt,"India<br>2022-01-14:   6,269,298 daily vaccines<br>"
India,2022-01-15,907499718,655796458,1567615454,66.4145,47.9938,7364337,tt,"India<br>2022-01-15:   7,364,337 daily vaccines<br>"
India,2022-01-16,909575097,658018545,1572041825,66.5664,48.1565,4426371,tt,"India<br>2022-01-16:   4,426,371 daily vaccines<br>"
India,2022-01-17,912936560,662420800,1580441770,66.8124,48.4786,8399945,tt,"India<br>2022-01-17:   8,399,945 daily vaccines<br>"
India,2022-01-18,916245473,666935818,1588847554,67.0546,48.8091,8405784,tt,"India<br>2022-01-18:   8,405,784 daily vaccines<br>"
India,2022-01-19,919273208,671307622,1596755879,67.2761,49.129,7908325,tt,"India<br>2022-01-19:   7,908,325 daily vaccines<br>"
India,2022-01-20,922120376,675388182,1604370484,67.4845,49.4276,7614605,tt,"India<br>2022-01-20:   7,614,605 daily vaccines<br>"
India,2022-01-21,924734576,679471598,1611660078,67.6758,49.7265,7289594,tt,"India<br>2022-01-21:   7,289,594 daily vaccines<br>"
India,2022-01-22,927351928,683922086,1619284270,67.8674,50.0522,7624192,tt,"India<br>2022-01-22:   7,624,192 daily vaccines<br>"
India,2022-01-23,928535220,685892131,1622607516,67.954,50.1964,3323246,tt,"India<br>2022-01-23:   3,323,246 daily vaccines<br>"
India,2022-01-24,930644978,689762152,1629209308,68.1084,50.4796,6601792,tt,"India<br>2022-01-24:   6,601,792 daily vaccines<br>"
India,2022-01-25,932773775,693642495,1635844536,68.2642,50.7636,6635228,tt,"India<br>2022-01-25:   6,635,228 daily vaccines<br>"
India,2022-01-26,933505139,695230499,1638439207,68.3177,50.8798,2594671,tt,"India<br>2022-01-26:   2,594,671 daily vaccines<br>"
India,2022-01-27,935328584,698803190,1644473216,68.4511,51.1413,6034009,tt,"India<br>2022-01-27:   6,034,009 daily vaccines<br>"
India,2022-01-28,937025367,702425450,1650487260,68.5753,51.4063,6014044,tt,"India<br>2022-01-28:   6,014,044 daily vaccines<br>"
India,2022-01-29,939019162,706348368,1657060692,68.7212,51.6934,6573432,tt,"India<br>2022-01-29:   6,573,432 daily vaccines<br>"
India,2022-01-30,940153834,708384203,1660396227,68.8043,51.8424,3335535,tt,"India<br>2022-01-30:   3,335,535 daily vaccines<br>"
India,2022-01-31,942019662,712326539,1666848204,68.9408,52.1309,6451977,tt,"India<br>2022-01-31:   6,451,977 daily vaccines<br>"
India,2022-02-01,943610432,716313945,1672942707,69.0572,52.4228,6094503,tt,"India<br>2022-02-01:   6,094,503 daily vaccines<br>"
India,2022-02-02,945124392,720193628,1678793137,69.168,52.7067,5850430,tt,"India<br>2022-02-02:   5,850,430 daily vaccines<br>"
India,2022-02-03,946559354,724250745,1684716068,69.2731,53.0036,5922931,tt,"India<br>2022-02-03:   5,922,931 daily vaccines<br>"
India,2022-02-04,947829067,727590180,1689817199,69.366,53.248,5101131,tt,"India<br>2022-02-04:   5,101,131 daily vaccines<br>"
India,2022-02-05,949083328,730815695,1694626697,69.4578,53.4841,4809498,tt,"India<br>2022-02-05:   4,809,498 daily vaccines<br>"
India,2022-02-06,949660495,731829583,1696380755,69.5,53.5583,1754058,tt,"India<br>2022-02-06:   1,754,058 daily vaccines<br>"
India,2022-02-07,950911452,735934449,1702172615,69.5916,53.8587,5791860,tt,"India<br>2022-02-07:   5,791,860 daily vaccines<br>"
India,2022-02-08,952164965,740825503,1708706705,69.6833,54.2166,6534090,tt,"India<br>2022-02-08:   6,534,090 daily vaccines<br>"
India,2022-02-09,953241390,743462789,1712819947,69.7621,54.4096,4113242,tt,"India<br>2022-02-09:   4,113,242 daily vaccines<br>"
India,2022-02-10,954302567,747157106,1717951432,69.8397,54.68,5131485,tt,"India<br>2022-02-10:   5,131,485 daily vaccines<br>"
India,2022-02-11,955295187,750775387,1722947688,69.9124,54.9448,4996256,tt,"India<br>2022-02-11:   4,996,256 daily vaccines<br>"
India,2022-02-12,956382500,754535992,1728149447,69.992,55.22,5201759,tt,"India<br>2022-02-12:   5,201,759 daily vaccines<br>"
India,2022-02-13,956765818,755492547,1729587490,70.02,55.29,1438043,tt,"India<br>2022-02-13:   1,438,043 daily vaccines<br>"
India,2022-02-14,957621783,758996932,1734262440,70.0827,55.5465,4674950,tt,"India<br>2022-02-14:   4,674,950 daily vaccines<br>"
India,2022-02-15,958407180,762300746,1738681675,70.1401,55.7883,4419235,tt,"India<br>2022-02-15:   4,419,235 daily vaccines<br>"
India,2022-02-16,959086304,765124710,1742436288,70.1898,55.9949,3754613,tt,"India<br>2022-02-16:   3,754,613 daily vaccines<br>"
India,2022-02-17,959788808,768220501,1746499461,70.2412,56.2215,4063173,tt,"India<br>2022-02-17:   4,063,173 daily vaccines<br>"
India,2022-02-18,960419127,771267566,1750386834,70.2874,56.4445,3887373,tt,"India<br>2022-02-18:   3,887,373 daily vaccines<br>"
India,2022-02-19,960958490,773817791,1753722697,70.3268,56.6311,3335863,tt,"India<br>2022-02-19:   3,335,863 daily vaccines<br>"
India,2022-02-20,961118540,774521921,1754625710,70.3386,56.6827,903013,tt,"India<br>2022-02-20:     903,013 daily vaccines<br>"
India,2022-02-21,961655655,777510367,1758327441,70.3779,56.9014,3701731,tt,"India<br>2022-02-21:   3,701,731 daily vaccines<br>"
India,2022-02-22,962181933,780398324,1761939020,70.4164,57.1127,3611579,tt,"India<br>2022-02-22:   3,611,579 daily vaccines<br>"
India,2022-02-23,962642332,783022324,1765231385,70.4501,57.3048,3292365,tt,"India<br>2022-02-23:   3,292,365 daily vaccines<br>"
India,2022-02-24,963132869,785837141,1768689266,70.486,57.5108,3457881,tt,"India<br>2022-02-24:   3,457,881 daily vaccines<br>"
India,2022-02-25,963556004,788349115,1732041859,70.5169,57.6946,-36647407,tt,"India<br>2022-02-25: -36,647,407 daily vaccines<br>"
India,2022-02-26,963925476,790505177,1774408129,70.544,57.8524,42366270,tt,"India<br>2022-02-26:  42,366,270 daily vaccines<br>"
India,2022-02-27,964021809,791053149,1775086335,70.551,57.8925,678206,tt,"India<br>2022-02-27:     678,206 daily vaccines<br>"
India,2022-02-28,964275587,792655176,1777025914,70.5696,58.0097,1939579,tt,"India<br>2022-02-28:   1,939,579 daily vaccines<br>"
India,2022-03-01,964393959,793460024,1777992977,70.5783,58.0686,967063,tt,"India<br>2022-03-01:     967,063 daily vaccines<br>"
India,2022-03-02,964671507,795337387,1780263222,70.5986,58.206,2270245,tt,"India<br>2022-03-02:   2,270,245 daily vaccines<br>"
India,2022-03-03,964988448,797554714,1782913060,70.6218,58.3683,2649838,tt,"India<br>2022-03-03:   2,649,838 daily vaccines<br>"
India,2022-03-04,965292578,799767130,1785566940,70.644,58.5302,2653880,tt,"India<br>2022-03-04:   2,653,880 daily vaccines<br>"
India,2022-03-05,965648565,802109955,1788379249,70.6701,58.7017,2812309,tt,"India<br>2022-03-05:   2,812,309 daily vaccines<br>"
India,2022-03-06,965742806,802674876,1789061887,70.677,58.743,682638,tt,"India<br>2022-03-06:     682,638 daily vaccines<br>"
India,2022-03-07,966009775,804564971,1791341295,70.6965,58.8813,2279408,tt,"India<br>2022-03-07:   2,279,408 daily vaccines<br>"
India,2022-03-08,966243973,806298997,1793399555,70.7137,59.0082,2058260,tt,"India<br>2022-03-08:   2,058,260 daily vaccines<br>"
India,2022-03-09,966460963,807968707,1795395649,70.7295,59.1304,1996094,tt,"India<br>2022-03-09:   1,996,094 daily vaccines<br>"
India,2022-03-10,966656201,809488774,1797200515,70.7438,59.2417,1804866,tt,"India<br>2022-03-10:   1,804,866 daily vaccines<br>"
India,2022-03-11,966868854,811137163,1799157486,70.7594,59.3623,1956971,tt,"India<br>2022-03-11:   1,956,971 daily vaccines<br>"
India,2022-03-12,967115387,812969448,1801323547,70.7774,59.4964,2166061,tt,"India<br>2022-03-12:   2,166,061 daily vaccines<br>"
India,2022-03-13,967185950,813493275,1801945779,70.7826,59.5347,622232,tt,"India<br>2022-03-13:     622,232 daily vaccines<br>"
India,2022-03-14,967399218,815266839,1804028891,70.7982,59.6645,2083112,tt,"India<br>2022-03-14:   2,083,112 daily vaccines<br>"
India,2022-03-15,967603796,817024629,1806093107,70.8132,59.7932,2064216,tt,"India<br>2022-03-15:   2,064,216 daily vaccines<br>"
India,2022-03-16,968070006,818400768,1808024147,70.8473,59.8939,1931040,tt,"India<br>2022-03-16:   1,931,040 daily vaccines<br>"
India,2022-03-17,968789124,819374268,1809794588,70.8999,59.9651,1770441,tt,"India<br>2022-03-17:   1,770,441 daily vaccines<br>"
India,2022-03-18,969092060,819744227,1810496924,70.9221,59.9922,702336,tt,"India<br>2022-03-18:     702,336 daily vaccines<br>"
India,2022-03-19,969785865,820592308,1812111675,70.9729,60.0543,1614751,tt,"India<br>2022-03-19:   1,614,751 daily vaccines<br>"
India,2022-03-20,969884478,820863790,1812497303,70.9801,60.0741,385628,tt,"India<br>2022-03-20:     385,628 daily vaccines<br>"
India,2022-03-21,971681718,822042819,1815601944,71.1116,60.1604,3104641,tt,"India<br>2022-03-21:   3,104,641 daily vaccines<br>"
India,2022-03-22,973671194,823233263,1818915234,71.2572,60.2476,3313290,tt,"India<br>2022-03-22:   3,313,290 daily vaccines<br>"
India,2022-03-23,975872778,824335762,1822330356,71.4183,60.3282,3415122,tt,"India<br>2022-03-23:   3,415,122 daily vaccines<br>"
India,2022-03-24,977865178,825447360,1825575126,71.5641,60.4096,3244770,tt,"India<br>2022-03-24:   3,244,770 daily vaccines<br>"
India,2022-03-25,979754914,826608335,1828768476,71.7024,60.4946,3193350,tt,"India<br>2022-03-25:   3,193,350 daily vaccines<br>"
India,2022-03-26,981498345,827955870,1832010030,71.83,60.5932,3241554,tt,"India<br>2022-03-26:   3,241,554 daily vaccines<br>"
India,2022-03-27,981727561,828328060,1832635673,71.8468,60.6204,625643,tt,"India<br>2022-03-27:     625,643 daily vaccines<br>"
India,2022-03-28,983227065,829433400,1835390499,71.9565,60.7013,2754826,tt,"India<br>2022-03-28:   2,754,826 daily vaccines<br>"
India,2022-03-29,984810951,830559393,1838241743,72.0725,60.7837,2851244,tt,"India<br>2022-03-29:   2,851,244 daily vaccines<br>"
India,2022-03-30,986024568,831618644,1840655005,72.1613,60.8612,2413262,tt,"India<br>2022-03-30:   2,413,262 daily vaccines<br>"
India,2022-03-31,987418545,832599092,1843189377,72.2633,60.933,2534372,tt,"India<br>2022-03-31:   2,534,372 daily vaccines<br>"
India,2022-04-01,988398296,833518608,1845244856,72.335,61.0003,2055479,tt,"India<br>2022-04-01:   2,055,479 daily vaccines<br>"
India,2022-04-02,988955131,834312512,1846686260,72.3758,61.0584,1441404,tt,"India<br>2022-04-02:   1,441,404 daily vaccines<br>"
India,2022-04-03,989083091,834558836,1847083279,72.3851,61.0764,397019,tt,"India<br>2022-04-03:     397,019 daily vaccines<br>"
India,2022-04-04,989776548,835341152,1848733081,72.4359,61.1337,1649802,tt,"India<br>2022-04-04:   1,649,802 daily vaccines<br>"
India,2022-04-05,990507038,836131622,1850411569,72.4893,61.1915,1678488,tt,"India<br>2022-04-05:   1,678,488 daily vaccines<br>"
India,2022-04-06,991228375,836941167,1852072469,72.5421,61.2508,1660900,tt,"India<br>2022-04-06:   1,660,900 daily vaccines<br>"
India,2022-04-07,992031976,837808563,1853888663,72.6009,61.3142,1816194,tt,"India<br>2022-04-07:   1,816,194 daily vaccines<br>"
India,2022-04-08,992694873,838623833,1855507496,72.6494,61.3739,1618833,tt,"India<br>2022-04-08:   1,618,833 daily vaccines<br>"
India,2022-04-09,993308899,839448027,1857071655,72.6944,61.4342,1564159,tt,"India<br>2022-04-09:   1,564,159 daily vaccines<br>"
India,2022-04-10,993403400,839672407,1857418827,72.7013,61.4506,347172,tt,"India<br>2022-04-10:     347,172 daily vaccines<br>"
India,2022-04-11,993989993,840515610,1859068616,72.7442,61.5123,1649789,tt,"India<br>2022-04-11:   1,649,789 daily vaccines<br>"
India,2022-04-12,994574239,841361785,1860706499,72.787,61.5743,1637883,tt,"India<br>2022-04-12:   1,637,883 daily vaccines<br>"
India,2022-04-13,995140235,842194851,1862276304,72.8284,61.6352,1569805,tt,"India<br>2022-04-13:   1,569,805 daily vaccines<br>"
India,2022-04-14,995354210,842683585,1863062546,72.8441,61.671,786242,tt,"India<br>2022-04-14:     786,242 daily vaccines<br>"
India,2022-04-15,995557349,843166557,1863831723,72.8589,61.7064,769177,tt,"India<br>2022-04-15:     769,177 daily vaccines<br>"
India,2022-04-16,995916110,843949935,1865153593,72.8852,61.7637,1321870,tt,"India<br>2022-04-16:   1,321,870 daily vaccines<br>"
India,2022-04-17,995991503,844176212,1865494355,72.8907,61.7802,340762,tt,"India<br>2022-04-17:     340,762 daily vaccines<br>"
India,2022-04-18,996434899,845223390,1867215865,72.9232,61.8569,1721510,tt,"India<br>2022-04-18:   1,721,510 daily vaccines<br>"
India,2022-04-19,996902114,846374440,1869056607,72.9573,61.9411,1840742,tt,"India<br>2022-04-19:   1,840,742 daily vaccines<br>"
India,2022-04-20,997285853,847452442,1870708111,72.9854,62.02,1651504,tt,"India<br>2022-04-20:   1,651,504 daily vaccines<br>"
India,2022-04-21,997757978,848691289,1872626515,73.02,62.1107,1918404,tt,"India<br>2022-04-21:   1,918,404 daily vaccines<br>"
India,2022-04-22,998268655,850013559,1874672536,73.0574,62.2074,2046021,tt,"India<br>2022-04-22:   2,046,021 daily vaccines<br>"
India,2022-04-23,998740844,851340185,1876720318,73.0919,62.3045,2047782,tt,"India<br>2022-04-23:   2,047,782 daily vaccines<br>"
India,2022-04-24,998844406,851638046,1877195781,73.0995,62.3263,475463,tt,"India<br>2022-04-24:     475,463 daily vaccines<br>"
India,2022-04-25,999388641,853211164,1879576423,73.1393,62.4415,2380642,tt,"India<br>2022-04-25:   2,380,642 daily vaccines<br>"
India,2022-04-26,999940418,854753660,1881940971,73.1797,62.5543,2364548,tt,"India<br>2022-04-26:   2,364,548 daily vaccines<br>"
India,2022-04-27,1000379665,856207304,1884075453,73.2118,62.6607,2134482,tt,"India<br>2022-04-27:   2,134,482 daily vaccines<br>"
