state,place,date,confirmed,tested,daily_confirmed,daily_tested,tpr,text
India,tt,2020-06-13,321634,5658614,12039,151432,0.0795010301653548,Date: Jun 13<br>TPR:  7.95%
India,tt,2020-06-14,333038,5774133,11404,115519,0.0987196911330604,Date: Jun 14<br>TPR:  9.87%
India,tt,2020-06-15,343070,5921069,10032,146936,0.0682746229651005,Date: Jun 15<br>TPR:  6.83%
India,tt,2020-06-16,354155,6084256,11085,163187,0.0679282050653545,Date: Jun 16<br>TPR:  6.79%
India,tt,2020-06-17,367263,6249668,13108,165412,0.079244552994946,Date: Jun 17<br>TPR:  7.92%
India,tt,2020-06-18,381092,6426627,13829,176959,0.0781480455924819,Date: Jun 18<br>TPR:  7.81%
India,tt,2020-06-19,395832,6616496,14740,189869,0.0776324729155365,Date: Jun 19<br>TPR:  7.76%
India,tt,2020-06-20,411750,6807226,15918,190730,0.0834582918261417,Date: Jun 20<br>TPR:  8.35%
India,tt,2020-06-21,426901,6950493,15151,143267,0.10575359294185,Date: Jun 21<br>TPR: 10.58%
India,tt,2020-06-22,440461,7137716,13560,187223,0.0724269988195895,Date: Jun 22<br>TPR:  7.24%
India,tt,2020-06-23,456117,7352911,15656,215195,0.0727526197170009,Date: Jun 23<br>TPR:  7.28%
India,tt,2020-06-24,472985,7560782,16868,207871,0.081146480269013,Date: Jun 24<br>TPR:  8.11%
India,tt,2020-06-25,491190,7776228,18205,215446,0.0844991320330849,Date: Jun 25<br>TPR:  8.45%
India,tt,2020-06-26,509445,7996707,18255,220479,0.0827970010749323,Date: Jun 26<br>TPR:  8.28%
India,tt,2020-06-27,529587,8227802,20142,231095,0.0871589606006188,Date: Jun 27<br>TPR:  8.72%
India,tt,2020-06-28,549197,8398362,19610,170560,0.114974202626642,Date: Jun 28<br>TPR: 11.50%
India,tt,2020-06-29,567536,8608654,18339,210292,0.0872073117379644,Date: Jun 29<br>TPR:  8.72%
India,tt,2020-06-30,585791,8826585,18255,217931,0.0837650448995324,Date: Jun 30<br>TPR:  8.38%
India,tt,2020-07-01,605221,9056173,19430,229588,0.0846298587034166,Date: Jul 01<br>TPR:  8.46%
India,tt,2020-07-02,627168,9297749,21947,241576,0.0908492565486638,Date: Jul 02<br>TPR:  9.08%
India,tt,2020-07-03,649886,9540132,22718,242383,0.093727695424184,Date: Jul 03<br>TPR:  9.37%
India,tt,2020-07-04,673904,9789066,24018,248934,0.0964834052399431,Date: Jul 04<br>TPR:  9.65%
India,tt,2020-07-05,697846,9969662,23942,180596,0.132572149992248,Date: Jul 05<br>TPR: 13.26%
India,tt,2020-07-06,720346,10211092,22500,241430,0.0931947148241727,Date: Jul 06<br>TPR:  9.32%
India,tt,2020-07-07,743494,10473771,23148,262679,0.0881227658092196,Date: Jul 07<br>TPR:  8.81%
India,tt,2020-07-08,769055,10740832,25561,267061,0.0957122155612388,Date: Jul 08<br>TPR:  9.57%
India,tt,2020-07-09,794845,11024491,25790,283659,0.090919026013629,Date: Jul 09<br>TPR:  9.09%
India,tt,2020-07-10,822594,11307002,27749,282511,0.0982227240709211,Date: Jul 10<br>TPR:  9.82%
India,tt,2020-07-11,850348,11587153,27754,280151,0.0990680026128766,Date: Jul 11<br>TPR:  9.91%
India,tt,2020-07-12,879454,11806256,29106,219103,0.132841631561412,Date: Jul 12<br>TPR: 13.28%
India,tt,2020-07-13,907632,12092503,28178,286247,0.0984394596275245,Date: Jul 13<br>TPR:  9.84%
India,tt,2020-07-14,937549,12412664,29917,320161,0.0934436111831235,Date: Jul 14<br>TPR:  9.34%
India,tt,2020-07-15,970156,12739490,32607,326826,0.0997686842540067,Date: Jul 15<br>TPR:  9.98%
India,tt,2020-07-16,1005624,13072718,35468,333228,0.106437634292436,Date: Jul 16<br>TPR: 10.64%
India,tt,2020-07-17,1040448,13433742,34824,361024,0.0964589611770963,Date: Jul 17<br>TPR:  9.65%
India,tt,2020-07-18,1077859,13791869,37411,358127,0.104462941917253,Date: Jul 18<br>TPR: 10.45%
India,tt,2020-07-19,1118094,14047908,40235,256039,0.157144028839357,Date: Jul 19<br>TPR: 15.71%
India,tt,2020-07-20,1154900,14381303,36806,333395,0.110397576448357,Date: Jul 20<br>TPR: 11.04%
India,tt,2020-07-21,1194070,14724546,39170,343243,0.114117403705247,Date: Jul 21<br>TPR: 11.41%
India,tt,2020-07-22,1239671,15075369,45601,350823,0.1299829258629,Date: Jul 22<br>TPR: 13.00%
India,tt,2020-07-23,1288114,15428170,48443,352801,0.137309701503114,Date: Jul 23<br>TPR: 13.73%
India,tt,2020-07-24,1337002,15849068,48888,420898,0.116151656695922,Date: Jul 24<br>TPR: 11.62%
India,tt,2020-07-25,1387074,16291331,50072,442263,0.113217700779853,Date: Jul 25<br>TPR: 11.32%
India,tt,2020-07-26,1436006,16806803,48932,515472,0.0949265915510445,Date: Jul 26<br>TPR:  9.49%
India,tt,2020-07-27,1482490,17334885,46484,528082,0.0880242083615802,Date: Jul 27<br>TPR:  8.80%
India,tt,2020-07-28,1532121,17743740,49631,408855,0.121390223918015,Date: Jul 28<br>TPR: 12.14%
India,tt,2020-07-29,1584600,18190382,52479,446642,0.117496787136006,Date: Jul 29<br>TPR: 11.75%
India,tt,2020-07-30,1639568,18832970,54968,642588,0.0855415911906229,Date: Jul 30<br>TPR:  8.55%
India,tt,2020-07-31,1697054,19358659,57486,525689,0.109353629237058,Date: Jul 31<br>TPR: 10.94%
India,tt,2020-08-01,1752171,19821831,55117,463172,0.118998989576227,Date: Aug 01<br>TPR: 11.90%
India,tt,2020-08-02,1804843,20202858,52672,381027,0.138236922842738,Date: Aug 02<br>TPR: 13.82%
India,tt,2020-08-03,1855334,20864750,50491,661892,0.0762828376834892,Date: Aug 03<br>TPR:  7.63%
India,tt,2020-08-04,1906616,21484402,51282,619652,0.0827593552510119,Date: Aug 04<br>TPR:  8.28%
India,tt,2020-08-05,1963242,22149351,56626,664949,0.0851584106450269,Date: Aug 05<br>TPR:  8.52%
India,tt,2020-08-06,2025412,22788393,62170,639042,0.0972862503560016,Date: Aug 06<br>TPR:  9.73%
India,tt,2020-08-07,2086867,23387171,61455,598778,0.102634031310436,Date: Aug 07<br>TPR: 10.26%
India,tt,2020-08-08,2152023,24106535,65156,719364,0.0905744518769357,Date: Aug 08<br>TPR:  9.06%
India,tt,2020-08-09,2214140,24583558,62117,477023,0.130218039801016,Date: Aug 09<br>TPR: 13.02%
India,tt,2020-08-10,2267156,25281848,53016,698290,0.0759226109496055,Date: Aug 10<br>TPR:  7.59%
India,tt,2020-08-11,2328408,26015297,61252,733449,0.0835122823809154,Date: Aug 11<br>TPR:  8.35%
India,tt,2020-08-12,2395474,26845688,67066,830391,0.0807643628122174,Date: Aug 12<br>TPR:  8.08%
India,tt,2020-08-13,2459615,27694416,64141,848728,0.075573092910803,Date: Aug 13<br>TPR:  7.56%
India,tt,2020-08-14,2525225,28563095,65610,868679,0.0755284748451384,Date: Aug 14<br>TPR:  7.55%
India,tt,2020-08-15,2589211,29309703,63986,746608,0.0857022694640293,Date: Aug 15<br>TPR:  8.57%
India,tt,2020-08-16,2647307,30041400,58096,731697,0.079398986192372,Date: Aug 16<br>TPR:  7.94%
India,tt,2020-08-17,2701605,30941264,54298,899864,0.0603402291901888,Date: Aug 17<br>TPR:  6.03%
India,tt,2020-08-18,2766629,31742782,65024,801518,0.0811260632948979,Date: Aug 18<br>TPR:  8.11%
India,tt,2020-08-19,2835825,32661252,69196,918470,0.0753383344039544,Date: Aug 19<br>TPR:  7.53%
India,tt,2020-08-20,2904343,33467237,68518,805985,0.0850115076583311,Date: Aug 20<br>TPR:  8.50%
India,tt,2020-08-21,2973372,34491073,69029,1023836,0.0674219308561137,Date: Aug 21<br>TPR:  6.74%
India,tt,2020-08-22,3043439,35292220,70067,801147,0.0874583565812516,Date: Aug 22<br>TPR:  8.75%
India,tt,2020-08-23,3105188,35902137,61749,609917,0.101241644354888,Date: Aug 23<br>TPR: 10.12%
India,tt,2020-08-24,3164884,36827520,59696,925383,0.0645095057938173,Date: Aug 24<br>TPR:  6.45%
India,tt,2020-08-25,3231757,37651512,66873,823992,0.081157341333411,Date: Aug 25<br>TPR:  8.12%
India,tt,2020-08-26,3307752,38576510,75995,924998,0.0821569343933717,Date: Aug 26<br>TPR:  8.22%
India,tt,2020-08-27,3384579,39477848,76827,901338,0.0852366148991832,Date: Aug 27<br>TPR:  8.52%
India,tt,2020-08-28,3461236,40406609,76657,928761,0.0825368420939294,Date: Aug 28<br>TPR:  8.25%
India,tt,2020-08-29,3539715,41461636,78479,1055027,0.0743857740133665,Date: Aug 29<br>TPR:  7.44%
India,tt,2020-08-30,3619176,42307914,79461,846278,0.0938946776354815,Date: Aug 30<br>TPR:  9.39%
India,tt,2020-08-31,3687942,43324834,68766,1016920,0.0676218384927035,Date: Aug 31<br>TPR:  6.76%
India,tt,2020-09-01,3766110,44337201,78168,1012367,0.0772131055239849,Date: Sep 01<br>TPR:  7.72%
India,tt,2020-09-02,3848975,45509380,82865,1172179,0.0706931279267074,Date: Sep 02<br>TPR:  7.07%
India,tt,2020-09-03,3933134,46679145,84159,1169765,0.0719452197663633,Date: Sep 03<br>TPR:  7.19%
India,tt,2020-09-04,4020241,47738491,87107,1059346,0.0822271476930106,Date: Sep 04<br>TPR:  8.22%
India,tt,2020-09-05,4110847,48831145,90606,1092654,0.0829228648776282,Date: Sep 05<br>TPR:  8.29%
India,tt,2020-09-06,4202572,49551507,91725,720362,0.127331813726987,Date: Sep 06<br>TPR: 12.73%
India,tt,2020-09-07,4277587,50650128,75015,1098621,0.0682810541578943,Date: Sep 07<br>TPR:  6.83%
India,tt,2020-09-08,4367442,51804677,89855,1154549,0.0778269263582576,Date: Sep 08<br>TPR:  7.78%
India,tt,2020-09-09,4462978,52934433,95536,1129756,0.0845633924493431,Date: Sep 09<br>TPR:  8.46%
India,tt,2020-09-10,4559740,54097975,96762,1163542,0.0831615876349973,Date: Sep 10<br>TPR:  8.32%
India,tt,2020-09-11,4657395,55189226,97655,1091251,0.0894890359779739,Date: Sep 11<br>TPR:  8.95%
India,tt,2020-09-12,4751809,56260928,94414,1071702,0.0880972509148999,Date: Sep 12<br>TPR:  8.81%
India,tt,2020-09-13,4845029,57239428,93220,978500,0.0952682677567706,Date: Sep 13<br>TPR:  9.53%
India,tt,2020-09-14,4926938,58312273,81909,1072845,0.0763474686464494,Date: Sep 14<br>TPR:  7.63%
India,tt,2020-09-15,5018035,59429115,91097,1116842,0.0815665958121203,Date: Sep 15<br>TPR:  8.16%
India,tt,2020-09-16,5115895,60565728,97860,1136613,0.0860979066753592,Date: Sep 16<br>TPR:  8.61%
India,tt,2020-09-17,5212682,61572343,96787,1006615,0.0961509613904025,Date: Sep 17<br>TPR:  9.62%
India,tt,2020-09-18,5305655,62454254,92973,881911,0.105422202467142,Date: Sep 18<br>TPR: 10.54%
India,tt,2020-09-19,5398229,63661060,92574,1206806,0.0767099268647985,Date: Sep 19<br>TPR:  7.67%
India,tt,2020-09-20,5485624,64392594,87395,731534,0.119468131351379,Date: Sep 20<br>TPR: 11.95%
India,tt,2020-09-21,5560117,65325779,74493,933185,0.0798266153013604,Date: Sep 21<br>TPR:  7.98%
India,tt,2020-09-22,5643479,66279462,83362,953683,0.0874105966028544,Date: Sep 22<br>TPR:  8.74%
India,tt,2020-09-23,5730182,67436031,86703,1156569,0.0749656959506956,Date: Sep 23<br>TPR:  7.50%
India,tt,2020-09-24,5816103,68928440,85921,1492409,0.0575720194665135,Date: Sep 24<br>TPR:  5.76%
India,tt,2020-09-25,5901820,70269975,85717,1341535,0.0638947176182507,Date: Sep 25<br>TPR:  6.39%
India,tt,2020-09-26,5990579,71257836,88759,987861,0.0898496853302236,Date: Sep 26<br>TPR:  8.98%
India,tt,2020-09-27,6073349,71967230,82770,709394,0.116677051116869,Date: Sep 27<br>TPR: 11.67%
India,tt,2020-09-28,6143018,73110041,69669,1142811,0.0609628363745186,Date: Sep 28<br>TPR:  6.10%
India,tt,2020-09-29,6223518,74196729,80500,1086688,0.0740783003033069,Date: Sep 29<br>TPR:  7.41%
India,tt,2020-09-30,6310266,75619781,86748,1423052,0.0609591216624551,Date: Sep 30<br>TPR:  6.10%
India,tt,2020-10-01,6392051,76717728,81785,1097947,0.0744890236049645,Date: Oct 01<br>TPR:  7.45%
India,tt,2020-10-02,6471936,77850403,79885,1132675,0.0705277330213874,Date: Oct 02<br>TPR:  7.05%
India,tt,2020-10-03,6547415,78992534,75479,1142131,0.0660861144649782,Date: Oct 03<br>TPR:  6.61%
India,tt,2020-10-04,6622185,79982394,74770,989860,0.075535934374558,Date: Oct 04<br>TPR:  7.55%
India,tt,2020-10-05,6682315,81071797,60130,1089403,0.0551953684724569,Date: Oct 05<br>TPR:  5.52%
India,tt,2020-10-06,6754184,82271654,71869,1199857,0.0598979711748983,Date: Oct 06<br>TPR:  5.99%
India,tt,2020-10-07,6832993,83465975,78809,1194321,0.0659864475296005,Date: Oct 07<br>TPR:  6.60%
India,tt,2020-10-08,6903791,84634680,70798,1168705,0.060578161298189,Date: Oct 08<br>TPR:  6.06%
India,tt,2020-10-09,6977096,85798698,73305,1164018,0.0629758302706659,Date: Oct 09<br>TPR:  6.30%
India,tt,2020-10-10,7051514,86877242,74418,1078544,0.0689985758578231,Date: Oct 10<br>TPR:  6.90%
India,tt,2020-10-11,7119303,87872093,67789,994851,0.0681398520984549,Date: Oct 11<br>TPR:  6.81%
India,tt,2020-10-12,7173565,88945107,54262,1073014,0.050569703657175,Date: Oct 12<br>TPR:  5.06%
India,tt,2020-10-13,7237282,90090122,63717,1145015,0.05564730593049,Date: Oct 13<br>TPR:  5.56%
India,tt,2020-10-14,7305093,91226305,67811,1136183,0.0596831672362639,Date: Oct 14<br>TPR:  5.97%
India,tt,2020-10-15,7368534,92254927,63441,1028622,0.0616757176105508,Date: Oct 15<br>TPR:  6.17%
India,tt,2020-10-16,7430838,93254017,62304,999090,0.0623607482809357,Date: Oct 16<br>TPR:  6.24%
India,tt,2020-10-17,7492731,94224190,61893,970173,0.0637958384741691,Date: Oct 17<br>TPR:  6.38%
India,tt,2020-10-18,7549250,95083976,56519,859786,0.0657361250357647,Date: Oct 18<br>TPR:  6.57%
India,tt,2020-10-19,7594756,96116771,45506,1032795,0.0440610188856453,Date: Oct 19<br>TPR:  4.41%
India,tt,2020-10-20,7649104,97200379,54348,1083608,0.0501546684778998,Date: Oct 20<br>TPR:  5.02%
India,tt,2020-10-21,7705368,98670363,56264,1469984,0.0382752465332956,Date: Oct 21<br>TPR:  3.83%
India,tt,2020-10-22,7759739,100113085,54371,1442722,0.0376864011223229,Date: Oct 22<br>TPR:  3.77%
India,tt,2020-10-23,7813670,101382564,53931,1269479,0.0424827823067573,Date: Oct 23<br>TPR:  4.25%
India,tt,2020-10-24,7864036,102523469,50366,1140905,0.044145656299166,Date: Oct 24<br>TPR:  4.41%
India,tt,2020-10-25,7909958,103462778,45922,939309,0.0488891302010308,Date: Oct 25<br>TPR:  4.89%
India,tt,2020-10-26,7946062,104420894,36104,958116,0.0376822848172873,Date: Oct 26<br>TPR:  3.77%
India,tt,2020-10-27,7989098,105487680,43036,1066786,0.0403417367681991,Date: Oct 27<br>TPR:  4.03%
India,tt,2020-10-28,8039286,106563440,50188,1075760,0.0466535286681044,Date: Oct 28<br>TPR:  4.67%
India,tt,2020-10-29,8088051,107728088,48765,1164648,0.0418710202567643,Date: Oct 29<br>TPR:  4.19%
India,tt,2020-10-30,8136168,108796064,48117,1067976,0.0450543832445673,Date: Oct 30<br>TPR:  4.51%
India,tt,2020-10-31,8183396,109887303,47228,1091239,0.0432792449683342,Date: Oct 31<br>TPR:  4.33%
India,tt,2020-11-01,8229324,110743103,45928,855800,0.0536667445664875,Date: Nov 01<br>TPR:  5.37%
India,tt,2020-11-02,8266916,111789350,37592,1046247,0.0359303300272307,Date: Nov 02<br>TPR:  3.59%
India,tt,2020-11-03,8312943,112998959,46027,1209609,0.0380511388390794,Date: Nov 03<br>TPR:  3.81%
India,tt,2020-11-04,8363408,114208384,50465,1209425,0.0417264402505323,Date: Nov 04<br>TPR:  4.17%
India,tt,2020-11-05,8411036,115429095,47628,1220711,0.039016605896072,Date: Nov 05<br>TPR:  3.90%
India,tt,2020-11-06,8461395,116542304,50359,1113209,0.045237686723697,Date: Nov 06<br>TPR:  4.52%
India,tt,2020-11-07,8507206,117736791,45811,1194487,0.0383520289463175,Date: Nov 07<br>TPR:  3.84%
India,tt,2020-11-08,8553913,118572192,46707,835401,0.0559096769096518,Date: Nov 08<br>TPR:  5.59%
India,tt,2020-11-09,8591032,119615857,37119,1043665,0.0355660101660974,Date: Nov 09<br>TPR:  3.56%
India,tt,2020-11-10,8635756,120769151,44724,1153294,0.0387793572150727,Date: Nov 10<br>TPR:  3.88%
India,tt,2020-11-11,8684041,121962509,48285,1193358,0.0404614541487131,Date: Nov 11<br>TPR:  4.05%
India,tt,2020-11-12,8728625,123101739,44584,1139230,0.039135205358005,Date: Nov 12<br>TPR:  3.91%
India,tt,2020-11-13,8773245,124031230,44620,929491,0.0480047682010907,Date: Nov 13<br>TPR:  4.80%
India,tt,2020-11-14,8814937,124836819,41692,805589,0.0517534375469377,Date: Nov 14<br>TPR:  5.18%
India,tt,2020-11-15,8845618,125698525,30681,861706,0.0356049511086148,Date: Nov 15<br>TPR:  3.56%
India,tt,2020-11-16,8874227,126542907,28609,844382,0.0338815844013728,Date: Nov 16<br>TPR:  3.39%
India,tt,2020-11-17,8912775,127480186,38548,937279,0.0411275618039026,Date: Nov 17<br>TPR:  4.11%
India,tt,2020-11-18,8958141,128508389,45366,1028203,0.0441216374587509,Date: Nov 18<br>TPR:  4.41%
India,tt,2020-11-19,9004326,129591786,46185,1083397,0.0426298023716145,Date: Nov 19<br>TPR:  4.26%
India,tt,2020-11-20,9050609,130657808,46283,1066022,0.043416552378844,Date: Nov 20<br>TPR:  4.34%
India,tt,2020-11-21,9095910,131733134,45301,1075326,0.0421276896494644,Date: Nov 21<br>TPR:  4.21%
India,tt,2020-11-22,9140314,132582730,44404,849596,0.0522648411715686,Date: Nov 22<br>TPR:  5.23%
India,tt,2020-11-23,9177755,133682275,37441,1099545,0.0340513576070102,Date: Nov 23<br>TPR:  3.41%
India,tt,2020-11-24,9222000,134841307,44245,1159032,0.038174097005087,Date: Nov 24<br>TPR:  3.82%
India,tt,2020-11-25,9266699,135931545,44699,1090238,0.0409993047389653,Date: Nov 25<br>TPR:  4.10%
India,tt,2020-11-26,9309873,137062749,43174,1131204,0.0381664138387064,Date: Nov 26<br>TPR:  3.82%
India,tt,2020-11-27,9351226,138220354,41353,1157605,0.0357228933876409,Date: Nov 27<br>TPR:  3.57%
India,tt,2020-11-28,9393041,139503803,41815,1283449,0.0325801804356854,Date: Nov 28<br>TPR:  3.26%
India,tt,2020-11-29,9432077,140379976,39036,876173,0.044552845157292,Date: Nov 29<br>TPR:  4.46%
