place,date,Type,Count,date.fmt,count.fmt,text
India,2021-06-07,Fatalities,2107,Jun  7,"2,107","Jun  7: 2,107 Fatalities"
India,2021-06-08,Fatalities,2222,Jun  8,"2,222","Jun  8: 2,222 Fatalities"
India,2021-06-09,Fatalities,6139,Jun  9,"6,139","Jun  9: 6,139 Fatalities"
India,2021-06-10,Fatalities,3414,Jun 10,"3,414","Jun 10: 3,414 Fatalities"
India,2021-06-11,Fatalities,3996,Jun 11,"3,996","Jun 11: 3,996 Fatalities"
India,2021-06-12,Fatalities,3300,Jun 12,"3,300","Jun 12: 3,300 Fatalities"
India,2021-06-13,Fatalities,3922,Jun 13,"3,922","Jun 13: 3,922 Fatalities"
India,2021-06-14,Fatalities,2733,Jun 14,"2,733","Jun 14: 2,733 Fatalities"
India,2021-06-15,Fatalities,2540,Jun 15,"2,540","Jun 15: 2,540 Fatalities"
India,2021-06-16,Fatalities,2329,Jun 16,"2,329","Jun 16: 2,329 Fatalities"
India,2021-06-17,Fatalities,1591,Jun 17,"1,591","Jun 17: 1,591 Fatalities"
India,2021-06-18,Fatalities,1645,Jun 18,"1,645","Jun 18: 1,645 Fatalities"
India,2021-06-19,Fatalities,1574,Jun 19,"1,574","Jun 19: 1,574 Fatalities"
India,2021-06-20,Fatalities,1424,Jun 20,"1,424","Jun 20: 1,424 Fatalities"
India,2021-06-21,Fatalities,1167,Jun 21,"1,167","Jun 21: 1,167 Fatalities"
India,2021-06-22,Fatalities,1359,Jun 22,"1,359","Jun 22: 1,359 Fatalities"
India,2021-06-23,Fatalities,1323,Jun 23,"1,323","Jun 23: 1,323 Fatalities"
India,2021-06-24,Fatalities,1328,Jun 24,"1,328","Jun 24: 1,328 Fatalities"
India,2021-06-25,Fatalities,1183,Jun 25,"1,183","Jun 25: 1,183 Fatalities"
India,2021-06-26,Fatalities,1258,Jun 26,"1,258","Jun 26: 1,258 Fatalities"
India,2021-06-27,Fatalities,978,Jun 27,978,Jun 27: 978 Fatalities
India,2021-06-28,Fatalities,907,Jun 28,907,Jun 28: 907 Fatalities
India,2021-06-29,Fatalities,819,Jun 29,819,Jun 29: 819 Fatalities
India,2021-06-30,Fatalities,1002,Jun 30,"1,002","Jun 30: 1,002 Fatalities"
India,2021-07-01,Fatalities,857,Jul  1,857,Jul  1: 857 Fatalities
India,2021-07-02,Fatalities,737,Jul  2,737,Jul  2: 737 Fatalities
India,2021-07-03,Fatalities,950,Jul  3,950,Jul  3: 950 Fatalities
India,2021-07-04,Fatalities,725,Jul  4,725,Jul  4: 725 Fatalities
India,2021-07-05,Fatalities,552,Jul  5,552,Jul  5: 552 Fatalities
India,2021-07-06,Fatalities,930,Jul  6,930,Jul  6: 930 Fatalities
India,2021-07-07,Fatalities,819,Jul  7,819,Jul  7: 819 Fatalities
India,2021-07-08,Fatalities,908,Jul  8,908,Jul  8: 908 Fatalities
India,2021-07-09,Fatalities,1207,Jul  9,"1,207","Jul  9: 1,207 Fatalities"
India,2021-07-10,Fatalities,898,Jul 10,898,Jul 10: 898 Fatalities
India,2021-07-11,Fatalities,720,Jul 11,720,Jul 11: 720 Fatalities
India,2021-07-12,Fatalities,2024,Jul 12,"2,024","Jul 12: 2,024 Fatalities"
India,2021-07-13,Fatalities,625,Jul 13,625,Jul 13: 625 Fatalities
India,2021-07-14,Fatalities,578,Jul 14,578,Jul 14: 578 Fatalities
India,2021-07-15,Fatalities,544,Jul 15,544,Jul 15: 544 Fatalities
India,2021-07-16,Fatalities,560,Jul 16,560,Jul 16: 560 Fatalities
India,2021-07-17,Fatalities,517,Jul 17,517,Jul 17: 517 Fatalities
India,2021-07-18,Fatalities,501,Jul 18,501,Jul 18: 501 Fatalities
India,2021-07-19,Fatalities,372,Jul 19,372,Jul 19: 372 Fatalities
India,2021-07-20,Fatalities,3998,Jul 20,"3,998","Jul 20: 3,998 Fatalities"
India,2021-07-21,Fatalities,510,Jul 21,510,Jul 21: 510 Fatalities
India,2021-07-22,Fatalities,481,Jul 22,481,Jul 22: 481 Fatalities
India,2021-07-23,Fatalities,542,Jul 23,542,Jul 23: 542 Fatalities
India,2021-07-24,Fatalities,541,Jul 24,541,Jul 24: 541 Fatalities
India,2021-07-25,Fatalities,411,Jul 25,411,Jul 25: 411 Fatalities
India,2021-07-26,Fatalities,418,Jul 26,418,Jul 26: 418 Fatalities
India,2021-07-27,Fatalities,641,Jul 27,641,Jul 27: 641 Fatalities
India,2021-07-28,Fatalities,640,Jul 28,640,Jul 28: 640 Fatalities
India,2021-07-29,Fatalities,549,Jul 29,549,Jul 29: 549 Fatalities
India,2021-07-30,Fatalities,598,Jul 30,598,Jul 30: 598 Fatalities
India,2021-07-31,Fatalities,542,Jul 31,542,Jul 31: 542 Fatalities
India,2021-08-01,Fatalities,424,Aug  1,424,Aug  1: 424 Fatalities
India,2021-08-02,Fatalities,420,Aug  2,420,Aug  2: 420 Fatalities
India,2021-08-03,Fatalities,561,Aug  3,561,Aug  3: 561 Fatalities
India,2021-08-04,Fatalities,532,Aug  4,532,Aug  4: 532 Fatalities
India,2021-08-05,Fatalities,465,Aug  5,465,Aug  5: 465 Fatalities
India,2021-08-06,Fatalities,616,Aug  6,616,Aug  6: 616 Fatalities
India,2021-08-07,Fatalities,491,Aug  7,491,Aug  7: 491 Fatalities
India,2021-08-08,Fatalities,447,Aug  8,447,Aug  8: 447 Fatalities
India,2021-08-09,Fatalities,376,Aug  9,376,Aug  9: 376 Fatalities
India,2021-08-10,Fatalities,496,Aug 10,496,Aug 10: 496 Fatalities
India,2021-08-11,Fatalities,491,Aug 11,491,Aug 11: 491 Fatalities
India,2021-08-12,Fatalities,583,Aug 12,583,Aug 12: 583 Fatalities
India,2021-08-13,Fatalities,477,Aug 13,477,Aug 13: 477 Fatalities
India,2021-08-14,Fatalities,491,Aug 14,491,Aug 14: 491 Fatalities
India,2021-08-15,Fatalities,421,Aug 15,421,Aug 15: 421 Fatalities
India,2021-08-16,Fatalities,438,Aug 16,438,Aug 16: 438 Fatalities
India,2021-08-17,Fatalities,440,Aug 17,440,Aug 17: 440 Fatalities
India,2021-08-18,Fatalities,527,Aug 18,527,Aug 18: 527 Fatalities
India,2021-08-19,Fatalities,543,Aug 19,543,Aug 19: 543 Fatalities
India,2021-08-20,Fatalities,376,Aug 20,376,Aug 20: 376 Fatalities
India,2021-08-21,Fatalities,401,Aug 21,401,Aug 21: 401 Fatalities
India,2021-08-22,Fatalities,385,Aug 22,385,Aug 22: 385 Fatalities
India,2021-08-23,Fatalities,357,Aug 23,357,Aug 23: 357 Fatalities
India,2021-08-24,Fatalities,650,Aug 24,650,Aug 24: 650 Fatalities
India,2021-08-25,Fatalities,605,Aug 25,605,Aug 25: 605 Fatalities
India,2021-08-26,Fatalities,493,Aug 26,493,Aug 26: 493 Fatalities
India,2021-08-27,Fatalities,514,Aug 27,514,Aug 27: 514 Fatalities
India,2021-08-28,Fatalities,457,Aug 28,457,Aug 28: 457 Fatalities
India,2021-08-29,Fatalities,527,Aug 29,527,Aug 29: 527 Fatalities
India,2021-08-30,Fatalities,205,Aug 30,205,Aug 30: 205 Fatalities
India,2021-08-31,Fatalities,462,Aug 31,462,Aug 31: 462 Fatalities
India,2021-09-01,Fatalities,507,Sep  1,507,Sep  1: 507 Fatalities
India,2021-09-02,Fatalities,355,Sep  2,355,Sep  2: 355 Fatalities
India,2021-09-03,Fatalities,342,Sep  3,342,Sep  3: 342 Fatalities
India,2021-09-04,Fatalities,309,Sep  4,309,Sep  4: 309 Fatalities
India,2021-09-05,Fatalities,218,Sep  5,218,Sep  5: 218 Fatalities
India,2021-09-06,Fatalities,290,Sep  6,290,Sep  6: 290 Fatalities
India,2021-09-07,Fatalities,368,Sep  7,368,Sep  7: 368 Fatalities
India,2021-09-08,Fatalities,339,Sep  8,339,Sep  8: 339 Fatalities
India,2021-09-09,Fatalities,258,Sep  9,258,Sep  9: 258 Fatalities
India,2021-09-10,Fatalities,310,Sep 10,310,Sep 10: 310 Fatalities
India,2021-09-11,Fatalities,338,Sep 11,338,Sep 11: 338 Fatalities
India,2021-09-12,Fatalities,219,Sep 12,219,Sep 12: 219 Fatalities
India,2021-09-13,Fatalities,340,Sep 13,340,Sep 13: 340 Fatalities
India,2021-09-14,Fatalities,281,Sep 14,281,Sep 14: 281 Fatalities
India,2021-09-15,Fatalities,432,Sep 15,432,Sep 15: 432 Fatalities
India,2021-09-16,Fatalities,318,Sep 16,318,Sep 16: 318 Fatalities
India,2021-09-17,Fatalities,285,Sep 17,285,Sep 17: 285 Fatalities
India,2021-09-18,Fatalities,306,Sep 18,306,Sep 18: 306 Fatalities
India,2021-09-19,Fatalities,296,Sep 19,296,Sep 19: 296 Fatalities
India,2021-09-20,Fatalities,251,Sep 20,251,Sep 20: 251 Fatalities
India,2021-09-21,Fatalities,385,Sep 21,385,Sep 21: 385 Fatalities
India,2021-09-22,Fatalities,280,Sep 22,280,Sep 22: 280 Fatalities
India,2021-09-23,Fatalities,318,Sep 23,318,Sep 23: 318 Fatalities
India,2021-09-24,Fatalities,291,Sep 24,291,Sep 24: 291 Fatalities
India,2021-09-25,Fatalities,259,Sep 25,259,Sep 25: 259 Fatalities
India,2021-09-26,Fatalities,276,Sep 26,276,Sep 26: 276 Fatalities
India,2021-09-27,Fatalities,181,Sep 27,181,Sep 27: 181 Fatalities
India,2021-09-28,Fatalities,375,Sep 28,375,Sep 28: 375 Fatalities
India,2021-09-29,Fatalities,313,Sep 29,313,Sep 29: 313 Fatalities
India,2021-09-30,Fatalities,278,Sep 30,278,Sep 30: 278 Fatalities
India,2021-10-01,Fatalities,233,Oct  1,233,Oct  1: 233 Fatalities
India,2021-10-02,Fatalities,242,Oct  2,242,Oct  2: 242 Fatalities
India,2021-10-03,Fatalities,182,Oct  3,182,Oct  3: 182 Fatalities
India,2021-10-04,Fatalities,263,Oct  4,263,Oct  4: 263 Fatalities
India,2021-10-05,Fatalities,276,Oct  5,276,Oct  5: 276 Fatalities
India,2021-10-06,Fatalities,316,Oct  6,316,Oct  6: 316 Fatalities
India,2021-10-07,Fatalities,277,Oct  7,277,Oct  7: 277 Fatalities
India,2021-10-08,Fatalities,247,Oct  8,247,Oct  8: 247 Fatalities
India,2021-10-09,Fatalities,213,Oct  9,213,Oct  9: 213 Fatalities
India,2021-10-10,Fatalities,193,Oct 10,193,Oct 10: 193 Fatalities
India,2021-10-11,Fatalities,177,Oct 11,177,Oct 11: 177 Fatalities
India,2021-10-12,Fatalities,229,Oct 12,229,Oct 12: 229 Fatalities
India,2021-10-13,Fatalities,249,Oct 13,249,Oct 13: 249 Fatalities
India,2021-10-14,Fatalities,378,Oct 14,378,Oct 14: 378 Fatalities
India,2021-10-15,Fatalities,163,Oct 15,163,Oct 15: 163 Fatalities
India,2021-10-16,Fatalities,146,Oct 16,146,Oct 16: 146 Fatalities
India,2021-10-17,Fatalities,165,Oct 17,165,Oct 17: 165 Fatalities
India,2021-10-18,Fatalities,164,Oct 18,164,Oct 18: 164 Fatalities
India,2021-10-19,Fatalities,199,Oct 19,199,Oct 19: 199 Fatalities
India,2021-10-20,Fatalities,160,Oct 20,160,Oct 20: 160 Fatalities
India,2021-10-21,Fatalities,232,Oct 21,232,Oct 21: 232 Fatalities
India,2021-10-22,Fatalities,666,Oct 22,666,Oct 22: 666 Fatalities
India,2021-10-23,Fatalities,559,Oct 23,559,Oct 23: 559 Fatalities
India,2021-10-24,Fatalities,442,Oct 24,442,Oct 24: 442 Fatalities
India,2021-10-25,Fatalities,357,Oct 25,357,Oct 25: 357 Fatalities
India,2021-10-26,Fatalities,584,Oct 26,584,Oct 26: 584 Fatalities
India,2021-10-27,Fatalities,734,Oct 27,734,Oct 27: 734 Fatalities
India,2021-10-28,Fatalities,805,Oct 28,805,Oct 28: 805 Fatalities
India,2021-10-29,Fatalities,551,Oct 29,551,Oct 29: 551 Fatalities
India,2021-10-30,Fatalities,445,Oct 30,445,Oct 30: 445 Fatalities
India,2021-10-31,Fatalities,251,Oct 31,251,Oct 31: 251 Fatalities
India,2021-11-01,Fatalities,440,Nov  1,440,Nov  1: 440 Fatalities
India,2021-11-02,Fatalities,274,Nov  2,274,Nov  2: 274 Fatalities
India,2021-11-03,Fatalities,473,Nov  3,473,Nov  3: 473 Fatalities
India,2021-11-04,Fatalities,227,Nov  4,227,Nov  4: 227 Fatalities
India,2021-11-05,Fatalities,415,Nov  5,415,Nov  5: 415 Fatalities
India,2021-11-06,Fatalities,517,Nov  6,517,Nov  6: 517 Fatalities
India,2021-11-07,Fatalities,259,Nov  7,259,Nov  7: 259 Fatalities
India,2021-11-08,Fatalities,330,Nov  8,330,Nov  8: 330 Fatalities
India,2021-11-09,Fatalities,445,Nov  9,445,Nov  9: 445 Fatalities
India,2021-11-10,Fatalities,351,Nov 10,351,Nov 10: 351 Fatalities
India,2021-11-11,Fatalities,518,Nov 11,518,Nov 11: 518 Fatalities
India,2021-11-12,Fatalities,557,Nov 12,557,Nov 12: 557 Fatalities
India,2021-11-13,Fatalities,236,Nov 13,236,Nov 13: 236 Fatalities
India,2021-11-14,Fatalities,154,Nov 14,154,Nov 14: 154 Fatalities
India,2021-11-15,Fatalities,198,Nov 15,198,Nov 15: 198 Fatalities
India,2021-11-16,Fatalities,285,Nov 16,285,Nov 16: 285 Fatalities
India,2021-11-17,Fatalities,473,Nov 17,473,Nov 17: 473 Fatalities
India,2021-11-18,Fatalities,465,Nov 18,465,Nov 18: 465 Fatalities
India,2021-11-19,Fatalities,279,Nov 19,279,Nov 19: 279 Fatalities
India,2021-11-20,Fatalities,314,Nov 20,314,Nov 20: 314 Fatalities
India,2021-11-21,Fatalities,246,Nov 21,246,Nov 21: 246 Fatalities
India,2021-11-22,Fatalities,246,Nov 22,246,Nov 22: 246 Fatalities
India,2021-11-23,Fatalities,426,Nov 23,426,Nov 23: 426 Fatalities
India,2021-11-24,Fatalities,376,Nov 24,376,Nov 24: 376 Fatalities
India,2021-11-25,Fatalities,480,Nov 25,480,Nov 25: 480 Fatalities
India,2021-11-26,Fatalities,427,Nov 26,427,Nov 26: 427 Fatalities
India,2021-11-27,Fatalities,686,Nov 27,686,Nov 27: 686 Fatalities
India,2021-11-28,Fatalities,222,Nov 28,222,Nov 28: 222 Fatalities
India,2021-11-29,Fatalities,200,Nov 29,200,Nov 29: 200 Fatalities
India,2021-11-30,Fatalities,233,Nov 30,233,Nov 30: 233 Fatalities
India,2021-12-01,Fatalities,503,Dec  1,503,Dec  1: 503 Fatalities
India,2021-12-02,Fatalities,395,Dec  2,395,Dec  2: 395 Fatalities
India,2021-12-03,Fatalities,2765,Dec  3,"2,765","Dec  3: 2,765 Fatalities"
India,2021-12-04,Fatalities,459,Dec  4,459,Dec  4: 459 Fatalities
India,2021-12-05,Fatalities,219,Dec  5,219,Dec  5: 219 Fatalities
India,2021-12-06,Fatalities,222,Dec  6,222,Dec  6: 222 Fatalities
India,2021-12-07,Fatalities,185,Dec  7,185,Dec  7: 185 Fatalities
India,2021-12-08,Fatalities,163,Dec  8,163,Dec  8: 163 Fatalities
India,2021-12-09,Fatalities,633,Dec  9,633,Dec  9: 633 Fatalities
India,2021-12-10,Fatalities,395,Dec 10,395,Dec 10: 395 Fatalities
India,2021-12-11,Fatalities,307,Dec 11,307,Dec 11: 307 Fatalities
India,2021-12-12,Fatalities,197,Dec 12,197,Dec 12: 197 Fatalities
India,2021-12-13,Fatalities,256,Dec 13,256,Dec 13: 256 Fatalities
India,2021-12-14,Fatalities,247,Dec 14,247,Dec 14: 247 Fatalities
India,2021-12-15,Fatalities,341,Dec 15,341,Dec 15: 341 Fatalities
India,2021-12-16,Fatalities,393,Dec 16,393,Dec 16: 393 Fatalities
India,2021-12-17,Fatalities,288,Dec 17,288,Dec 17: 288 Fatalities
India,2021-12-18,Fatalities,265,Dec 18,265,Dec 18: 265 Fatalities
India,2021-12-19,Fatalities,132,Dec 19,132,Dec 19: 132 Fatalities
India,2021-12-20,Fatalities,453,Dec 20,453,Dec 20: 453 Fatalities
India,2021-12-21,Fatalities,318,Dec 21,318,Dec 21: 318 Fatalities
India,2021-12-22,Fatalities,433,Dec 22,433,Dec 22: 433 Fatalities
India,2021-12-23,Fatalities,373,Dec 23,373,Dec 23: 373 Fatalities
India,2021-12-24,Fatalities,389,Dec 24,389,Dec 24: 389 Fatalities
India,2021-12-25,Fatalities,162,Dec 25,162,Dec 25: 162 Fatalities
India,2021-12-26,Fatalities,312,Dec 26,312,Dec 26: 312 Fatalities
India,2021-12-27,Fatalities,295,Dec 27,295,Dec 27: 295 Fatalities
India,2021-12-28,Fatalities,300,Dec 28,300,Dec 28: 300 Fatalities
India,2021-12-29,Fatalities,270,Dec 29,270,Dec 29: 270 Fatalities
India,2021-12-30,Fatalities,221,Dec 30,221,Dec 30: 221 Fatalities
India,2021-12-31,Fatalities,405,Dec 31,405,Dec 31: 405 Fatalities
India,2022-01-01,Fatalities,284,Jan  1,284,Jan  1: 284 Fatalities
India,2022-01-02,Fatalities,124,Jan  2,124,Jan  2: 124 Fatalities
India,2022-01-03,Fatalities,122,Jan  3,122,Jan  3: 122 Fatalities
India,2022-01-04,Fatalities,535,Jan  4,535,Jan  4: 535 Fatalities
India,2022-01-05,Fatalities,325,Jan  5,325,Jan  5: 325 Fatalities
India,2022-01-06,Fatalities,303,Jan  6,303,Jan  6: 303 Fatalities
India,2022-01-07,Fatalities,283,Jan  7,283,Jan  7: 283 Fatalities
India,2022-01-08,Fatalities,329,Jan  8,329,Jan  8: 329 Fatalities
India,2022-01-09,Fatalities,146,Jan  9,146,Jan  9: 146 Fatalities
India,2022-01-10,Fatalities,276,Jan 10,276,Jan 10: 276 Fatalities
India,2022-01-11,Fatalities,443,Jan 11,443,Jan 11: 443 Fatalities
India,2022-01-12,Fatalities,380,Jan 12,380,Jan 12: 380 Fatalities
India,2022-01-13,Fatalities,315,Jan 13,315,Jan 13: 315 Fatalities
India,2022-01-14,Fatalities,400,Jan 14,400,Jan 14: 400 Fatalities
India,2022-01-15,Fatalities,314,Jan 15,314,Jan 15: 314 Fatalities
India,2022-01-16,Fatalities,387,Jan 16,387,Jan 16: 387 Fatalities
India,2022-01-17,Fatalities,309,Jan 17,309,Jan 17: 309 Fatalities
India,2022-01-18,Fatalities,441,Jan 18,441,Jan 18: 441 Fatalities
India,2022-01-19,Fatalities,492,Jan 19,492,Jan 19: 492 Fatalities
India,2022-01-20,Fatalities,703,Jan 20,703,Jan 20: 703 Fatalities
India,2022-01-21,Fatalities,486,Jan 21,486,Jan 21: 486 Fatalities
India,2022-01-22,Fatalities,545,Jan 22,545,Jan 22: 545 Fatalities
India,2022-01-23,Fatalities,440,Jan 23,440,Jan 23: 440 Fatalities
India,2022-01-24,Fatalities,614,Jan 24,614,Jan 24: 614 Fatalities
India,2022-01-25,Fatalities,662,Jan 25,662,Jan 25: 662 Fatalities
India,2022-01-26,Fatalities,576,Jan 26,576,Jan 26: 576 Fatalities
India,2022-01-27,Fatalities,627,Jan 27,627,Jan 27: 627 Fatalities
India,2022-01-28,Fatalities,867,Jan 28,867,Jan 28: 867 Fatalities
India,2022-01-29,Fatalities,890,Jan 29,890,Jan 29: 890 Fatalities
India,2022-01-30,Fatalities,965,Jan 30,965,Jan 30: 965 Fatalities
India,2022-01-31,Fatalities,1192,Jan 31,"1,192","Jan 31: 1,192 Fatalities"
India,2022-02-01,Fatalities,1731,Feb  1,"1,731","Feb  1: 1,731 Fatalities"
India,2022-02-02,Fatalities,1009,Feb  2,"1,009","Feb  2: 1,009 Fatalities"
India,2022-02-03,Fatalities,1074,Feb  3,"1,074","Feb  3: 1,074 Fatalities"
India,2022-02-04,Fatalities,1056,Feb  4,"1,056","Feb  4: 1,056 Fatalities"
India,2022-02-05,Fatalities,868,Feb  5,868,Feb  5: 868 Fatalities
India,2022-02-06,Fatalities,895,Feb  6,895,Feb  6: 895 Fatalities
India,2022-02-07,Fatalities,1187,Feb  7,"1,187","Feb  7: 1,187 Fatalities"
India,2022-02-08,Fatalities,1214,Feb  8,"1,214","Feb  8: 1,214 Fatalities"
India,2022-02-09,Fatalities,1241,Feb  9,"1,241","Feb  9: 1,241 Fatalities"
India,2022-02-10,Fatalities,659,Feb 10,659,Feb 10: 659 Fatalities
India,2022-02-11,Fatalities,804,Feb 11,804,Feb 11: 804 Fatalities
India,2022-02-12,Fatalities,684,Feb 12,684,Feb 12: 684 Fatalities
India,2022-02-13,Fatalities,347,Feb 13,347,Feb 13: 347 Fatalities
India,2022-02-14,Fatalities,347,Feb 14,347,Feb 14: 347 Fatalities
India,2022-02-15,Fatalities,513,Feb 15,513,Feb 15: 513 Fatalities
India,2022-02-16,Fatalities,541,Feb 16,541,Feb 16: 541 Fatalities
India,2022-02-17,Fatalities,493,Feb 17,493,Feb 17: 493 Fatalities
India,2022-02-18,Fatalities,325,Feb 18,325,Feb 18: 325 Fatalities
India,2022-02-19,Fatalities,673,Feb 19,673,Feb 19: 673 Fatalities
India,2022-02-20,Fatalities,206,Feb 20,206,Feb 20: 206 Fatalities
India,2022-02-21,Fatalities,232,Feb 21,232,Feb 21: 232 Fatalities
India,2022-02-22,Fatalities,280,Feb 22,280,Feb 22: 280 Fatalities
India,2022-02-23,Fatalities,301,Feb 23,301,Feb 23: 301 Fatalities
India,2022-02-24,Fatalities,304,Feb 24,304,Feb 24: 304 Fatalities
India,2022-02-25,Fatalities,255,Feb 25,255,Feb 25: 255 Fatalities
India,2022-02-26,Fatalities,243,Feb 26,243,Feb 26: 243 Fatalities
India,2022-02-27,Fatalities,118,Feb 27,118,Feb 27: 118 Fatalities
India,2022-02-28,Fatalities,180,Feb 28,180,Feb 28: 180 Fatalities
India,2022-03-01,Fatalities,223,Mar  1,223,Mar  1: 223 Fatalities
India,2022-03-02,Fatalities,142,Mar  2,142,Mar  2: 142 Fatalities
India,2022-03-03,Fatalities,201,Mar  3,201,Mar  3: 201 Fatalities
India,2022-03-04,Fatalities,289,Mar  4,289,Mar  4: 289 Fatalities
India,2022-03-05,Fatalities,158,Mar  5,158,Mar  5: 158 Fatalities
India,2022-03-06,Fatalities,66,Mar  6,66,Mar  6: 66 Fatalities
India,2022-03-07,Fatalities,108,Mar  7,108,Mar  7: 108 Fatalities
India,2022-03-08,Fatalities,145,Mar  8,145,Mar  8: 145 Fatalities
India,2022-03-09,Fatalities,104,Mar  9,104,Mar  9: 104 Fatalities
India,2022-03-10,Fatalities,255,Mar 10,255,Mar 10: 255 Fatalities
India,2022-03-11,Fatalities,88,Mar 11,88,Mar 11: 88 Fatalities
India,2022-03-12,Fatalities,45,Mar 12,45,Mar 12: 45 Fatalities
India,2022-03-13,Fatalities,28,Mar 13,28,Mar 13: 28 Fatalities
India,2022-03-14,Fatalities,99,Mar 14,99,Mar 14: 99 Fatalities
India,2022-03-15,Fatalities,98,Mar 15,98,Mar 15: 98 Fatalities
India,2022-03-16,Fatalities,60,Mar 16,60,Mar 16: 60 Fatalities
India,2022-03-17,Fatalities,149,Mar 17,149,Mar 17: 149 Fatalities
India,2022-03-18,Fatalities,69,Mar 18,69,Mar 18: 69 Fatalities
India,2022-03-19,Fatalities,129,Mar 19,129,Mar 19: 129 Fatalities
India,2022-03-20,Fatalities,31,Mar 20,31,Mar 20: 31 Fatalities
India,2022-03-21,Fatalities,33,Mar 21,33,Mar 21: 33 Fatalities
India,2022-03-22,Fatalities,62,Mar 22,62,Mar 22: 62 Fatalities
India,2022-03-23,Fatalities,67,Mar 23,67,Mar 23: 67 Fatalities
India,2022-03-24,Fatalities,82,Mar 24,82,Mar 24: 82 Fatalities
India,2022-03-25,Fatalities,4101,Mar 25,"4,101","Mar 25: 4,101 Fatalities"
India,2022-03-26,Fatalities,149,Mar 26,149,Mar 26: 149 Fatalities
India,2022-03-27,Fatalities,31,Mar 27,31,Mar 27: 31 Fatalities
India,2022-03-28,Fatalities,32,Mar 28,32,Mar 28: 32 Fatalities
India,2022-03-29,Fatalities,34,Mar 29,34,Mar 29: 34 Fatalities
India,2022-03-30,Fatalities,28,Mar 30,28,Mar 30: 28 Fatalities
India,2022-03-31,Fatalities,51,Mar 31,51,Mar 31: 51 Fatalities
India,2022-04-01,Fatalities,84,Apr  1,84,Apr  1: 84 Fatalities
India,2022-04-02,Fatalities,80,Apr  2,80,Apr  2: 80 Fatalities
India,2022-04-03,Fatalities,13,Apr  3,13,Apr  3: 13 Fatalities
India,2022-04-04,Fatalities,58,Apr  4,58,Apr  4: 58 Fatalities
India,2022-04-05,Fatalities,72,Apr  5,72,Apr  5: 72 Fatalities
India,2022-04-06,Fatalities,43,Apr  6,43,Apr  6: 43 Fatalities
India,2022-04-07,Fatalities,43,Apr  7,43,Apr  7: 43 Fatalities
India,2022-04-08,Fatalities,82,Apr  8,82,Apr  8: 82 Fatalities
India,2022-04-09,Fatalities,30,Apr  9,30,Apr  9: 30 Fatalities
India,2022-04-10,Fatalities,6,Apr 10,6,Apr 10: 6 Fatalities
India,2022-04-11,Fatalities,19,Apr 11,19,Apr 11: 19 Fatalities
India,2022-04-12,Fatalities,26,Apr 12,26,Apr 12: 26 Fatalities
India,2022-04-13,Fatalities,64,Apr 13,64,Apr 13: 64 Fatalities
India,2022-04-14,Fatalities,68,Apr 14,68,Apr 14: 68 Fatalities
India,2022-04-15,Fatalities,27,Apr 15,27,Apr 15: 27 Fatalities
India,2022-04-16,Fatalities,68,Apr 16,68,Apr 16: 68 Fatalities
India,2022-04-17,Fatalities,13,Apr 17,13,Apr 17: 13 Fatalities
India,2022-04-18,Fatalities,23,Apr 18,23,Apr 18: 23 Fatalities
India,2022-04-19,Fatalities,58,Apr 19,58,Apr 19: 58 Fatalities
India,2022-04-20,Fatalities,52,Apr 20,52,Apr 20: 52 Fatalities
India,2022-04-21,Fatalities,37,Apr 21,37,Apr 21: 37 Fatalities
India,2022-04-22,Fatalities,40,Apr 22,40,Apr 22: 40 Fatalities
India,2022-04-23,Fatalities,30,Apr 23,30,Apr 23: 30 Fatalities
India,2022-04-24,Fatalities,52,Apr 24,52,Apr 24: 52 Fatalities
India,2022-04-25,Fatalities,33,Apr 25,33,Apr 25: 33 Fatalities
India,2022-04-26,Fatalities,42,Apr 26,42,Apr 26: 42 Fatalities
India,2022-04-27,Fatalities,17,Apr 27,17,Apr 27: 17 Fatalities
India,2022-04-28,Fatalities,49,Apr 28,49,Apr 28: 49 Fatalities
India,2022-04-29,Fatalities,41,Apr 29,41,Apr 29: 41 Fatalities
India,2022-04-30,Fatalities,25,Apr 30,25,Apr 30: 25 Fatalities
India,2022-05-01,Fatalities,20,May  1,20,May  1: 20 Fatalities
India,2022-05-02,Fatalities,34,May  2,34,May  2: 34 Fatalities
India,2022-05-03,Fatalities,54,May  3,54,May  3: 54 Fatalities
India,2022-05-04,Fatalities,29,May  4,29,May  4: 29 Fatalities
India,2022-05-05,Fatalities,21,May  5,21,May  5: 21 Fatalities
India,2022-05-06,Fatalities,37,May  6,37,May  6: 37 Fatalities
India,2022-05-07,Fatalities,31,May  7,31,May  7: 31 Fatalities
India,2022-05-08,Fatalities,8,May  8,8,May  8: 8 Fatalities
India,2022-05-09,Fatalities,53,May  9,53,May  9: 53 Fatalities
India,2022-05-10,Fatalities,23,May 10,23,May 10: 23 Fatalities
India,2022-05-11,Fatalities,15,May 11,15,May 11: 15 Fatalities
India,2022-05-12,Fatalities,5,May 12,5,May 12: 5 Fatalities
India,2022-05-13,Fatalities,14,May 13,14,May 13: 14 Fatalities
India,2022-05-14,Fatalities,28,May 14,28,May 14: 28 Fatalities
India,2022-05-15,Fatalities,23,May 15,23,May 15: 23 Fatalities
India,2022-05-16,Fatalities,32,May 16,32,May 16: 32 Fatalities
India,2022-05-17,Fatalities,8,May 17,8,May 17: 8 Fatalities
