place,date,Type,Count,date.fmt,count.fmt,text
India,2021-11-18,New Cases,11214,Nov 18,"11,214","Nov 18: 11,214 New Cases"
India,2021-11-19,New Cases,10473,Nov 19,"10,473","Nov 19: 10,473 New Cases"
India,2021-11-20,New Cases,10521,Nov 20,"10,521","Nov 20: 10,521 New Cases"
India,2021-11-21,New Cases,9241,Nov 21,"9,241","Nov 21: 9,241 New Cases"
India,2021-11-22,New Cases,7001,Nov 22,"7,001","Nov 22: 7,001 New Cases"
India,2021-11-23,New Cases,9177,Nov 23,"9,177","Nov 23: 9,177 New Cases"
India,2021-11-24,New Cases,8898,Nov 24,"8,898","Nov 24: 8,898 New Cases"
India,2021-11-25,New Cases,10697,Nov 25,"10,697","Nov 25: 10,697 New Cases"
India,2021-11-26,New Cases,8337,Nov 26,"8,337","Nov 26: 8,337 New Cases"
India,2021-11-27,New Cases,8742,Nov 27,"8,742","Nov 27: 8,742 New Cases"
India,2021-11-28,New Cases,8690,Nov 28,"8,690","Nov 28: 8,690 New Cases"
India,2021-11-29,New Cases,6798,Nov 29,"6,798","Nov 29: 6,798 New Cases"
India,2021-11-30,New Cases,8163,Nov 30,"8,163","Nov 30: 8,163 New Cases"
India,2021-12-01,New Cases,10103,Dec  1,"10,103","Dec  1: 10,103 New Cases"
India,2021-12-02,New Cases,9659,Dec  2,"9,659","Dec  2: 9,659 New Cases"
India,2021-12-03,New Cases,9329,Dec  3,"9,329","Dec  3: 9,329 New Cases"
India,2021-12-04,New Cases,8226,Dec  4,"8,226","Dec  4: 8,226 New Cases"
India,2021-12-05,New Cases,8578,Dec  5,"8,578","Dec  5: 8,578 New Cases"
India,2021-12-06,New Cases,6759,Dec  6,"6,759","Dec  6: 6,759 New Cases"
India,2021-12-07,New Cases,8831,Dec  7,"8,831","Dec  7: 8,831 New Cases"
India,2021-12-08,New Cases,8585,Dec  8,"8,585","Dec  8: 8,585 New Cases"
India,2021-12-09,New Cases,9453,Dec  9,"9,453","Dec  9: 9,453 New Cases"
India,2021-12-10,New Cases,8109,Dec 10,"8,109","Dec 10: 8,109 New Cases"
India,2021-12-11,New Cases,7777,Dec 11,"7,777","Dec 11: 7,777 New Cases"
India,2021-12-12,New Cases,7513,Dec 12,"7,513","Dec 12: 7,513 New Cases"
India,2021-12-13,New Cases,5541,Dec 13,"5,541","Dec 13: 5,541 New Cases"
India,2021-12-14,New Cases,7065,Dec 14,"7,065","Dec 14: 7,065 New Cases"
India,2021-12-15,New Cases,8019,Dec 15,"8,019","Dec 15: 8,019 New Cases"
India,2021-12-16,New Cases,7453,Dec 16,"7,453","Dec 16: 7,453 New Cases"
India,2021-12-17,New Cases,7234,Dec 17,"7,234","Dec 17: 7,234 New Cases"
India,2021-12-18,New Cases,7046,Dec 18,"7,046","Dec 18: 7,046 New Cases"
India,2021-12-19,New Cases,6661,Dec 19,"6,661","Dec 19: 6,661 New Cases"
India,2021-12-20,New Cases,5134,Dec 20,"5,134","Dec 20: 5,134 New Cases"
India,2021-12-21,New Cases,6313,Dec 21,"6,313","Dec 21: 6,313 New Cases"
India,2021-12-22,New Cases,7499,Dec 22,"7,499","Dec 22: 7,499 New Cases"
India,2021-12-23,New Cases,6770,Dec 23,"6,770","Dec 23: 6,770 New Cases"
India,2021-12-24,New Cases,7092,Dec 24,"7,092","Dec 24: 7,092 New Cases"
India,2021-12-25,New Cases,7107,Dec 25,"7,107","Dec 25: 7,107 New Cases"
India,2021-12-26,New Cases,6515,Dec 26,"6,515","Dec 26: 6,515 New Cases"
India,2021-12-27,New Cases,6270,Dec 27,"6,270","Dec 27: 6,270 New Cases"
India,2021-12-28,New Cases,9184,Dec 28,"9,184","Dec 28: 9,184 New Cases"
India,2021-12-29,New Cases,13159,Dec 29,"13,159","Dec 29: 13,159 New Cases"
India,2021-12-30,New Cases,16737,Dec 30,"16,737","Dec 30: 16,737 New Cases"
India,2021-12-31,New Cases,22755,Dec 31,"22,755","Dec 31: 22,755 New Cases"
India,2022-01-01,New Cases,27732,Jan  1,"27,732","Jan  1: 27,732 New Cases"
India,2022-01-02,New Cases,33682,Jan  2,"33,682","Jan  2: 33,682 New Cases"
India,2022-01-03,New Cases,37184,Jan  3,"37,184","Jan  3: 37,184 New Cases"
India,2022-01-04,New Cases,58102,Jan  4,"58,102","Jan  4: 58,102 New Cases"
India,2022-01-05,New Cases,90786,Jan  5,"90,786","Jan  5: 90,786 New Cases"
India,2022-01-06,New Cases,117023,Jan  6,"117,023","Jan  6: 117,023 New Cases"
India,2022-01-07,New Cases,141706,Jan  7,"141,706","Jan  7: 141,706 New Cases"
India,2022-01-08,New Cases,159576,Jan  8,"159,576","Jan  8: 159,576 New Cases"
India,2022-01-09,New Cases,180111,Jan  9,"180,111","Jan  9: 180,111 New Cases"
India,2022-01-10,New Cases,167067,Jan 10,"167,067","Jan 10: 167,067 New Cases"
India,2022-01-11,New Cases,195359,Jan 11,"195,359","Jan 11: 195,359 New Cases"
India,2022-01-12,New Cases,247266,Jan 12,"247,266","Jan 12: 247,266 New Cases"
India,2022-01-13,New Cases,264207,Jan 13,"264,207","Jan 13: 264,207 New Cases"
India,2022-01-14,New Cases,269047,Jan 14,"269,047","Jan 14: 269,047 New Cases"
India,2022-01-15,New Cases,271156,Jan 15,"271,156","Jan 15: 271,156 New Cases"
India,2022-01-16,New Cases,258739,Jan 16,"258,739","Jan 16: 258,739 New Cases"
India,2022-01-17,New Cases,236966,Jan 17,"236,966","Jan 17: 236,966 New Cases"
India,2022-01-18,New Cases,282951,Jan 18,"282,951","Jan 18: 282,951 New Cases"
India,2022-01-19,New Cases,317839,Jan 19,"317,839","Jan 19: 317,839 New Cases"
India,2022-01-20,New Cases,347063,Jan 20,"347,063","Jan 20: 347,063 New Cases"
India,2022-01-21,New Cases,337785,Jan 21,"337,785","Jan 21: 337,785 New Cases"
India,2022-01-22,New Cases,333370,Jan 22,"333,370","Jan 22: 333,370 New Cases"
India,2022-01-23,New Cases,306853,Jan 23,"306,853","Jan 23: 306,853 New Cases"
India,2022-01-24,New Cases,254137,Jan 24,"254,137","Jan 24: 254,137 New Cases"
India,2022-01-25,New Cases,286384,Jan 25,"286,384","Jan 25: 286,384 New Cases"
India,2022-01-26,New Cases,286606,Jan 26,"286,606","Jan 26: 286,606 New Cases"
India,2022-01-27,New Cases,250675,Jan 27,"250,675","Jan 27: 250,675 New Cases"
India,2022-01-28,New Cases,235462,Jan 28,"235,462","Jan 28: 235,462 New Cases"
India,2022-01-29,New Cases,233120,Jan 29,"233,120","Jan 29: 233,120 New Cases"
India,2022-01-30,New Cases,212406,Jan 30,"212,406","Jan 30: 212,406 New Cases"
India,2022-01-31,New Cases,165333,Jan 31,"165,333","Jan 31: 165,333 New Cases"
India,2022-02-01,New Cases,161323,Feb  1,"161,323","Feb  1: 161,323 New Cases"
India,2022-02-02,New Cases,172846,Feb  2,"172,846","Feb  2: 172,846 New Cases"
India,2022-02-03,New Cases,149574,Feb  3,"149,574","Feb  3: 149,574 New Cases"
India,2022-02-04,New Cases,128121,Feb  4,"128,121","Feb  4: 128,121 New Cases"
India,2022-02-05,New Cases,107497,Feb  5,"107,497","Feb  5: 107,497 New Cases"
India,2022-02-06,New Cases,84974,Feb  6,"84,974","Feb  6: 84,974 New Cases"
India,2022-02-07,New Cases,66028,Feb  7,"66,028","Feb  7: 66,028 New Cases"
India,2022-02-08,New Cases,71788,Feb  8,"71,788","Feb  8: 71,788 New Cases"
India,2022-02-09,New Cases,67074,Feb  9,"67,074","Feb  9: 67,074 New Cases"
India,2022-02-10,New Cases,58249,Feb 10,"58,249","Feb 10: 58,249 New Cases"
India,2022-02-11,New Cases,50228,Feb 11,"50,228","Feb 11: 50,228 New Cases"
India,2022-02-12,New Cases,45468,Feb 12,"45,468","Feb 12: 45,468 New Cases"
India,2022-02-13,New Cases,34763,Feb 13,"34,763","Feb 13: 34,763 New Cases"
India,2022-02-14,New Cases,25965,Feb 14,"25,965","Feb 14: 25,965 New Cases"
India,2022-02-15,New Cases,31022,Feb 15,"31,022","Feb 15: 31,022 New Cases"
India,2022-02-16,New Cases,30799,Feb 16,"30,799","Feb 16: 30,799 New Cases"
India,2022-02-17,New Cases,26465,Feb 17,"26,465","Feb 17: 26,465 New Cases"
India,2022-02-18,New Cases,22160,Feb 18,"22,160","Feb 18: 22,160 New Cases"
India,2022-02-19,New Cases,19793,Feb 19,"19,793","Feb 19: 19,793 New Cases"
India,2022-02-20,New Cases,16858,Feb 20,"16,858","Feb 20: 16,858 New Cases"
India,2022-02-21,New Cases,12249,Feb 21,"12,249","Feb 21: 12,249 New Cases"
India,2022-02-22,New Cases,15319,Feb 22,"15,319","Feb 22: 15,319 New Cases"
India,2022-02-23,New Cases,14944,Feb 23,"14,944","Feb 23: 14,944 New Cases"
India,2022-02-24,New Cases,13073,Feb 24,"13,073","Feb 24: 13,073 New Cases"
India,2022-02-25,New Cases,11649,Feb 25,"11,649","Feb 25: 11,649 New Cases"
India,2022-02-26,New Cases,10279,Feb 26,"10,279","Feb 26: 10,279 New Cases"
India,2022-02-27,New Cases,8703,Feb 27,"8,703","Feb 27: 8,703 New Cases"
India,2022-02-28,New Cases,5800,Feb 28,"5,800","Feb 28: 5,800 New Cases"
India,2022-03-01,New Cases,8177,Mar  1,"8,177","Mar  1: 8,177 New Cases"
India,2022-03-02,New Cases,6583,Mar  2,"6,583","Mar  2: 6,583 New Cases"
India,2022-03-03,New Cases,6507,Mar  3,"6,507","Mar  3: 6,507 New Cases"
India,2022-03-04,New Cases,6057,Mar  4,"6,057","Mar  4: 6,057 New Cases"
India,2022-03-05,New Cases,5341,Mar  5,"5,341","Mar  5: 5,341 New Cases"
India,2022-03-06,New Cases,4400,Mar  6,"4,400","Mar  6: 4,400 New Cases"
India,2022-03-07,New Cases,3382,Mar  7,"3,382","Mar  7: 3,382 New Cases"
India,2022-03-08,New Cases,4931,Mar  8,"4,931","Mar  8: 4,931 New Cases"
India,2022-03-09,New Cases,4193,Mar  9,"4,193","Mar  9: 4,193 New Cases"
India,2022-03-10,New Cases,4150,Mar 10,"4,150","Mar 10: 4,150 New Cases"
India,2022-03-11,New Cases,3729,Mar 11,"3,729","Mar 11: 3,729 New Cases"
India,2022-03-12,New Cases,3073,Mar 12,"3,073","Mar 12: 3,073 New Cases"
India,2022-03-13,New Cases,2590,Mar 13,"2,590","Mar 13: 2,590 New Cases"
India,2022-03-14,New Cases,2433,Mar 14,"2,433","Mar 14: 2,433 New Cases"
India,2022-03-15,New Cases,3100,Mar 15,"3,100","Mar 15: 3,100 New Cases"
India,2022-03-16,New Cases,2570,Mar 16,"2,570","Mar 16: 2,570 New Cases"
India,2022-03-17,New Cases,2539,Mar 17,"2,539","Mar 17: 2,539 New Cases"
India,2022-03-18,New Cases,2148,Mar 18,"2,148","Mar 18: 2,148 New Cases"
India,2022-03-19,New Cases,1682,Mar 19,"1,682","Mar 19: 1,682 New Cases"
India,2022-03-20,New Cases,1660,Mar 20,"1,660","Mar 20: 1,660 New Cases"
India,2022-03-21,New Cases,1417,Mar 21,"1,417","Mar 21: 1,417 New Cases"
India,2022-03-22,New Cases,1916,Mar 22,"1,916","Mar 22: 1,916 New Cases"
India,2022-03-23,New Cases,1896,Mar 23,"1,896","Mar 23: 1,896 New Cases"
India,2022-03-24,New Cases,1658,Mar 24,"1,658","Mar 24: 1,658 New Cases"
India,2022-03-25,New Cases,1702,Mar 25,"1,702","Mar 25: 1,702 New Cases"
India,2022-03-26,New Cases,1456,Mar 26,"1,456","Mar 26: 1,456 New Cases"
India,2022-03-27,New Cases,1345,Mar 27,"1,345","Mar 27: 1,345 New Cases"
India,2022-03-28,New Cases,1077,Mar 28,"1,077","Mar 28: 1,077 New Cases"
India,2022-03-29,New Cases,1284,Mar 29,"1,284","Mar 29: 1,284 New Cases"
India,2022-03-30,New Cases,1323,Mar 30,"1,323","Mar 30: 1,323 New Cases"
India,2022-03-31,New Cases,1272,Mar 31,"1,272","Mar 31: 1,272 New Cases"
India,2022-04-01,New Cases,1310,Apr  1,"1,310","Apr  1: 1,310 New Cases"
India,2022-04-02,New Cases,1082,Apr  2,"1,082","Apr  2: 1,082 New Cases"
India,2022-04-03,New Cases,988,Apr  3,988,Apr  3: 988 New Cases
India,2022-04-04,New Cases,671,Apr  4,671,Apr  4: 671 New Cases
India,2022-04-05,New Cases,1112,Apr  5,"1,112","Apr  5: 1,112 New Cases"
India,2022-04-06,New Cases,1081,Apr  6,"1,081","Apr  6: 1,081 New Cases"
India,2022-04-07,New Cases,1087,Apr  7,"1,087","Apr  7: 1,087 New Cases"
India,2022-04-08,New Cases,1151,Apr  8,"1,151","Apr  8: 1,151 New Cases"
India,2022-04-09,New Cases,1101,Apr  9,"1,101","Apr  9: 1,101 New Cases"
India,2022-04-10,New Cases,886,Apr 10,886,Apr 10: 886 New Cases
India,2022-04-11,New Cases,696,Apr 11,696,Apr 11: 696 New Cases
India,2022-04-12,New Cases,1115,Apr 12,"1,115","Apr 12: 1,115 New Cases"
India,2022-04-13,New Cases,1353,Apr 13,"1,353","Apr 13: 1,353 New Cases"
India,2022-04-14,New Cases,1196,Apr 14,"1,196","Apr 14: 1,196 New Cases"
India,2022-04-15,New Cases,1109,Apr 15,"1,109","Apr 15: 1,109 New Cases"
India,2022-04-16,New Cases,1390,Apr 16,"1,390","Apr 16: 1,390 New Cases"
India,2022-04-17,New Cases,1557,Apr 17,"1,557","Apr 17: 1,557 New Cases"
India,2022-04-18,New Cases,1418,Apr 18,"1,418","Apr 18: 1,418 New Cases"
India,2022-04-19,New Cases,1908,Apr 19,"1,908","Apr 19: 1,908 New Cases"
India,2022-04-20,New Cases,2379,Apr 20,"2,379","Apr 20: 2,379 New Cases"
India,2022-04-21,New Cases,2446,Apr 21,"2,446","Apr 21: 2,446 New Cases"
India,2022-04-22,New Cases,2493,Apr 22,"2,493","Apr 22: 2,493 New Cases"
India,2022-04-23,New Cases,2607,Apr 23,"2,607","Apr 23: 2,607 New Cases"
India,2022-04-24,New Cases,2518,Apr 24,"2,518","Apr 24: 2,518 New Cases"
India,2022-04-25,New Cases,2449,Apr 25,"2,449","Apr 25: 2,449 New Cases"
India,2022-04-26,New Cases,2949,Apr 26,"2,949","Apr 26: 2,949 New Cases"
India,2022-04-27,New Cases,3396,Apr 27,"3,396","Apr 27: 3,396 New Cases"
India,2022-04-28,New Cases,3428,Apr 28,"3,428","Apr 28: 3,428 New Cases"
India,2022-04-29,New Cases,3518,Apr 29,"3,518","Apr 29: 3,518 New Cases"
India,2022-04-30,New Cases,3170,Apr 30,"3,170","Apr 30: 3,170 New Cases"
India,2022-05-01,New Cases,3387,May  1,"3,387","May  1: 3,387 New Cases"
India,2022-05-02,New Cases,2580,May  2,"2,580","May  2: 2,580 New Cases"
India,2022-05-03,New Cases,3316,May  3,"3,316","May  3: 3,316 New Cases"
India,2022-05-04,New Cases,3230,May  4,"3,230","May  4: 3,230 New Cases"
India,2022-05-05,New Cases,3617,May  5,"3,617","May  5: 3,617 New Cases"
India,2022-05-06,New Cases,3870,May  6,"3,870","May  6: 3,870 New Cases"
India,2022-05-07,New Cases,3381,May  7,"3,381","May  7: 3,381 New Cases"
India,2022-05-08,New Cases,3066,May  8,"3,066","May  8: 3,066 New Cases"
India,2022-05-09,New Cases,2386,May  9,"2,386","May  9: 2,386 New Cases"
India,2022-05-10,New Cases,3032,May 10,"3,032","May 10: 3,032 New Cases"
India,2022-05-11,New Cases,2731,May 11,"2,731","May 11: 2,731 New Cases"
India,2022-05-12,New Cases,2851,May 12,"2,851","May 12: 2,851 New Cases"
India,2022-05-13,New Cases,2942,May 13,"2,942","May 13: 2,942 New Cases"
India,2022-05-14,New Cases,2431,May 14,"2,431","May 14: 2,431 New Cases"
India,2022-05-15,New Cases,2084,May 15,"2,084","May 15: 2,084 New Cases"
India,2022-05-16,New Cases,1591,May 16,"1,591","May 16: 1,591 New Cases"
India,2022-05-17,New Cases,2111,May 17,"2,111","May 17: 2,111 New Cases"
India,2022-05-18,New Cases,2251,May 18,"2,251","May 18: 2,251 New Cases"
India,2022-05-19,New Cases,2299,May 19,"2,299","May 19: 2,299 New Cases"
India,2022-05-20,New Cases,2341,May 20,"2,341","May 20: 2,341 New Cases"
India,2022-05-21,New Cases,2224,May 21,"2,224","May 21: 2,224 New Cases"
India,2022-05-22,New Cases,1964,May 22,"1,964","May 22: 1,964 New Cases"
India,2022-05-23,New Cases,1627,May 23,"1,627","May 23: 1,627 New Cases"
India,2022-05-24,New Cases,2425,May 24,"2,425","May 24: 2,425 New Cases"
India,2022-05-25,New Cases,2659,May 25,"2,659","May 25: 2,659 New Cases"
India,2022-05-26,New Cases,2128,May 26,"2,128","May 26: 2,128 New Cases"
India,2022-05-27,New Cases,3350,May 27,"3,350","May 27: 3,350 New Cases"
India,2022-05-28,New Cases,2800,May 28,"2,800","May 28: 2,800 New Cases"
India,2022-05-29,New Cases,2544,May 29,"2,544","May 29: 2,544 New Cases"
India,2022-05-30,New Cases,2080,May 30,"2,080","May 30: 2,080 New Cases"
India,2022-05-31,New Cases,3504,May 31,"3,504","May 31: 3,504 New Cases"
India,2022-06-01,New Cases,3917,Jun  1,"3,917","Jun  1: 3,917 New Cases"
India,2022-06-02,New Cases,3788,Jun  2,"3,788","Jun  2: 3,788 New Cases"
India,2022-06-03,New Cases,4307,Jun  3,"4,307","Jun  3: 4,307 New Cases"
India,2022-06-04,New Cases,4359,Jun  4,"4,359","Jun  4: 4,359 New Cases"
India,2022-06-05,New Cases,4363,Jun  5,"4,363","Jun  5: 4,363 New Cases"
India,2022-06-06,New Cases,3796,Jun  6,"3,796","Jun  6: 3,796 New Cases"
India,2022-06-07,New Cases,6028,Jun  7,"6,028","Jun  7: 6,028 New Cases"
India,2022-06-08,New Cases,7144,Jun  8,"7,144","Jun  8: 7,144 New Cases"
India,2022-06-09,New Cases,7796,Jun  9,"7,796","Jun  9: 7,796 New Cases"
India,2022-06-10,New Cases,7796,Jun 10,"7,796","Jun 10: 7,796 New Cases"
India,2022-06-11,New Cases,7796,Jun 11,"7,796","Jun 11: 7,796 New Cases"
India,2022-06-12,New Cases,7796,Jun 12,"7,796","Jun 12: 7,796 New Cases"
India,2022-06-13,New Cases,7796,Jun 13,"7,796","Jun 13: 7,796 New Cases"
India,2022-06-14,New Cases,7796,Jun 14,"7,796","Jun 14: 7,796 New Cases"
India,2022-06-15,New Cases,7796,Jun 15,"7,796","Jun 15: 7,796 New Cases"
India,2022-06-16,New Cases,7796,Jun 16,"7,796","Jun 16: 7,796 New Cases"
India,2022-06-17,New Cases,7796,Jun 17,"7,796","Jun 17: 7,796 New Cases"
India,2022-06-18,New Cases,7796,Jun 18,"7,796","Jun 18: 7,796 New Cases"
India,2022-06-19,New Cases,7796,Jun 19,"7,796","Jun 19: 7,796 New Cases"
India,2022-06-20,New Cases,7796,Jun 20,"7,796","Jun 20: 7,796 New Cases"
India,2022-06-21,New Cases,7796,Jun 21,"7,796","Jun 21: 7,796 New Cases"
India,2022-06-22,New Cases,7796,Jun 22,"7,796","Jun 22: 7,796 New Cases"
India,2022-06-23,New Cases,7796,Jun 23,"7,796","Jun 23: 7,796 New Cases"
India,2022-06-24,New Cases,7796,Jun 24,"7,796","Jun 24: 7,796 New Cases"
India,2022-06-25,New Cases,7796,Jun 25,"7,796","Jun 25: 7,796 New Cases"
India,2022-06-26,New Cases,7796,Jun 26,"7,796","Jun 26: 7,796 New Cases"
India,2022-06-27,New Cases,7796,Jun 27,"7,796","Jun 27: 7,796 New Cases"
India,2022-06-28,New Cases,7796,Jun 28,"7,796","Jun 28: 7,796 New Cases"
India,2022-06-29,New Cases,7796,Jun 29,"7,796","Jun 29: 7,796 New Cases"
India,2022-06-30,New Cases,7796,Jun 30,"7,796","Jun 30: 7,796 New Cases"
India,2022-07-01,New Cases,7796,Jul  1,"7,796","Jul  1: 7,796 New Cases"
India,2022-07-02,New Cases,7796,Jul  2,"7,796","Jul  2: 7,796 New Cases"
India,2022-07-03,New Cases,7796,Jul  3,"7,796","Jul  3: 7,796 New Cases"
India,2022-07-04,New Cases,7796,Jul  4,"7,796","Jul  4: 7,796 New Cases"
India,2022-07-05,New Cases,7796,Jul  5,"7,796","Jul  5: 7,796 New Cases"
India,2022-07-06,New Cases,7796,Jul  6,"7,796","Jul  6: 7,796 New Cases"
India,2022-07-07,New Cases,7796,Jul  7,"7,796","Jul  7: 7,796 New Cases"
India,2022-07-08,New Cases,7796,Jul  8,"7,796","Jul  8: 7,796 New Cases"
India,2022-07-09,New Cases,7796,Jul  9,"7,796","Jul  9: 7,796 New Cases"
India,2022-07-10,New Cases,7796,Jul 10,"7,796","Jul 10: 7,796 New Cases"
India,2022-07-11,New Cases,7796,Jul 11,"7,796","Jul 11: 7,796 New Cases"
India,2022-07-12,New Cases,7796,Jul 12,"7,796","Jul 12: 7,796 New Cases"
India,2022-07-13,New Cases,7796,Jul 13,"7,796","Jul 13: 7,796 New Cases"
India,2022-07-14,New Cases,7796,Jul 14,"7,796","Jul 14: 7,796 New Cases"
India,2022-07-15,New Cases,7796,Jul 15,"7,796","Jul 15: 7,796 New Cases"
India,2022-07-16,New Cases,7796,Jul 16,"7,796","Jul 16: 7,796 New Cases"
India,2022-07-17,New Cases,7796,Jul 17,"7,796","Jul 17: 7,796 New Cases"
India,2022-07-18,New Cases,7796,Jul 18,"7,796","Jul 18: 7,796 New Cases"
India,2022-07-19,New Cases,7796,Jul 19,"7,796","Jul 19: 7,796 New Cases"
India,2022-07-20,New Cases,7796,Jul 20,"7,796","Jul 20: 7,796 New Cases"
India,2022-07-21,New Cases,7796,Jul 21,"7,796","Jul 21: 7,796 New Cases"
India,2022-07-22,New Cases,7796,Jul 22,"7,796","Jul 22: 7,796 New Cases"
India,2022-07-23,New Cases,7796,Jul 23,"7,796","Jul 23: 7,796 New Cases"
India,2022-07-24,New Cases,7796,Jul 24,"7,796","Jul 24: 7,796 New Cases"
India,2022-07-25,New Cases,7796,Jul 25,"7,796","Jul 25: 7,796 New Cases"
India,2022-07-26,New Cases,7796,Jul 26,"7,796","Jul 26: 7,796 New Cases"
India,2022-07-27,New Cases,7796,Jul 27,"7,796","Jul 27: 7,796 New Cases"
India,2022-07-28,New Cases,7796,Jul 28,"7,796","Jul 28: 7,796 New Cases"
India,2022-07-29,New Cases,7796,Jul 29,"7,796","Jul 29: 7,796 New Cases"
India,2022-07-30,New Cases,7796,Jul 30,"7,796","Jul 30: 7,796 New Cases"
India,2022-07-31,New Cases,7796,Jul 31,"7,796","Jul 31: 7,796 New Cases"
India,2022-08-01,New Cases,7796,Aug  1,"7,796","Aug  1: 7,796 New Cases"
India,2022-08-02,New Cases,7796,Aug  2,"7,796","Aug  2: 7,796 New Cases"
India,2022-08-03,New Cases,7796,Aug  3,"7,796","Aug  3: 7,796 New Cases"
India,2022-08-04,New Cases,7796,Aug  4,"7,796","Aug  4: 7,796 New Cases"
India,2022-08-05,New Cases,7796,Aug  5,"7,796","Aug  5: 7,796 New Cases"
India,2022-08-06,New Cases,7796,Aug  6,"7,796","Aug  6: 7,796 New Cases"
India,2022-08-07,New Cases,7796,Aug  7,"7,796","Aug  7: 7,796 New Cases"
India,2022-08-08,New Cases,7796,Aug  8,"7,796","Aug  8: 7,796 New Cases"
India,2022-08-09,New Cases,7796,Aug  9,"7,796","Aug  9: 7,796 New Cases"
India,2022-08-10,New Cases,7796,Aug 10,"7,796","Aug 10: 7,796 New Cases"
India,2022-08-11,New Cases,7796,Aug 11,"7,796","Aug 11: 7,796 New Cases"
India,2022-08-12,New Cases,7796,Aug 12,"7,796","Aug 12: 7,796 New Cases"
India,2022-08-13,New Cases,7796,Aug 13,"7,796","Aug 13: 7,796 New Cases"
India,2022-08-14,New Cases,7796,Aug 14,"7,796","Aug 14: 7,796 New Cases"
India,2022-08-15,New Cases,7796,Aug 15,"7,796","Aug 15: 7,796 New Cases"
India,2022-08-16,New Cases,7796,Aug 16,"7,796","Aug 16: 7,796 New Cases"
India,2022-08-17,New Cases,7796,Aug 17,"7,796","Aug 17: 7,796 New Cases"
India,2022-08-18,New Cases,7796,Aug 18,"7,796","Aug 18: 7,796 New Cases"
India,2022-08-19,New Cases,7796,Aug 19,"7,796","Aug 19: 7,796 New Cases"
India,2022-08-20,New Cases,7796,Aug 20,"7,796","Aug 20: 7,796 New Cases"
India,2022-08-21,New Cases,7796,Aug 21,"7,796","Aug 21: 7,796 New Cases"
India,2022-08-22,New Cases,7796,Aug 22,"7,796","Aug 22: 7,796 New Cases"
India,2022-08-23,New Cases,7796,Aug 23,"7,796","Aug 23: 7,796 New Cases"
India,2022-08-24,New Cases,7796,Aug 24,"7,796","Aug 24: 7,796 New Cases"
India,2022-08-25,New Cases,7796,Aug 25,"7,796","Aug 25: 7,796 New Cases"
India,2022-08-26,New Cases,7796,Aug 26,"7,796","Aug 26: 7,796 New Cases"
India,2022-08-27,New Cases,7796,Aug 27,"7,796","Aug 27: 7,796 New Cases"
India,2022-08-28,New Cases,7796,Aug 28,"7,796","Aug 28: 7,796 New Cases"
India,2022-08-29,New Cases,7796,Aug 29,"7,796","Aug 29: 7,796 New Cases"
India,2022-08-30,New Cases,7796,Aug 30,"7,796","Aug 30: 7,796 New Cases"
India,2022-08-31,New Cases,7796,Aug 31,"7,796","Aug 31: 7,796 New Cases"
India,2020-01-30,Fatalities,7796,Jan 30,"7,796","Jan 30: 7,796 Fatalities"
India,2020-01-31,Fatalities,7796,Jan 31,"7,796","Jan 31: 7,796 Fatalities"
India,2020-02-01,Fatalities,7796,Feb  1,"7,796","Feb  1: 7,796 Fatalities"
India,2020-02-02,Fatalities,7796,Feb  2,"7,796","Feb  2: 7,796 Fatalities"
India,2020-02-03,Fatalities,7796,Feb  3,"7,796","Feb  3: 7,796 Fatalities"
India,2020-02-04,Fatalities,7796,Feb  4,"7,796","Feb  4: 7,796 Fatalities"
India,2020-02-05,Fatalities,7796,Feb  5,"7,796","Feb  5: 7,796 Fatalities"
India,2020-02-06,Fatalities,7796,Feb  6,"7,796","Feb  6: 7,796 Fatalities"
India,2020-02-07,Fatalities,7796,Feb  7,"7,796","Feb  7: 7,796 Fatalities"
India,2020-02-08,Fatalities,7796,Feb  8,"7,796","Feb  8: 7,796 Fatalities"
India,2020-02-09,Fatalities,7796,Feb  9,"7,796","Feb  9: 7,796 Fatalities"
India,2020-02-10,Fatalities,7796,Feb 10,"7,796","Feb 10: 7,796 Fatalities"
India,2020-02-11,Fatalities,7796,Feb 11,"7,796","Feb 11: 7,796 Fatalities"
India,2020-02-12,Fatalities,7796,Feb 12,"7,796","Feb 12: 7,796 Fatalities"
India,2020-02-13,Fatalities,7796,Feb 13,"7,796","Feb 13: 7,796 Fatalities"
India,2020-02-14,Fatalities,7796,Feb 14,"7,796","Feb 14: 7,796 Fatalities"
India,2020-02-15,Fatalities,7796,Feb 15,"7,796","Feb 15: 7,796 Fatalities"
India,2020-02-16,Fatalities,7796,Feb 16,"7,796","Feb 16: 7,796 Fatalities"
India,2020-02-17,Fatalities,7796,Feb 17,"7,796","Feb 17: 7,796 Fatalities"
India,2020-02-18,Fatalities,7796,Feb 18,"7,796","Feb 18: 7,796 Fatalities"
India,2020-02-19,Fatalities,7796,Feb 19,"7,796","Feb 19: 7,796 Fatalities"
India,2020-02-20,Fatalities,7796,Feb 20,"7,796","Feb 20: 7,796 Fatalities"
India,2020-02-21,Fatalities,7796,Feb 21,"7,796","Feb 21: 7,796 Fatalities"
India,2020-02-22,Fatalities,7796,Feb 22,"7,796","Feb 22: 7,796 Fatalities"
India,2020-02-23,Fatalities,7796,Feb 23,"7,796","Feb 23: 7,796 Fatalities"
