place,r,lower,upper
Andhra Pradesh,1.870951365422057,1.8398058293933253,1.9023576022713833
Assam,3.138094782628679,2.9740911051094105,3.3066446771924256
Bihar,2.955479495286014,2.9009292435259324,3.0105489364001037
Chhattisgarh,1.9841062824968771,1.9676116480101928,2.000669173599423
Delhi,2.2529713649725895,2.230704981588875,2.2753490100446525
Gujarat,1.6030093024768879,1.582260696139091,1.6238925139983458
Haryana,1.645844051714584,1.6192460229703534,1.6726574240327707
India,1.5682457877140157,1.5645943229304546,1.5719014698502805
Jammu and Kashmir,1.7361963525966648,1.6839365940464814,1.7892492566240856
Jharkhand,2.252137375888892,2.2064273222113857,2.2983162468217224
Karnataka,1.6313836334095688,1.6149224964113558,1.6479275663679334
Kerala,1.7558700544330612,1.7341992731672653,1.7776756273145735
Madhya Pradesh,1.6842602340810442,1.6634878171483134,1.705161296238003
Maharashtra,1.2425006859800136,1.2379446852330205,1.2470649406810659
Odisha,2.316299170970866,2.2554985858401473,2.377916876963551
Punjab,1.0944678854487049,1.0773643899906145,1.1117042502445027
Rajasthan,2.219831784862028,2.1882731754540505,2.251616890804096
Tamil Nadu,1.6227574610297897,1.603066375573871,1.642568254187219
Telangana,2.0774050048383685,2.0389395931917194,2.1162286766869682
Uttar Pradesh,2.788050125697977,2.7630602651542313,2.8131543169605155
West Bengal,2.066794496467625,2.0353754418217225,2.098454731364089
