Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,text
2020-04-30,mod_2,12383,71022,Soc. Dist. + Travel Ban,solid,Apr 30,"12,383","Apr 30: 12,383 projected cases per day"
2020-04-30,mod_4,265,3207,Moderate return,solid,Apr 30,265,Apr 30: 265 projected cases per day
2020-04-30,mod_5,255,2399,Normal (pre-intervention),solid,Apr 30,255,Apr 30: 255 projected cases per day
2020-04-30,mod_6,241,1246,Cautious return,solid,Apr 30,241,Apr 30: 241 projected cases per day
2020-05-01,mod_2,15042,80087,Soc. Dist. + Travel Ban,solid,May 01,"15,042","May 01: 15,042 projected cases per day"
2020-05-01,mod_4,266,2521,Moderate return,solid,May 01,266,May 01: 266 projected cases per day
2020-05-01,mod_5,281,1957,Normal (pre-intervention),solid,May 01,281,May 01: 281 projected cases per day
2020-05-01,mod_6,253,2705,Cautious return,solid,May 01,253,May 01: 253 projected cases per day
2020-05-02,mod_2,18174,105383,Soc. Dist. + Travel Ban,solid,May 02,"18,174","May 02: 18,174 projected cases per day"
2020-05-02,mod_4,277,2463,Moderate return,solid,May 02,277,May 02: 277 projected cases per day
2020-05-02,mod_5,308,2762,Normal (pre-intervention),solid,May 02,308,May 02: 308 projected cases per day
2020-05-02,mod_6,248,1887,Cautious return,solid,May 02,248,May 02: 248 projected cases per day
2020-05-03,mod_2,21789,112679,Soc. Dist. + Travel Ban,solid,May 03,"21,789","May 03: 21,789 projected cases per day"
2020-05-03,mod_4,294,1720,Moderate return,solid,May 03,294,May 03: 294 projected cases per day
2020-05-03,mod_5,335,4303,Normal (pre-intervention),solid,May 03,335,May 03: 335 projected cases per day
2020-05-03,mod_6,273,3377,Cautious return,solid,May 03,273,May 03: 273 projected cases per day
2020-05-04,mod_2,25799,141607,Soc. Dist. + Travel Ban,solid,May 04,"25,799","May 04: 25,799 projected cases per day"
2020-05-04,mod_4,316,3482,Moderate return,solid,May 04,316,May 04: 316 projected cases per day
2020-05-04,mod_5,376,2539,Normal (pre-intervention),solid,May 04,376,May 04: 376 projected cases per day
2020-05-04,mod_6,283,3364,Cautious return,solid,May 04,283,May 04: 283 projected cases per day
2020-05-05,mod_2,30233,169711,Soc. Dist. + Travel Ban,solid,May 05,"30,233","May 05: 30,233 projected cases per day"
2020-05-05,mod_4,341,3552,Moderate return,solid,May 05,341,May 05: 341 projected cases per day
2020-05-05,mod_5,416,4938,Normal (pre-intervention),solid,May 05,416,May 05: 416 projected cases per day
2020-05-05,mod_6,299,1681,Cautious return,solid,May 05,299,May 05: 299 projected cases per day
2020-05-06,mod_2,35094,188585,Soc. Dist. + Travel Ban,solid,May 06,"35,094","May 06: 35,094 projected cases per day"
2020-05-06,mod_4,374,2920,Moderate return,solid,May 06,374,May 06: 374 projected cases per day
2020-05-06,mod_5,477,3817,Normal (pre-intervention),solid,May 06,477,May 06: 477 projected cases per day
2020-05-06,mod_6,325,3414,Cautious return,solid,May 06,325,May 06: 325 projected cases per day
2020-05-07,mod_2,40266,248445,Soc. Dist. + Travel Ban,solid,May 07,"40,266","May 07: 40,266 projected cases per day"
2020-05-07,mod_4,399,3775,Moderate return,solid,May 07,399,May 07: 399 projected cases per day
2020-05-07,mod_5,544,5496,Normal (pre-intervention),solid,May 07,544,May 07: 544 projected cases per day
2020-05-07,mod_6,335,2656,Cautious return,solid,May 07,335,May 07: 335 projected cases per day
2020-05-08,mod_2,45809,281326,Soc. Dist. + Travel Ban,solid,May 08,"45,809","May 08: 45,809 projected cases per day"
2020-05-08,mod_4,451,3642,Moderate return,solid,May 08,451,May 08: 451 projected cases per day
2020-05-08,mod_5,631,5339,Normal (pre-intervention),solid,May 08,631,May 08: 631 projected cases per day
2020-05-08,mod_6,350,3179,Cautious return,solid,May 08,350,May 08: 350 projected cases per day
2020-05-09,mod_2,51544,334403,Soc. Dist. + Travel Ban,solid,May 09,"51,544","May 09: 51,544 projected cases per day"
2020-05-09,mod_4,478,4950,Moderate return,solid,May 09,478,May 09: 478 projected cases per day
2020-05-09,mod_5,758,5710,Normal (pre-intervention),solid,May 09,758,May 09: 758 projected cases per day
2020-05-09,mod_6,382,3021,Cautious return,solid,May 09,382,May 09: 382 projected cases per day
2020-05-10,mod_2,57634,396076,Soc. Dist. + Travel Ban,solid,May 10,"57,634","May 10: 57,634 projected cases per day"
2020-05-10,mod_4,554,4355,Moderate return,solid,May 10,554,May 10: 554 projected cases per day
2020-05-10,mod_5,903,6552,Normal (pre-intervention),solid,May 10,903,May 10: 903 projected cases per day
2020-05-10,mod_6,416,4750,Cautious return,solid,May 10,416,May 10: 416 projected cases per day
2020-05-11,mod_2,63922,480770,Soc. Dist. + Travel Ban,solid,May 11,"63,922","May 11: 63,922 projected cases per day"
2020-05-11,mod_4,643,4689,Moderate return,solid,May 11,643,May 11: 643 projected cases per day
2020-05-11,mod_5,1104,9070,Normal (pre-intervention),solid,May 11,"1,104","May 11: 1,104 projected cases per day"
2020-05-11,mod_6,448,2369,Cautious return,solid,May 11,448,May 11: 448 projected cases per day
