place,r,lower,upper,.groups
Andhra Pradesh,0.8363272794663129,0.803410095309348,0.869896937536381,drop_last
Assam,0.8658089510395517,0.7990213326851772,0.9352407565372445,drop_last
Bihar,0.951377710137592,0.9165055540757375,0.9868925960303166,drop_last
Chhattisgarh,1.0046744760693347,0.982246806199456,1.0273518238965618,drop_last
Delhi,0.6038886083329372,0.591502518227031,0.6164019284408898,drop_last
Gujarat,0.8523504806855677,0.8307484421501926,0.8742260553378548,drop_last
Haryana,0.6787385732243729,0.6599990781329919,0.6977379673870917,drop_last
India,0.8182278028457663,0.8138562471823958,0.8226109311714027,drop_last
Jammu and Kashmir,0.8324780282415339,0.7947496467938227,0.8710701156285419,drop_last
Jharkhand,1.0320083469317611,0.9672968693970668,1.098788079924919,drop_last
Karnataka,0.9139000601804117,0.8905531632766174,0.9375449500665776,drop_last
Kerala,0.971867126068644,0.9596243452605026,0.9841864596276628,drop_last
Madhya Pradesh,0.8650029446842302,0.8430798558346682,0.8872037255530368,drop_last
Maharashtra,NA,NA,NA,drop_last
Odisha,0.8763472168808387,0.8361354375075131,0.9174901929136924,drop_last
Punjab,0.7919808337794906,0.7611636524234554,0.8234029544634737,drop_last
Rajasthan,0.6869352802238655,0.6703314421541144,0.7037398560322814,drop_last
Tamil Nadu,0.9013987941384681,0.8786271142980566,0.924457783459738,drop_last
Telangana,0.8847880564170542,0.8523402083798676,0.9178353136174711,drop_last
Uttar Pradesh,0.8172726665239539,0.7982371256767428,0.8365295819419526,drop_last
West Bengal,0.8394420479811153,0.8247089980590655,0.8543040029495822,drop_last
