Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,text
2020-05-13,mod_4,790,3509,Moderate return,solid,May 13,790,May 13: 790 projected cases per day
2020-05-13,mod_5,2891,9152,Normal (pre-intervention),solid,May 13,"2,891","May 13: 2,891 projected cases per day"
2020-05-13,mod_6,311,1468,Cautious return,solid,May 13,311,May 13: 311 projected cases per day
2020-05-14,mod_2,16277,161871,Soc. Dist. + Travel Ban,solid,May 14,"16,277","May 14: 16,277 projected cases per day"
2020-05-14,mod_4,932,3001,Moderate return,solid,May 14,932,May 14: 932 projected cases per day
2020-05-14,mod_5,3635,11081,Normal (pre-intervention),solid,May 14,"3,635","May 14: 3,635 projected cases per day"
2020-05-14,mod_6,349,2304,Cautious return,solid,May 14,349,May 14: 349 projected cases per day
2020-05-15,mod_2,17112,158943,Soc. Dist. + Travel Ban,solid,May 15,"17,112","May 15: 17,112 projected cases per day"
2020-05-15,mod_4,1097,3961,Moderate return,solid,May 15,"1,097","May 15: 1,097 projected cases per day"
2020-05-15,mod_5,4498,13348,Normal (pre-intervention),solid,May 15,"4,498","May 15: 4,498 projected cases per day"
2020-05-15,mod_6,388,1463,Cautious return,solid,May 15,388,May 15: 388 projected cases per day
2020-05-16,mod_2,17940,188812,Soc. Dist. + Travel Ban,solid,May 16,"17,940","May 16: 17,940 projected cases per day"
2020-05-16,mod_4,1299,4469,Moderate return,solid,May 16,"1,299","May 16: 1,299 projected cases per day"
2020-05-16,mod_5,5471,14480,Normal (pre-intervention),solid,May 16,"5,471","May 16: 5,471 projected cases per day"
2020-05-16,mod_6,444,1853,Cautious return,solid,May 16,444,May 16: 444 projected cases per day
2020-05-17,mod_2,18743,215865,Soc. Dist. + Travel Ban,solid,May 17,"18,743","May 17: 18,743 projected cases per day"
2020-05-17,mod_4,1516,4911,Moderate return,solid,May 17,"1,516","May 17: 1,516 projected cases per day"
2020-05-17,mod_5,6515,20355,Normal (pre-intervention),solid,May 17,"6,515","May 17: 6,515 projected cases per day"
2020-05-17,mod_6,498,2613,Cautious return,solid,May 17,498,May 17: 498 projected cases per day
2020-05-18,mod_2,19523,220157,Soc. Dist. + Travel Ban,solid,May 18,"19,523","May 18: 19,523 projected cases per day"
2020-05-18,mod_4,1769,4953,Moderate return,solid,May 18,"1,769","May 18: 1,769 projected cases per day"
2020-05-18,mod_5,7663,23145,Normal (pre-intervention),solid,May 18,"7,663","May 18: 7,663 projected cases per day"
2020-05-18,mod_6,556,2235,Cautious return,solid,May 18,556,May 18: 556 projected cases per day
2020-05-19,mod_2,20288,256150,Soc. Dist. + Travel Ban,solid,May 19,"20,288","May 19: 20,288 projected cases per day"
2020-05-19,mod_4,2045,5901,Moderate return,solid,May 19,"2,045","May 19: 2,045 projected cases per day"
2020-05-19,mod_5,8877,27920,Normal (pre-intervention),solid,May 19,"8,877","May 19: 8,877 projected cases per day"
2020-05-19,mod_6,623,1861,Cautious return,solid,May 19,623,May 19: 623 projected cases per day
2020-05-20,mod_2,21046,273522,Soc. Dist. + Travel Ban,solid,May 20,"21,046","May 20: 21,046 projected cases per day"
2020-05-20,mod_4,2336,6718,Moderate return,solid,May 20,"2,336","May 20: 2,336 projected cases per day"
2020-05-20,mod_5,10113,34119,Normal (pre-intervention),solid,May 20,"10,113","May 20: 10,113 projected cases per day"
2020-05-20,mod_6,696,2614,Cautious return,solid,May 20,696,May 20: 696 projected cases per day
2020-05-21,mod_2,21747,309272,Soc. Dist. + Travel Ban,solid,May 21,"21,747","May 21: 21,747 projected cases per day"
2020-05-21,mod_4,2643,6059,Moderate return,solid,May 21,"2,643","May 21: 2,643 projected cases per day"
2020-05-21,mod_5,11383,38753,Normal (pre-intervention),solid,May 21,"11,383","May 21: 11,383 projected cases per day"
2020-05-21,mod_6,773,2849,Cautious return,solid,May 21,773,May 21: 773 projected cases per day
2020-05-22,mod_2,22469,310572,Soc. Dist. + Travel Ban,solid,May 22,"22,469","May 22: 22,469 projected cases per day"
2020-05-22,mod_4,2983,8779,Moderate return,solid,May 22,"2,983","May 22: 2,983 projected cases per day"
2020-05-22,mod_5,12681,48324,Normal (pre-intervention),solid,May 22,"12,681","May 22: 12,681 projected cases per day"
2020-05-22,mod_6,863,2804,Cautious return,solid,May 22,863,May 22: 863 projected cases per day
2020-05-23,mod_2,23079,346443,Soc. Dist. + Travel Ban,solid,May 23,"23,079","May 23: 23,079 projected cases per day"
2020-05-23,mod_4,3342,9049,Moderate return,solid,May 23,"3,342","May 23: 3,342 projected cases per day"
2020-05-23,mod_5,13980,55475,Normal (pre-intervention),solid,May 23,"13,980","May 23: 13,980 projected cases per day"
2020-05-23,mod_6,946,2665,Cautious return,solid,May 23,946,May 23: 946 projected cases per day
2020-05-24,mod_2,23721,388202,Soc. Dist. + Travel Ban,solid,May 24,"23,721","May 24: 23,721 projected cases per day"
2020-05-24,mod_4,3713,10402,Moderate return,solid,May 24,"3,713","May 24: 3,713 projected cases per day"
2020-05-24,mod_5,15265,71422,Normal (pre-intervention),solid,May 24,"15,265","May 24: 15,265 projected cases per day"
2020-05-24,mod_6,1052,2977,Cautious return,solid,May 24,"1,052","May 24: 1,052 projected cases per day"
2020-05-25,mod_2,24330,395010,Soc. Dist. + Travel Ban,solid,May 25,"24,330","May 25: 24,330 projected cases per day"
2020-05-25,mod_4,4095,9926,Moderate return,solid,May 25,"4,095","May 25: 4,095 projected cases per day"
2020-05-25,mod_5,16499,87616,Normal (pre-intervention),solid,May 25,"16,499","May 25: 16,499 projected cases per day"
2020-05-25,mod_6,1148,3711,Cautious return,solid,May 25,"1,148","May 25: 1,148 projected cases per day"
2020-05-26,mod_2,24880,423593,Soc. Dist. + Travel Ban,solid,May 26,"24,880","May 26: 24,880 projected cases per day"
2020-05-26,mod_4,4488,12185,Moderate return,solid,May 26,"4,488","May 26: 4,488 projected cases per day"
2020-05-26,mod_5,17726,102944,Normal (pre-intervention),solid,May 26,"17,726","May 26: 17,726 projected cases per day"
2020-05-26,mod_6,1264,2519,Cautious return,solid,May 26,"1,264","May 26: 1,264 projected cases per day"
2020-05-27,mod_2,25437,449356,Soc. Dist. + Travel Ban,solid,May 27,"25,437","May 27: 25,437 projected cases per day"
2020-05-27,mod_4,4875,14174,Moderate return,solid,May 27,"4,875","May 27: 4,875 projected cases per day"
2020-05-27,mod_5,18877,121547,Normal (pre-intervention),solid,May 27,"18,877","May 27: 18,877 projected cases per day"
2020-05-27,mod_6,1389,3559,Cautious return,solid,May 27,"1,389","May 27: 1,389 projected cases per day"
2020-05-28,mod_2,25904,452082,Soc. Dist. + Travel Ban,solid,May 28,"25,904","May 28: 25,904 projected cases per day"
2020-05-28,mod_4,5279,13475,Moderate return,solid,May 28,"5,279","May 28: 5,279 projected cases per day"
2020-05-28,mod_5,19984,145831,Normal (pre-intervention),solid,May 28,"19,984","May 28: 19,984 projected cases per day"
2020-05-28,mod_6,1509,4214,Cautious return,solid,May 28,"1,509","May 28: 1,509 projected cases per day"
2020-05-29,mod_2,26385,490656,Soc. Dist. + Travel Ban,solid,May 29,"26,385","May 29: 26,385 projected cases per day"
2020-05-29,mod_4,5666,16808,Moderate return,solid,May 29,"5,666","May 29: 5,666 projected cases per day"
2020-05-29,mod_5,21020,159888,Normal (pre-intervention),solid,May 29,"21,020","May 29: 21,020 projected cases per day"
2020-05-29,mod_6,1644,4140,Cautious return,solid,May 29,"1,644","May 29: 1,644 projected cases per day"
2020-05-30,mod_2,26841,545492,Soc. Dist. + Travel Ban,solid,May 30,"26,841","May 30: 26,841 projected cases per day"
2020-05-30,mod_4,6075,21253,Moderate return,solid,May 30,"6,075","May 30: 6,075 projected cases per day"
2020-05-30,mod_5,21983,198530,Normal (pre-intervention),solid,May 30,"21,983","May 30: 21,983 projected cases per day"
2020-05-30,mod_6,1776,4408,Cautious return,solid,May 30,"1,776","May 30: 1,776 projected cases per day"
2020-05-31,mod_2,27288,521583,Soc. Dist. + Travel Ban,solid,May 31,"27,288","May 31: 27,288 projected cases per day"
2020-05-31,mod_4,6453,19415,Moderate return,solid,May 31,"6,453","May 31: 6,453 projected cases per day"
2020-05-31,mod_5,22941,229619,Normal (pre-intervention),solid,May 31,"22,941","May 31: 22,941 projected cases per day"
2020-05-31,mod_6,1916,4808,Cautious return,solid,May 31,"1,916","May 31: 1,916 projected cases per day"
2020-06-01,mod_2,27662,566323,Soc. Dist. + Travel Ban,solid,Jun 01,"27,662","Jun 01: 27,662 projected cases per day"
2020-06-01,mod_4,6829,25839,Moderate return,solid,Jun 01,"6,829","Jun 01: 6,829 projected cases per day"
2020-06-01,mod_5,23768,264749,Normal (pre-intervention),solid,Jun 01,"23,768","Jun 01: 23,768 projected cases per day"
2020-06-01,mod_6,2057,4704,Cautious return,solid,Jun 01,"2,057","Jun 01: 2,057 projected cases per day"
2020-06-02,mod_2,28018,574047,Soc. Dist. + Travel Ban,solid,Jun 02,"28,018","Jun 02: 28,018 projected cases per day"
2020-06-02,mod_4,7212,24510,Moderate return,solid,Jun 02,"7,212","Jun 02: 7,212 projected cases per day"
2020-06-02,mod_5,24601,303362,Normal (pre-intervention),solid,Jun 02,"24,601","Jun 02: 24,601 projected cases per day"
2020-06-02,mod_6,2199,5490,Cautious return,solid,Jun 02,"2,199","Jun 02: 2,199 projected cases per day"
2020-06-03,mod_2,28350,557190,Soc. Dist. + Travel Ban,solid,Jun 03,"28,350","Jun 03: 28,350 projected cases per day"
2020-06-03,mod_4,7587,29546,Moderate return,solid,Jun 03,"7,587","Jun 03: 7,587 projected cases per day"
2020-06-03,mod_5,25334,325266,Normal (pre-intervention),solid,Jun 03,"25,334","Jun 03: 25,334 projected cases per day"
2020-06-03,mod_6,2338,4339,Cautious return,solid,Jun 03,"2,338","Jun 03: 2,338 projected cases per day"
2020-06-04,mod_2,28649,612471,Soc. Dist. + Travel Ban,solid,Jun 04,"28,649","Jun 04: 28,649 projected cases per day"
2020-06-04,mod_4,7943,31632,Moderate return,solid,Jun 04,"7,943","Jun 04: 7,943 projected cases per day"
2020-06-04,mod_5,26009,391930,Normal (pre-intervention),solid,Jun 04,"26,009","Jun 04: 26,009 projected cases per day"
2020-06-04,mod_6,2478,6505,Cautious return,solid,Jun 04,"2,478","Jun 04: 2,478 projected cases per day"
2020-06-05,mod_2,28896,623036,Soc. Dist. + Travel Ban,solid,Jun 05,"28,896","Jun 05: 28,896 projected cases per day"
2020-06-05,mod_4,8292,37651,Moderate return,solid,Jun 05,"8,292","Jun 05: 8,292 projected cases per day"
2020-06-05,mod_5,26591,419608,Normal (pre-intervention),solid,Jun 05,"26,591","Jun 05: 26,591 projected cases per day"
2020-06-05,mod_6,2621,5546,Cautious return,solid,Jun 05,"2,621","Jun 05: 2,621 projected cases per day"
2020-06-06,mod_2,29091,575691,Soc. Dist. + Travel Ban,solid,Jun 06,"29,091","Jun 06: 29,091 projected cases per day"
2020-06-06,mod_4,8653,36012,Moderate return,solid,Jun 06,"8,653","Jun 06: 8,653 projected cases per day"
2020-06-06,mod_5,27168,455683,Normal (pre-intervention),solid,Jun 06,"27,168","Jun 06: 27,168 projected cases per day"
2020-06-06,mod_6,2774,6731,Cautious return,solid,Jun 06,"2,774","Jun 06: 2,774 projected cases per day"
2020-06-07,mod_2,29340,615924,Soc. Dist. + Travel Ban,solid,Jun 07,"29,340","Jun 07: 29,340 projected cases per day"
2020-06-07,mod_4,8981,44971,Moderate return,solid,Jun 07,"8,981","Jun 07: 8,981 projected cases per day"
2020-06-07,mod_5,27610,501502,Normal (pre-intervention),solid,Jun 07,"27,610","Jun 07: 27,610 projected cases per day"
2020-06-07,mod_6,2917,7503,Cautious return,solid,Jun 07,"2,917","Jun 07: 2,917 projected cases per day"
2020-06-08,mod_2,29515,591399,Soc. Dist. + Travel Ban,solid,Jun 08,"29,515","Jun 08: 29,515 projected cases per day"
2020-06-08,mod_4,9295,47203,Moderate return,solid,Jun 08,"9,295","Jun 08: 9,295 projected cases per day"
2020-06-08,mod_5,28031,565522,Normal (pre-intervention),solid,Jun 08,"28,031","Jun 08: 28,031 projected cases per day"
2020-06-08,mod_6,3048,7285,Cautious return,solid,Jun 08,"3,048","Jun 08: 3,048 projected cases per day"
2020-06-09,mod_2,29677,584203,Soc. Dist. + Travel Ban,solid,Jun 09,"29,677","Jun 09: 29,677 projected cases per day"
2020-06-09,mod_4,9632,59735,Moderate return,solid,Jun 09,"9,632","Jun 09: 9,632 projected cases per day"
2020-06-09,mod_5,28350,570541,Normal (pre-intervention),solid,Jun 09,"28,350","Jun 09: 28,350 projected cases per day"
2020-06-09,mod_6,3187,7669,Cautious return,solid,Jun 09,"3,187","Jun 09: 3,187 projected cases per day"
2020-06-10,mod_2,29808,609801,Soc. Dist. + Travel Ban,solid,Jun 10,"29,808","Jun 10: 29,808 projected cases per day"
2020-06-10,mod_4,9930,58014,Moderate return,solid,Jun 10,"9,930","Jun 10: 9,930 projected cases per day"
2020-06-10,mod_5,28639,603547,Normal (pre-intervention),solid,Jun 10,"28,639","Jun 10: 28,639 projected cases per day"
2020-06-10,mod_6,3331,8035,Cautious return,solid,Jun 10,"3,331","Jun 10: 3,331 projected cases per day"
2020-06-11,mod_2,29889,553371,Soc. Dist. + Travel Ban,solid,Jun 11,"29,889","Jun 11: 29,889 projected cases per day"
2020-06-11,mod_4,10248,63970,Moderate return,solid,Jun 11,"10,248","Jun 11: 10,248 projected cases per day"
2020-06-11,mod_5,28869,674049,Normal (pre-intervention),solid,Jun 11,"28,869","Jun 11: 28,869 projected cases per day"
2020-06-11,mod_6,3460,7414,Cautious return,solid,Jun 11,"3,460","Jun 11: 3,460 projected cases per day"
2020-06-12,mod_2,30020,554177,Soc. Dist. + Travel Ban,solid,Jun 12,"30,020","Jun 12: 30,020 projected cases per day"
2020-06-12,mod_4,10538,77305,Moderate return,solid,Jun 12,"10,538","Jun 12: 10,538 projected cases per day"
2020-06-12,mod_5,29030,662729,Normal (pre-intervention),solid,Jun 12,"29,030","Jun 12: 29,030 projected cases per day"
2020-06-12,mod_6,3601,9835,Cautious return,solid,Jun 12,"3,601","Jun 12: 3,601 projected cases per day"
2020-06-13,mod_2,30074,503793,Soc. Dist. + Travel Ban,solid,Jun 13,"30,074","Jun 13: 30,074 projected cases per day"
2020-06-13,mod_4,10800,74933,Moderate return,solid,Jun 13,"10,800","Jun 13: 10,800 projected cases per day"
2020-06-13,mod_5,29167,699859,Normal (pre-intervention),solid,Jun 13,"29,167","Jun 13: 29,167 projected cases per day"
2020-06-13,mod_6,3715,11347,Cautious return,solid,Jun 13,"3,715","Jun 13: 3,715 projected cases per day"
2020-06-14,mod_2,30103,494562,Soc. Dist. + Travel Ban,solid,Jun 14,"30,103","Jun 14: 30,103 projected cases per day"
2020-06-14,mod_4,11091,83995,Moderate return,solid,Jun 14,"11,091","Jun 14: 11,091 projected cases per day"
2020-06-14,mod_5,29254,767361,Normal (pre-intervention),solid,Jun 14,"29,254","Jun 14: 29,254 projected cases per day"
2020-06-14,mod_6,3852,10131,Cautious return,solid,Jun 14,"3,852","Jun 14: 3,852 projected cases per day"
2020-06-15,mod_2,30123,497237,Soc. Dist. + Travel Ban,solid,Jun 15,"30,123","Jun 15: 30,123 projected cases per day"
2020-06-15,mod_4,11347,96815,Moderate return,solid,Jun 15,"11,347","Jun 15: 11,347 projected cases per day"
2020-06-15,mod_5,29311,797149,Normal (pre-intervention),solid,Jun 15,"29,311","Jun 15: 29,311 projected cases per day"
2020-06-15,mod_6,3974,13296,Cautious return,solid,Jun 15,"3,974","Jun 15: 3,974 projected cases per day"
2020-06-16,mod_2,30134,450904,Soc. Dist. + Travel Ban,solid,Jun 16,"30,134","Jun 16: 30,134 projected cases per day"
2020-06-16,mod_4,11606,103764,Moderate return,solid,Jun 16,"11,606","Jun 16: 11,606 projected cases per day"
2020-06-16,mod_5,29327,803379,Normal (pre-intervention),solid,Jun 16,"29,327","Jun 16: 29,327 projected cases per day"
2020-06-16,mod_6,4098,10830,Cautious return,solid,Jun 16,"4,098","Jun 16: 4,098 projected cases per day"
2020-06-17,mod_2,30074,458922,Soc. Dist. + Travel Ban,solid,Jun 17,"30,074","Jun 17: 30,074 projected cases per day"
2020-06-17,mod_4,11869,113152,Moderate return,solid,Jun 17,"11,869","Jun 17: 11,869 projected cases per day"
2020-06-17,mod_5,29306,804338,Normal (pre-intervention),solid,Jun 17,"29,306","Jun 17: 29,306 projected cases per day"
2020-06-17,mod_6,4205,10126,Cautious return,solid,Jun 17,"4,205","Jun 17: 4,205 projected cases per day"
2020-06-18,mod_2,30064,410696,Soc. Dist. + Travel Ban,solid,Jun 18,"30,064","Jun 18: 30,064 projected cases per day"
2020-06-18,mod_4,12082,126736,Moderate return,solid,Jun 18,"12,082","Jun 18: 12,082 projected cases per day"
2020-06-18,mod_5,29293,794039,Normal (pre-intervention),solid,Jun 18,"29,293","Jun 18: 29,293 projected cases per day"
2020-06-18,mod_6,4323,16217,Cautious return,solid,Jun 18,"4,323","Jun 18: 4,323 projected cases per day"
2020-06-19,mod_2,30040,384061,Soc. Dist. + Travel Ban,solid,Jun 19,"30,040","Jun 19: 30,040 projected cases per day"
2020-06-19,mod_4,12287,124176,Moderate return,solid,Jun 19,"12,287","Jun 19: 12,287 projected cases per day"
2020-06-19,mod_5,29208,853612,Normal (pre-intervention),solid,Jun 19,"29,208","Jun 19: 29,208 projected cases per day"
2020-06-19,mod_6,4415,14041,Cautious return,solid,Jun 19,"4,415","Jun 19: 4,415 projected cases per day"
2020-06-20,mod_2,29982,354539,Soc. Dist. + Travel Ban,solid,Jun 20,"29,982","Jun 20: 29,982 projected cases per day"
2020-06-20,mod_4,12500,147071,Moderate return,solid,Jun 20,"12,500","Jun 20: 12,500 projected cases per day"
2020-06-20,mod_5,29146,827628,Normal (pre-intervention),solid,Jun 20,"29,146","Jun 20: 29,146 projected cases per day"
2020-06-20,mod_6,4528,15310,Cautious return,solid,Jun 20,"4,528","Jun 20: 4,528 projected cases per day"
2020-06-21,mod_2,29909,345698,Soc. Dist. + Travel Ban,solid,Jun 21,"29,909","Jun 21: 29,909 projected cases per day"
2020-06-21,mod_4,12691,153289,Moderate return,solid,Jun 21,"12,691","Jun 21: 12,691 projected cases per day"
2020-06-21,mod_5,28984,797364,Normal (pre-intervention),solid,Jun 21,"28,984","Jun 21: 28,984 projected cases per day"
2020-06-21,mod_6,4616,15883,Cautious return,solid,Jun 21,"4,616","Jun 21: 4,616 projected cases per day"
2020-06-22,mod_2,29803,324945,Soc. Dist. + Travel Ban,solid,Jun 22,"29,803","Jun 22: 29,803 projected cases per day"
2020-06-22,mod_4,12854,153669,Moderate return,solid,Jun 22,"12,854","Jun 22: 12,854 projected cases per day"
2020-06-22,mod_5,28803,822748,Normal (pre-intervention),solid,Jun 22,"28,803","Jun 22: 28,803 projected cases per day"
2020-06-22,mod_6,4726,16258,Cautious return,solid,Jun 22,"4,726","Jun 22: 4,726 projected cases per day"
2020-06-23,mod_2,29734,333959,Soc. Dist. + Travel Ban,solid,Jun 23,"29,734","Jun 23: 29,734 projected cases per day"
2020-06-23,mod_4,13042,169934,Moderate return,solid,Jun 23,"13,042","Jun 23: 13,042 projected cases per day"
2020-06-23,mod_5,28624,766240,Normal (pre-intervention),solid,Jun 23,"28,624","Jun 23: 28,624 projected cases per day"
2020-06-23,mod_6,4811,18542,Cautious return,solid,Jun 23,"4,811","Jun 23: 4,811 projected cases per day"
2020-06-24,mod_2,29585,299802,Soc. Dist. + Travel Ban,solid,Jun 24,"29,585","Jun 24: 29,585 projected cases per day"
2020-06-24,mod_4,13174,197676,Moderate return,solid,Jun 24,"13,174","Jun 24: 13,174 projected cases per day"
2020-06-24,mod_5,28427,780346,Normal (pre-intervention),solid,Jun 24,"28,427","Jun 24: 28,427 projected cases per day"
2020-06-24,mod_6,4908,17743,Cautious return,solid,Jun 24,"4,908","Jun 24: 4,908 projected cases per day"
2020-06-25,mod_2,29474,258416,Soc. Dist. + Travel Ban,solid,Jun 25,"29,474","Jun 25: 29,474 projected cases per day"
2020-06-25,mod_4,13265,206919,Moderate return,solid,Jun 25,"13,265","Jun 25: 13,265 projected cases per day"
2020-06-25,mod_5,28190,682151,Normal (pre-intervention),solid,Jun 25,"28,190","Jun 25: 28,190 projected cases per day"
2020-06-25,mod_6,5016,24114,Cautious return,solid,Jun 25,"5,016","Jun 25: 5,016 projected cases per day"
2020-06-26,mod_2,29334,240062,Soc. Dist. + Travel Ban,solid,Jun 26,"29,334","Jun 26: 29,334 projected cases per day"
2020-06-26,mod_4,13404,184815,Moderate return,solid,Jun 26,"13,404","Jun 26: 13,404 projected cases per day"
2020-06-26,mod_5,27934,651691,Normal (pre-intervention),solid,Jun 26,"27,934","Jun 26: 27,934 projected cases per day"
2020-06-26,mod_6,5090,22792,Cautious return,solid,Jun 26,"5,090","Jun 26: 5,090 projected cases per day"
2020-06-27,mod_2,29145,223855,Soc. Dist. + Travel Ban,solid,Jun 27,"29,145","Jun 27: 29,145 projected cases per day"
2020-06-27,mod_4,13523,213132,Moderate return,solid,Jun 27,"13,523","Jun 27: 13,523 projected cases per day"
2020-06-27,mod_5,27645,630211,Normal (pre-intervention),solid,Jun 27,"27,645","Jun 27: 27,645 projected cases per day"
2020-06-27,mod_6,5172,25537,Cautious return,solid,Jun 27,"5,172","Jun 27: 5,172 projected cases per day"
2020-06-28,mod_2,29001,210761,Soc. Dist. + Travel Ban,solid,Jun 28,"29,001","Jun 28: 29,001 projected cases per day"
2020-06-28,mod_4,13572,244557,Moderate return,solid,Jun 28,"13,572","Jun 28: 13,572 projected cases per day"
2020-06-28,mod_5,27363,629086,Normal (pre-intervention),solid,Jun 28,"27,363","Jun 28: 27,363 projected cases per day"
2020-06-28,mod_6,5244,20723,Cautious return,solid,Jun 28,"5,244","Jun 28: 5,244 projected cases per day"
2020-06-29,mod_2,28865,226930,Soc. Dist. + Travel Ban,solid,Jun 29,"28,865","Jun 29: 28,865 projected cases per day"
2020-06-29,mod_4,13653,248733,Moderate return,solid,Jun 29,"13,653","Jun 29: 13,653 projected cases per day"
2020-06-29,mod_5,27038,549893,Normal (pre-intervention),solid,Jun 29,"27,038","Jun 29: 27,038 projected cases per day"
