Date,State,Name,Type,Count,date.fmt,count.fmt,text
2020-06-05,ap,Andhra Pradesh,New Cases,138,Jun  5,138,Jun  5: 138 New Cases
2020-06-06,ap,Andhra Pradesh,New Cases,210,Jun  6,210,Jun  6: 210 New Cases
2020-06-07,ap,Andhra Pradesh,New Cases,199,Jun  7,199,Jun  7: 199 New Cases
2020-06-08,ap,Andhra Pradesh,New Cases,154,Jun  8,154,Jun  8: 154 New Cases
2020-06-09,ap,Andhra Pradesh,New Cases,69,Jun  9,69,Jun  9: 69 New Cases
2020-06-10,ap,Andhra Pradesh,New Cases,365,Jun 10,365,Jun 10: 365 New Cases
2020-06-11,ap,Andhra Pradesh,New Cases,182,Jun 11,182,Jun 11: 182 New Cases
2020-06-12,ap,Andhra Pradesh,New Cases,207,Jun 12,207,Jun 12: 207 New Cases
2020-06-13,ap,Andhra Pradesh,New Cases,222,Jun 13,222,Jun 13: 222 New Cases
2020-06-14,ap,Andhra Pradesh,New Cases,294,Jun 14,294,Jun 14: 294 New Cases
2020-06-15,ap,Andhra Pradesh,New Cases,304,Jun 15,304,Jun 15: 304 New Cases
2020-06-16,ap,Andhra Pradesh,New Cases,264,Jun 16,264,Jun 16: 264 New Cases
2020-06-17,ap,Andhra Pradesh,New Cases,351,Jun 17,351,Jun 17: 351 New Cases
2020-06-18,ap,Andhra Pradesh,New Cases,425,Jun 18,425,Jun 18: 425 New Cases
2020-06-19,ap,Andhra Pradesh,New Cases,465,Jun 19,465,Jun 19: 465 New Cases
2020-06-20,ap,Andhra Pradesh,New Cases,491,Jun 20,491,Jun 20: 491 New Cases
2020-06-21,ap,Andhra Pradesh,New Cases,477,Jun 21,477,Jun 21: 477 New Cases
2020-06-22,ap,Andhra Pradesh,New Cases,443,Jun 22,443,Jun 22: 443 New Cases
2020-06-23,ap,Andhra Pradesh,New Cases,462,Jun 23,462,Jun 23: 462 New Cases
2020-06-24,ap,Andhra Pradesh,New Cases,497,Jun 24,497,Jun 24: 497 New Cases
2020-06-25,ap,Andhra Pradesh,New Cases,553,Jun 25,553,Jun 25: 553 New Cases
2020-06-26,ap,Andhra Pradesh,New Cases,605,Jun 26,605,Jun 26: 605 New Cases
2020-06-27,ap,Andhra Pradesh,New Cases,796,Jun 27,796,Jun 27: 796 New Cases
2020-06-28,ap,Andhra Pradesh,New Cases,813,Jun 28,813,Jun 28: 813 New Cases
2020-06-29,ap,Andhra Pradesh,New Cases,793,Jun 29,793,Jun 29: 793 New Cases
2020-06-30,ap,Andhra Pradesh,New Cases,704,Jun 30,704,Jun 30: 704 New Cases
2020-07-01,ap,Andhra Pradesh,New Cases,657,Jul  1,657,Jul  1: 657 New Cases
2020-07-02,ap,Andhra Pradesh,New Cases,845,Jul  2,845,Jul  2: 845 New Cases
2020-07-03,ap,Andhra Pradesh,New Cases,837,Jul  3,837,Jul  3: 837 New Cases
2020-07-04,ap,Andhra Pradesh,New Cases,765,Jul  4,765,Jul  4: 765 New Cases
2020-07-05,ap,Andhra Pradesh,New Cases,998,Jul  5,998,Jul  5: 998 New Cases
2020-07-06,ap,Andhra Pradesh,New Cases,1322,Jul  6,"1,322","Jul  6: 1,322 New Cases"
2020-07-07,ap,Andhra Pradesh,New Cases,1178,Jul  7,"1,178","Jul  7: 1,178 New Cases"
2020-07-08,ap,Andhra Pradesh,New Cases,1062,Jul  8,"1,062","Jul  8: 1,062 New Cases"
2020-07-09,ap,Andhra Pradesh,New Cases,1555,Jul  9,"1,555","Jul  9: 1,555 New Cases"
2020-07-10,ap,Andhra Pradesh,New Cases,1608,Jul 10,"1,608","Jul 10: 1,608 New Cases"
2020-07-11,ap,Andhra Pradesh,New Cases,1813,Jul 11,"1,813","Jul 11: 1,813 New Cases"
2020-07-12,ap,Andhra Pradesh,New Cases,1933,Jul 12,"1,933","Jul 12: 1,933 New Cases"
2020-07-13,ap,Andhra Pradesh,New Cases,1935,Jul 13,"1,935","Jul 13: 1,935 New Cases"
2020-07-14,ap,Andhra Pradesh,New Cases,1916,Jul 14,"1,916","Jul 14: 1,916 New Cases"
2020-07-15,ap,Andhra Pradesh,New Cases,2432,Jul 15,"2,432","Jul 15: 2,432 New Cases"
2020-07-16,ap,Andhra Pradesh,New Cases,2593,Jul 16,"2,593","Jul 16: 2,593 New Cases"
2020-07-17,ap,Andhra Pradesh,New Cases,2602,Jul 17,"2,602","Jul 17: 2,602 New Cases"
2020-07-18,ap,Andhra Pradesh,New Cases,3963,Jul 18,"3,963","Jul 18: 3,963 New Cases"
2020-07-19,ap,Andhra Pradesh,New Cases,5041,Jul 19,"5,041","Jul 19: 5,041 New Cases"
2020-07-20,ap,Andhra Pradesh,New Cases,4074,Jul 20,"4,074","Jul 20: 4,074 New Cases"
2020-07-21,ap,Andhra Pradesh,New Cases,4944,Jul 21,"4,944","Jul 21: 4,944 New Cases"
2020-07-22,ap,Andhra Pradesh,New Cases,6045,Jul 22,"6,045","Jul 22: 6,045 New Cases"
2020-07-23,ap,Andhra Pradesh,New Cases,7998,Jul 23,"7,998","Jul 23: 7,998 New Cases"
2020-07-24,ap,Andhra Pradesh,New Cases,8147,Jul 24,"8,147","Jul 24: 8,147 New Cases"
2020-07-25,ap,Andhra Pradesh,New Cases,7813,Jul 25,"7,813","Jul 25: 7,813 New Cases"
2020-07-26,ap,Andhra Pradesh,New Cases,7627,Jul 26,"7,627","Jul 26: 7,627 New Cases"
2020-07-27,ap,Andhra Pradesh,New Cases,6051,Jul 27,"6,051","Jul 27: 6,051 New Cases"
2020-07-28,ap,Andhra Pradesh,New Cases,7948,Jul 28,"7,948","Jul 28: 7,948 New Cases"
2020-07-29,ap,Andhra Pradesh,New Cases,10093,Jul 29,"10,093","Jul 29: 10,093 New Cases"
2020-07-30,ap,Andhra Pradesh,New Cases,10167,Jul 30,"10,167","Jul 30: 10,167 New Cases"
2020-07-31,ap,Andhra Pradesh,New Cases,10376,Jul 31,"10,376","Jul 31: 10,376 New Cases"
2020-08-01,ap,Andhra Pradesh,New Cases,9276,Aug  1,"9,276","Aug  1: 9,276 New Cases"
2020-08-02,ap,Andhra Pradesh,New Cases,8555,Aug  2,"8,555","Aug  2: 8,555 New Cases"
2020-08-03,ap,Andhra Pradesh,New Cases,7822,Aug  3,"7,822","Aug  3: 7,822 New Cases"
2020-08-04,ap,Andhra Pradesh,New Cases,9747,Aug  4,"9,747","Aug  4: 9,747 New Cases"
2020-08-05,ap,Andhra Pradesh,New Cases,10128,Aug  5,"10,128","Aug  5: 10,128 New Cases"
2020-08-06,ap,Andhra Pradesh,New Cases,10328,Aug  6,"10,328","Aug  6: 10,328 New Cases"
2020-08-07,ap,Andhra Pradesh,New Cases,10171,Aug  7,"10,171","Aug  7: 10,171 New Cases"
2020-08-08,ap,Andhra Pradesh,New Cases,10080,Aug  8,"10,080","Aug  8: 10,080 New Cases"
2020-08-09,ap,Andhra Pradesh,New Cases,10820,Aug  9,"10,820","Aug  9: 10,820 New Cases"
2020-08-10,ap,Andhra Pradesh,New Cases,7665,Aug 10,"7,665","Aug 10: 7,665 New Cases"
2020-08-11,ap,Andhra Pradesh,New Cases,9024,Aug 11,"9,024","Aug 11: 9,024 New Cases"
2020-08-12,ap,Andhra Pradesh,New Cases,9597,Aug 12,"9,597","Aug 12: 9,597 New Cases"
2020-08-13,ap,Andhra Pradesh,New Cases,9996,Aug 13,"9,996","Aug 13: 9,996 New Cases"
2020-08-14,ap,Andhra Pradesh,New Cases,8943,Aug 14,"8,943","Aug 14: 8,943 New Cases"
2020-08-15,ap,Andhra Pradesh,New Cases,8732,Aug 15,"8,732","Aug 15: 8,732 New Cases"
2020-08-16,ap,Andhra Pradesh,New Cases,8012,Aug 16,"8,012","Aug 16: 8,012 New Cases"
2020-08-17,ap,Andhra Pradesh,New Cases,6780,Aug 17,"6,780","Aug 17: 6,780 New Cases"
2020-08-18,ap,Andhra Pradesh,New Cases,9652,Aug 18,"9,652","Aug 18: 9,652 New Cases"
2020-08-19,ap,Andhra Pradesh,New Cases,9742,Aug 19,"9,742","Aug 19: 9,742 New Cases"
2020-08-20,ap,Andhra Pradesh,New Cases,9393,Aug 20,"9,393","Aug 20: 9,393 New Cases"
2020-08-21,ap,Andhra Pradesh,New Cases,9544,Aug 21,"9,544","Aug 21: 9,544 New Cases"
2020-08-22,ap,Andhra Pradesh,New Cases,10276,Aug 22,"10,276","Aug 22: 10,276 New Cases"
2020-08-23,ap,Andhra Pradesh,New Cases,7895,Aug 23,"7,895","Aug 23: 7,895 New Cases"
2020-08-24,ap,Andhra Pradesh,New Cases,8601,Aug 24,"8,601","Aug 24: 8,601 New Cases"
2020-08-25,ap,Andhra Pradesh,New Cases,9927,Aug 25,"9,927","Aug 25: 9,927 New Cases"
2020-08-26,ap,Andhra Pradesh,New Cases,10830,Aug 26,"10,830","Aug 26: 10,830 New Cases"
2020-08-27,ap,Andhra Pradesh,New Cases,10621,Aug 27,"10,621","Aug 27: 10,621 New Cases"
2020-08-28,ap,Andhra Pradesh,New Cases,10526,Aug 28,"10,526","Aug 28: 10,526 New Cases"
2020-08-29,ap,Andhra Pradesh,New Cases,10548,Aug 29,"10,548","Aug 29: 10,548 New Cases"
2020-08-30,ap,Andhra Pradesh,New Cases,10603,Aug 30,"10,603","Aug 30: 10,603 New Cases"
2020-08-31,ap,Andhra Pradesh,New Cases,10004,Aug 31,"10,004","Aug 31: 10,004 New Cases"
2020-09-01,ap,Andhra Pradesh,New Cases,10368,Sep  1,"10,368","Sep  1: 10,368 New Cases"
2020-09-02,ap,Andhra Pradesh,New Cases,10392,Sep  2,"10,392","Sep  2: 10,392 New Cases"
2020-09-03,ap,Andhra Pradesh,New Cases,10199,Sep  3,"10,199","Sep  3: 10,199 New Cases"
2020-09-04,ap,Andhra Pradesh,New Cases,10776,Sep  4,"10,776","Sep  4: 10,776 New Cases"
2020-09-05,ap,Andhra Pradesh,New Cases,10825,Sep  5,"10,825","Sep  5: 10,825 New Cases"
2020-09-06,ap,Andhra Pradesh,New Cases,10794,Sep  6,"10,794","Sep  6: 10,794 New Cases"
2020-09-07,ap,Andhra Pradesh,New Cases,8368,Sep  7,"8,368","Sep  7: 8,368 New Cases"
2020-09-08,ap,Andhra Pradesh,New Cases,10601,Sep  8,"10,601","Sep  8: 10,601 New Cases"
2020-09-09,ap,Andhra Pradesh,New Cases,10418,Sep  9,"10,418","Sep  9: 10,418 New Cases"
2020-09-10,ap,Andhra Pradesh,New Cases,10175,Sep 10,"10,175","Sep 10: 10,175 New Cases"
2020-09-11,ap,Andhra Pradesh,New Cases,9999,Sep 11,"9,999","Sep 11: 9,999 New Cases"
2020-09-12,ap,Andhra Pradesh,New Cases,9901,Sep 12,"9,901","Sep 12: 9,901 New Cases"
2020-09-13,ap,Andhra Pradesh,New Cases,9536,Sep 13,"9,536","Sep 13: 9,536 New Cases"
2020-09-14,ap,Andhra Pradesh,New Cases,7956,Sep 14,"7,956","Sep 14: 7,956 New Cases"
2020-09-15,ap,Andhra Pradesh,New Cases,8846,Sep 15,"8,846","Sep 15: 8,846 New Cases"
2020-09-16,ap,Andhra Pradesh,New Cases,8835,Sep 16,"8,835","Sep 16: 8,835 New Cases"
2020-09-17,ap,Andhra Pradesh,New Cases,8702,Sep 17,"8,702","Sep 17: 8,702 New Cases"
2020-09-18,ap,Andhra Pradesh,New Cases,8096,Sep 18,"8,096","Sep 18: 8,096 New Cases"
2020-09-19,ap,Andhra Pradesh,New Cases,8218,Sep 19,"8,218","Sep 19: 8,218 New Cases"
2020-09-20,ap,Andhra Pradesh,New Cases,7738,Sep 20,"7,738","Sep 20: 7,738 New Cases"
2020-09-21,ap,Andhra Pradesh,New Cases,6235,Sep 21,"6,235","Sep 21: 6,235 New Cases"
2020-09-22,ap,Andhra Pradesh,New Cases,7553,Sep 22,"7,553","Sep 22: 7,553 New Cases"
2020-09-23,ap,Andhra Pradesh,New Cases,7228,Sep 23,"7,228","Sep 23: 7,228 New Cases"
2020-09-24,ap,Andhra Pradesh,New Cases,7855,Sep 24,"7,855","Sep 24: 7,855 New Cases"
2020-09-25,ap,Andhra Pradesh,New Cases,7073,Sep 25,"7,073","Sep 25: 7,073 New Cases"
2020-09-26,ap,Andhra Pradesh,New Cases,7293,Sep 26,"7,293","Sep 26: 7,293 New Cases"
2020-09-27,ap,Andhra Pradesh,New Cases,6923,Sep 27,"6,923","Sep 27: 6,923 New Cases"
2020-09-28,ap,Andhra Pradesh,New Cases,5487,Sep 28,"5,487","Sep 28: 5,487 New Cases"
2020-09-29,ap,Andhra Pradesh,New Cases,6190,Sep 29,"6,190","Sep 29: 6,190 New Cases"
2020-09-30,ap,Andhra Pradesh,New Cases,6133,Sep 30,"6,133","Sep 30: 6,133 New Cases"
2020-10-01,ap,Andhra Pradesh,New Cases,6751,Oct  1,"6,751","Oct  1: 6,751 New Cases"
2020-10-02,ap,Andhra Pradesh,New Cases,6555,Oct  2,"6,555","Oct  2: 6,555 New Cases"
2020-10-03,ap,Andhra Pradesh,New Cases,6224,Oct  3,"6,224","Oct  3: 6,224 New Cases"
2020-10-04,ap,Andhra Pradesh,New Cases,6242,Oct  4,"6,242","Oct  4: 6,242 New Cases"
2020-10-05,ap,Andhra Pradesh,New Cases,4256,Oct  5,"4,256","Oct  5: 4,256 New Cases"
2020-10-06,ap,Andhra Pradesh,New Cases,5795,Oct  6,"5,795","Oct  6: 5,795 New Cases"
2020-10-07,ap,Andhra Pradesh,New Cases,5120,Oct  7,"5,120","Oct  7: 5,120 New Cases"
2020-10-08,ap,Andhra Pradesh,New Cases,5292,Oct  8,"5,292","Oct  8: 5,292 New Cases"
2020-10-09,ap,Andhra Pradesh,New Cases,5145,Oct  9,"5,145","Oct  9: 5,145 New Cases"
2020-10-10,ap,Andhra Pradesh,New Cases,5653,Oct 10,"5,653","Oct 10: 5,653 New Cases"
2020-10-11,ap,Andhra Pradesh,New Cases,5210,Oct 11,"5,210","Oct 11: 5,210 New Cases"
2020-10-12,ap,Andhra Pradesh,New Cases,3224,Oct 12,"3,224","Oct 12: 3,224 New Cases"
2020-10-13,ap,Andhra Pradesh,New Cases,4622,Oct 13,"4,622","Oct 13: 4,622 New Cases"
2020-10-14,ap,Andhra Pradesh,New Cases,3892,Oct 14,"3,892","Oct 14: 3,892 New Cases"
2020-10-15,ap,Andhra Pradesh,New Cases,4038,Oct 15,"4,038","Oct 15: 4,038 New Cases"
2020-10-16,ap,Andhra Pradesh,New Cases,3967,Oct 16,"3,967","Oct 16: 3,967 New Cases"
2020-10-17,ap,Andhra Pradesh,New Cases,3676,Oct 17,"3,676","Oct 17: 3,676 New Cases"
2020-10-18,ap,Andhra Pradesh,New Cases,3986,Oct 18,"3,986","Oct 18: 3,986 New Cases"
2020-10-19,ap,Andhra Pradesh,New Cases,2918,Oct 19,"2,918","Oct 19: 2,918 New Cases"
2020-10-20,ap,Andhra Pradesh,New Cases,3503,Oct 20,"3,503","Oct 20: 3,503 New Cases"
2020-10-21,ap,Andhra Pradesh,New Cases,3746,Oct 21,"3,746","Oct 21: 3,746 New Cases"
2020-10-22,ap,Andhra Pradesh,New Cases,3620,Oct 22,"3,620","Oct 22: 3,620 New Cases"
2020-10-23,ap,Andhra Pradesh,New Cases,3765,Oct 23,"3,765","Oct 23: 3,765 New Cases"
2020-10-24,ap,Andhra Pradesh,New Cases,3342,Oct 24,"3,342","Oct 24: 3,342 New Cases"
2020-10-25,ap,Andhra Pradesh,New Cases,2997,Oct 25,"2,997","Oct 25: 2,997 New Cases"
2020-10-26,ap,Andhra Pradesh,New Cases,1901,Oct 26,"1,901","Oct 26: 1,901 New Cases"
2020-10-27,ap,Andhra Pradesh,New Cases,2901,Oct 27,"2,901","Oct 27: 2,901 New Cases"
2020-10-28,ap,Andhra Pradesh,New Cases,2949,Oct 28,"2,949","Oct 28: 2,949 New Cases"
2020-10-29,ap,Andhra Pradesh,New Cases,2905,Oct 29,"2,905","Oct 29: 2,905 New Cases"
2020-10-30,ap,Andhra Pradesh,New Cases,2886,Oct 30,"2,886","Oct 30: 2,886 New Cases"
2020-10-31,ap,Andhra Pradesh,New Cases,2783,Oct 31,"2,783","Oct 31: 2,783 New Cases"
2020-11-01,ap,Andhra Pradesh,New Cases,2618,Nov  1,"2,618","Nov  1: 2,618 New Cases"
2020-11-02,ap,Andhra Pradesh,New Cases,1916,Nov  2,"1,916","Nov  2: 1,916 New Cases"
2020-11-03,ap,Andhra Pradesh,New Cases,2849,Nov  3,"2,849","Nov  3: 2,849 New Cases"
2020-11-04,ap,Andhra Pradesh,New Cases,2477,Nov  4,"2,477","Nov  4: 2,477 New Cases"
2020-11-05,ap,Andhra Pradesh,New Cases,2745,Nov  5,"2,745","Nov  5: 2,745 New Cases"
2020-11-06,ap,Andhra Pradesh,New Cases,2410,Nov  6,"2,410","Nov  6: 2,410 New Cases"
2020-11-07,ap,Andhra Pradesh,New Cases,2367,Nov  7,"2,367","Nov  7: 2,367 New Cases"
2020-11-08,ap,Andhra Pradesh,New Cases,2237,Nov  8,"2,237","Nov  8: 2,237 New Cases"
2020-11-09,ap,Andhra Pradesh,New Cases,1392,Nov  9,"1,392","Nov  9: 1,392 New Cases"
2020-11-10,ap,Andhra Pradesh,New Cases,1886,Nov 10,"1,886","Nov 10: 1,886 New Cases"
2020-11-11,ap,Andhra Pradesh,New Cases,1732,Nov 11,"1,732","Nov 11: 1,732 New Cases"
2020-11-12,ap,Andhra Pradesh,New Cases,1728,Nov 12,"1,728","Nov 12: 1,728 New Cases"
2020-11-13,ap,Andhra Pradesh,New Cases,1593,Nov 13,"1,593","Nov 13: 1,593 New Cases"
2020-11-14,ap,Andhra Pradesh,New Cases,1657,Nov 14,"1,657","Nov 14: 1,657 New Cases"
2020-11-15,ap,Andhra Pradesh,New Cases,1056,Nov 15,"1,056","Nov 15: 1,056 New Cases"
2020-11-16,ap,Andhra Pradesh,New Cases,753,Nov 16,753,Nov 16: 753 New Cases
2020-11-17,ap,Andhra Pradesh,New Cases,1395,Nov 17,"1,395","Nov 17: 1,395 New Cases"
2020-11-18,ap,Andhra Pradesh,New Cases,1236,Nov 18,"1,236","Nov 18: 1,236 New Cases"
2020-11-19,ap,Andhra Pradesh,New Cases,1316,Nov 19,"1,316","Nov 19: 1,316 New Cases"
2020-11-20,ap,Andhra Pradesh,New Cases,1221,Nov 20,"1,221","Nov 20: 1,221 New Cases"
2020-11-21,ap,Andhra Pradesh,New Cases,1160,Nov 21,"1,160","Nov 21: 1,160 New Cases"
2020-11-22,ap,Andhra Pradesh,New Cases,1121,Nov 22,"1,121","Nov 22: 1,121 New Cases"
2020-11-23,ap,Andhra Pradesh,New Cases,545,Nov 23,545,Nov 23: 545 New Cases
2020-11-24,ap,Andhra Pradesh,New Cases,1085,Nov 24,"1,085","Nov 24: 1,085 New Cases"
2020-11-25,ap,Andhra Pradesh,New Cases,831,Nov 25,831,Nov 25: 831 New Cases
2020-11-26,ap,Andhra Pradesh,New Cases,1031,Nov 26,"1,031","Nov 26: 1,031 New Cases"
2020-11-27,ap,Andhra Pradesh,New Cases,733,Nov 27,733,Nov 27: 733 New Cases
2020-11-28,ap,Andhra Pradesh,New Cases,625,Nov 28,625,Nov 28: 625 New Cases
2020-11-29,ap,Andhra Pradesh,New Cases,620,Nov 29,620,Nov 29: 620 New Cases
2020-11-30,ap,Andhra Pradesh,New Cases,381,Nov 30,381,Nov 30: 381 New Cases
2020-12-01,ap,Andhra Pradesh,New Cases,685,Dec  1,685,Dec  1: 685 New Cases
2020-12-02,ap,Andhra Pradesh,New Cases,663,Dec  2,663,Dec  2: 663 New Cases
2020-12-03,ap,Andhra Pradesh,New Cases,664,Dec  3,664,Dec  3: 664 New Cases
2020-12-04,ap,Andhra Pradesh,New Cases,599,Dec  4,599,Dec  4: 599 New Cases
2020-12-05,ap,Andhra Pradesh,New Cases,630,Dec  5,630,Dec  5: 630 New Cases
2020-12-06,ap,Andhra Pradesh,New Cases,667,Dec  6,667,Dec  6: 667 New Cases
2020-12-07,ap,Andhra Pradesh,New Cases,316,Dec  7,316,Dec  7: 316 New Cases
2020-12-08,ap,Andhra Pradesh,New Cases,551,Dec  8,551,Dec  8: 551 New Cases
2020-12-09,ap,Andhra Pradesh,New Cases,618,Dec  9,618,Dec  9: 618 New Cases
2020-12-10,ap,Andhra Pradesh,New Cases,538,Dec 10,538,Dec 10: 538 New Cases
2020-12-11,ap,Andhra Pradesh,New Cases,520,Dec 11,520,Dec 11: 520 New Cases
2020-12-12,ap,Andhra Pradesh,New Cases,510,Dec 12,510,Dec 12: 510 New Cases
2020-12-13,ap,Andhra Pradesh,New Cases,506,Dec 13,506,Dec 13: 506 New Cases
2020-12-14,ap,Andhra Pradesh,New Cases,305,Dec 14,305,Dec 14: 305 New Cases
2020-12-15,ap,Andhra Pradesh,New Cases,500,Dec 15,500,Dec 15: 500 New Cases
2020-12-16,ap,Andhra Pradesh,New Cases,478,Dec 16,478,Dec 16: 478 New Cases
2020-12-17,ap,Andhra Pradesh,New Cases,534,Dec 17,534,Dec 17: 534 New Cases
2020-12-18,ap,Andhra Pradesh,New Cases,458,Dec 18,458,Dec 18: 458 New Cases
2020-12-19,ap,Andhra Pradesh,New Cases,479,Dec 19,479,Dec 19: 479 New Cases
2020-12-20,ap,Andhra Pradesh,New Cases,438,Dec 20,438,Dec 20: 438 New Cases
2020-12-21,ap,Andhra Pradesh,New Cases,214,Dec 21,214,Dec 21: 214 New Cases
2020-12-22,ap,Andhra Pradesh,New Cases,402,Dec 22,402,Dec 22: 402 New Cases
2020-12-23,ap,Andhra Pradesh,New Cases,379,Dec 23,379,Dec 23: 379 New Cases
2020-12-24,ap,Andhra Pradesh,New Cases,357,Dec 24,357,Dec 24: 357 New Cases
2020-12-25,ap,Andhra Pradesh,New Cases,355,Dec 25,355,Dec 25: 355 New Cases
2020-12-26,ap,Andhra Pradesh,New Cases,282,Dec 26,282,Dec 26: 282 New Cases
2020-12-27,ap,Andhra Pradesh,New Cases,349,Dec 27,349,Dec 27: 349 New Cases
2020-12-28,ap,Andhra Pradesh,New Cases,212,Dec 28,212,Dec 28: 212 New Cases
2020-12-29,ap,Andhra Pradesh,New Cases,326,Dec 29,326,Dec 29: 326 New Cases
2020-12-30,ap,Andhra Pradesh,New Cases,349,Dec 30,349,Dec 30: 349 New Cases
2020-12-31,ap,Andhra Pradesh,New Cases,338,Dec 31,338,Dec 31: 338 New Cases
2021-01-01,ap,Andhra Pradesh,New Cases,326,Jan  1,326,Jan  1: 326 New Cases
2021-01-02,ap,Andhra Pradesh,New Cases,238,Jan  2,238,Jan  2: 238 New Cases
2021-01-03,ap,Andhra Pradesh,New Cases,232,Jan  3,232,Jan  3: 232 New Cases
2021-01-04,ap,Andhra Pradesh,New Cases,128,Jan  4,128,Jan  4: 128 New Cases
2021-01-05,ap,Andhra Pradesh,New Cases,377,Jan  5,377,Jan  5: 377 New Cases
2021-01-06,ap,Andhra Pradesh,New Cases,289,Jan  6,289,Jan  6: 289 New Cases
2021-01-07,ap,Andhra Pradesh,New Cases,295,Jan  7,295,Jan  7: 295 New Cases
2021-01-08,ap,Andhra Pradesh,New Cases,319,Jan  8,319,Jan  8: 319 New Cases
2021-01-09,ap,Andhra Pradesh,New Cases,199,Jan  9,199,Jan  9: 199 New Cases
2021-01-10,ap,Andhra Pradesh,New Cases,227,Jan 10,227,Jan 10: 227 New Cases
2021-01-11,ap,Andhra Pradesh,New Cases,121,Jan 11,121,Jan 11: 121 New Cases
2021-01-12,ap,Andhra Pradesh,New Cases,197,Jan 12,197,Jan 12: 197 New Cases
2021-01-13,ap,Andhra Pradesh,New Cases,203,Jan 13,203,Jan 13: 203 New Cases
2021-01-14,ap,Andhra Pradesh,New Cases,179,Jan 14,179,Jan 14: 179 New Cases
2021-01-15,ap,Andhra Pradesh,New Cases,94,Jan 15,94,Jan 15: 94 New Cases
2021-01-16,ap,Andhra Pradesh,New Cases,114,Jan 16,114,Jan 16: 114 New Cases
2021-01-17,ap,Andhra Pradesh,New Cases,161,Jan 17,161,Jan 17: 161 New Cases
2021-01-18,ap,Andhra Pradesh,New Cases,81,Jan 18,81,Jan 18: 81 New Cases
2021-01-19,ap,Andhra Pradesh,New Cases,179,Jan 19,179,Jan 19: 179 New Cases
2021-01-20,ap,Andhra Pradesh,New Cases,173,Jan 20,173,Jan 20: 173 New Cases
2021-01-21,ap,Andhra Pradesh,New Cases,139,Jan 21,139,Jan 21: 139 New Cases
