place,r,lower,upper
Andaman and Nicobar Islands,0.7263138831204592,0.37133203415996247,1.1996959202424162
Andhra Pradesh,0.8956128775645132,0.8779349941194814,0.9134645968605719
Arunachal Pradesh,0.8404945871037613,0.8019397228118967,0.8799462802296375
Assam,0.7781227437769865,0.7591189796457216,0.7973587428643647
Bihar,0.7949072384466557,0.7096233803679358,0.8849815180273978
Chandigarh,0.69671521092602,0.44133368424199226,1.0100262540056835
Chhattisgarh,0.7487400261211247,0.6957796979880486,0.8036172328360842
Dadra and Nagar Haveli,0.9280476011912033,0.5708933070283265,1.372273786598778
Delhi,1.0631244868982803,0.9481442436601786,1.1845912141174206
Goa,0.8813848021686856,0.8073173534345064,0.9586603175611454
Gujarat,0.8387336409914659,0.7063460993201266,0.9823604736391942
Haryana,0.8672015775079577,0.7286659614288654,1.0176269773982933
Himachal Pradesh,1.3481331934759753,1.2528672755233665,1.4468580855092337
India,1.0453804095864352,1.0408290702066747,1.0499415449489513
Jammu and Kashmir,1.0267899170479224,0.9508530772031598,1.1056101226382173
Jharkhand,0.8881383752198476,0.7635629276227589,1.0219955543072334
Karnataka,1.0157677562190899,0.9942029752892606,1.0375611109399419
Kerala,1.2344989816865055,1.2267692721795425,1.242252661267123
Ladakh,0.8446691419057107,0.5659800931408762,1.1783439181135795
Lakshadweep,1.039940987583396,0.7653838247803483,1.3560797223701555
Madhya Pradesh,0.39193388249461514,0.30495481770798,0.4897948828726016
Maharashtra,0.887550027194179,0.8779069289889982,0.8972450856303622
Manipur,0.9352562884107832,0.9096412361414173,0.9612232592784816
Meghalaya,1.180402747863392,1.1393126942788037,1.2222106698916189
Mizoram,1.3526439584535694,1.3145357609589883,1.3912899243186294
Nagaland,0.9828849952341561,0.8941555291608133,1.075758450497143
Odisha,0.8471965006854209,0.8289298850558426,0.8656596252339762
Pondicherry,1.00486562183728,0.9181165437733552,1.0954785203403765
Punjab,0.6881182663591069,0.6071417679929916,0.7741021445390246
Rajasthan,0.7562141850803734,0.6193198441817687,0.9065811356290479
Sikkim,1.073699094398423,1.013835243622555,1.1352583917622263
Tamil Nadu,0.917743500255628,0.899131620401732,0.9365434418379698
Telangana,0.933485064845534,0.900702439283199,0.9668456098790376
Tripura,0.8744305850575175,0.8336280016683231,0.9161977893983697
Uttar Pradesh,0.8255046987026848,0.7198811568800048,0.9382882612406136
Uttarakhand,1.3336940278481169,1.1861060399037888,1.489840171931937
West Bengal,0.9182438202081695,0.8887773850441697,0.9481841326994602
