place,r,lower,upper,.groups
Andhra Pradesh,0.642471721848805,0.5970767170537093,0.6895130669973418,drop_last
Assam,0.7404808347900934,0.6289735586499438,0.8610316113273808,drop_last
Bihar,0.716511291459586,0.6785491804055914,0.755498526366308,drop_last
Chhattisgarh,0.6441632612833762,0.6205412685462772,0.6682233858722338,drop_last
Delhi,0.6593687356056118,0.6261835156595452,0.6934039785178686,drop_last
Gujarat,0.8253452595585045,0.7946456464625513,0.8566192185532332,drop_last
Haryana,0.6963772008038827,0.6513478880766853,0.7428971997674377,drop_last
India,0.8548650802874702,0.8486950139290086,0.861057205407557,drop_last
Jammu and Kashmir,0.8135447744578751,0.7475066084923169,0.8823389380934075,drop_last
Jharkhand,0.7204280508595604,0.6638246994279874,0.7793224173772335,drop_last
Karnataka,0.8154377796023291,0.7869067692250503,0.8444699690382792,drop_last
Kerala,1.0495971118981045,1.0370164317238126,1.0622526440213256,drop_last
Madhya Pradesh,0.6596392578646771,0.6310486837789671,0.6888573353105647,drop_last
Maharashtra,0.8720201391822485,0.8581413928350179,0.8860088644622233,drop_last
Odisha,0.8362458521828782,0.7842682359632497,0.8898758602012227,drop_last
Punjab,0.8573238583205467,0.8069825477920962,0.909169913596158,drop_last
Rajasthan,0.6436816906027211,0.6108597573356074,0.677356091398434,drop_last
Tamil Nadu,0.8143591643139918,0.7860533446432139,0.8431591559729728,drop_last
Telangana,0.8188617361667816,0.7752899856680259,0.863609100620222,drop_last
Uttar Pradesh,0.6613435853853374,0.6343492434704516,0.6888932168333651,drop_last
West Bengal,0.7358798348887644,0.7099803188012036,0.7622391669059021,drop_last
