stat	value
thetaS_last_obs_p_mean	0.9783611
thetaI_last_obs_p_mean	0.002411076
thetaR_last_obs_p_mean	0.01922786
thetaS_last_obs_p_ci_low	0.9777381
thetaS_last_obs_p_ci_med	0.978362
thetaS_last_obs_p_ci_up	0.9789818
thetaI_last_obs_p_ci_low	0.002201227
thetaI_last_obs_p_ci_med	0.002409239
thetaI_last_obs_p_ci_up	0.002632591
thetaR_last_obs_p_ci_low	0.01864647
thetaR_last_obs_p_ci_med	0.01922657
thetaR_last_obs_p_ci_up	0.01981347
R0_p_mean	1.417217
R0_p_ci_low	1.086731
R0_p_ci_med	1.358355
R0_p_ci_up	2.11131
gamma_p_mean	0.07007328
gamma_p_ci_low	0.02224231
gamma_p_ci_med	0.06937367
gamma_p_ci_up	0.1227155
beta_p_mean	0.09488867
beta_p_ci_low	0.0404072
beta_p_ci_med	0.09455076
beta_p_ci_up	0.1520805
incidence_mean	0.2124218
incidence_ci_low	0.02779953
incidence_ci_median	0.1879204
incidence_ci_up	0.521803
thetaI_tp1_mean	0.02176665
thetaI_tp1_ci_low	0.002336446
thetaI_tp1_ci_med	0.01667907
thetaI_tp1_ci_up	0.07058811
thetaR_tp1_mean	0.08174746
thetaR_tp1_ci_low	0.02783103
thetaR_tp1_ci_med	0.07109966
thetaR_tp1_ci_up	0.1968086
Y_tp1_mean	0.02176658
Y_tp1_ci_low	0.002323759
Y_tp1_ci_med	0.01667593
Y_tp1_ci_up	0.07062503
R_tp1_mean	0.08174884
R_tp1_ci_low	0.02780963
R_tp1_ci_med	0.07111298
R_tp1_ci_up	0.1967938
thetaI_tp2_mean	NA
thetaI_tp2_ci_low	NA
thetaI_tp2_ci_med	NA
thetaI_tp2_ci_up	NA
thetaR_tp2_mean	NA
thetaR_tp2_ci_low	NA
thetaR_tp2_ci_med	NA
thetaR_tp2_ci_up	NA
Y_tp2_mean	NA
Y_tp2_ci_low	NA
Y_tp2_ci_med	NA
Y_tp2_ci_up	NA
R_tp2_mean	NA
R_tp2_ci_low	NA
R_tp2_ci_med	NA
R_tp2_ci_up	NA
thetaR_max_mean	0.1895183
thetaR_max_ci_low	0.03766385
thetaR_max_ci_med	0.166023
thetaR_max_ci_up	0.4606754
cumInf_mean	0.2253725
cumInf_ci_low	0.04294346
cumInf_ci_med	0.2009724
cumInf_ci_up	0.5343195
dthetaI_tp1_date	09/15/21
first_tp_mean	08/08/21
first_tp_ci_low	05/03/21
first_tp_ci_med	09/02/21
first_tp_ci_up	11/11/21
dthetaI_tp2_date	09/15/21
second_tp_mean	08/22/21
second_tp_ci_low	05/08/21
second_tp_ci_med	09/30/21
second_tp_ci_up	11/11/21
end_p_mean	11/10/21
end_p_ci_low	11/11/21
end_p_ci_med	11/11/21
end_p_ci_up	11/11/21
begin_str	04/26/2021
