place,r,lower,upper
Andaman and Nicobar Islands,0.7234534291853597,0.3661209527026821,1.2016750698282135
Andhra Pradesh,0.9154668380504829,0.8974116716218634,0.9336993974671882
Arunachal Pradesh,0.8053845571920286,0.7673724194021825,0.844307142738746
Assam,0.7695721377695991,0.7503808821232558,0.7890029006967519
Bihar,0.7769610130558589,0.6915159682183952,0.8673319338065927
Chandigarh,0.7119298344107678,0.4469725743473113,1.0382711747982307
Chhattisgarh,0.7996853324719921,0.743672425048305,0.8577057231076868
Dadra and Nagar Haveli,0.765180098380974,0.44868190413587317,1.1661637695245375
Delhi,1.0588933557397118,0.9443983774924923,1.1798457808964975
Goa,0.893315346818689,0.8178999989457074,0.9720129170821468
Gujarat,0.8077906308131901,0.6766589056020811,0.9504034309691242
Haryana,0.8832580126266512,0.7415759622661356,1.037158007166812
Himachal Pradesh,1.377196201593017,1.2822330835628695,1.4755148300298118
India,1.0448364979742197,1.0402955525104034,1.049387199045667
Jammu and Kashmir,1.066126527716732,0.9881468447284214,1.1470275701967394
Jharkhand,0.8842099098457304,0.7584965848415502,1.0194455378269744
Karnataka,1.0386747549293398,1.016804630687288,1.0607746894351207
Kerala,1.2223867144670189,1.2148052305239332,1.2299914736413093
Ladakh,0.9270739511880797,0.630063202351617,1.280967818421558
Lakshadweep,1.088912960590649,0.8077656890814331,1.4117143846421114
Madhya Pradesh,0.48416350073130154,0.38004444088855677,0.6008193963328349
Maharashtra,0.9039822144750875,0.8941546643283339,0.913862751435096
Manipur,0.8791521704478032,0.8543393974276319,0.9043166878746792
Meghalaya,1.1266110737457744,1.0870843734096463,1.1668341706726046
Mizoram,1.2314630683828653,1.1962005760641063,1.2672322166099723
Nagaland,0.977013047419408,0.8884184392216599,1.0697653904387345
Odisha,0.8316449348980358,0.8133685137793433,0.8501219350049388
Pondicherry,0.9687957723751169,0.8837290772446857,1.057722050990064
Punjab,0.6858870327554528,0.6030922354294825,0.773950007793826
Rajasthan,0.7670733089860556,0.6264049224084766,0.9217886984940193
Sikkim,1.0138401374428554,0.9563659690460926,1.072971413333939
Tamil Nadu,0.9465710201059523,0.9274891537266375,0.9658445460500077
Telangana,0.9352436690205903,0.9022624308157949,0.968808850813406
Tripura,0.8389024311877984,0.7986773397380779,0.8801077433750738
Uttar Pradesh,0.8609155175982195,0.7510258008574674,0.978226362431366
Uttarakhand,1.3061003791187331,1.1624660646644007,1.4580014533102539
West Bengal,0.9221092811378219,0.892395305853123,0.9523031784486512
