place,r,lower,upper,.groups
Andhra Pradesh,0.8436208766371726,0.8081876463181759,0.8798059159640692,drop_last
Assam,0.769950568344177,0.702619571858373,0.8403290975949474,drop_last
Bihar,0.9768962865522781,0.9409084461368477,1.0135504633009536,drop_last
Chhattisgarh,0.910840283953435,0.8894009328230599,0.9325319470455856,drop_last
Delhi,0.58122441227095,0.5664656383175861,0.5961715910420764,drop_last
Gujarat,0.8559064334628572,0.8328306987169136,0.879293287669695,drop_last
Haryana,0.6062481257268314,0.5854919269194747,0.6273626596242233,drop_last
India,0.8687054792483357,0.863823002214678,0.8736015280735149,drop_last
Jammu and Kashmir,0.8176141321969419,0.7773804776232475,0.8588511862784336,drop_last
Jharkhand,1.1060082672105036,1.04049771534452,1.1734922637192469,drop_last
Karnataka,0.9428609981220026,0.9183550775372628,0.9676853631002705,drop_last
Kerala,1.0881166481426587,1.0751536326091116,1.1011563146140784,drop_last
Madhya Pradesh,0.8906126865241957,0.8670604002580794,0.9144762653880752,drop_last
Maharashtra,0.8979589706035892,0.88489915617545,0.9111131503166481,drop_last
Odisha,0.9581878417905035,0.9140729008730765,1.0033279833703865,drop_last
Punjab,0.7553815059752281,0.7221311175911866,0.7893702750445046,drop_last
Rajasthan,0.7190156472195323,0.6994034067616502,0.7388956990846801,drop_last
Tamil Nadu,0.920004338566178,0.8960388204214795,0.9442817936908271,drop_last
Telangana,0.9413711606857843,0.9061470054346372,0.9772578388342185,drop_last
Uttar Pradesh,0.8378619477379978,0.8170436182100528,0.8589390125431186,drop_last
West Bengal,0.7879281635124161,0.7725386558786099,0.8034677471528937,drop_last
