date_num,t_start,r,lower,upper,date,text
2,NA,NA,NA,NA,2020-03-26,"Date: 2020-03-26<br>R:    NA<br>CI: [  NA,    NA]"
3,NA,NA,NA,NA,2020-03-31,"Date: 2020-03-31<br>R:    NA<br>CI: [  NA,    NA]"
4,NA,NA,NA,NA,2020-04-01,"Date: 2020-04-01<br>R:    NA<br>CI: [  NA,    NA]"
5,NA,NA,NA,NA,2020-04-03,"Date: 2020-04-03<br>R:    NA<br>CI: [  NA,    NA]"
6,2,NA,NA,NA,2020-04-04,"Date: 2020-04-04<br>R:    NA<br>CI: [  NA,    NA]"
7,3,10.788309787549,7.595965696048825,14.5319041606916,2020-04-05,"Date: 2020-04-05<br>R: 10.79<br>CI: [7.60, 14.53]"
8,4,6.212636935047559,4.374269739184835,8.368451249840778,2020-04-06,"Date: 2020-04-06<br>R:  6.21<br>CI: [4.37,  8.37]"
9,5,3.9568064826895615,2.8000717643188615,5.3104118771877875,2020-04-07,"Date: 2020-04-07<br>R:  3.96<br>CI: [2.80,  5.31]"
10,6,2.1356023579117,1.430246416087277,2.9801076012390713,2020-04-09,"Date: 2020-04-09<br>R:  2.14<br>CI: [1.43,  2.98]"
11,7,1.7402816840116977,1.174160744262234,2.416023631825097,2020-04-10,"Date: 2020-04-10<br>R:  1.74<br>CI: [1.17,  2.42]"
12,8,0.8014478845964335,0.4580967138310211,1.239249754937818,2020-04-11,"Date: 2020-04-11<br>R:  0.80<br>CI: [0.46,  1.24]"
13,9,0.7359820532482378,0.42067733474821833,1.1380223176779345,2020-04-13,"Date: 2020-04-13<br>R:  0.74<br>CI: [0.42,  1.14]"
14,10,0.8587639906843957,0.51703202066909415,1.285784849125017,2020-04-14,"Date: 2020-04-14<br>R:  0.86<br>CI: [0.52,  1.29]"
15,11,0.6415360810625359,0.35073374529884127,1.0186857912717315,2020-04-18,"Date: 2020-04-18<br>R:  0.64<br>CI: [0.35,  1.02]"
16,12,1.1746708220424191,0.7601850202300976,1.6779043878267634,2020-04-20,"Date: 2020-04-20<br>R:  1.17<br>CI: [0.76,  1.68]"
17,13,1.2602831714147482,0.823258809725397,1.78887170617724,2020-04-21,"Date: 2020-04-21<br>R:  1.26<br>CI: [0.82,  1.79]"
18,14,1.4076552046974629,0.9427287828872082,1.9643001235233222,2020-04-22,"Date: 2020-04-22<br>R:  1.41<br>CI: [0.94,  1.96]"
19,15,1.426088537933832,0.9621759479903679,1.9798309896479263,2020-04-23,"Date: 2020-04-23<br>R:  1.43<br>CI: [0.96,  1.98]"
20,16,1.5564629225237072,1.0778958204341358,2.121562846732849,2020-04-24,"Date: 2020-04-24<br>R:  1.56<br>CI: [1.08,  2.12]"
21,17,1.1779568644616332,0.7762809961942968,1.662054558422697,2020-04-25,"Date: 2020-04-25<br>R:  1.18<br>CI: [0.78,  1.66]"
22,18,1.0365871251820111,0.6708245322350317,1.4806650961871075,2020-04-26,"Date: 2020-04-26<br>R:  1.04<br>CI: [0.67,  1.48]"
23,19,1.4489545051986636,1.0148299220473935,1.9591687119127488,2020-04-27,"Date: 2020-04-27<br>R:  1.45<br>CI: [1.01,  1.96]"
24,20,1.4572719466742141,1.0260539356709075,1.962952184555812,2020-04-29,"Date: 2020-04-29<br>R:  1.46<br>CI: [1.03,  1.96]"
25,21,1.890145336513665,1.4029023008378252,2.4488949265393645,2020-04-30,"Date: 2020-04-30<br>R:  1.89<br>CI: [1.40,  2.45]"
26,22,1.9600580823346567,1.4765839894545267,2.5109515220625935,2020-05-01,"Date: 2020-05-01<br>R:  1.96<br>CI: [1.48,  2.51]"
27,23,1.892665735901397,1.4371804442680234,2.4098892318084264,2020-05-02,"Date: 2020-05-02<br>R:  1.89<br>CI: [1.44,  2.41]"
28,24,1.3280221009833748,0.9686684332928267,1.7431897359988315,2020-05-03,"Date: 2020-05-03<br>R:  1.33<br>CI: [0.97,  1.74]"
29,25,1.213853718728725,0.8853932318573253,1.593329916667114,2020-05-04,"Date: 2020-05-04<br>R:  1.21<br>CI: [0.89,  1.59]"
30,26,0.8919351316034637,0.6212654997292475,1.2107788042321448,2020-05-05,"Date: 2020-05-05<br>R:  0.89<br>CI: [0.62,  1.21]"
31,27,1.2845997362107076,0.9594005264070871,1.6565304259200166,2020-05-06,"Date: 2020-05-06<br>R:  1.28<br>CI: [0.96,  1.66]"
32,28,1.4639777118976092,1.11716922301002,1.856950842385774,2020-05-07,"Date: 2020-05-07<br>R:  1.46<br>CI: [1.12,  1.86]"
33,29,2.5826434232989794,2.120618986321282,3.0895217952052243,2020-05-08,"Date: 2020-05-08<br>R:  2.58<br>CI: [2.12,  3.09]"
34,30,4.064930628075014,3.4987830070747186,4.672910896999958,2020-05-09,"Date: 2020-05-09<br>R:  4.06<br>CI: [3.50,  4.67]"
35,31,3.762821285042352,3.260580967954935,4.300511254989372,2020-05-10,"Date: 2020-05-10<br>R:  3.76<br>CI: [3.26,  4.30]"
36,32,3.094768741390951,2.6912539507544793,3.5260581177118118,2020-05-11,"Date: 2020-05-11<br>R:  3.09<br>CI: [2.69,  3.53]"
37,33,2.5366241709164945,2.2117698638546193,2.8834125507653177,2020-05-12,"Date: 2020-05-12<br>R:  2.54<br>CI: [2.21,  2.88]"
