date_num,t_start,r,lower,upper,date,text
5,NA,NA,NA,NA,2020-03-24,"Date: 2020-03-24<br>R:    NA<br>CI: [  NA,    NA]"
6,2,NA,NA,NA,2020-03-25,"Date: 2020-03-25<br>R:    NA<br>CI: [  NA,    NA]"
7,3,2.4111845965817507,0.9694212627162162,4.498400371793796,2020-03-26,"Date: 2020-03-26<br>R:  2.41<br>CI: [0.97,  4.50]"
8,4,2.2257163842192074,0.9609063580165785,4.012598107101958,2020-03-27,"Date: 2020-03-27<br>R:  2.23<br>CI: [0.96,  4.01]"
9,5,3.1182290277856333,1.6603256297231639,5.027924843509438,2020-03-28,"Date: 2020-03-28<br>R:  3.12<br>CI: [1.66,  5.03]"
10,6,2.913765892434868,1.5929829272970906,4.626726385832474,2020-03-29,"Date: 2020-03-29<br>R:  2.91<br>CI: [1.59,  4.63]"
11,7,2.4431385607085083,1.3356865856431654,3.8794241062479267,2020-03-30,"Date: 2020-03-30<br>R:  2.44<br>CI: [1.34,  3.88]"
12,8,5.005061108531621,3.466150315457645,6.8222323447775395,2020-03-31,"Date: 2020-03-31<br>R:  5.01<br>CI: [3.47,  6.82]"
13,9,11.96634585035079,9.725655428940602,14.435838261475979,2020-04-01,"Date: 2020-04-01<br>R: 11.97<br>CI: [9.73, 14.44]"
14,10,10.561692929636207,8.830608872615091,12.445418712643047,2020-04-02,"Date: 2020-04-02<br>R: 10.56<br>CI: [8.83, 12.45]"
15,11,6.556892635126309,5.529710835080251,7.6702865403689895,2020-04-03,"Date: 2020-04-03<br>R:  6.56<br>CI: [5.53,  7.67]"
16,12,4.764811010152458,4.075458360482745,5.507235330625943,2020-04-04,"Date: 2020-04-04<br>R:  4.76<br>CI: [4.08,  5.51]"
17,13,4.12337772978994,3.588187916581785,4.695226217283988,2020-04-05,"Date: 2020-04-05<br>R:  4.12<br>CI: [3.59,  4.70]"
18,14,2.7614115496196434,2.3855515995287266,3.1643647940305977,2020-04-06,"Date: 2020-04-06<br>R:  2.76<br>CI: [2.39,  3.16]"
19,15,1.8474847694456944,1.5771254400304027,2.13891748543587,2020-04-07,"Date: 2020-04-07<br>R:  1.85<br>CI: [1.58,  2.14]"
20,16,1.722116196646535,1.4828911801559386,1.978967940380706,2020-04-08,"Date: 2020-04-08<br>R:  1.72<br>CI: [1.48,  1.98]"
21,17,1.4191165295125103,1.2149548858796613,1.6389009330871502,2020-04-09,"Date: 2020-04-09<br>R:  1.42<br>CI: [1.21,  1.64]"
22,18,0.9490481200830453,0.7905824289766229,1.121773800444154,2020-04-10,"Date: 2020-04-10<br>R:  0.95<br>CI: [0.79,  1.12]"
23,19,0.7323012165394731,0.5977279876382725,0.8803329968110813,2020-04-11,"Date: 2020-04-11<br>R:  0.73<br>CI: [0.60,  0.88]"
24,20,0.7486926331458588,0.613571680824695,0.8970593486513994,2020-04-12,"Date: 2020-04-12<br>R:  0.75<br>CI: [0.61,  0.90]"
25,21,0.652978024950635,0.5263924486213906,0.7929980540849771,2020-04-13,"Date: 2020-04-13<br>R:  0.65<br>CI: [0.53,  0.79]"
26,22,0.8917567102206883,0.7405500503659563,1.0568015791661478,2020-04-14,"Date: 2020-04-14<br>R:  0.89<br>CI: [0.74,  1.06]"
27,23,1.0995891917167022,0.9279004827334665,1.2856359894543432,2020-04-15,"Date: 2020-04-15<br>R:  1.10<br>CI: [0.93,  1.29]"
28,24,1.0073663063484448,0.8416519042194606,1.187751490045344,2020-04-16,"Date: 2020-04-16<br>R:  1.01<br>CI: [0.84,  1.19]"
29,25,1.1900911612866376,1.0089886518572124,1.3859213491158056,2020-04-17,"Date: 2020-04-17<br>R:  1.19<br>CI: [1.01,  1.39]"
30,26,1.2798498092565171,1.0920137535348258,1.482372945424152,2020-04-18,"Date: 2020-04-18<br>R:  1.28<br>CI: [1.09,  1.48]"
