date_num,t_start,r,lower,upper,date,text
3,NA,NA,NA,NA,2020-03-24,"Date: 2020-03-24<br>R:   NA<br>CI: [  NA,    NA]"
4,NA,NA,NA,NA,2020-03-25,"Date: 2020-03-25<br>R:   NA<br>CI: [  NA,    NA]"
5,NA,NA,NA,NA,2020-03-26,"Date: 2020-03-26<br>R:   NA<br>CI: [  NA,    NA]"
6,2,NA,NA,NA,2020-03-27,"Date: 2020-03-27<br>R:   NA<br>CI: [  NA,    NA]"
7,3,8.647104925726776,5.834165381721465,12.004728912199862,2020-03-28,"Date: 2020-03-28<br>R: 8.65<br>CI: [5.83, 12.00]"
8,4,5.976124167335703,4.113688897705851,8.180852570241612,2020-03-29,"Date: 2020-03-29<br>R: 5.98<br>CI: [4.11,  8.18]"
9,5,4.593895191991752,3.2667085629648986,6.143801093390819,2020-03-30,"Date: 2020-03-30<br>R: 4.59<br>CI: [3.27,  6.14]"
10,6,3.5004234722640297,2.522797345932963,4.635654940136602,2020-03-31,"Date: 2020-03-31<br>R: 3.50<br>CI: [2.52,  4.64]"
11,7,2.705322049131804,1.957854981073803,3.571767418705228,2020-04-01,"Date: 2020-04-01<br>R: 2.71<br>CI: [1.96,  3.57]"
12,8,1.9118901819319771,1.352967282662581,2.5659390658673407,2020-04-02,"Date: 2020-04-02<br>R: 1.91<br>CI: [1.35,  2.57]"
13,9,1.6149636297747318,1.1428443821847907,2.167435298719129,2020-04-03,"Date: 2020-04-03<br>R: 1.61<br>CI: [1.14,  2.17]"
14,10,1.6636949062056634,1.2088432657445265,2.190054617838884,2020-04-04,"Date: 2020-04-04<br>R: 1.66<br>CI: [1.21,  2.19]"
15,11,1.800129145612765,1.344422547521329,2.321321277154481,2020-04-05,"Date: 2020-04-05<br>R: 1.80<br>CI: [1.34,  2.32]"
16,12,1.5276917563331205,1.1263993033340443,1.989183131002642,2020-04-06,"Date: 2020-04-06<br>R: 1.53<br>CI: [1.13,  1.99]"
17,13,1.638439577254723,1.2376596487761289,2.0945712071901985,2020-04-07,"Date: 2020-04-07<br>R: 1.64<br>CI: [1.24,  2.09]"
18,14,2.283409755025756,1.8213370470837682,2.7969319671489687,2020-04-08,"Date: 2020-04-08<br>R: 2.28<br>CI: [1.82,  2.80]"
19,15,2.3157751505561173,1.8691294240067422,2.8095540162008392,2020-04-09,"Date: 2020-04-09<br>R: 2.32<br>CI: [1.87,  2.81]"
20,16,2.2440393501503073,1.829745909608247,2.6999787707633045,2020-04-10,"Date: 2020-04-10<br>R: 2.24<br>CI: [1.83,  2.70]"
21,17,2.2289199320405513,1.8417996675514692,2.652416325851733,2020-04-11,"Date: 2020-04-11<br>R: 2.23<br>CI: [1.84,  2.65]"
22,18,2.031926377874844,1.6860386297795744,2.409605829658587,2020-04-12,"Date: 2020-04-12<br>R: 2.03<br>CI: [1.69,  2.41]"
23,19,1.6660362375681723,1.373049662286465,1.9869340322505784,2020-04-13,"Date: 2020-04-13<br>R: 1.67<br>CI: [1.37,  1.99]"
24,20,1.2507068069803216,1.0118964946252218,1.5144373444055745,2020-04-14,"Date: 2020-04-14<br>R: 1.25<br>CI: [1.01,  1.51]"
25,21,1.1391811044464306,0.9205742913229645,1.380727285402099,2020-04-15,"Date: 2020-04-15<br>R: 1.14<br>CI: [0.92,  1.38]"
26,22,1.04954838676684,0.8450308910824241,1.2758965268035891,2020-04-16,"Date: 2020-04-16<br>R: 1.05<br>CI: [0.85,  1.28]"
