date_num,t_start,r,lower,upper,date,text
7,3,3.9582181189829893,2.670593143188012,5.495172766133017,2020-03-25,"Date: 2020-03-25<br>R: 3.96<br>CI: [2.67, 5.50]"
8,4,2.308831746852985,1.479312065428575,3.3200320275221817,2020-03-26,"Date: 2020-03-26<br>R: 2.31<br>CI: [1.48, 3.32]"
9,5,2.0518829611274265,1.352203800659614,2.8951326926986787,2020-03-27,"Date: 2020-03-27<br>R: 2.05<br>CI: [1.35, 2.90]"
10,6,1.7519419874141875,1.1545408090015827,2.4719268201766225,2020-03-28,"Date: 2020-03-28<br>R: 1.75<br>CI: [1.15, 2.47]"
11,7,1.610647472708374,1.0702635486243874,2.2597143851511206,2020-03-29,"Date: 2020-03-29<br>R: 1.61<br>CI: [1.07, 2.26]"
12,8,2.198997668529488,1.5848440983887107,2.9121603389530395,2020-03-30,"Date: 2020-03-30<br>R: 2.20<br>CI: [1.58, 2.91]"
13,9,2.5823288704267062,1.9399249244957297,3.3151988216633144,2020-03-31,"Date: 2020-03-31<br>R: 2.58<br>CI: [1.94, 3.32]"
14,10,2.9974303217821157,2.341017949619108,3.733733832781446,2020-04-01,"Date: 2020-04-01<br>R: 3.00<br>CI: [2.34, 3.73]"
15,11,2.8771958855588426,2.281437396919018,3.5410214832140237,2020-04-02,"Date: 2020-04-02<br>R: 2.88<br>CI: [2.28, 3.54]"
16,12,3.6193587745222695,3.003247940143666,4.292098423288445,2020-04-03,"Date: 2020-04-03<br>R: 3.62<br>CI: [3.00, 4.29]"
17,13,3.1379875765307537,2.617947865416323,3.7044410374281034,2020-04-04,"Date: 2020-04-04<br>R: 3.14<br>CI: [2.62, 3.70]"
18,14,3.418180848623655,2.929146851842913,3.9444125406738633,2020-04-05,"Date: 2020-04-05<br>R: 3.42<br>CI: [2.93, 3.94]"
19,15,2.885639560276514,2.4816207037590696,3.319681055672202,2020-04-06,"Date: 2020-04-06<br>R: 2.89<br>CI: [2.48, 3.32]"
20,16,2.7037826566485395,2.351247012213376,3.080583908418,2020-04-07,"Date: 2020-04-07<br>R: 2.70<br>CI: [2.35, 3.08]"
21,17,2.1717282312613304,1.884598269495449,2.478919032885548,2020-04-08,"Date: 2020-04-08<br>R: 2.17<br>CI: [1.88, 2.48]"
22,18,2.3115250355191614,2.0380474602833996,2.6019697173846956,2020-04-09,"Date: 2020-04-09<br>R: 2.31<br>CI: [2.04, 2.60]"
23,19,2.2985947624055814,2.044168398371682,2.5677278245393778,2020-04-10,"Date: 2020-04-10<br>R: 2.30<br>CI: [2.04, 2.57]"
24,20,2.69655803796542,2.4387421236632822,2.9671419191524295,2020-04-11,"Date: 2020-04-11<br>R: 2.70<br>CI: [2.44, 2.97]"
25,21,2.6842908908862015,2.4450704503795473,2.934515825046855,2020-04-12,"Date: 2020-04-12<br>R: 2.68<br>CI: [2.45, 2.93]"
26,22,2.532288881566701,2.318278186201604,2.7556127022785577,2020-04-13,"Date: 2020-04-13<br>R: 2.53<br>CI: [2.32, 2.76]"
27,23,2.2556305252118762,2.0698738149040414,2.4492551692611335,2020-04-14,"Date: 2020-04-14<br>R: 2.26<br>CI: [2.07, 2.45]"
28,24,1.8313135798125648,1.6766909646345194,1.9926582577216068,2020-04-15,"Date: 2020-04-15<br>R: 1.83<br>CI: [1.68, 1.99]"
29,25,1.3399768011756712,1.2165816205731474,1.4692467575227903,2020-04-16,"Date: 2020-04-16<br>R: 1.34<br>CI: [1.22, 1.47]"
30,26,1.1959067759899777,1.085024657209242,1.3121058679301165,2020-04-17,"Date: 2020-04-17<br>R: 1.20<br>CI: [1.09, 1.31]"
31,27,1.2005982213053499,1.092801918092602,1.313392196171329,2020-04-18,"Date: 2020-04-18<br>R: 1.20<br>CI: [1.09, 1.31]"
32,28,1.2012262762287165,1.095506878603793,1.3117455569290348,2020-04-19,"Date: 2020-04-19<br>R: 1.20<br>CI: [1.10, 1.31]"
33,29,1.2291211802252948,1.1238357032484383,1.3390533579974617,2020-04-20,"Date: 2020-04-20<br>R: 1.23<br>CI: [1.12, 1.34]"
34,30,1.4403536131757517,1.3278519718595059,1.5573645865108612,2020-04-21,"Date: 2020-04-21<br>R: 1.44<br>CI: [1.33, 1.56]"
