date_num,t_start,r,lower,upper,date,text
9,5,4.342937660363548,3.3141189597213185,5.508705276931862,2020-03-24,"Date: 2020-03-24<br>R: 4.34<br>CI: [3.31, 5.51]"
10,6,3.758390603335986,2.9353342428517997,4.68162013659095,2020-03-25,"Date: 2020-03-25<br>R: 3.76<br>CI: [2.94, 4.68]"
11,7,2.4909173368419975,1.9097720390026267,3.148079662556348,2020-03-26,"Date: 2020-03-26<br>R: 2.49<br>CI: [1.91, 3.15]"
12,8,2.6530344913107586,2.1131271632120523,3.2534392472830787,2020-03-27,"Date: 2020-03-27<br>R: 2.65<br>CI: [2.11, 3.25]"
13,9,2.4106766965876076,1.938468741700718,2.933583499997838,2020-03-28,"Date: 2020-03-28<br>R: 2.41<br>CI: [1.94, 2.93]"
14,10,2.20234595177839,1.7859542053857114,2.661715152871243,2020-03-29,"Date: 2020-03-29<br>R: 2.20<br>CI: [1.79, 2.66]"
15,11,1.9349776017652798,1.5726543134247861,2.3342985442664106,2020-03-30,"Date: 2020-03-30<br>R: 1.93<br>CI: [1.57, 2.33]"
16,12,3.0505279206961666,2.618834742635661,3.514672189348897,2020-03-31,"Date: 2020-03-31<br>R: 3.05<br>CI: [2.62, 3.51]"
17,13,2.6925303056867627,2.3135402201219915,3.099845027915948,2020-04-01,"Date: 2020-04-01<br>R: 2.69<br>CI: [2.31, 3.10]"
18,14,2.9803474336418025,2.613703989554516,3.370705085931423,2020-04-02,"Date: 2020-04-02<br>R: 2.98<br>CI: [2.61, 3.37]"
19,15,2.980301859695955,2.6443025481974205,3.3361053020238587,2020-04-03,"Date: 2020-04-03<br>R: 2.98<br>CI: [2.64, 3.34]"
20,16,3.59436189514967,3.257216259699588,3.9478720571882766,2020-04-04,"Date: 2020-04-04<br>R: 3.59<br>CI: [3.26, 3.95]"
21,17,3.1392866714531134,2.8546619362988093,3.4372428186240014,2020-04-05,"Date: 2020-04-05<br>R: 3.14<br>CI: [2.85, 3.44]"
22,18,3.0078651704675736,2.758126484403084,3.2682724876104388,2020-04-06,"Date: 2020-04-06<br>R: 3.01<br>CI: [2.76, 3.27]"
23,19,2.726650013992039,2.512110517505485,2.9498547549106258,2020-04-07,"Date: 2020-04-07<br>R: 2.73<br>CI: [2.51, 2.95]"
24,20,2.4454641370607515,2.2609155310192954,2.637149790262574,2020-04-08,"Date: 2020-04-08<br>R: 2.45<br>CI: [2.26, 2.64]"
25,21,2.3087991854871164,2.144330805493479,2.4792581694538436,2020-04-09,"Date: 2020-04-09<br>R: 2.31<br>CI: [2.14, 2.48]"
26,22,2.2394083991302103,2.0894521573593656,2.394487534591709,2020-04-10,"Date: 2020-04-10<br>R: 2.24<br>CI: [2.09, 2.39]"
27,23,2.0926326305223193,1.9576887971159171,2.2320102081810176,2020-04-11,"Date: 2020-04-11<br>R: 2.09<br>CI: [1.96, 2.23]"
28,24,1.972609730907049,1.8500982286305963,2.0989931997096054,2020-04-12,"Date: 2020-04-12<br>R: 1.97<br>CI: [1.85, 2.10]"
29,25,2.166351028326673,2.0454991782120744,2.2906224497241974,2020-04-13,"Date: 2020-04-13<br>R: 2.17<br>CI: [2.05, 2.29]"
30,26,2.1103236777230188,1.9978752753024245,2.2258072967354505,2020-04-14,"Date: 2020-04-14<br>R: 2.11<br>CI: [2.00, 2.23]"
31,27,1.8986960543064766,1.7984950400003148,2.001575042175588,2020-04-15,"Date: 2020-04-15<br>R: 1.90<br>CI: [1.80, 2.00]"
32,28,1.8054739354682678,1.713446649736039,1.8998745377879116,2020-04-16,"Date: 2020-04-16<br>R: 1.81<br>CI: [1.71, 1.90]"
33,29,1.5072771370861489,1.4276449154376694,1.589040023437608,2020-04-17,"Date: 2020-04-17<br>R: 1.51<br>CI: [1.43, 1.59]"
34,30,1.3473776415127696,1.2755289165086563,1.4211672074286348,2020-04-18,"Date: 2020-04-18<br>R: 1.35<br>CI: [1.28, 1.42]"
35,31,1.4513762155628078,1.3793445585088828,1.5252153811668465,2020-04-19,"Date: 2020-04-19<br>R: 1.45<br>CI: [1.38, 1.53]"
36,32,1.578074166641892,1.5050164745265966,1.6528390160388964,2020-04-20,"Date: 2020-04-20<br>R: 1.58<br>CI: [1.51, 1.65]"
37,33,1.713108530870619,1.63917248242832,1.788652624863988,2020-04-21,"Date: 2020-04-21<br>R: 1.71<br>CI: [1.64, 1.79]"
38,34,1.842940914996864,1.7688461324557545,1.9185346181139817,2020-04-22,"Date: 2020-04-22<br>R: 1.84<br>CI: [1.77, 1.92]"
39,35,2.0240156573025403,1.9494691993797937,2.0999412539258118,2020-04-23,"Date: 2020-04-23<br>R: 2.02<br>CI: [1.95, 2.10]"
40,36,1.7289025661637527,1.6633034564434093,1.7957526233023275,2020-04-24,"Date: 2020-04-24<br>R: 1.73<br>CI: [1.66, 1.80]"
41,37,1.7620478991008044,1.6991676444622479,1.8260546392917576,2020-04-25,"Date: 2020-04-25<br>R: 1.76<br>CI: [1.70, 1.83]"
42,38,1.5429844042165766,1.486860335504756,1.6001336608305559,2020-04-26,"Date: 2020-04-26<br>R: 1.54<br>CI: [1.49, 1.60]"
43,39,1.45915209010967,1.4068971103969006,1.5123465711227495,2020-04-27,"Date: 2020-04-27<br>R: 1.46<br>CI: [1.41, 1.51]"
44,40,1.3331865316823015,1.2850354110420321,1.3822108889381874,2020-04-28,"Date: 2020-04-28<br>R: 1.33<br>CI: [1.29, 1.38]"
45,41,1.3440079774151523,1.2971006877507922,1.3917367911646625,2020-04-29,"Date: 2020-04-29<br>R: 1.34<br>CI: [1.30, 1.39]"
