place,r,lower,upper
Andhra Pradesh,1.2985181494252547,1.202951388927298,1.3977243226838898
Assam,1.0148841225158787,0.8199621966101788,1.2302946628309324
Bihar,0.9204461950406243,0.7900017133880756,1.0607453968964289
Chhattisgarh,1.4025613852681404,1.3388651769759436,1.4677295145360039
Delhi,1.3782127374553594,1.3130129943316804,1.4449767243629903
Gujarat,1.3229677051383915,1.2769190160358763,1.3698228808828816
Haryana,1.5166316202499663,1.4446050013518508,1.59039417775758
India,1.2275301994498475,1.2199756467862173,1.2351078283174761
Jammu and Kashmir,1.0224417079699992,0.9275516053991442,1.1218883088603018
Jharkhand,1.0809873996779442,0.9523047063231758,1.2177083007434493
Karnataka,1.286769708495709,1.2435337812440008,1.330737772594557
Kerala,0.7493368788715649,0.7352590399479573,0.7635464488711446
Madhya Pradesh,1.274193398192946,1.2246405912708325,1.3247184185178265
Maharashtra,1.34461355595153,1.3338310443831427,1.3554391243116024
Odisha,0.8432849243437857,0.754221786951508,0.9372492337850995
Punjab,1.5264458555541187,1.4880848783180023,1.5652895102160802
Rajasthan,1.2702534035298472,1.1918645033583337,1.3511049264994646
Tamil Nadu,1.2068007252071244,1.1643643182839898,1.2499873488146185
Telangana,1.0121564349889576,0.944689157403778,1.0819244706538929
Uttar Pradesh,1.2402981463185934,1.1485453283753668,1.3355471975280762
West Bengal,1.1086266479731572,1.0457264756893634,1.1733400387528479
