place,r,lower,upper
Andhra Pradesh,1.963776048729403,1.9100354092179144,2.018254292260657
Assam,1.3796337146467375,1.2105489678066768,1.5596451343968547
Bihar,1.9870867918725226,1.8843271652591824,2.0925797444518155
Chhattisgarh,1.7635126174087719,1.7353378333281506,1.7919136492161059
Delhi,1.7428698526962585,1.7073347143650872,1.7787686822457054
Gujarat,1.3712683959120384,1.3461584540266647,1.3966072997138745
Haryana,1.3937162309653497,1.3595413250340822,1.4283100462743297
India,1.3764746567488904,1.3717585733512145,1.3811987360070839
Jammu and Kashmir,1.789725829061952,1.7019923888981334,1.8796611551864038
Jharkhand,2.2936638778603204,2.193331370061279,2.3962625902543406
Karnataka,1.6340824908065519,1.6089446913191046,1.6594136345814696
Kerala,1.128318076344552,1.1073997030812635,1.1494298922303647
Madhya Pradesh,1.5185364525903926,1.4906147921505235,1.5467139312869953
Maharashtra,1.2812350665103511,1.2753857035414446,1.2870976384650727
Odisha,1.7810323828438785,1.6863079281841387,1.8783275169455116
Punjab,1.1533515216446952,1.1343139172165846,1.1725453681414941
Rajasthan,1.6660380694135295,1.6188028405485444,1.7139454866753132
Tamil Nadu,1.580544013501052,1.5518953462949792,1.6094521912387385
Telangana,1.48716237297565,1.4333465386960795,1.5419648455566675
Uttar Pradesh,2.122722308204282,2.0724457117183115,2.1736029509551598
West Bengal,1.8017091565710823,1.7475949905441817,1.8566475598886674
