Name,Date,State,Type,Count,date.fmt,count.fmt,text
Tripura,2021-03-07,tr,New Cases,0,Mar  7,0,Mar  7: 0 New Cases
Tripura,2021-03-08,tr,New Cases,0,Mar  8,0,Mar  8: 0 New Cases
Tripura,2021-03-09,tr,New Cases,0,Mar  9,0,Mar  9: 0 New Cases
Tripura,2021-03-10,tr,New Cases,0,Mar 10,0,Mar 10: 0 New Cases
Tripura,2021-03-11,tr,New Cases,1,Mar 11,1,Mar 11: 1 New Cases
Tripura,2021-03-12,tr,New Cases,0,Mar 12,0,Mar 12: 0 New Cases
Tripura,2021-03-13,tr,New Cases,2,Mar 13,2,Mar 13: 2 New Cases
Tripura,2021-03-14,tr,New Cases,2,Mar 14,2,Mar 14: 2 New Cases
Tripura,2021-03-15,tr,New Cases,0,Mar 15,0,Mar 15: 0 New Cases
Tripura,2021-03-16,tr,New Cases,11,Mar 16,11,Mar 16: 11 New Cases
Tripura,2021-03-17,tr,New Cases,1,Mar 17,1,Mar 17: 1 New Cases
Tripura,2021-03-18,tr,New Cases,3,Mar 18,3,Mar 18: 3 New Cases
Tripura,2021-03-19,tr,New Cases,10,Mar 19,10,Mar 19: 10 New Cases
Tripura,2021-03-20,tr,New Cases,5,Mar 20,5,Mar 20: 5 New Cases
Tripura,2021-03-21,tr,New Cases,5,Mar 21,5,Mar 21: 5 New Cases
Tripura,2021-03-22,tr,New Cases,0,Mar 22,0,Mar 22: 0 New Cases
Tripura,2021-03-23,tr,New Cases,6,Mar 23,6,Mar 23: 6 New Cases
Tripura,2021-03-24,tr,New Cases,9,Mar 24,9,Mar 24: 9 New Cases
Tripura,2021-03-25,tr,New Cases,1,Mar 25,1,Mar 25: 1 New Cases
Tripura,2021-03-26,tr,New Cases,0,Mar 26,0,Mar 26: 0 New Cases
Tripura,2021-03-27,tr,New Cases,10,Mar 27,10,Mar 27: 10 New Cases
Tripura,2021-03-28,tr,New Cases,0,Mar 28,0,Mar 28: 0 New Cases
Tripura,2021-03-29,tr,New Cases,3,Mar 29,3,Mar 29: 3 New Cases
Tripura,2021-03-30,tr,New Cases,0,Mar 30,0,Mar 30: 0 New Cases
Tripura,2021-03-31,tr,New Cases,0,Mar 31,0,Mar 31: 0 New Cases
Tripura,2021-04-01,tr,New Cases,24,Apr  1,24,Apr  1: 24 New Cases
Tripura,2021-04-02,tr,New Cases,4,Apr  2,4,Apr  2: 4 New Cases
Tripura,2021-04-03,tr,New Cases,2,Apr  3,2,Apr  3: 2 New Cases
Tripura,2021-04-04,tr,New Cases,14,Apr  4,14,Apr  4: 14 New Cases
Tripura,2021-04-05,tr,New Cases,3,Apr  5,3,Apr  5: 3 New Cases
Tripura,2021-04-06,tr,New Cases,14,Apr  6,14,Apr  6: 14 New Cases
Tripura,2021-04-07,tr,New Cases,21,Apr  7,21,Apr  7: 21 New Cases
Tripura,2021-04-08,tr,New Cases,37,Apr  8,37,Apr  8: 37 New Cases
Tripura,2021-04-09,tr,New Cases,32,Apr  9,32,Apr  9: 32 New Cases
Tripura,2021-04-10,tr,New Cases,41,Apr 10,41,Apr 10: 41 New Cases
Tripura,2021-04-11,tr,New Cases,48,Apr 11,48,Apr 11: 48 New Cases
Tripura,2021-04-12,tr,New Cases,10,Apr 12,10,Apr 12: 10 New Cases
Tripura,2021-04-13,tr,New Cases,62,Apr 13,62,Apr 13: 62 New Cases
Tripura,2021-04-14,tr,New Cases,39,Apr 14,39,Apr 14: 39 New Cases
Tripura,2021-04-15,tr,New Cases,0,Apr 15,0,Apr 15: 0 New Cases
Tripura,2021-04-16,tr,New Cases,31,Apr 16,31,Apr 16: 31 New Cases
Tripura,2021-04-17,tr,New Cases,58,Apr 17,58,Apr 17: 58 New Cases
Tripura,2021-04-18,tr,New Cases,69,Apr 18,69,Apr 18: 69 New Cases
Tripura,2021-04-19,tr,New Cases,32,Apr 19,32,Apr 19: 32 New Cases
Tripura,2021-04-20,tr,New Cases,60,Apr 20,60,Apr 20: 60 New Cases
Tripura,2021-04-21,tr,New Cases,0,Apr 21,0,Apr 21: 0 New Cases
Tripura,2021-04-22,tr,New Cases,168,Apr 22,168,Apr 22: 168 New Cases
Tripura,2021-04-23,tr,New Cases,40,Apr 23,40,Apr 23: 40 New Cases
Tripura,2021-04-24,tr,New Cases,127,Apr 24,127,Apr 24: 127 New Cases
Tripura,2021-04-25,tr,New Cases,100,Apr 25,100,Apr 25: 100 New Cases
Tripura,2021-04-26,tr,New Cases,98,Apr 26,98,Apr 26: 98 New Cases
Tripura,2021-04-27,tr,New Cases,111,Apr 27,111,Apr 27: 111 New Cases
Tripura,2021-04-28,tr,New Cases,124,Apr 28,124,Apr 28: 124 New Cases
Tripura,2021-04-29,tr,New Cases,166,Apr 29,166,Apr 29: 166 New Cases
Tripura,2021-04-30,tr,New Cases,141,Apr 30,141,Apr 30: 141 New Cases
Tripura,2021-05-01,tr,New Cases,173,May  1,173,May  1: 173 New Cases
Tripura,2021-05-02,tr,New Cases,247,May  2,247,May  2: 247 New Cases
Tripura,2021-05-03,tr,New Cases,134,May  3,134,May  3: 134 New Cases
Tripura,2021-05-04,tr,New Cases,271,May  4,271,May  4: 271 New Cases
Tripura,2021-05-05,tr,New Cases,240,May  5,240,May  5: 240 New Cases
Tripura,2021-05-06,tr,New Cases,300,May  6,300,May  6: 300 New Cases
Tripura,2021-05-07,tr,New Cases,315,May  7,315,May  7: 315 New Cases
Tripura,2021-05-08,tr,New Cases,359,May  8,359,May  8: 359 New Cases
Tripura,2021-05-09,tr,New Cases,351,May  9,351,May  9: 351 New Cases
Tripura,2021-05-10,tr,New Cases,133,May 10,133,May 10: 133 New Cases
Tripura,2021-05-11,tr,New Cases,466,May 11,466,May 11: 466 New Cases
Tripura,2021-05-12,tr,New Cases,416,May 12,416,May 12: 416 New Cases
Tripura,2021-05-13,tr,New Cases,480,May 13,480,May 13: 480 New Cases
Tripura,2021-05-14,tr,New Cases,552,May 14,552,May 14: 552 New Cases
Tripura,2021-05-15,tr,New Cases,449,May 15,449,May 15: 449 New Cases
Tripura,2021-05-16,tr,New Cases,761,May 16,761,May 16: 761 New Cases
Tripura,2021-05-17,tr,New Cases,335,May 17,335,May 17: 335 New Cases
Tripura,2021-05-18,tr,New Cases,746,May 18,746,May 18: 746 New Cases
Tripura,2021-05-19,tr,New Cases,879,May 19,879,May 19: 879 New Cases
Tripura,2021-05-20,tr,New Cases,720,May 20,720,May 20: 720 New Cases
Tripura,2021-05-21,tr,New Cases,863,May 21,863,May 21: 863 New Cases
Tripura,2021-05-22,tr,New Cases,864,May 22,864,May 22: 864 New Cases
Tripura,2021-05-23,tr,New Cases,876,May 23,876,May 23: 876 New Cases
Tripura,2021-05-24,tr,New Cases,426,May 24,426,May 24: 426 New Cases
Tripura,2021-05-25,tr,New Cases,773,May 25,773,May 25: 773 New Cases
Tripura,2021-05-26,tr,New Cases,667,May 26,667,May 26: 667 New Cases
Tripura,2021-05-27,tr,New Cases,542,May 27,542,May 27: 542 New Cases
Tripura,2021-05-28,tr,New Cases,783,May 28,783,May 28: 783 New Cases
Tripura,2021-05-29,tr,New Cases,595,May 29,595,May 29: 595 New Cases
Tripura,2021-05-30,tr,New Cases,854,May 30,854,May 30: 854 New Cases
Tripura,2021-05-31,tr,New Cases,394,May 31,394,May 31: 394 New Cases
Tripura,2021-06-01,tr,New Cases,841,Jun  1,841,Jun  1: 841 New Cases
Tripura,2021-06-02,tr,New Cases,571,Jun  2,571,Jun  2: 571 New Cases
Tripura,2021-06-03,tr,New Cases,677,Jun  3,677,Jun  3: 677 New Cases
Tripura,2021-06-04,tr,New Cases,650,Jun  4,650,Jun  4: 650 New Cases
Tripura,2021-06-05,tr,New Cases,708,Jun  5,708,Jun  5: 708 New Cases
Tripura,2021-06-06,tr,New Cases,654,Jun  6,654,Jun  6: 654 New Cases
Tripura,2021-06-07,tr,New Cases,235,Jun  7,235,Jun  7: 235 New Cases
Tripura,2021-06-08,tr,New Cases,700,Jun  8,700,Jun  8: 700 New Cases
Tripura,2021-06-09,tr,New Cases,625,Jun  9,625,Jun  9: 625 New Cases
Tripura,2021-06-10,tr,New Cases,658,Jun 10,658,Jun 10: 658 New Cases
Tripura,2021-06-11,tr,New Cases,641,Jun 11,641,Jun 11: 641 New Cases
Tripura,2021-06-12,tr,New Cases,428,Jun 12,428,Jun 12: 428 New Cases
Tripura,2021-06-13,tr,New Cases,565,Jun 13,565,Jun 13: 565 New Cases
Tripura,2021-06-14,tr,New Cases,235,Jun 14,235,Jun 14: 235 New Cases
Tripura,2021-06-15,tr,New Cases,528,Jun 15,528,Jun 15: 528 New Cases
Tripura,2021-06-16,tr,New Cases,536,Jun 16,536,Jun 16: 536 New Cases
Tripura,2021-06-17,tr,New Cases,487,Jun 17,487,Jun 17: 487 New Cases
Tripura,2021-06-18,tr,New Cases,467,Jun 18,467,Jun 18: 467 New Cases
Tripura,2021-06-19,tr,New Cases,443,Jun 19,443,Jun 19: 443 New Cases
Tripura,2021-06-20,tr,New Cases,367,Jun 20,367,Jun 20: 367 New Cases
Tripura,2021-06-21,tr,New Cases,175,Jun 21,175,Jun 21: 175 New Cases
Tripura,2021-06-22,tr,New Cases,421,Jun 22,421,Jun 22: 421 New Cases
Tripura,2021-06-23,tr,New Cases,395,Jun 23,395,Jun 23: 395 New Cases
Tripura,2021-06-24,tr,New Cases,359,Jun 24,359,Jun 24: 359 New Cases
Tripura,2021-06-25,tr,New Cases,369,Jun 25,369,Jun 25: 369 New Cases
Tripura,2021-06-26,tr,New Cases,291,Jun 26,291,Jun 26: 291 New Cases
Tripura,2021-06-27,tr,New Cases,485,Jun 27,485,Jun 27: 485 New Cases
Tripura,2021-06-28,tr,New Cases,219,Jun 28,219,Jun 28: 219 New Cases
Tripura,2021-06-29,tr,New Cases,476,Jun 29,476,Jun 29: 476 New Cases
Tripura,2021-06-30,tr,New Cases,431,Jun 30,431,Jun 30: 431 New Cases
Tripura,2021-07-01,tr,New Cases,450,Jul  1,450,Jul  1: 450 New Cases
Tripura,2021-07-02,tr,New Cases,409,Jul  2,409,Jul  2: 409 New Cases
Tripura,2021-07-03,tr,New Cases,394,Jul  3,394,Jul  3: 394 New Cases
Tripura,2021-07-04,tr,New Cases,428,Jul  4,428,Jul  4: 428 New Cases
Tripura,2021-07-05,tr,New Cases,226,Jul  5,226,Jul  5: 226 New Cases
Tripura,2021-07-06,tr,New Cases,474,Jul  6,474,Jul  6: 474 New Cases
Tripura,2021-07-07,tr,New Cases,461,Jul  7,461,Jul  7: 461 New Cases
Tripura,2021-07-08,tr,New Cases,407,Jul  8,407,Jul  8: 407 New Cases
Tripura,2021-07-09,tr,New Cases,531,Jul  9,531,Jul  9: 531 New Cases
Tripura,2021-07-10,tr,New Cases,411,Jul 10,411,Jul 10: 411 New Cases
Tripura,2021-07-11,tr,New Cases,518,Jul 11,518,Jul 11: 518 New Cases
Tripura,2021-07-12,tr,New Cases,270,Jul 12,270,Jul 12: 270 New Cases
Tripura,2021-07-13,tr,New Cases,566,Jul 13,566,Jul 13: 566 New Cases
Tripura,2021-07-14,tr,New Cases,558,Jul 14,558,Jul 14: 558 New Cases
Tripura,2021-07-15,tr,New Cases,492,Jul 15,492,Jul 15: 492 New Cases
Tripura,2021-07-16,tr,New Cases,495,Jul 16,495,Jul 16: 495 New Cases
Tripura,2021-07-17,tr,New Cases,430,Jul 17,430,Jul 17: 430 New Cases
Tripura,2021-07-18,tr,New Cases,325,Jul 18,325,Jul 18: 325 New Cases
Tripura,2021-07-19,tr,New Cases,286,Jul 19,286,Jul 19: 286 New Cases
Tripura,2021-07-20,tr,New Cases,488,Jul 20,488,Jul 20: 488 New Cases
Tripura,2021-07-21,tr,New Cases,457,Jul 21,457,Jul 21: 457 New Cases
Tripura,2021-07-22,tr,New Cases,253,Jul 22,253,Jul 22: 253 New Cases
Tripura,2021-07-23,tr,New Cases,509,Jul 23,509,Jul 23: 509 New Cases
Tripura,2021-07-24,tr,New Cases,299,Jul 24,299,Jul 24: 299 New Cases
Tripura,2021-07-25,tr,New Cases,408,Jul 25,408,Jul 25: 408 New Cases
Tripura,2021-07-26,tr,New Cases,224,Jul 26,224,Jul 26: 224 New Cases
Tripura,2021-07-27,tr,New Cases,458,Jul 27,458,Jul 27: 458 New Cases
Tripura,2021-07-28,tr,New Cases,415,Jul 28,415,Jul 28: 415 New Cases
Tripura,2021-07-29,tr,New Cases,376,Jul 29,376,Jul 29: 376 New Cases
Tripura,2021-07-30,tr,New Cases,271,Jul 30,271,Jul 30: 271 New Cases
Tripura,2021-07-31,tr,New Cases,302,Jul 31,302,Jul 31: 302 New Cases
Tripura,2021-08-01,tr,New Cases,222,Aug  1,222,Aug  1: 222 New Cases
Tripura,2021-08-02,tr,New Cases,139,Aug  2,139,Aug  2: 139 New Cases
Tripura,2021-08-03,tr,New Cases,304,Aug  3,304,Aug  3: 304 New Cases
Tripura,2021-08-04,tr,New Cases,262,Aug  4,262,Aug  4: 262 New Cases
Tripura,2021-08-05,tr,New Cases,244,Aug  5,244,Aug  5: 244 New Cases
Tripura,2021-08-06,tr,New Cases,245,Aug  6,245,Aug  6: 245 New Cases
Tripura,2021-08-07,tr,New Cases,171,Aug  7,171,Aug  7: 171 New Cases
Tripura,2021-08-08,tr,New Cases,186,Aug  8,186,Aug  8: 186 New Cases
Tripura,2021-08-09,tr,New Cases,77,Aug  9,77,Aug  9: 77 New Cases
Tripura,2021-08-10,tr,New Cases,205,Aug 10,205,Aug 10: 205 New Cases
Tripura,2021-08-11,tr,New Cases,244,Aug 11,244,Aug 11: 244 New Cases
Tripura,2021-08-12,tr,New Cases,140,Aug 12,140,Aug 12: 140 New Cases
Tripura,2021-08-13,tr,New Cases,180,Aug 13,180,Aug 13: 180 New Cases
Tripura,2021-08-14,tr,New Cases,137,Aug 14,137,Aug 14: 137 New Cases
Tripura,2021-08-15,tr,New Cases,142,Aug 15,142,Aug 15: 142 New Cases
Tripura,2021-08-16,tr,New Cases,52,Aug 16,52,Aug 16: 52 New Cases
Tripura,2021-08-17,tr,New Cases,132,Aug 17,132,Aug 17: 132 New Cases
Tripura,2021-08-18,tr,New Cases,141,Aug 18,141,Aug 18: 141 New Cases
Tripura,2021-08-19,tr,New Cases,153,Aug 19,153,Aug 19: 153 New Cases
Tripura,2021-08-20,tr,New Cases,89,Aug 20,89,Aug 20: 89 New Cases
Tripura,2021-08-21,tr,New Cases,115,Aug 21,115,Aug 21: 115 New Cases
Tripura,2021-08-22,tr,New Cases,109,Aug 22,109,Aug 22: 109 New Cases
Tripura,2021-08-23,tr,New Cases,45,Aug 23,45,Aug 23: 45 New Cases
Tripura,2021-08-24,tr,New Cases,165,Aug 24,165,Aug 24: 165 New Cases
Tripura,2021-08-25,tr,New Cases,124,Aug 25,124,Aug 25: 124 New Cases
Tripura,2021-08-26,tr,New Cases,114,Aug 26,114,Aug 26: 114 New Cases
Tripura,2021-08-27,tr,New Cases,102,Aug 27,102,Aug 27: 102 New Cases
Tripura,2021-08-28,tr,New Cases,74,Aug 28,74,Aug 28: 74 New Cases
Tripura,2021-08-29,tr,New Cases,101,Aug 29,101,Aug 29: 101 New Cases
Tripura,2021-08-30,tr,New Cases,37,Aug 30,37,Aug 30: 37 New Cases
Tripura,2021-08-31,tr,New Cases,50,Aug 31,50,Aug 31: 50 New Cases
Tripura,2021-09-01,tr,New Cases,99,Sep  1,99,Sep  1: 99 New Cases
Tripura,2021-09-02,tr,New Cases,104,Sep  2,104,Sep  2: 104 New Cases
Tripura,2021-09-03,tr,New Cases,62,Sep  3,62,Sep  3: 62 New Cases
Tripura,2021-09-04,tr,New Cases,70,Sep  4,70,Sep  4: 70 New Cases
Tripura,2021-09-05,tr,New Cases,87,Sep  5,87,Sep  5: 87 New Cases
Tripura,2021-09-06,tr,New Cases,21,Sep  6,21,Sep  6: 21 New Cases
Tripura,2021-09-07,tr,New Cases,55,Sep  7,55,Sep  7: 55 New Cases
Tripura,2021-09-08,tr,New Cases,54,Sep  8,54,Sep  8: 54 New Cases
Tripura,2021-09-09,tr,New Cases,64,Sep  9,64,Sep  9: 64 New Cases
Tripura,2021-09-10,tr,New Cases,45,Sep 10,45,Sep 10: 45 New Cases
Tripura,2021-09-11,tr,New Cases,30,Sep 11,30,Sep 11: 30 New Cases
Tripura,2021-09-12,tr,New Cases,44,Sep 12,44,Sep 12: 44 New Cases
Tripura,2021-09-13,tr,New Cases,23,Sep 13,23,Sep 13: 23 New Cases
Tripura,2021-09-14,tr,New Cases,52,Sep 14,52,Sep 14: 52 New Cases
Tripura,2021-09-15,tr,New Cases,43,Sep 15,43,Sep 15: 43 New Cases
Tripura,2021-09-16,tr,New Cases,0,Sep 16,0,Sep 16: 0 New Cases
Tripura,2021-09-17,tr,New Cases,72,Sep 17,72,Sep 17: 72 New Cases
Tripura,2021-09-18,tr,New Cases,22,Sep 18,22,Sep 18: 22 New Cases
Tripura,2021-09-19,tr,New Cases,31,Sep 19,31,Sep 19: 31 New Cases
Tripura,2021-09-20,tr,New Cases,14,Sep 20,14,Sep 20: 14 New Cases
Tripura,2021-09-21,tr,New Cases,51,Sep 21,51,Sep 21: 51 New Cases
Tripura,2021-09-22,tr,New Cases,51,Sep 22,51,Sep 22: 51 New Cases
Tripura,2021-09-23,tr,New Cases,25,Sep 23,25,Sep 23: 25 New Cases
Tripura,2021-09-24,tr,New Cases,33,Sep 24,33,Sep 24: 33 New Cases
Tripura,2021-09-25,tr,New Cases,19,Sep 25,19,Sep 25: 19 New Cases
Tripura,2021-09-26,tr,New Cases,20,Sep 26,20,Sep 26: 20 New Cases
Tripura,2021-09-27,tr,New Cases,13,Sep 27,13,Sep 27: 13 New Cases
Tripura,2021-09-28,tr,New Cases,19,Sep 28,19,Sep 28: 19 New Cases
Tripura,2021-09-29,tr,New Cases,20,Sep 29,20,Sep 29: 20 New Cases
Tripura,2021-09-30,tr,New Cases,22,Sep 30,22,Sep 30: 22 New Cases
Tripura,2021-10-01,tr,New Cases,21,Oct  1,21,Oct  1: 21 New Cases
Tripura,2021-10-02,tr,New Cases,15,Oct  2,15,Oct  2: 15 New Cases
Tripura,2021-10-03,tr,New Cases,9,Oct  3,9,Oct  3: 9 New Cases
Tripura,2021-10-04,tr,New Cases,6,Oct  4,6,Oct  4: 6 New Cases
Tripura,2021-10-05,tr,New Cases,14,Oct  5,14,Oct  5: 14 New Cases
Tripura,2021-10-06,tr,New Cases,12,Oct  6,12,Oct  6: 12 New Cases
Tripura,2021-10-07,tr,New Cases,7,Oct  7,7,Oct  7: 7 New Cases
Tripura,2021-10-08,tr,New Cases,12,Oct  8,12,Oct  8: 12 New Cases
Tripura,2021-10-09,tr,New Cases,14,Oct  9,14,Oct  9: 14 New Cases
Tripura,2021-10-10,tr,New Cases,19,Oct 10,19,Oct 10: 19 New Cases
Tripura,2020-05-01,tr,Recovered,0,May  1,0,May  1: 0 Recovered
Tripura,2020-05-02,tr,Recovered,0,May  2,0,May  2: 0 Recovered
Tripura,2020-05-03,tr,Recovered,0,May  3,0,May  3: 0 Recovered
Tripura,2020-05-04,tr,Recovered,0,May  4,0,May  4: 0 Recovered
Tripura,2020-05-05,tr,Recovered,0,May  5,0,May  5: 0 Recovered
Tripura,2020-05-06,tr,Recovered,0,May  6,0,May  6: 0 Recovered
Tripura,2020-05-07,tr,Recovered,0,May  7,0,May  7: 0 Recovered
Tripura,2020-05-08,tr,Recovered,0,May  8,0,May  8: 0 Recovered
Tripura,2020-05-09,tr,Recovered,0,May  9,0,May  9: 0 Recovered
Tripura,2020-05-10,tr,Recovered,0,May 10,0,May 10: 0 Recovered
Tripura,2020-05-11,tr,Recovered,0,May 11,0,May 11: 0 Recovered
Tripura,2020-05-12,tr,Recovered,0,May 12,0,May 12: 0 Recovered
Tripura,2020-05-13,tr,Recovered,0,May 13,0,May 13: 0 Recovered
Tripura,2020-05-14,tr,Recovered,27,May 14,27,May 14: 27 Recovered
Tripura,2020-05-15,tr,Recovered,13,May 15,13,May 15: 13 Recovered
Tripura,2020-05-16,tr,Recovered,22,May 16,22,May 16: 22 Recovered
Tripura,2020-05-18,tr,Recovered,4,May 18,4,May 18: 4 Recovered
Tripura,2020-05-19,tr,Recovered,27,May 19,27,May 19: 27 Recovered
Tripura,2020-05-20,tr,Recovered,0,May 20,0,May 20: 0 Recovered
Tripura,2020-05-21,tr,Recovered,32,May 21,32,May 21: 32 Recovered
Tripura,2020-05-22,tr,Recovered,4,May 22,4,May 22: 4 Recovered
Tripura,2020-05-23,tr,Recovered,0,May 23,0,May 23: 0 Recovered
Tripura,2020-05-24,tr,Recovered,13,May 24,13,May 24: 13 Recovered
Tripura,2020-05-25,tr,Recovered,0,May 25,0,May 25: 0 Recovered
Tripura,2020-05-26,tr,Recovered,0,May 26,0,May 26: 0 Recovered
Tripura,2020-05-27,tr,Recovered,0,May 27,0,May 27: 0 Recovered
Tripura,2020-05-28,tr,Recovered,2,May 28,2,May 28: 2 Recovered
Tripura,2020-05-29,tr,Recovered,0,May 29,0,May 29: 0 Recovered
Tripura,2020-05-30,tr,Recovered,5,May 30,5,May 30: 5 Recovered
Tripura,2020-05-31,tr,Recovered,1,May 31,1,May 31: 1 Recovered
Tripura,2020-06-01,tr,Recovered,0,Jun  1,0,Jun  1: 0 Recovered
Tripura,2020-06-02,tr,Recovered,0,Jun  2,0,Jun  2: 0 Recovered
Tripura,2020-06-03,tr,Recovered,0,Jun  3,0,Jun  3: 0 Recovered
Tripura,2020-06-04,tr,Recovered,0,Jun  4,0,Jun  4: 0 Recovered
Tripura,2020-06-05,tr,Recovered,0,Jun  5,0,Jun  5: 0 Recovered
Tripura,2020-06-06,tr,Recovered,0,Jun  6,0,Jun  6: 0 Recovered
Tripura,2020-06-07,tr,Recovered,19,Jun  7,19,Jun  7: 19 Recovered
Tripura,2020-06-08,tr,Recovered,0,Jun  8,0,Jun  8: 0 Recovered
Tripura,2020-06-09,tr,Recovered,0,Jun  9,0,Jun  9: 0 Recovered
Tripura,2020-06-10,tr,Recovered,47,Jun 10,47,Jun 10: 47 Recovered
Tripura,2020-06-11,tr,Recovered,39,Jun 11,39,Jun 11: 39 Recovered
Tripura,2020-06-12,tr,Recovered,0,Jun 12,0,Jun 12: 0 Recovered
Tripura,2020-06-13,tr,Recovered,37,Jun 13,37,Jun 13: 37 Recovered
Tripura,2020-06-14,tr,Recovered,118,Jun 14,118,Jun 14: 118 Recovered
Tripura,2020-06-15,tr,Recovered,0,Jun 15,0,Jun 15: 0 Recovered
Tripura,2020-06-16,tr,Recovered,123,Jun 16,123,Jun 16: 123 Recovered
Tripura,2020-06-17,tr,Recovered,0,Jun 17,0,Jun 17: 0 Recovered
Tripura,2020-06-18,tr,Recovered,83,Jun 18,83,Jun 18: 83 Recovered
Tripura,2020-06-19,tr,Recovered,18,Jun 19,18,Jun 19: 18 Recovered
Tripura,2020-06-20,tr,Recovered,23,Jun 20,23,Jun 20: 23 Recovered
Tripura,2020-06-21,tr,Recovered,79,Jun 21,79,Jun 21: 79 Recovered
Tripura,2020-06-22,tr,Recovered,23,Jun 22,23,Jun 22: 23 Recovered
Tripura,2020-06-23,tr,Recovered,25,Jun 23,25,Jun 23: 25 Recovered
Tripura,2020-06-24,tr,Recovered,97,Jun 24,97,Jun 24: 97 Recovered
Tripura,2020-06-25,tr,Recovered,122,Jun 25,122,Jun 25: 122 Recovered
Tripura,2020-06-26,tr,Recovered,36,Jun 26,36,Jun 26: 36 Recovered
Tripura,2020-06-27,tr,Recovered,16,Jun 27,16,Jun 27: 16 Recovered
Tripura,2020-06-28,tr,Recovered,8,Jun 28,8,Jun 28: 8 Recovered
Tripura,2020-06-29,tr,Recovered,6,Jun 29,6,Jun 29: 6 Recovered
Tripura,2020-06-30,tr,Recovered,0,Jun 30,0,Jun 30: 0 Recovered
Tripura,2020-07-01,tr,Recovered,1,Jul  1,1,Jul  1: 1 Recovered
Tripura,2020-07-02,tr,Recovered,53,Jul  2,53,Jul  2: 53 Recovered
Tripura,2020-07-03,tr,Recovered,53,Jul  3,53,Jul  3: 53 Recovered
Tripura,2020-07-04,tr,Recovered,3,Jul  4,3,Jul  4: 3 Recovered
Tripura,2020-07-05,tr,Recovered,4,Jul  5,4,Jul  5: 4 Recovered
Tripura,2020-07-06,tr,Recovered,13,Jul  6,13,Jul  6: 13 Recovered
Tripura,2020-07-07,tr,Recovered,29,Jul  7,29,Jul  7: 29 Recovered
Tripura,2020-07-08,tr,Recovered,76,Jul  8,76,Jul  8: 76 Recovered
Tripura,2020-07-09,tr,Recovered,14,Jul  9,14,Jul  9: 14 Recovered
Tripura,2020-07-10,tr,Recovered,34,Jul 10,34,Jul 10: 34 Recovered
Tripura,2020-07-11,tr,Recovered,3,Jul 11,3,Jul 11: 3 Recovered
Tripura,2020-07-12,tr,Recovered,46,Jul 12,46,Jul 12: 46 Recovered
Tripura,2020-07-13,tr,Recovered,54,Jul 13,54,Jul 13: 54 Recovered
Tripura,2020-07-14,tr,Recovered,63,Jul 14,63,Jul 14: 63 Recovered
Tripura,2020-07-15,tr,Recovered,66,Jul 15,66,Jul 15: 66 Recovered
Tripura,2020-07-16,tr,Recovered,33,Jul 16,33,Jul 16: 33 Recovered
Tripura,2020-07-17,tr,Recovered,47,Jul 17,47,Jul 17: 47 Recovered
Tripura,2020-07-18,tr,Recovered,51,Jul 18,51,Jul 18: 51 Recovered
Tripura,2020-07-19,tr,Recovered,24,Jul 19,24,Jul 19: 24 Recovered
Tripura,2020-07-20,tr,Recovered,86,Jul 20,86,Jul 20: 86 Recovered
Tripura,2020-07-21,tr,Recovered,81,Jul 21,81,Jul 21: 81 Recovered
Tripura,2020-07-22,tr,Recovered,107,Jul 22,107,Jul 22: 107 Recovered
Tripura,2020-07-23,tr,Recovered,39,Jul 23,39,Jul 23: 39 Recovered
Tripura,2020-07-24,tr,Recovered,59,Jul 24,59,Jul 24: 59 Recovered
Tripura,2020-07-25,tr,Recovered,79,Jul 25,79,Jul 25: 79 Recovered
Tripura,2020-07-26,tr,Recovered,152,Jul 26,152,Jul 26: 152 Recovered
Tripura,2020-07-27,tr,Recovered,105,Jul 27,105,Jul 27: 105 Recovered
Tripura,2020-07-28,tr,Recovered,154,Jul 28,154,Jul 28: 154 Recovered
Tripura,2020-07-29,tr,Recovered,57,Jul 29,57,Jul 29: 57 Recovered
Tripura,2020-07-30,tr,Recovered,284,Jul 30,284,Jul 30: 284 Recovered
Tripura,2020-07-31,tr,Recovered,365,Jul 31,365,Jul 31: 365 Recovered
Tripura,2020-08-01,tr,Recovered,136,Aug  1,136,Aug  1: 136 Recovered
Tripura,2020-08-02,tr,Recovered,142,Aug  2,142,Aug  2: 142 Recovered
Tripura,2020-08-03,tr,Recovered,0,Aug  3,0,Aug  3: 0 Recovered
Tripura,2020-08-04,tr,Recovered,70,Aug  4,70,Aug  4: 70 Recovered
Tripura,2020-08-05,tr,Recovered,50,Aug  5,50,Aug  5: 50 Recovered
Tripura,2020-08-06,tr,Recovered,68,Aug  6,68,Aug  6: 68 Recovered
Tripura,2020-08-07,tr,Recovered,67,Aug  7,67,Aug  7: 67 Recovered
Tripura,2020-08-08,tr,Recovered,224,Aug  8,224,Aug  8: 224 Recovered
Tripura,2020-08-09,tr,Recovered,92,Aug  9,92,Aug  9: 92 Recovered
Tripura,2020-08-10,tr,Recovered,267,Aug 10,267,Aug 10: 267 Recovered
Tripura,2020-08-11,tr,Recovered,213,Aug 11,213,Aug 11: 213 Recovered
Tripura,2020-08-12,tr,Recovered,182,Aug 12,182,Aug 12: 182 Recovered
Tripura,2020-08-13,tr,Recovered,74,Aug 13,74,Aug 13: 74 Recovered
Tripura,2020-08-14,tr,Recovered,103,Aug 14,103,Aug 14: 103 Recovered
