Name,Date,State,Type,Count,date.fmt,count.fmt,text
Tripura,2020-08-15,tr,Recovered,73,Aug 15,73,Aug 15: 73 Recovered
Tripura,2020-08-16,tr,Recovered,63,Aug 16,63,Aug 16: 63 Recovered
Tripura,2020-08-17,tr,Recovered,135,Aug 17,135,Aug 17: 135 Recovered
Tripura,2020-08-18,tr,Recovered,118,Aug 18,118,Aug 18: 118 Recovered
Tripura,2020-08-19,tr,Recovered,93,Aug 19,93,Aug 19: 93 Recovered
Tripura,2020-08-20,tr,Recovered,68,Aug 20,68,Aug 20: 68 Recovered
Tripura,2020-08-21,tr,Recovered,86,Aug 21,86,Aug 21: 86 Recovered
Tripura,2020-08-22,tr,Recovered,410,Aug 22,410,Aug 22: 410 Recovered
Tripura,2020-08-23,tr,Recovered,121,Aug 23,121,Aug 23: 121 Recovered
Tripura,2020-08-24,tr,Recovered,159,Aug 24,159,Aug 24: 159 Recovered
Tripura,2020-08-25,tr,Recovered,73,Aug 25,73,Aug 25: 73 Recovered
Tripura,2020-08-26,tr,Recovered,160,Aug 26,160,Aug 26: 160 Recovered
Tripura,2020-08-27,tr,Recovered,123,Aug 27,123,Aug 27: 123 Recovered
Tripura,2020-08-28,tr,Recovered,142,Aug 28,142,Aug 28: 142 Recovered
Tripura,2020-08-29,tr,Recovered,198,Aug 29,198,Aug 29: 198 Recovered
Tripura,2020-08-30,tr,Recovered,195,Aug 30,195,Aug 30: 195 Recovered
Tripura,2020-08-31,tr,Recovered,201,Aug 31,201,Aug 31: 201 Recovered
Tripura,2020-09-01,tr,Recovered,221,Sep  1,221,Sep  1: 221 Recovered
Tripura,2020-09-02,tr,Recovered,193,Sep  2,193,Sep  2: 193 Recovered
Tripura,2020-09-03,tr,Recovered,186,Sep  3,186,Sep  3: 186 Recovered
Tripura,2020-09-04,tr,Recovered,179,Sep  4,179,Sep  4: 179 Recovered
Tripura,2020-09-05,tr,Recovered,271,Sep  5,271,Sep  5: 271 Recovered
Tripura,2020-09-06,tr,Recovered,262,Sep  6,262,Sep  6: 262 Recovered
Tripura,2020-09-07,tr,Recovered,303,Sep  7,303,Sep  7: 303 Recovered
Tripura,2020-09-08,tr,Recovered,294,Sep  8,294,Sep  8: 294 Recovered
Tripura,2020-09-09,tr,Recovered,311,Sep  9,311,Sep  9: 311 Recovered
Tripura,2020-09-10,tr,Recovered,340,Sep 10,340,Sep 10: 340 Recovered
Tripura,2020-09-11,tr,Recovered,262,Sep 11,262,Sep 11: 262 Recovered
Tripura,2020-09-12,tr,Recovered,479,Sep 12,479,Sep 12: 479 Recovered
Tripura,2020-09-13,tr,Recovered,398,Sep 13,398,Sep 13: 398 Recovered
Tripura,2020-09-14,tr,Recovered,404,Sep 14,404,Sep 14: 404 Recovered
Tripura,2020-09-15,tr,Recovered,389,Sep 15,389,Sep 15: 389 Recovered
Tripura,2020-09-16,tr,Recovered,510,Sep 16,510,Sep 16: 510 Recovered
Tripura,2020-09-17,tr,Recovered,521,Sep 17,521,Sep 17: 521 Recovered
Tripura,2020-09-18,tr,Recovered,603,Sep 18,603,Sep 18: 603 Recovered
Tripura,2020-09-19,tr,Recovered,583,Sep 19,583,Sep 19: 583 Recovered
Tripura,2020-09-20,tr,Recovered,645,Sep 20,645,Sep 20: 645 Recovered
Tripura,2020-09-21,tr,Recovered,654,Sep 21,654,Sep 21: 654 Recovered
Tripura,2020-09-22,tr,Recovered,419,Sep 22,419,Sep 22: 419 Recovered
Tripura,2020-09-23,tr,Recovered,603,Sep 23,603,Sep 23: 603 Recovered
Tripura,2020-09-24,tr,Recovered,492,Sep 24,492,Sep 24: 492 Recovered
Tripura,2020-09-25,tr,Recovered,509,Sep 25,509,Sep 25: 509 Recovered
Tripura,2020-09-26,tr,Recovered,505,Sep 26,505,Sep 26: 505 Recovered
Tripura,2020-09-27,tr,Recovered,400,Sep 27,400,Sep 27: 400 Recovered
Tripura,2020-09-28,tr,Recovered,567,Sep 28,567,Sep 28: 567 Recovered
Tripura,2020-09-29,tr,Recovered,244,Sep 29,244,Sep 29: 244 Recovered
Tripura,2020-09-30,tr,Recovered,489,Sep 30,489,Sep 30: 489 Recovered
Tripura,2020-10-01,tr,Recovered,400,Oct  1,400,Oct  1: 400 Recovered
Tripura,2020-10-02,tr,Recovered,504,Oct  2,504,Oct  2: 504 Recovered
Tripura,2020-10-03,tr,Recovered,301,Oct  3,301,Oct  3: 301 Recovered
Tripura,2020-10-04,tr,Recovered,513,Oct  4,513,Oct  4: 513 Recovered
Tripura,2020-10-05,tr,Recovered,466,Oct  5,466,Oct  5: 466 Recovered
Tripura,2020-10-06,tr,Recovered,255,Oct  6,255,Oct  6: 255 Recovered
Tripura,2020-10-07,tr,Recovered,546,Oct  7,546,Oct  7: 546 Recovered
Tripura,2020-10-08,tr,Recovered,389,Oct  8,389,Oct  8: 389 Recovered
Tripura,2020-10-09,tr,Recovered,408,Oct  9,408,Oct  9: 408 Recovered
Tripura,2020-10-10,tr,Recovered,327,Oct 10,327,Oct 10: 327 Recovered
Tripura,2020-10-11,tr,Recovered,285,Oct 11,285,Oct 11: 285 Recovered
Tripura,2020-10-12,tr,Recovered,317,Oct 12,317,Oct 12: 317 Recovered
Tripura,2020-10-13,tr,Recovered,220,Oct 13,220,Oct 13: 220 Recovered
Tripura,2020-10-14,tr,Recovered,418,Oct 14,418,Oct 14: 418 Recovered
Tripura,2020-10-15,tr,Recovered,353,Oct 15,353,Oct 15: 353 Recovered
Tripura,2020-10-16,tr,Recovered,371,Oct 16,371,Oct 16: 371 Recovered
Tripura,2020-10-17,tr,Recovered,270,Oct 17,270,Oct 17: 270 Recovered
Tripura,2020-10-18,tr,Recovered,187,Oct 18,187,Oct 18: 187 Recovered
Tripura,2020-10-19,tr,Recovered,328,Oct 19,328,Oct 19: 328 Recovered
Tripura,2020-10-20,tr,Recovered,198,Oct 20,198,Oct 20: 198 Recovered
Tripura,2020-10-21,tr,Recovered,265,Oct 21,265,Oct 21: 265 Recovered
Tripura,2020-10-22,tr,Recovered,239,Oct 22,239,Oct 22: 239 Recovered
Tripura,2020-10-23,tr,Recovered,250,Oct 23,250,Oct 23: 250 Recovered
Tripura,2020-10-24,tr,Recovered,238,Oct 24,238,Oct 24: 238 Recovered
Tripura,2020-10-25,tr,Recovered,146,Oct 25,146,Oct 25: 146 Recovered
Tripura,2020-10-26,tr,Recovered,183,Oct 26,183,Oct 26: 183 Recovered
Tripura,2020-10-27,tr,Recovered,84,Oct 27,84,Oct 27: 84 Recovered
Tripura,2020-10-28,tr,Recovered,202,Oct 28,202,Oct 28: 202 Recovered
Tripura,2020-10-29,tr,Recovered,170,Oct 29,170,Oct 29: 170 Recovered
Tripura,2020-10-30,tr,Recovered,212,Oct 30,212,Oct 30: 212 Recovered
Tripura,2020-10-31,tr,Recovered,141,Oct 31,141,Oct 31: 141 Recovered
Tripura,2020-11-01,tr,Recovered,170,Nov  1,170,Nov  1: 170 Recovered
Tripura,2020-11-02,tr,Recovered,186,Nov  2,186,Nov  2: 186 Recovered
Tripura,2020-11-03,tr,Recovered,84,Nov  3,84,Nov  3: 84 Recovered
Tripura,2020-11-04,tr,Recovered,112,Nov  4,112,Nov  4: 112 Recovered
Tripura,2020-11-05,tr,Recovered,115,Nov  5,115,Nov  5: 115 Recovered
Tripura,2020-11-06,tr,Recovered,121,Nov  6,121,Nov  6: 121 Recovered
Tripura,2020-11-07,tr,Recovered,126,Nov  7,126,Nov  7: 126 Recovered
Tripura,2020-11-08,tr,Recovered,66,Nov  8,66,Nov  8: 66 Recovered
Tripura,2020-11-09,tr,Recovered,107,Nov  9,107,Nov  9: 107 Recovered
Tripura,2020-11-10,tr,Recovered,44,Nov 10,44,Nov 10: 44 Recovered
Tripura,2020-11-11,tr,Recovered,49,Nov 11,49,Nov 11: 49 Recovered
Tripura,2020-11-12,tr,Recovered,150,Nov 12,150,Nov 12: 150 Recovered
Tripura,2020-11-13,tr,Recovered,106,Nov 13,106,Nov 13: 106 Recovered
Tripura,2020-11-14,tr,Recovered,100,Nov 14,100,Nov 14: 100 Recovered
Tripura,2020-11-15,tr,Recovered,64,Nov 15,64,Nov 15: 64 Recovered
Tripura,2020-11-16,tr,Recovered,77,Nov 16,77,Nov 16: 77 Recovered
Tripura,2020-11-17,tr,Recovered,76,Nov 17,76,Nov 17: 76 Recovered
Tripura,2020-11-18,tr,Recovered,119,Nov 18,119,Nov 18: 119 Recovered
Tripura,2020-11-19,tr,Recovered,106,Nov 19,106,Nov 19: 106 Recovered
Tripura,2020-11-20,tr,Recovered,112,Nov 20,112,Nov 20: 112 Recovered
Tripura,2020-11-21,tr,Recovered,116,Nov 21,116,Nov 21: 116 Recovered
Tripura,2020-11-22,tr,Recovered,95,Nov 22,95,Nov 22: 95 Recovered
Tripura,2020-11-23,tr,Recovered,90,Nov 23,90,Nov 23: 90 Recovered
Tripura,2020-11-24,tr,Recovered,27,Nov 24,27,Nov 24: 27 Recovered
Tripura,2020-11-25,tr,Recovered,72,Nov 25,72,Nov 25: 72 Recovered
Tripura,2020-11-26,tr,Recovered,73,Nov 26,73,Nov 26: 73 Recovered
Tripura,2020-11-27,tr,Recovered,58,Nov 27,58,Nov 27: 58 Recovered
Tripura,2020-11-28,tr,Recovered,69,Nov 28,69,Nov 28: 69 Recovered
Tripura,2020-11-29,tr,Recovered,0,Nov 29,0,Nov 29: 0 Recovered
Tripura,2020-11-30,tr,Recovered,162,Nov 30,162,Nov 30: 162 Recovered
Tripura,2020-12-01,tr,Recovered,34,Dec  1,34,Dec  1: 34 Recovered
Tripura,2020-12-02,tr,Recovered,57,Dec  2,57,Dec  2: 57 Recovered
Tripura,2020-12-03,tr,Recovered,58,Dec  3,58,Dec  3: 58 Recovered
Tripura,2020-12-04,tr,Recovered,68,Dec  4,68,Dec  4: 68 Recovered
Tripura,2020-12-05,tr,Recovered,62,Dec  5,62,Dec  5: 62 Recovered
Tripura,2020-12-06,tr,Recovered,59,Dec  6,59,Dec  6: 59 Recovered
Tripura,2020-12-07,tr,Recovered,42,Dec  7,42,Dec  7: 42 Recovered
Tripura,2020-12-08,tr,Recovered,15,Dec  8,15,Dec  8: 15 Recovered
Tripura,2020-12-09,tr,Recovered,44,Dec  9,44,Dec  9: 44 Recovered
Tripura,2020-12-10,tr,Recovered,35,Dec 10,35,Dec 10: 35 Recovered
Tripura,2020-12-11,tr,Recovered,46,Dec 11,46,Dec 11: 46 Recovered
Tripura,2020-12-12,tr,Recovered,35,Dec 12,35,Dec 12: 35 Recovered
Tripura,2020-12-13,tr,Recovered,25,Dec 13,25,Dec 13: 25 Recovered
Tripura,2020-12-14,tr,Recovered,32,Dec 14,32,Dec 14: 32 Recovered
Tripura,2020-12-15,tr,Recovered,25,Dec 15,25,Dec 15: 25 Recovered
Tripura,2020-12-16,tr,Recovered,30,Dec 16,30,Dec 16: 30 Recovered
Tripura,2020-12-17,tr,Recovered,32,Dec 17,32,Dec 17: 32 Recovered
Tripura,2020-12-18,tr,Recovered,42,Dec 18,42,Dec 18: 42 Recovered
Tripura,2020-12-19,tr,Recovered,30,Dec 19,30,Dec 19: 30 Recovered
Tripura,2020-12-20,tr,Recovered,31,Dec 20,31,Dec 20: 31 Recovered
Tripura,2020-12-21,tr,Recovered,29,Dec 21,29,Dec 21: 29 Recovered
Tripura,2020-12-22,tr,Recovered,34,Dec 22,34,Dec 22: 34 Recovered
Tripura,2020-12-23,tr,Recovered,18,Dec 23,18,Dec 23: 18 Recovered
Tripura,2020-12-24,tr,Recovered,27,Dec 24,27,Dec 24: 27 Recovered
Tripura,2020-12-25,tr,Recovered,17,Dec 25,17,Dec 25: 17 Recovered
Tripura,2020-12-26,tr,Recovered,15,Dec 26,15,Dec 26: 15 Recovered
Tripura,2020-12-27,tr,Recovered,23,Dec 27,23,Dec 27: 23 Recovered
Tripura,2020-12-28,tr,Recovered,16,Dec 28,16,Dec 28: 16 Recovered
Tripura,2020-12-29,tr,Recovered,10,Dec 29,10,Dec 29: 10 Recovered
Tripura,2020-12-30,tr,Recovered,14,Dec 30,14,Dec 30: 14 Recovered
Tripura,2020-12-31,tr,Recovered,16,Dec 31,16,Dec 31: 16 Recovered
Tripura,2021-01-01,tr,Recovered,28,Jan  1,28,Jan  1: 28 Recovered
Tripura,2021-01-02,tr,Recovered,16,Jan  2,16,Jan  2: 16 Recovered
Tripura,2021-01-03,tr,Recovered,14,Jan  3,14,Jan  3: 14 Recovered
Tripura,2021-01-04,tr,Recovered,6,Jan  4,6,Jan  4: 6 Recovered
Tripura,2021-01-05,tr,Recovered,11,Jan  5,11,Jan  5: 11 Recovered
Tripura,2021-01-06,tr,Recovered,9,Jan  6,9,Jan  6: 9 Recovered
Tripura,2021-01-07,tr,Recovered,8,Jan  7,8,Jan  7: 8 Recovered
Tripura,2021-01-08,tr,Recovered,9,Jan  8,9,Jan  8: 9 Recovered
Tripura,2021-01-09,tr,Recovered,0,Jan  9,0,Jan  9: 0 Recovered
Tripura,2021-01-10,tr,Recovered,10,Jan 10,10,Jan 10: 10 Recovered
Tripura,2021-01-11,tr,Recovered,7,Jan 11,7,Jan 11: 7 Recovered
Tripura,2021-01-12,tr,Recovered,3,Jan 12,3,Jan 12: 3 Recovered
Tripura,2021-01-13,tr,Recovered,8,Jan 13,8,Jan 13: 8 Recovered
Tripura,2021-01-14,tr,Recovered,6,Jan 14,6,Jan 14: 6 Recovered
Tripura,2021-01-15,tr,Recovered,4,Jan 15,4,Jan 15: 4 Recovered
Tripura,2021-01-16,tr,Recovered,7,Jan 16,7,Jan 16: 7 Recovered
Tripura,2021-01-17,tr,Recovered,0,Jan 17,0,Jan 17: 0 Recovered
Tripura,2021-01-18,tr,Recovered,5,Jan 18,5,Jan 18: 5 Recovered
Tripura,2021-01-19,tr,Recovered,3,Jan 19,3,Jan 19: 3 Recovered
Tripura,2021-01-20,tr,Recovered,2,Jan 20,2,Jan 20: 2 Recovered
Tripura,2021-01-21,tr,Recovered,4,Jan 21,4,Jan 21: 4 Recovered
Tripura,2021-01-22,tr,Recovered,5,Jan 22,5,Jan 22: 5 Recovered
Tripura,2021-01-23,tr,Recovered,3,Jan 23,3,Jan 23: 3 Recovered
Tripura,2021-01-24,tr,Recovered,0,Jan 24,0,Jan 24: 0 Recovered
Tripura,2021-01-25,tr,Recovered,3,Jan 25,3,Jan 25: 3 Recovered
Tripura,2021-01-26,tr,Recovered,5,Jan 26,5,Jan 26: 5 Recovered
Tripura,2021-01-27,tr,Recovered,4,Jan 27,4,Jan 27: 4 Recovered
Tripura,2021-01-28,tr,Recovered,3,Jan 28,3,Jan 28: 3 Recovered
Tripura,2021-01-29,tr,Recovered,2,Jan 29,2,Jan 29: 2 Recovered
Tripura,2021-01-30,tr,Recovered,2,Jan 30,2,Jan 30: 2 Recovered
Tripura,2021-01-31,tr,Recovered,0,Jan 31,0,Jan 31: 0 Recovered
Tripura,2021-02-01,tr,Recovered,3,Feb  1,3,Feb  1: 3 Recovered
Tripura,2021-02-02,tr,Recovered,2,Feb  2,2,Feb  2: 2 Recovered
Tripura,2021-02-03,tr,Recovered,0,Feb  3,0,Feb  3: 0 Recovered
Tripura,2021-02-04,tr,Recovered,5,Feb  4,5,Feb  4: 5 Recovered
Tripura,2021-02-05,tr,Recovered,1,Feb  5,1,Feb  5: 1 Recovered
Tripura,2021-02-06,tr,Recovered,1,Feb  6,1,Feb  6: 1 Recovered
Tripura,2021-02-07,tr,Recovered,3,Feb  7,3,Feb  7: 3 Recovered
Tripura,2021-02-08,tr,Recovered,0,Feb  8,0,Feb  8: 0 Recovered
Tripura,2021-02-09,tr,Recovered,2,Feb  9,2,Feb  9: 2 Recovered
Tripura,2021-02-10,tr,Recovered,0,Feb 10,0,Feb 10: 0 Recovered
Tripura,2021-02-11,tr,Recovered,2,Feb 11,2,Feb 11: 2 Recovered
Tripura,2021-02-12,tr,Recovered,2,Feb 12,2,Feb 12: 2 Recovered
Tripura,2021-02-13,tr,Recovered,0,Feb 13,0,Feb 13: 0 Recovered
Tripura,2021-02-14,tr,Recovered,1,Feb 14,1,Feb 14: 1 Recovered
Tripura,2021-02-15,tr,Recovered,0,Feb 15,0,Feb 15: 0 Recovered
Tripura,2021-02-16,tr,Recovered,0,Feb 16,0,Feb 16: 0 Recovered
Tripura,2021-02-17,tr,Recovered,0,Feb 17,0,Feb 17: 0 Recovered
Tripura,2021-02-18,tr,Recovered,1,Feb 18,1,Feb 18: 1 Recovered
Tripura,2021-02-19,tr,Recovered,0,Feb 19,0,Feb 19: 0 Recovered
Tripura,2021-02-20,tr,Recovered,0,Feb 20,0,Feb 20: 0 Recovered
Tripura,2021-02-21,tr,Recovered,0,Feb 21,0,Feb 21: 0 Recovered
Tripura,2021-02-22,tr,Recovered,1,Feb 22,1,Feb 22: 1 Recovered
Tripura,2021-02-23,tr,Recovered,0,Feb 23,0,Feb 23: 0 Recovered
Tripura,2021-02-24,tr,Recovered,0,Feb 24,0,Feb 24: 0 Recovered
Tripura,2021-02-25,tr,Recovered,22,Feb 25,22,Feb 25: 22 Recovered
Tripura,2021-02-26,tr,Recovered,0,Feb 26,0,Feb 26: 0 Recovered
Tripura,2021-02-27,tr,Recovered,0,Feb 27,0,Feb 27: 0 Recovered
Tripura,2021-02-28,tr,Recovered,0,Feb 28,0,Feb 28: 0 Recovered
Tripura,2021-03-01,tr,Recovered,3,Mar  1,3,Mar  1: 3 Recovered
Tripura,2021-03-02,tr,Recovered,0,Mar  2,0,Mar  2: 0 Recovered
Tripura,2021-03-03,tr,Recovered,2,Mar  3,2,Mar  3: 2 Recovered
Tripura,2021-03-04,tr,Recovered,9,Mar  4,9,Mar  4: 9 Recovered
Tripura,2021-03-05,tr,Recovered,0,Mar  5,0,Mar  5: 0 Recovered
Tripura,2021-03-06,tr,Recovered,4,Mar  6,4,Mar  6: 4 Recovered
Tripura,2021-03-07,tr,Recovered,0,Mar  7,0,Mar  7: 0 Recovered
Tripura,2021-03-08,tr,Recovered,1,Mar  8,1,Mar  8: 1 Recovered
Tripura,2021-03-09,tr,Recovered,0,Mar  9,0,Mar  9: 0 Recovered
Tripura,2021-03-10,tr,Recovered,0,Mar 10,0,Mar 10: 0 Recovered
Tripura,2021-03-11,tr,Recovered,13,Mar 11,13,Mar 11: 13 Recovered
Tripura,2021-03-12,tr,Recovered,0,Mar 12,0,Mar 12: 0 Recovered
Tripura,2021-03-13,tr,Recovered,10,Mar 13,10,Mar 13: 10 Recovered
Tripura,2021-03-14,tr,Recovered,0,Mar 14,0,Mar 14: 0 Recovered
Tripura,2021-03-15,tr,Recovered,0,Mar 15,0,Mar 15: 0 Recovered
Tripura,2021-03-16,tr,Recovered,3,Mar 16,3,Mar 16: 3 Recovered
Tripura,2021-03-17,tr,Recovered,10,Mar 17,10,Mar 17: 10 Recovered
Tripura,2021-03-18,tr,Recovered,2,Mar 18,2,Mar 18: 2 Recovered
Tripura,2021-03-19,tr,Recovered,1,Mar 19,1,Mar 19: 1 Recovered
Tripura,2021-03-20,tr,Recovered,1,Mar 20,1,Mar 20: 1 Recovered
Tripura,2021-03-21,tr,Recovered,0,Mar 21,0,Mar 21: 0 Recovered
Tripura,2021-03-22,tr,Recovered,0,Mar 22,0,Mar 22: 0 Recovered
Tripura,2021-03-23,tr,Recovered,1,Mar 23,1,Mar 23: 1 Recovered
Tripura,2021-03-24,tr,Recovered,0,Mar 24,0,Mar 24: 0 Recovered
Tripura,2021-03-25,tr,Recovered,1,Mar 25,1,Mar 25: 1 Recovered
Tripura,2021-03-26,tr,Recovered,0,Mar 26,0,Mar 26: 0 Recovered
Tripura,2021-03-27,tr,Recovered,2,Mar 27,2,Mar 27: 2 Recovered
Tripura,2021-03-28,tr,Recovered,0,Mar 28,0,Mar 28: 0 Recovered
Tripura,2021-03-29,tr,Recovered,5,Mar 29,5,Mar 29: 5 Recovered
Tripura,2021-03-30,tr,Recovered,0,Mar 30,0,Mar 30: 0 Recovered
Tripura,2021-03-31,tr,Recovered,0,Mar 31,0,Mar 31: 0 Recovered
Tripura,2021-04-01,tr,Recovered,13,Apr  1,13,Apr  1: 13 Recovered
Tripura,2021-04-02,tr,Recovered,5,Apr  2,5,Apr  2: 5 Recovered
Tripura,2021-04-03,tr,Recovered,5,Apr  3,5,Apr  3: 5 Recovered
Tripura,2021-04-04,tr,Recovered,0,Apr  4,0,Apr  4: 0 Recovered
Tripura,2021-04-05,tr,Recovered,10,Apr  5,10,Apr  5: 10 Recovered
Tripura,2021-04-06,tr,Recovered,6,Apr  6,6,Apr  6: 6 Recovered
Tripura,2021-04-07,tr,Recovered,1,Apr  7,1,Apr  7: 1 Recovered
Tripura,2021-04-08,tr,Recovered,3,Apr  8,3,Apr  8: 3 Recovered
Tripura,2021-04-09,tr,Recovered,8,Apr  9,8,Apr  9: 8 Recovered
Tripura,2021-04-10,tr,Recovered,1,Apr 10,1,Apr 10: 1 Recovered
Tripura,2021-04-11,tr,Recovered,0,Apr 11,0,Apr 11: 0 Recovered
Tripura,2021-04-12,tr,Recovered,2,Apr 12,2,Apr 12: 2 Recovered
Tripura,2021-04-13,tr,Recovered,7,Apr 13,7,Apr 13: 7 Recovered
Tripura,2021-04-14,tr,Recovered,22,Apr 14,22,Apr 14: 22 Recovered
Tripura,2021-04-15,tr,Recovered,0,Apr 15,0,Apr 15: 0 Recovered
Tripura,2021-04-16,tr,Recovered,7,Apr 16,7,Apr 16: 7 Recovered
Tripura,2021-04-17,tr,Recovered,11,Apr 17,11,Apr 17: 11 Recovered
Tripura,2021-04-18,tr,Recovered,7,Apr 18,7,Apr 18: 7 Recovered
Tripura,2021-04-19,tr,Recovered,15,Apr 19,15,Apr 19: 15 Recovered
Tripura,2021-04-20,tr,Recovered,16,Apr 20,16,Apr 20: 16 Recovered
Tripura,2021-04-21,tr,Recovered,0,Apr 21,0,Apr 21: 0 Recovered
Tripura,2021-04-22,tr,Recovered,74,Apr 22,74,Apr 22: 74 Recovered
Tripura,2021-04-23,tr,Recovered,46,Apr 23,46,Apr 23: 46 Recovered
Tripura,2021-04-24,tr,Recovered,45,Apr 24,45,Apr 24: 45 Recovered
Tripura,2021-04-25,tr,Recovered,18,Apr 25,18,Apr 25: 18 Recovered
Tripura,2021-04-26,tr,Recovered,62,Apr 26,62,Apr 26: 62 Recovered
Tripura,2021-04-27,tr,Recovered,44,Apr 27,44,Apr 27: 44 Recovered
Tripura,2021-04-28,tr,Recovered,35,Apr 28,35,Apr 28: 35 Recovered
Tripura,2021-04-29,tr,Recovered,13,Apr 29,13,Apr 29: 13 Recovered
Tripura,2021-04-30,tr,Recovered,50,Apr 30,50,Apr 30: 50 Recovered
Tripura,2021-05-01,tr,Recovered,67,May  1,67,May  1: 67 Recovered
Tripura,2021-05-02,tr,Recovered,41,May  2,41,May  2: 41 Recovered
Tripura,2021-05-03,tr,Recovered,62,May  3,62,May  3: 62 Recovered
Tripura,2021-05-04,tr,Recovered,87,May  4,87,May  4: 87 Recovered
Tripura,2021-05-05,tr,Recovered,59,May  5,59,May  5: 59 Recovered
Tripura,2021-05-06,tr,Recovered,75,May  6,75,May  6: 75 Recovered
Tripura,2021-05-07,tr,Recovered,149,May  7,149,May  7: 149 Recovered
Tripura,2021-05-08,tr,Recovered,117,May  8,117,May  8: 117 Recovered
Tripura,2021-05-09,tr,Recovered,132,May  9,132,May  9: 132 Recovered
Tripura,2021-05-10,tr,Recovered,130,May 10,130,May 10: 130 Recovered
Tripura,2021-05-11,tr,Recovered,150,May 11,150,May 11: 150 Recovered
Tripura,2021-05-12,tr,Recovered,137,May 12,137,May 12: 137 Recovered
Tripura,2021-05-13,tr,Recovered,127,May 13,127,May 13: 127 Recovered
Tripura,2021-05-14,tr,Recovered,200,May 14,200,May 14: 200 Recovered
Tripura,2021-05-15,tr,Recovered,250,May 15,250,May 15: 250 Recovered
Tripura,2021-05-16,tr,Recovered,126,May 16,126,May 16: 126 Recovered
Tripura,2021-05-17,tr,Recovered,292,May 17,292,May 17: 292 Recovered
Tripura,2021-05-18,tr,Recovered,269,May 18,269,May 18: 269 Recovered
Tripura,2021-05-19,tr,Recovered,317,May 19,317,May 19: 317 Recovered
Tripura,2021-05-20,tr,Recovered,316,May 20,316,May 20: 316 Recovered
Tripura,2021-05-21,tr,Recovered,379,May 21,379,May 21: 379 Recovered
Tripura,2021-05-22,tr,Recovered,332,May 22,332,May 22: 332 Recovered
Tripura,2021-05-23,tr,Recovered,196,May 23,196,May 23: 196 Recovered
Tripura,2021-05-24,tr,Recovered,474,May 24,474,May 24: 474 Recovered
Tripura,2021-05-25,tr,Recovered,427,May 25,427,May 25: 427 Recovered
Tripura,2021-05-26,tr,Recovered,965,May 26,965,May 26: 965 Recovered
Tripura,2021-05-27,tr,Recovered,1066,May 27,"1,066","May 27: 1,066 Recovered"
Tripura,2021-05-28,tr,Recovered,1033,May 28,"1,033","May 28: 1,033 Recovered"
Tripura,2021-05-29,tr,Recovered,878,May 29,878,May 29: 878 Recovered
Tripura,2021-05-30,tr,Recovered,722,May 30,722,May 30: 722 Recovered
Tripura,2021-05-31,tr,Recovered,873,May 31,873,May 31: 873 Recovered
Tripura,2021-06-01,tr,Recovered,845,Jun  1,845,Jun  1: 845 Recovered
Tripura,2021-06-02,tr,Recovered,864,Jun  2,864,Jun  2: 864 Recovered
Tripura,2021-06-03,tr,Recovered,458,Jun  3,458,Jun  3: 458 Recovered
Tripura,2021-06-04,tr,Recovered,763,Jun  4,763,Jun  4: 763 Recovered
Tripura,2021-06-05,tr,Recovered,670,Jun  5,670,Jun  5: 670 Recovered
Tripura,2021-06-06,tr,Recovered,532,Jun  6,532,Jun  6: 532 Recovered
Tripura,2021-06-07,tr,Recovered,789,Jun  7,789,Jun  7: 789 Recovered
Tripura,2021-06-08,tr,Recovered,595,Jun  8,595,Jun  8: 595 Recovered
Tripura,2021-06-09,tr,Recovered,861,Jun  9,861,Jun  9: 861 Recovered
Tripura,2021-06-10,tr,Recovered,363,Jun 10,363,Jun 10: 363 Recovered
Tripura,2021-06-11,tr,Recovered,850,Jun 11,850,Jun 11: 850 Recovered
Tripura,2021-06-12,tr,Recovered,565,Jun 12,565,Jun 12: 565 Recovered
Tripura,2021-06-13,tr,Recovered,703,Jun 13,703,Jun 13: 703 Recovered
Tripura,2021-06-14,tr,Recovered,610,Jun 14,610,Jun 14: 610 Recovered
Tripura,2021-06-15,tr,Recovered,743,Jun 15,743,Jun 15: 743 Recovered
Tripura,2021-06-16,tr,Recovered,596,Jun 16,596,Jun 16: 596 Recovered
Tripura,2021-06-17,tr,Recovered,246,Jun 17,246,Jun 17: 246 Recovered
Tripura,2021-06-18,tr,Recovered,713,Jun 18,713,Jun 18: 713 Recovered
Tripura,2021-06-19,tr,Recovered,595,Jun 19,595,Jun 19: 595 Recovered
Tripura,2021-06-20,tr,Recovered,661,Jun 20,661,Jun 20: 661 Recovered
Tripura,2021-06-21,tr,Recovered,646,Jun 21,646,Jun 21: 646 Recovered
Tripura,2021-06-22,tr,Recovered,449,Jun 22,449,Jun 22: 449 Recovered
Tripura,2021-06-23,tr,Recovered,554,Jun 23,554,Jun 23: 554 Recovered
Tripura,2021-06-24,tr,Recovered,243,Jun 24,243,Jun 24: 243 Recovered
Tripura,2021-06-25,tr,Recovered,399,Jun 25,399,Jun 25: 399 Recovered
Tripura,2021-06-26,tr,Recovered,390,Jun 26,390,Jun 26: 390 Recovered
Tripura,2021-06-27,tr,Recovered,459,Jun 27,459,Jun 27: 459 Recovered
Tripura,2021-06-28,tr,Recovered,466,Jun 28,466,Jun 28: 466 Recovered
Tripura,2021-06-29,tr,Recovered,439,Jun 29,439,Jun 29: 439 Recovered
Tripura,2021-06-30,tr,Recovered,380,Jun 30,380,Jun 30: 380 Recovered
