Dates	variable	value	upper_ci	color	type	State
2020-06-04	mod_4	4310	12810	Moderate return	solid	ap
2020-06-04	mod_5	4560	13590	Normal (pre-intervention)	solid	ap
2020-06-04	mod_6	4183	12410	Cautious return	solid	ap
2020-06-05	mod_2	4444	13848	Soc. Dist. + Travel Ban	solid	ap
2020-06-05	mod_3	4869	15208	No Intervention	solid	ap
2020-06-05	mod_4	4507	13983	Moderate return	solid	ap
2020-06-05	mod_5	4869	15208	Normal (pre-intervention)	solid	ap
2020-06-05	mod_6	4321	13454	Cautious return	solid	ap
2020-06-06	mod_2	4628	15044	Soc. Dist. + Travel Ban	solid	ap
2020-06-06	mod_3	5215	17043	No Intervention	solid	ap
2020-06-06	mod_4	4709	15254	Moderate return	solid	ap
2020-06-06	mod_5	5215	17043	Normal (pre-intervention)	solid	ap
2020-06-06	mod_6	4462	14502	Cautious return	solid	ap
2020-06-07	mod_2	4820	16292	Soc. Dist. + Travel Ban	solid	ap
2020-06-07	mod_3	5594	19083	No Intervention	solid	ap
2020-06-07	mod_4	4913	16520	Moderate return	solid	ap
2020-06-07	mod_5	5594	19083	Normal (pre-intervention)	solid	ap
2020-06-07	mod_6	4599	15474	Cautious return	solid	ap
2020-06-08	mod_2	5018	17483	Soc. Dist. + Travel Ban	solid	ap
2020-06-08	mod_3	6012	21476	No Intervention	solid	ap
2020-06-08	mod_4	5132	17906	Moderate return	solid	ap
2020-06-08	mod_5	6012	21476	Normal (pre-intervention)	solid	ap
2020-06-08	mod_6	4738	16453	Cautious return	solid	ap
2020-06-09	mod_2	5227	18875	Soc. Dist. + Travel Ban	solid	ap
2020-06-09	mod_3	6477	24134	No Intervention	solid	ap
2020-06-09	mod_4	5358	19317	Moderate return	solid	ap
2020-06-09	mod_5	6477	24134	Normal (pre-intervention)	solid	ap
2020-06-09	mod_6	4877	17473	Cautious return	solid	ap
2020-06-10	mod_2	5444	20273	Soc. Dist. + Travel Ban	solid	ap
2020-06-10	mod_3	6994	27126	No Intervention	solid	ap
2020-06-10	mod_4	5596	20831	Moderate return	solid	ap
2020-06-10	mod_5	6994	27126	Normal (pre-intervention)	solid	ap
2020-06-10	mod_6	5019	18559	Cautious return	solid	ap
2020-06-11	mod_2	5675	21834	Soc. Dist. + Travel Ban	solid	ap
2020-06-11	mod_3	7572	30650	No Intervention	solid	ap
2020-06-11	mod_4	5842	22441	Moderate return	solid	ap
2020-06-11	mod_5	7572	30650	Normal (pre-intervention)	solid	ap
2020-06-11	mod_6	5162	19631	Cautious return	solid	ap
2020-06-12	mod_2	5913	23392	Soc. Dist. + Travel Ban	solid	ap
2020-06-12	mod_3	8223	34749	No Intervention	solid	ap
2020-06-12	mod_4	6102	24081	Moderate return	solid	ap
2020-06-12	mod_5	8223	34749	Normal (pre-intervention)	solid	ap
2020-06-12	mod_6	5307	20714	Cautious return	solid	ap
2020-06-13	mod_2	6168	25124	Soc. Dist. + Travel Ban	solid	ap
2020-06-13	mod_3	8960	39347	No Intervention	solid	ap
2020-06-13	mod_4	6373	25948	Moderate return	solid	ap
2020-06-13	mod_5	8960	39347	Normal (pre-intervention)	solid	ap
2020-06-13	mod_6	5457	21894	Cautious return	solid	ap
2020-06-14	mod_2	6425	26910	Soc. Dist. + Travel Ban	solid	ap
2020-06-14	mod_3	9793	44807	No Intervention	solid	ap
2020-06-14	mod_4	6660	27924	Moderate return	solid	ap
2020-06-14	mod_5	9793	44807	Normal (pre-intervention)	solid	ap
2020-06-14	mod_6	5606	23002	Cautious return	solid	ap
2020-06-15	mod_2	6703	28896	Soc. Dist. + Travel Ban	solid	ap
2020-06-15	mod_3	10738	51237	No Intervention	solid	ap
2020-06-15	mod_4	6961	29910	Moderate return	solid	ap
2020-06-15	mod_5	10738	51237	Normal (pre-intervention)	solid	ap
2020-06-15	mod_6	5752	24028	Cautious return	solid	ap
2020-06-16	mod_2	6996	30860	Soc. Dist. + Travel Ban	solid	ap
2020-06-16	mod_3	11816	58644	No Intervention	solid	ap
2020-06-16	mod_4	7284	32144	Moderate return	solid	ap
2020-06-16	mod_5	11816	58644	Normal (pre-intervention)	solid	ap
2020-06-16	mod_6	5909	25391	Cautious return	solid	ap
2020-06-17	mod_2	7300	32977	Soc. Dist. + Travel Ban	solid	ap
2020-06-17	mod_3	13043	67545	No Intervention	solid	ap
2020-06-17	mod_4	7623	34543	Moderate return	solid	ap
2020-06-17	mod_5	13043	67545	Normal (pre-intervention)	solid	ap
2020-06-17	mod_6	6061	26536	Cautious return	solid	ap
2020-06-18	mod_2	7618	35162	Soc. Dist. + Travel Ban	solid	ap
2020-06-18	mod_3	14463	77701	No Intervention	solid	ap
2020-06-18	mod_4	7982	37193	Moderate return	solid	ap
2020-06-18	mod_5	14463	77701	Normal (pre-intervention)	solid	ap
2020-06-18	mod_6	6221	27891	Cautious return	solid	ap
2020-06-19	mod_2	7965	37879	Soc. Dist. + Travel Ban	solid	ap
2020-06-19	mod_3	16095	89600	No Intervention	solid	ap
2020-06-19	mod_4	8363	39872	Moderate return	solid	ap
2020-06-19	mod_5	16095	89600	Normal (pre-intervention)	solid	ap
2020-06-19	mod_6	6381	29048	Cautious return	solid	ap
2020-06-20	mod_2	8327	40547	Soc. Dist. + Travel Ban	solid	ap
2020-06-20	mod_3	17983	103107	No Intervention	solid	ap
2020-06-20	mod_4	8768	42929	Moderate return	solid	ap
2020-06-20	mod_5	17983	103107	Normal (pre-intervention)	solid	ap
2020-06-20	mod_6	6542	30492	Cautious return	solid	ap
2020-06-21	mod_2	8710	43452	Soc. Dist. + Travel Ban	solid	ap
2020-06-21	mod_3	20177	119036	No Intervention	solid	ap
2020-06-21	mod_4	9196	46036	Moderate return	solid	ap
2020-06-21	mod_5	20177	119036	Normal (pre-intervention)	solid	ap
2020-06-21	mod_6	6712	31923	Cautious return	solid	ap
2020-06-22	mod_2	9119	46730	Soc. Dist. + Travel Ban	solid	ap
2020-06-22	mod_3	22719	138255	No Intervention	solid	ap
2020-06-22	mod_4	9658	49578	Moderate return	solid	ap
2020-06-22	mod_5	22719	138255	Normal (pre-intervention)	solid	ap
2020-06-22	mod_6	6885	33291	Cautious return	solid	ap
2020-06-23	mod_2	9555	50145	Soc. Dist. + Travel Ban	solid	ap
2020-06-23	mod_3	25691	159610	No Intervention	solid	ap
2020-06-23	mod_4	10152	53523	Moderate return	solid	ap
2020-06-23	mod_5	25691	159610	Normal (pre-intervention)	solid	ap
2020-06-23	mod_6	7067	34754	Cautious return	solid	ap
2020-06-24	mod_2	10017	53626	Soc. Dist. + Travel Ban	solid	ap
2020-06-24	mod_3	29167	185503	No Intervention	solid	ap
2020-06-24	mod_4	10679	57425	Moderate return	solid	ap
2020-06-24	mod_5	29167	185503	Normal (pre-intervention)	solid	ap
2020-06-24	mod_6	7245	36395	Cautious return	solid	ap
2020-06-25	mod_2	10507	57640	Soc. Dist. + Travel Ban	solid	ap
2020-06-25	mod_3	33213	215582	No Intervention	solid	ap
2020-06-25	mod_4	11246	61521	Moderate return	solid	ap
2020-06-25	mod_5	33213	215582	Normal (pre-intervention)	solid	ap
2020-06-25	mod_6	7433	37830	Cautious return	solid	ap
2020-06-26	mod_2	11046	62060	Soc. Dist. + Travel Ban	solid	ap
2020-06-26	mod_3	37955	250624	No Intervention	solid	ap
2020-06-26	mod_4	11860	66204	Moderate return	solid	ap
2020-06-26	mod_5	37955	250624	Normal (pre-intervention)	solid	ap
2020-06-26	mod_6	7629	39391	Cautious return	solid	ap
2020-06-27	mod_2	11613	66709	Soc. Dist. + Travel Ban	solid	ap
2020-06-27	mod_3	43494	291100	No Intervention	solid	ap
2020-06-27	mod_4	12520	71412	Moderate return	solid	ap
2020-06-27	mod_5	43494	291100	Normal (pre-intervention)	solid	ap
2020-06-27	mod_6	7830	41078	Cautious return	solid	ap
2020-06-28	mod_2	12231	71402	Soc. Dist. + Travel Ban	solid	ap
2020-06-28	mod_3	49967	338611	No Intervention	solid	ap
2020-06-28	mod_4	13234	77250	Moderate return	solid	ap
2020-06-28	mod_5	49967	338611	Normal (pre-intervention)	solid	ap
2020-06-28	mod_6	8034	42875	Cautious return	solid	ap
2020-06-29	mod_2	12892	76791	Soc. Dist. + Travel Ban	solid	ap
2020-06-29	mod_3	57527	393583	No Intervention	solid	ap
2020-06-29	mod_4	14004	83079	Moderate return	solid	ap
2020-06-29	mod_5	57527	393583	Normal (pre-intervention)	solid	ap
2020-06-29	mod_6	8248	44780	Cautious return	solid	ap
2020-06-30	mod_2	13602	82458	Soc. Dist. + Travel Ban	solid	ap
2020-06-30	mod_3	66305	458101	No Intervention	solid	ap
2020-06-30	mod_4	14839	89098	Moderate return	solid	ap
2020-06-30	mod_5	66305	458101	Normal (pre-intervention)	solid	ap
2020-06-30	mod_6	8467	46604	Cautious return	solid	ap
2020-07-01	mod_2	14377	88685	Soc. Dist. + Travel Ban	solid	ap
2020-07-01	mod_3	76497	532618	No Intervention	solid	ap
2020-07-01	mod_4	15744	96496	Moderate return	solid	ap
2020-07-01	mod_5	76497	532618	Normal (pre-intervention)	solid	ap
2020-07-01	mod_6	8693	48443	Cautious return	solid	ap
2020-07-02	mod_2	15212	95085	Soc. Dist. + Travel Ban	solid	ap
2020-07-02	mod_3	88269	620810	No Intervention	solid	ap
2020-07-02	mod_4	16734	104093	Moderate return	solid	ap
2020-07-02	mod_5	88269	620810	Normal (pre-intervention)	solid	ap
2020-07-02	mod_6	8927	50533	Cautious return	solid	ap
2020-07-03	mod_2	16113	102581	Soc. Dist. + Travel Ban	solid	ap
2020-07-03	mod_3	101774	723385	No Intervention	solid	ap
2020-07-03	mod_4	17813	112092	Moderate return	solid	ap
2020-07-03	mod_5	101774	723385	Normal (pre-intervention)	solid	ap
2020-07-03	mod_6	9181	52697	Cautious return	solid	ap
2020-07-04	mod_2	17092	110388	Soc. Dist. + Travel Ban	solid	ap
2020-07-04	mod_3	117279	843427	No Intervention	solid	ap
2020-07-04	mod_4	19000	121355	Moderate return	solid	ap
2020-07-04	mod_5	117279	843427	Normal (pre-intervention)	solid	ap
2020-07-04	mod_6	9434	54909	Cautious return	solid	ap
2020-07-05	mod_2	18162	118655	Soc. Dist. + Travel Ban	solid	ap
2020-07-05	mod_3	134932	979662	No Intervention	solid	ap
2020-07-05	mod_4	20287	130837	Moderate return	solid	ap
2020-07-05	mod_5	134932	979662	Normal (pre-intervention)	solid	ap
2020-07-05	mod_6	9704	57318	Cautious return	solid	ap
2020-07-06	mod_2	19335	128395	Soc. Dist. + Travel Ban	solid	ap
2020-07-06	mod_3	154945	1142638	No Intervention	solid	ap
2020-07-06	mod_4	21700	141670	Moderate return	solid	ap
2020-07-06	mod_5	154945	1142638	Normal (pre-intervention)	solid	ap
2020-07-06	mod_6	9985	59432	Cautious return	solid	ap
2020-07-07	mod_2	20602	137904	Soc. Dist. + Travel Ban	solid	ap
2020-07-07	mod_3	177511	1333460	No Intervention	solid	ap
2020-07-07	mod_4	23241	153504	Moderate return	solid	ap
2020-07-07	mod_5	177511	1333460	Normal (pre-intervention)	solid	ap
2020-07-07	mod_6	10273	61999	Cautious return	solid	ap
2020-07-08	mod_2	21978	148175	Soc. Dist. + Travel Ban	solid	ap
2020-07-08	mod_3	202798	1550473	No Intervention	solid	ap
2020-07-08	mod_4	24933	165749	Moderate return	solid	ap
2020-07-08	mod_5	202798	1550473	Normal (pre-intervention)	solid	ap
2020-07-08	mod_6	10582	64722	Cautious return	solid	ap
2020-07-09	mod_2	23496	160130	Soc. Dist. + Travel Ban	solid	ap
2020-07-09	mod_3	231008	1802346	No Intervention	solid	ap
2020-07-09	mod_4	26785	179263	Moderate return	solid	ap
2020-07-09	mod_5	231008	1802346	Normal (pre-intervention)	solid	ap
2020-07-09	mod_6	10901	67276	Cautious return	solid	ap
2020-07-10	mod_2	25131	172791	Soc. Dist. + Travel Ban	solid	ap
2020-07-10	mod_3	262329	2097036	No Intervention	solid	ap
2020-07-10	mod_4	28817	193855	Moderate return	solid	ap
2020-07-10	mod_5	262329	2097036	Normal (pre-intervention)	solid	ap
2020-07-10	mod_6	11237	69970	Cautious return	solid	ap
2020-07-11	mod_2	26934	186586	Soc. Dist. + Travel Ban	solid	ap
2020-07-11	mod_3	296847	2421551	No Intervention	solid	ap
2020-07-11	mod_4	31046	209500	Moderate return	solid	ap
2020-07-11	mod_5	296847	2421551	Normal (pre-intervention)	solid	ap
2020-07-11	mod_6	11593	72751	Cautious return	solid	ap
2020-07-12	mod_2	28888	200153	Soc. Dist. + Travel Ban	solid	ap
2020-07-12	mod_3	334819	2809658	No Intervention	solid	ap
2020-07-12	mod_4	33496	227156	Moderate return	solid	ap
2020-07-12	mod_5	334819	2809658	Normal (pre-intervention)	solid	ap
2020-07-12	mod_6	11959	75967	Cautious return	solid	ap
2020-07-13	mod_2	31024	215519	Soc. Dist. + Travel Ban	solid	ap
2020-07-13	mod_3	376273	3246766	No Intervention	solid	ap
2020-07-13	mod_4	36178	246010	Moderate return	solid	ap
2020-07-13	mod_5	376273	3246766	Normal (pre-intervention)	solid	ap
2020-07-13	mod_6	12341	79054	Cautious return	solid	ap
2020-07-14	mod_2	33365	232077	Soc. Dist. + Travel Ban	solid	ap
2020-07-14	mod_3	421316	3744112	No Intervention	solid	ap
2020-07-14	mod_4	39099	266050	Moderate return	solid	ap
2020-07-14	mod_5	421316	3744112	Normal (pre-intervention)	solid	ap
2020-07-14	mod_6	12751	82277	Cautious return	solid	ap
2020-07-15	mod_2	35908	250812	Soc. Dist. + Travel Ban	solid	ap
2020-07-15	mod_3	470115	4308425	No Intervention	solid	ap
2020-07-15	mod_4	42288	287623	Moderate return	solid	ap
2020-07-15	mod_5	470115	4308425	Normal (pre-intervention)	solid	ap
2020-07-15	mod_6	13182	85823	Cautious return	solid	ap
2020-07-16	mod_2	38678	270441	Soc. Dist. + Travel Ban	solid	ap
2020-07-16	mod_3	522698	4949064	No Intervention	solid	ap
2020-07-16	mod_4	45760	310948	Moderate return	solid	ap
2020-07-16	mod_5	522698	4949064	Normal (pre-intervention)	solid	ap
2020-07-16	mod_6	13625	88978	Cautious return	solid	ap
2020-07-17	mod_2	41709	292349	Soc. Dist. + Travel Ban	solid	ap
2020-07-17	mod_3	579075	5660783	No Intervention	solid	ap
2020-07-17	mod_4	49566	338362	Moderate return	solid	ap
2020-07-17	mod_5	579075	5660783	Normal (pre-intervention)	solid	ap
2020-07-17	mod_6	14107	92582	Cautious return	solid	ap
2020-07-18	mod_2	45000	314333	Soc. Dist. + Travel Ban	solid	ap
2020-07-18	mod_3	639298	6453435	No Intervention	solid	ap
2020-07-18	mod_4	53705	366019	Moderate return	solid	ap
2020-07-18	mod_5	639298	6453435	Normal (pre-intervention)	solid	ap
2020-07-18	mod_6	14611	96866	Cautious return	solid	ap
2020-07-19	mod_2	48589	339699	Soc. Dist. + Travel Ban	solid	ap
2020-07-19	mod_3	703392	7324045	No Intervention	solid	ap
2020-07-19	mod_4	58192	396551	Moderate return	solid	ap
2020-07-19	mod_5	703392	7324045	Normal (pre-intervention)	solid	ap
2020-07-19	mod_6	15145	100501	Cautious return	solid	ap
2020-07-20	mod_2	52495	365487	Soc. Dist. + Travel Ban	solid	ap
2020-07-20	mod_3	771330	8247043	No Intervention	solid	ap
2020-07-20	mod_4	63060	432870	Moderate return	solid	ap
2020-07-20	mod_5	771330	8247043	Normal (pre-intervention)	solid	ap
2020-07-20	mod_6	15715	104621	Cautious return	solid	ap
2020-07-21	mod_2	56748	397667	Soc. Dist. + Travel Ban	solid	ap
2020-07-21	mod_3	843020	9244112	No Intervention	solid	ap
2020-07-21	mod_4	68342	467294	Moderate return	solid	ap
2020-07-21	mod_5	843020	9244112	Normal (pre-intervention)	solid	ap
2020-07-21	mod_6	16310	108447	Cautious return	solid	ap
2020-07-22	mod_2	61339	427321	Soc. Dist. + Travel Ban	solid	ap
2020-07-22	mod_3	918472	10267538	No Intervention	solid	ap
2020-07-22	mod_4	74041	505844	Moderate return	solid	ap
2020-07-22	mod_5	918472	10267538	Normal (pre-intervention)	solid	ap
2020-07-22	mod_6	16943	112794	Cautious return	solid	ap
2020-07-23	mod_2	66308	463908	Soc. Dist. + Travel Ban	solid	ap
2020-07-23	mod_3	997574	11342542	No Intervention	solid	ap
2020-07-23	mod_4	80184	548839	Moderate return	solid	ap
2020-07-23	mod_5	997574	11342542	Normal (pre-intervention)	solid	ap
2020-07-23	mod_6	17620	117481	Cautious return	solid	ap
2020-07-24	mod_2	71668	500580	Soc. Dist. + Travel Ban	solid	ap
2020-07-24	mod_3	1080310	12463747	No Intervention	solid	ap
2020-07-24	mod_4	86804	594940	Moderate return	solid	ap
2020-07-24	mod_5	1080310	12463747	Normal (pre-intervention)	solid	ap
2020-07-24	mod_6	18338	122813	Cautious return	solid	ap
2020-07-25	mod_2	77445	539915	Soc. Dist. + Travel Ban	solid	ap
2020-07-25	mod_3	1166459	13605207	No Intervention	solid	ap
2020-07-25	mod_4	93894	644725	Moderate return	solid	ap
2020-07-25	mod_5	1166459	13605207	Normal (pre-intervention)	solid	ap
2020-07-25	mod_6	19094	127470	Cautious return	solid	ap
2020-07-26	mod_2	83650	583426	Soc. Dist. + Travel Ban	solid	ap
2020-07-26	mod_3	1256002	14752959	No Intervention	solid	ap
2020-07-26	mod_4	101504	697005	Moderate return	solid	ap
2020-07-26	mod_5	1256002	14752959	Normal (pre-intervention)	solid	ap
2020-07-26	mod_6	19894	132559	Cautious return	solid	ap
2020-07-27	mod_2	90313	631074	Soc. Dist. + Travel Ban	solid	ap
2020-07-27	mod_3	1348885	15954176	No Intervention	solid	ap
2020-07-27	mod_4	109656	756445	Moderate return	solid	ap
2020-07-27	mod_5	1348885	15954176	Normal (pre-intervention)	solid	ap
2020-07-27	mod_6	20744	138096	Cautious return	solid	ap
2020-07-28	mod_2	97409	678423	Soc. Dist. + Travel Ban	solid	ap
2020-07-28	mod_3	1444832	17195955	No Intervention	solid	ap
2020-07-28	mod_4	118366	818804	Moderate return	solid	ap
2020-07-28	mod_5	1444832	17195955	Normal (pre-intervention)	solid	ap
2020-07-28	mod_6	21641	143467	Cautious return	solid	ap
2020-07-29	mod_2	105019	733750	Soc. Dist. + Travel Ban	solid	ap
2020-07-29	mod_3	1543760	18442682	No Intervention	solid	ap
2020-07-29	mod_4	127637	886633	Moderate return	solid	ap
2020-07-29	mod_5	1543760	18442682	Normal (pre-intervention)	solid	ap
2020-07-29	mod_6	22591	148977	Cautious return	solid	ap
2020-07-30	mod_2	113148	791550	Soc. Dist. + Travel Ban	solid	ap
2020-07-30	mod_3	1645490	19735894	No Intervention	solid	ap
2020-07-30	mod_4	137493	960661	Moderate return	solid	ap
2020-07-30	mod_5	1645490	19735894	Normal (pre-intervention)	solid	ap
2020-07-30	mod_6	23598	154874	Cautious return	solid	ap
2020-07-31	mod_2	121785	855468	Soc. Dist. + Travel Ban	solid	ap
2020-07-31	mod_3	1749896	21031421	No Intervention	solid	ap
2020-07-31	mod_4	147939	1043050	Moderate return	solid	ap
2020-07-31	mod_5	1749896	21031421	Normal (pre-intervention)	solid	ap
2020-07-31	mod_6	24658	161833	Cautious return	solid	ap
2020-08-01	mod_2	130970	927048	Soc. Dist. + Travel Ban	solid	ap
2020-08-01	mod_3	1856846	22304333	No Intervention	solid	ap
2020-08-01	mod_4	159023	1132036	Moderate return	solid	ap
2020-08-01	mod_5	1856846	22304333	Normal (pre-intervention)	solid	ap
2020-08-01	mod_6	25788	168486	Cautious return	solid	ap
2020-08-02	mod_2	140673	998182	Soc. Dist. + Travel Ban	solid	ap
2020-08-02	mod_3	1966199	23587578	No Intervention	solid	ap
2020-08-02	mod_4	170741	1229292	Moderate return	solid	ap
2020-08-02	mod_5	1966199	23587578	Normal (pre-intervention)	solid	ap
2020-08-02	mod_6	26993	175034	Cautious return	solid	ap
2020-08-03	mod_2	150946	1078304	Soc. Dist. + Travel Ban	solid	ap
2020-08-03	mod_3	2077722	24871243	No Intervention	solid	ap
2020-08-03	mod_4	183109	1331100	Moderate return	solid	ap
2020-08-03	mod_5	2077722	24871243	Normal (pre-intervention)	solid	ap
2020-08-03	mod_6	28260	182132	Cautious return	solid	ap
2020-08-04	mod_2	161779	1163243	Soc. Dist. + Travel Ban	solid	ap
2020-08-04	mod_3	2191312	26099741	No Intervention	solid	ap
2020-08-04	mod_4	196138	1445019	Moderate return	solid	ap
2020-08-04	mod_5	2191312	26099741	Normal (pre-intervention)	solid	ap
2020-08-04	mod_6	29576	190119	Cautious return	solid	ap
2020-08-05	mod_2	173172	1258898	Soc. Dist. + Travel Ban	solid	ap
2020-08-05	mod_3	2306790	27299894	No Intervention	solid	ap
2020-08-05	mod_4	209831	1567598	Moderate return	solid	ap
2020-08-05	mod_5	2306790	27299894	Normal (pre-intervention)	solid	ap
2020-08-05	mod_6	30975	197617	Cautious return	solid	ap
2020-08-06	mod_2	185166	1362901	Soc. Dist. + Travel Ban	solid	ap
2020-08-06	mod_3	2423949	28474439	No Intervention	solid	ap
2020-08-06	mod_4	224200	1694286	Moderate return	solid	ap
2020-08-06	mod_5	2423949	28474439	Normal (pre-intervention)	solid	ap
2020-08-06	mod_6	32437	205900	Cautious return	solid	ap
2020-08-07	mod_2	197745	1468275	Soc. Dist. + Travel Ban	solid	ap
2020-08-07	mod_3	2542696	29597831	No Intervention	solid	ap
2020-08-07	mod_4	239230	1828770	Moderate return	solid	ap
2020-08-07	mod_5	2542696	29597831	Normal (pre-intervention)	solid	ap
2020-08-07	mod_6	33983	214516	Cautious return	solid	ap
2020-08-08	mod_2	210918	1583514	Soc. Dist. + Travel Ban	solid	ap
2020-08-08	mod_3	2663021	30674692	No Intervention	solid	ap
2020-08-08	mod_4	254959	1985111	Moderate return	solid	ap
2020-08-08	mod_5	2663021	30674692	Normal (pre-intervention)	solid	ap
2020-08-08	mod_6	35607	223765	Cautious return	solid	ap
2020-08-09	mod_2	224726	1702796	Soc. Dist. + Travel Ban	solid	ap
2020-08-09	mod_3	2784557	31702915	No Intervention	solid	ap
2020-08-09	mod_4	271382	2140717	Moderate return	solid	ap
2020-08-09	mod_5	2784557	31702915	Normal (pre-intervention)	solid	ap
2020-08-09	mod_6	37318	233522	Cautious return	solid	ap
2020-08-10	mod_2	239126	1838584	Soc. Dist. + Travel Ban	solid	ap
2020-08-10	mod_3	2907302	32695433	No Intervention	solid	ap
2020-08-10	mod_4	288488	2320522	Moderate return	solid	ap
2020-08-10	mod_5	2907302	32695433	Normal (pre-intervention)	solid	ap
2020-08-10	mod_6	39112	242464	Cautious return	solid	ap
2020-08-11	mod_2	254133	1974948	Soc. Dist. + Travel Ban	solid	ap
2020-08-11	mod_3	3030996	33595840	No Intervention	solid	ap
2020-08-11	mod_4	306269	2501866	Moderate return	solid	ap
2020-08-11	mod_5	3030996	33595840	Normal (pre-intervention)	solid	ap
2020-08-11	mod_6	40990	252072	Cautious return	solid	ap
2020-08-12	mod_2	269747	2133565	Soc. Dist. + Travel Ban	solid	ap
2020-08-12	mod_3	3155656	34539611	No Intervention	solid	ap
2020-08-12	mod_4	324779	2711136	Moderate return	solid	ap
2020-08-12	mod_5	3155656	34539611	Normal (pre-intervention)	solid	ap
2020-08-12	mod_6	42974	261383	Cautious return	solid	ap
2020-08-13	mod_2	285957	2291260	Soc. Dist. + Travel Ban	solid	ap
2020-08-13	mod_3	3281057	35367184	No Intervention	solid	ap
2020-08-13	mod_4	343948	2919994	Moderate return	solid	ap
2020-08-13	mod_5	3281057	35367184	Normal (pre-intervention)	solid	ap
2020-08-13	mod_6	45055	274020	Cautious return	solid	ap
2020-08-14	mod_2	302796	2476858	Soc. Dist. + Travel Ban	solid	ap
2020-08-14	mod_3	3407030	36157144	No Intervention	solid	ap
2020-08-14	mod_4	363820	3144766	Moderate return	solid	ap
2020-08-14	mod_5	3407030	36157144	Normal (pre-intervention)	solid	ap
2020-08-14	mod_6	47218	285383	Cautious return	solid	ap
2020-08-15	mod_2	320228	2663146	Soc. Dist. + Travel Ban	solid	ap
2020-08-15	mod_3	3533492	36855453	No Intervention	solid	ap
