place,r,lower,upper
Andhra Pradesh,1.5749756397939114,1.4775453573965722,1.6754975043311813
Assam,1.102859729276116,0.8992144069596583,1.3270406271626323
Bihar,1.1614721376226285,1.0103679563539028,1.3230208134505648
Chhattisgarh,1.6968267144151523,1.6335000310639274,1.7613567856829084
Delhi,1.3851399861719,1.3256320765585121,1.4459381873640378
Gujarat,1.4180839664866738,1.3743175839097916,1.4625303616562837
Haryana,1.4905937326126202,1.4277829914290305,1.5547421335422535
India,1.359410247513921,1.3519311524448343,1.3669097640925398
Jammu and Kashmir,1.1021765122566483,1.0045336164533625,1.2042985487364646
Jharkhand,1.1920644027619178,1.0597753578285252,1.3320664222368992
Karnataka,1.473788890877968,1.4309398535818225,1.5172654466184778
Kerala,0.7657819300145718,0.7504066469729774,0.7813112351645847
Madhya Pradesh,1.4487926089283913,1.3998330687352278,1.4985874893462552
Maharashtra,1.4786928404283122,1.4683473366246236,1.489074333254351
Odisha,0.9432792360212522,0.8450991622217622,1.0467805633615663
Punjab,1.4560815479795635,1.4232343183847809,1.4892995714589623
Rajasthan,1.275538024070655,1.2026892945767984,1.350505258352766
Tamil Nadu,1.3020529844735214,1.260340413838541,1.3444372113698109
Telangana,1.1831040395910484,1.110292242141999,1.2582003036347529
Uttar Pradesh,1.5754056385544812,1.4782425403118922,1.675646655157147
West Bengal,1.1766244244390778,1.1137435728896006,1.2412093508017814
