place,r,lower,upper,.groups
Andhra Pradesh,0.8142137686489083,0.7835187668422416,0.8454906853334838,drop_last
Assam,0.8397183296301177,0.7767224802029605,0.9051358516843366,drop_last
Bihar,1.009154648598865,0.9732146715933535,1.0457374538648176,drop_last
Chhattisgarh,0.924935557025322,0.9038555599773705,0.946255198946273,drop_last
Delhi,0.6057988499398671,0.5948522656473733,0.6168444061895834,drop_last
Gujarat,0.8889076228000911,0.8675335937016524,0.9105383850060277,drop_last
Haryana,0.7522861448949314,0.7340178517737859,0.7707766162813366,drop_last
India,0.8475015359436662,0.8432481145868868,0.8517655165009707,drop_last
Jammu and Kashmir,0.8579367471223592,0.8211197712010843,0.8955508385281636,drop_last
Jharkhand,0.9106987965042413,0.8512722039187345,0.9721026196604607,drop_last
Karnataka,0.8999644412062039,0.877467793280652,0.922741936424405,drop_last
Kerala,0.9121545116899052,0.9005581862598805,0.9238240356189104,drop_last
Madhya Pradesh,0.9130650453681453,0.8911266385669322,0.9352666635915586,drop_last
Maharashtra,0.8754385948522114,0.8635953898216453,0.8873613819830185,drop_last
Odisha,0.8016936879479202,0.7655016740428576,0.8387099949138869,drop_last
Punjab,0.8798834843087431,0.8484942456977438,0.9118354987763037,drop_last
Rajasthan,0.7206045489498435,0.7050265207198274,0.7363510354968,drop_last
Tamil Nadu,0.8938993936886903,0.8719046873784214,0.9161643327189045,drop_last
Telangana,0.9487727996630089,0.9158066366350244,0.9823139872892901,drop_last
Uttar Pradesh,0.8395948855706554,0.8212077506974663,0.8581830014049212,drop_last
West Bengal,0.8815399990132262,0.8669532399754485,0.8962468215467488,drop_last
