place,r,lower,upper
Andhra Pradesh,1.2025315295154333,1.1951150257779957,1.2099706665128773
Assam,1.4740423031209633,1.4557353592141444,1.4924622254226017
Bihar,0.9900354568392751,0.9824523670353744,0.9976473538414391
Chhattisgarh,0.8712358707678682,0.8645228748599396,0.8779745582568017
Delhi,0.7824974244287002,0.7773125536026692,0.7876993636724366
Gujarat,0.9106572775273079,0.9034203231397183,0.9179227187410156
Haryana,1.0902086228463548,1.082181423324967,1.0982650899616886
India,1.0430645155443599,1.041594661534302,1.0445353919976108
Jharkhand,0.9692345235381521,0.9581248854711588,0.9804074007524484
Karnataka,1.1876265081413364,1.1827919093341628,1.1924708355323768
Kerala,1.1486364109051848,1.1434625974053647,1.1538217475391725
Madhya Pradesh,0.9250985352290874,0.9175605984476385,0.9326669142499676
Maharashtra,0.8816253666297124,0.8782560767804882,0.8850010274952402
Odisha,1.2792728831801647,1.2683151361476537,1.290277161615962
Punjab,1.2111214310315612,1.1994953133154291,1.2228028725347488
Rajasthan,1.0482355231312284,1.0412848633927965,1.0552089856791964
Tamil Nadu,1.3568639950501549,1.3494537220167757,1.3642943209788636
Telangana,0.9029042029396188,0.8931142589146784,0.9127469595492055
Uttar Pradesh,0.8436096059965474,0.8390311622917046,0.8482003611876103
Uttarakhand,1.281998094635733,1.2690947468828981,1.2949658752599453
West Bengal,1.1347837745911684,1.1275477445071547,1.1420426366329495
